year,city,sector,stage,investor_type_mix,new_or_existing,capital_inr_mn,rounds,disclosed_only,notes
2023,Bengaluru,social media,Venture Debt / Convertible,/CVC-corporate/Sovereign,new_or_mixed,4140.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,spacetech,Series B,/VC/corporate VC,new_or_mixed,2980.8,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,F&B / coffee chain (QSR),Series C,/PE/VC,new_or_mixed,2898.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,AI / LLMs / sovereign models,Series A ($41M total incl. seed),VC/Venture Capital,new_or_mixed,2401.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Hyderabad,spacetech launch,pre-Series C (first),unknown,new_or_mixed,2277.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Gurugram,EV fleet / logistics tech,Series B ($20M equity + $5M debt),/Accelerator/VC,new_or_mixed,2070.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,D2C jewellery,Series B,/VC/Venture Debt/family office/PE,new_or_mixed,2000.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,AI / AI cloud infrastructure,Debt,VC,new_or_mixed,1987.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,gaming livestream / social entertainment / micro-drama,Pre-Series B,,new_or_mixed,1821.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,gaming/web3 distribution protocol,Seed,/VC,new_or_mixed,1656.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,edtech SaaS,series-a,/VC,new_or_mixed,1407.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,EV two-wheeler,Series A,unknown,existing,1242.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,spacetech analytics,Series A,,new_or_mixed,1242.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Hyderabad,fintech/spend management,Post-IPO,unknown,new_or_mixed,1134.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,D2C fashion,Series A (Rs 110 Cr),/Venture Capital,new_or_mixed,1084.7,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,D2C fashion,Series A,/Venture Capital,new_or_mixed,1084.7,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Mumbai,gaming diversified,Post-IPO,,new_or_mixed,1000.9,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,AI / LLMs / sovereign models,Seed (disclosed within $41M announcement),VC,new_or_mixed,993.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,Robotics / industrial automation (AMR),Series A,unknown,new_or_mixed,902.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,fintech / credit cards,Series A,/VC,new_or_mixed,859.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,spacetech ssa,Series A1,VC/Venture Capital,new_or_mixed,828.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,"Bengaluru, Karnataka",B2B ecommerce (food & grocery),Venture Debt,/Venture Debt,new_or_mixed,756.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,defence imaging / electro-optics,Series C,,new_or_mixed,750.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,healthtech diagnostics,venture,/Accelerator/Micro-VC,new_or_mixed,745.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Mumbai,D2C luxury fashion / fashion-tech,Series D,,new_or_mixed,662.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Delhi NCR,ev mobility,Series A,,new_or_mixed,662.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Gurugram,d2c beauty,Series A,/CVC-corporate/VC,new_or_mixed,579.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,Robotics / industrial automation (AMR),Undisclosed,unknown,new_or_mixed,571.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,healthtech diagnostics,venture,Venture Capital,new_or_mixed,496.8,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,proptech,Series E extension,unknown,new_or_mixed,414.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,gaming/web3 distribution protocol,Seed,/PE/VC,new_or_mixed,406.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,d2c travel goods,Series A-2,/Venture Debt,new_or_mixed,310.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,foodtech cloud kitchen,Series C (continued),/Venture Capital,new_or_mixed,300.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,edtech short-form,Seed,VC,new_or_mixed,248.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Mumbai,fintech / B2B pharma,seed,/VC,new_or_mixed,248.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,travel villas,Seed,VC,new_or_mixed,207.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Chennai,semiconductors,Seed,VC,new_or_mixed,192.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Gurugram,proptech,Private,,new_or_mixed,112.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,"Bengaluru, Karnataka",B2B ecommerce (food & grocery),Series C,/Venture Debt,new_or_mixed,38.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,ecommerce,primary,/CVC-corporate/corporate VC,new_or_mixed,79515.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,quick commerce,Series D,/VC,new_or_mixed,55660.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Gurugram,fintech,IPO,unknown,new_or_mixed,47876.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,quick commerce,Series F,,new_or_mixed,29295.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,quick commerce,Series E,Unknown,new_or_mixed,28458.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,healthtech/pharmacy,"Growth (rights issue, down round)",unknown,new_or_mixed,18079.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,foodtech/cloud kitchen,Series G,/Sovereign,new_or_mixed,17577.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Noida,EdTech,Series B,/Hedge Fund/VC,new_or_mixed,17577.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,b2b manufacturing,Venture round,/Venture Capital,new_or_mixed,15903.0,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,edtech exec education,Series F,/PE/VC,new_or_mixed,12555.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,"Bengaluru, Karnataka",Mobility / road transport tech (bike taxi-led multimodal),Series E,unknown,new_or_mixed,10044.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,New Delhi,SaaS / data collaboration & governance,Series C,unknown,new_or_mixed,8788.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,adtech,Debt,,new_or_mixed,8370.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,Logistics,Series E,/CVC-corporate/PE/Sovereign/Govt/VC,new_or_mixed,8370.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,wealthtech / financial services,Series B,/Sovereign/Govt/VC,new_or_mixed,7984.1,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,healthtech / AI diagnostics,Series D,/PE/VC/Venture Capital,new_or_mixed,5440.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Delhi,ev commercial,Series C,unknown,new_or_mixed,5250.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,Edtech / skilling,Equity,Sovereign,new_or_mixed,5022.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,AI / AI cloud infrastructure,Series B (first equity round),Other/VC,new_or_mixed,4185.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Thane,B2B construction materials,debt,,new_or_mixed,4185.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,social media,debt/convertible,unknown,new_or_mixed,4101.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,social media,Convertible Note,/CVC-corporate/Other/Sovereign/VC/corporate VC,new_or_mixed,4101.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Noida,agritech / post-harvest,Conventional Debt,,new_or_mixed,4101.3,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,EV two-wheeler,Series B,unknown,existing,3348.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,foodtech cloud kitchen,Series D,/Venture Capital,new_or_mixed,3348.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,Mobility / EV,Post-Series B (equity),unknown,new_or_mixed,3211.2,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,healthtech / wearables,Series B,Angel Investor/Hedge Fund/Investment Firm/VC,new_or_mixed,2929.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,D2C jewellery,Series B extended,/PE/family office/PE,new_or_mixed,2550.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,AI cloud infrastructure,Series A,CVC-corporate/VC,new_or_mixed,2511.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Gurugram,auto marketplace | used cars,Corporate Round,,new_or_mixed,2499.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,agritech (dairy tech),Series C,/VC,new_or_mixed,2176.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Pune,fintech/credit cards,Series D tranche,/VC,new_or_mixed,2134.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,spacetech,Series B extension,Financial Services/VC,new_or_mixed,2008.8,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Chennai,SaaS (PSA / onboarding),Series B,unknown,existing,2008.8,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Gurugram,proptech coworking,Series B-II,,new_or_mixed,1680.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,AI cloud infrastructure,Seed,CVC-corporate/VC,new_or_mixed,1674.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,"Bengaluru, Karnataka",B2B ecommerce (food & grocery),Series C3,/VC,new_or_mixed,1523.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,fintech,Convertible Debt,,new_or_mixed,1507.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,fintech/bnpl,debt+equity (unlettered),Debt/VC-Debt,new_or_mixed,1506.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,D2C Beauty / Skincare,Series B,PE/Growth/VC/Venture Capital,new_or_mixed,1502.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,regtech/id verification,Series F (earlier),,new_or_mixed,1422.9,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,edtech SaaS,later-stage vc,/VC,new_or_mixed,1381.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,social media,Conventional Debt,,new_or_mixed,1339.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,edtech robotics / consumer AI robots,Series D,/Venture Capital,new_or_mixed,1322.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Gurugram,EV fleet / logistics tech,Series C (C1 equity close; $50M round: $40M eq + $10M debt),/Accelerator/VC,new_or_mixed,1255.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,D2C Beauty / Skincare,Series A,VC/Venture Capital,new_or_mixed,1209.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,d2c travel goods,Series B,VC,new_or_mixed,1004.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,D2C jewellery,Series B extended,Family Office,new_or_mixed,1000.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,fintech lending green,Series B,,new_or_mixed,900.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,gaming/web3 distribution protocol,Ecosystem,,new_or_mixed,837.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,robotics vision,Series A,/VC,new_or_mixed,837.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,adtech,Series A,,new_or_mixed,830.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,fintech lending,Series D extension,/PE/Sovereign/Govt/VC/family office/PE,new_or_mixed,786.8,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,fintech / digital banking,Insider equity (partly paid shares),,new_or_mixed,714.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Kolkata,ecommerce / home decor D2C,venture (unspecified),unknown,new_or_mixed,698.9,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,edtech short-form,Series A,VC,new_or_mixed,669.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Delhi,climate energy efficiency,Debt,,new_or_mixed,669.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Chennai,semiconductors,Series A,unknown,new_or_mixed,669.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,cybersecurity / quantum,Grant (prize money),,new_or_mixed,664.8,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Kolkata,ecommerce / home decor D2C,Angel,/VC,new_or_mixed,659.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Kolkata,ecommerce / home decor D2C,Series A,/VC,new_or_mixed,629.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,AI dev-tools / vibe-coding,Seed,/Accelerator/Micro-VC,new_or_mixed,585.9,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Delhi,ev commercial,Series C,/VC,new_or_mixed,525.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,media (Josh/Dailyhunt),Venture Debt,Venture Debt,new_or_mixed,502.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,spacetech launch,Seed,,new_or_mixed,418.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,fintech cross-border payments,Seed VC - II (Pre-Series A),VC,new_or_mixed,418.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,fintech cross-border payments,Pre-Series A,VC,new_or_mixed,418.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,travel villas,Seed/Series A,VC,new_or_mixed,418.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,travel villas,Series A,/VC,new_or_mixed,418.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai MMR,healthtech / insurtech engagement,Undisclosed,unknown,new_or_mixed,418.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,fintech / digital lending,Series E-II,VC,new_or_mixed,389.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,semiconductor power,Seed,,new_or_mixed,334.8,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,healthtech,Series A,,new_or_mixed,320.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,wealthtech,Series B,VC/family office/PE,new_or_mixed,265.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,gaming/web3 distribution protocol,Seed,,new_or_mixed,215.9,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,travel villas,Seed,,new_or_mixed,209.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Delhi,ev commercial,Series C (additional),unknown,new_or_mixed,200.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,analytics / decision sciences / AI,Unattributed,unknown,new_or_mixed,168.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,spacetech ssa,Series A1 (extension),,new_or_mixed,167.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,Foodtech / 10-min food delivery,Seed,/VC,new_or_mixed,167.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,San Francisco,ai marketing saas,Seed,Accelerator/Micro-VC/VC,new_or_mixed,142.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,ev battery fast-charge,Seed,,new_or_mixed,100.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Gurugram,hospitality/travel-tech,Secondary,,new_or_mixed,100.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,Semiconductor / AI chip,Pre-Series A,VC,new_or_mixed,100.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Gurugram,travel AI,pre-seed,unknown,new_or_mixed,64.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,D2C footwear,Series A,/VC,new_or_mixed,42.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Bengaluru,Mobility / EV,Debt,unknown,new_or_mixed,25.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Mumbai,mobility / used-car leasing,Pre-Series A,,new_or_mixed,20.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2024,Surat,High Tech / Edge Computing,Seed,,new_or_mixed,10.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Noida,fintech,IPO,,new_or_mixed,557050.0,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Delhi NCR,consumer electronics,IPO-UDRHP,unknown,new_or_mixed,128550.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,travel-tech,Post-IPO Equity,,new_or_mixed,119980.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Delhi NCR,auto/ev,Series D,,new_or_mixed,85700.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,insurtech,Merger,unknown,new_or_mixed,74000.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,hospitality/travel-tech,IPO (pending),unknown,new_or_mixed,73150.0,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Thane,B2B construction materials,Series G,/VC/Venture Capital/growth,new_or_mixed,62689.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,"Bengaluru, Karnataka",Horizontal ecommerce / social commerce,IPO,unknown,new_or_mixed,51934.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,quick commerce,pre-IPO,/VC/pension_fund,new_or_mixed,38565.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,adtech,Series E (talks),unknown,new_or_mixed,34280.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,adtech,"Loan (2 tranches, 13-14%, secured on founders' stake)",,new_or_mixed,29995.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,adtech,Debt,,new_or_mixed,29995.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,enterprise / data & AI services,strategic/PE growth,PE,new_or_mixed,29995.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Noida,healthtech saas/ai,Series F,/CVC-corporate/VC,new_or_mixed,23567.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,environment/logistics tech,Equity Investment,,new_or_mixed,23567.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,"Bengaluru, Karnataka",Horizontal ecommerce / social commerce,Series F (late private),unknown,new_or_mixed,23139.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,"Bengaluru, Karnataka",Mobility / road transport tech (bike taxi-led multimodal),Series F (secondary),PE,new_or_mixed,23139.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,aviation,growth-equity,/Investment Firm/PE/family office/PE,new_or_mixed,22282.0,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Navi Mumbai,logistics cold chain,Series B (equity + debt + secondary),/VC/Venture Capital,new_or_mixed,21425.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,AI / AI cloud infrastructure,Founder commitment,,new_or_mixed,19711.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,healthtech | healthtech integrated care,Seed,/PE/VC,new_or_mixed,18682.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,adtech,Total PE raised,/Investment,new_or_mixed,18511.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,fintech wealthtech,Series F,Investment Firm/Sovereign/Govt,new_or_mixed,17337.1,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,logistics,Series F,/PE,new_or_mixed,17140.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Noida,fintech,Secondary,,new_or_mixed,16958.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,b2b commerce,Series G,Financial Services/VC,new_or_mixed,16197.3,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,foodtech cloud kitchen,Series D-II (Later Stage VC),VC/asset-manager/growth,new_or_mixed,15854.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,foodtech cloud kitchen,Series D-II,VC/asset-manager/growth,new_or_mixed,15854.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,SaaS / customer engagement,Series F (follow-on),/Asset Management/PE/VC,new_or_mixed,15426.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,enterprise AI/analytics,Secondary,/PE,new_or_mixed,14569.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,fintech (housing finance),Growth equity,PE/VC/family office/PE,new_or_mixed,14569.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Surat,climate / solar manufacturing,pre-IPO,/Corporate,new_or_mixed,14220.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Thane,B2B construction materials,debt,,new_or_mixed,14105.0,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,auto/used cars,Series F (extended),Asset Management,new_or_mixed,13797.7,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,edtech robotics / consumer AI robots,Series D (pending),Non-Profit Foundation,new_or_mixed,13283.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,adtech,Pre-IPO (talks),unknown,new_or_mixed,12855.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,B2B supply-chain commerce / fintech,Oxyzo equity raise (planned),unknown,new_or_mixed,12855.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,edtech exec education,Debt refinancing,,new_or_mixed,12855.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Hyderabad,HR-tech SaaS,growth,/PE,new_or_mixed,11998.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,d2c beauty,Series B,/VC,new_or_mixed,11655.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,auto/used cars,Series F,/Hedge Fund/VC/VC,new_or_mixed,11141.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,fintech/bnpl,Series B,/Investment Management/Venture Capital/growth equity,new_or_mixed,10712.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Thane,B2B construction materials,Series F,/growth,new_or_mixed,10369.7,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,fintech/broking,Series B,/Hedge Fund/Sovereign/Govt/VC,new_or_mixed,10284.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,"Bengaluru, Karnataka",B2B ecommerce (food & grocery),Series D,unknown,new_or_mixed,10284.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,healthtech / wearables,Reported (unclosed),/VC,new_or_mixed,10284.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,d2c/jewellery,Corporate Round,,new_or_mixed,10000.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,B2B supply-chain commerce / fintech,Oxyzo debt (NCD),,new_or_mixed,9830.0,3,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,SaaS / customer engagement,Series F (tranche 1),/VC,new_or_mixed,8570.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,logistics,Series F (extended),/Venture Capital,new_or_mixed,8570.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,edtech study-abroad,Debt,,new_or_mixed,8570.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,AI / computer vision / fleet safety telematics,Series D,/Corporate VC,new_or_mixed,7713.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,auto/used cars,Series G,Asset Management,new_or_mixed,7713.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
