startup_id,raw_url_field,claim_or_fields,title
S0255,,"Travel-fintech / neobank: zero-forex markup debit/credit cards via partner banks (DCB, SBM), forex services via Kanji Fo",
S0255,,https://www.goniyo.com,
S0255,prompt,Vikram Chatterjee and Shreyans Sheth (prompt-suggested names),
S0256,,founder Prateep Basu,
S0256,,"ACTIVE — IN-SPACe Technology Adoption Fund selectee, 2026",
S0256,,ACTIVE,
S0256,,Satellite earth-observation analytics (decision intelligence),
S0256,,"Satellite Earth-observation analytics (decision intelligence) for agriculture, banking, insurance, infrastructure, aviat",
S0256,,https://satsure.co,
S0257,,founder Nitya Sharma,
S0258,,founder Virendra Gupta,
S0258,,founder Umang Bedi,
S0258,,founder Shailendra Sharma,
S0258,,person Virendra Kumar Gupta,
S0258,,person Umang Bedi,
S0258,,person Vikram Vaidyanathan,
S0258,,person Yana Vladimirovna Kachurina,
S0258,,person Neeraj Bharadwaj,
S0258,,person Prakul Kaushiva,
S0258,,person Utsav Mitra,
S0258,,person Nitin Kukreja,
S0258,,person Deepak Dara,
S0258,,person Prathivadibhayankara Rajagopalan Ramesh,
S0258,,person Prasanna Prasad,
S0258,,person Prakashan Manikoth,
S0258,,person Sandip Basu,
S0258,,financials,VerSe Innovation achieves 88% Revenue Growth; Cuts Burn by 20%
S0258,,financials,Dailyhunt parent VerSe Innovation halves EBITDA loss to Rs 710 crore in FY24
S0258,,financials,VerSe Innovation to reach Ebitda break-even by FY25-end: Co-founder
S0258,,financials,VerSe - Tracxn Company Profile
S0258,,financials,VerSe Innovation achieves 88% Revenue Growth; Cuts Burn by 20%
S0258,,financials,VerSe Innovation achieves 88% Revenue Growth; Cuts Burn by 20%
S0258,,financials,Dailyhunt parent VerSe Innovation halves EBITDA loss to Rs 710 crore in FY24
S0258,,financials,Dailyhunt parent VerSe Innovation halves EBITDA loss to Rs 710 crore in FY24
S0258,,financials,VerSe Innovation to reach Ebitda break-even by FY25-end: Co-founder
S0258,,financials,VerSe Innovation to reach Ebitda break-even by FY25-end: Co-founder
S0258,,Dailyhunt,
S0258,,Josh,
S0258,,NexVerse.ai,
S0258,,Dailyhunt Premium,
S0258,,allegation,
S0258,,notice,
S0258,,complaint,
S0258,,VerSe Innovation raises $805M at $5B valuation (Series J),
S0258,,VerSe Innovation raises venture debt from Alteria Capital,
S0258,,VerSe acquires Magzter,
S0258,,VerSe acquires majority stake in Valueleaf Group,
S0258,,360 One marks down VerSe valuation by 42% to $2.9B,
S0258,,VerSe Innovation lays off 350 employees,
S0258,,Builder.ai round-tripping allegations surface,
S0258,,VerSe Innovation reports 88% revenue growth in FY25,
S0258,,Prakashan Manikoth appointed Group CFO,
S0258,,P.R. Ramesh appointed Independent Director and Audit Committee Chair,
S0258,,Prasanna Prasad appointed CPTO,
S0258,,VerSe launches SparkStation AI content platform,
S0258,,TRACTION,
S0258,,TRACTION,
S0258,,TRACTION,
S0258,,TRACTION,
S0258,,TRACTION,
S0258,,TRACTION,
S0258,,TRACTION,
S0258,,ACTIVE — operating; 350 layoffs May 2025 (AI automation/profitability); Builder.ai round-tripping allegation overhang,
S0258,,ACTIVE,
S0258,,media (Josh/Dailyhunt),
S0258,,digital media / local language content platform,
S0258,,"Vernacular content (Dailyhunt) + short video (Josh), pivoting to AI",
S0258,,ad-supported (Dailyhunt/NexVerse.ai) + subscriptions (Dailyhunt Premium/Magzter) + influencer marketplace (VerSe Collab),
S0258,hyperresearch_fetch,http://verse.in,
S0258,,late-stage unicorn (~$4-5B valuation band; $1.7-1.9B raised per trackers),
S0258,,late-stage unicorn (Series J); pre-IPO,
S0258,,$5 billion post-money (April 2022 Series J),
S0258,,"$2.9 billion (360 One internal mark, 2024)",
S0258,,150 million MAU (April 2022),
S0258,,179 million MAU (October 2024),
S0258,,"Rs 1,261 crore (operating revenue)",
S0258,,"Rs 1,493 crore (total revenue)",
S0258,,ACTIVE — operating; 350 layoffs May 2025 (AI automation/profitability); Builder.ai round-tripping allegation overhang,
S0258,,ACTIVE — operating; 350 layoffs May 2025 (AI automation/profitability); Builder.ai round-tripping allegation overhang; I,
S0258,,"Mantri Commercio, Spatium Offices, Unit 001, Tower A, 5th Floor, Outer Ring Road, Near Sakra World Hospital, Kariyammana",
S0258,,"11th Floor, Wing E, Helios Business Park Outer Ring Road, Kadubeesanahalli, Bengaluru, Karnataka, India - 560103",
S0259,,founder Sagar Daryani,
S0259,,founder Binod Homagai,
S0260,,founder Jobin Joseph,
S0260,,founder Kaustubh K. Jadhav,
S0261,,founder Nitin Verma,
S0262,,founder Rohit Ramesh,
S0262,,founder Ankit Choudhary,
S0263,,founder Dhananjai Hari,
S0263,,founder Neeraj Mishra,
S0278,,Active — DRHP filed with SEBI Dec 2025 for IPO,
S0278,,Active — DRHP filed Dec 2025; SEBI approval Jul 2026; OFS-only IPO pending,
S0278,,defence imaging / electro-optics,
S0278,,defence imaging / electro-optics / EO-IR sensors,
S0278,,"private (pre-IPO; DRHP filed Dec 2025, pure OFS)",
S0278,,"private (pre-IPO; DRHP filed Dec 2025, pure OFS; SEBI cleared Jul 2026)",
S0280,,Active — $35M Series A Sep 2026 led by Magna,
S0280,,Active,
S0280,,Bengaluru (ESTIMATE — Instagram snippet says Bengaluru-based; HQ not primary-sourced),
S0280,,Bengaluru,
S0283,,"Active & listed — Rs 700 Cr IPO (Rs 650 Cr fresh + Rs 50 Cr OFS), price band Rs 225–237, listed ~July 2025",
S0283,,Active & listed (NSE:INDIQUBE),
S0283,,public (listed; IPO July 2025),
S0283,,public (listed; NSE:INDIQUBE),
S0290,,Runable Inc.,
S0290,,Runable Systems Private Limited,
S0290,,ai agents,
S0290,,AI Agents / Applied AI,
S0296,,West Elm,
S0296,,Active (private),
S0296,,Active,
S0296,,ecommerce / home decor D2C,
S0296,,home decor and lifestyle D2C,
S0296,prompt_specification,Gurugram,
S0296,prompt_specification,Bessemer Venture Partners $14M,
S0296,prompt_specification,Nishtha Shboth,
S0307,,registered_office,
S0307,,Fabless chip design; Secure IoT SoC for biometrics/industrial IoT,
S0307,,"Fabless chip design; Secure IoT SoC for biometrics/industrial IoT, vision, edge computing",
S0309,,Space infra + mission ops; autonomous swarming satellites for surveillance,
S0309,,"Space infra + mission ops; autonomous swarming satellites for ISR; GSaaS, Avionics-as-a-Service, Mission-Ops-as-a-Servic",
S0310,,used car marketplace platform,
S0310,,used car marketplace platform + NBFC lending + vehicle ownership ecosystem,
S0310,user_prompt,Gurbax Singh Chhinna + Chirdeep Singh (user prompt suggestion),
S0316,,https://www.rforrabbit.com,
S0316,,https://www.brandforce.com,
S0316,,https://www.rforrabbit.com,
S0320,,TRACTION,
S0322,,TRACTION,
S0343,,founder Krishna Veer Singh,
S0343,,founder Tarun Gupta,
S0345,,founder Prateek Agarwal,
S0345,,founder Harshit Madan,
S0345,,founder Pavan Patil,
S0351,None,Public listing,
S0351,,investor link,
S0365,,founder Navkiran Singh,
S0365,,founder Varun Ganjoo,
S0365,,founder Puneet Singh,
S0366,,founder Harsh Prateek,
S0366,,founder Mayank Sahu,
S0367,Tracxn,company.legal_name,
S0367,Ambitionbox,company.founded_date,
S0367,Tracxn CIN prefix,company.incorporation_date,
S0367,Still operating post RMG ban,company.status,
S0367,batch metadata,company.primary_sector,
S0367,Multiple sources,company.business_model,
S0367,,financials,
S0367,,financials,
S0367,,"{'v': 'Skill-based gaming platform', 'conf': 0.9}",
S0367,,"{'v': 'registered', 'address_or_area': 'L-248, 2nd Floor, 17th Cross, Sector 6, HSR Layout', 'city': 'Bengaluru', 'state",
S0367,,"{'v': 'HQ', 'address_or_area': 'Apeejay Business Centre, 6th Floor, Arunachal Building', 'city': 'Gurugram', 'state': 'H",
S0367,,HIRING,
S0367,,HIRING,
S0367,,NEWS_EVENTS,
S0367,,NEWS_EVENTS,
S0367,,NEWS_EVENTS,
S0367,,TRACTION,
S0367,Tracxn,Zupee Games Private Limited,
S0367,,Cashgrail Private Limited,
S0367,Tracxn registered office,Bengaluru,
S0367,,Gurugram,
S0367,Tracxn registered office,Karnataka,
S0367,,Haryana,
S0367,batch metadata,gaming rmg,
S0367,,skill-based gaming,
S0367,Multiple sources,Online skill-based gaming platform; pivoted to free-to-play social games and micro-dramas after RMG ban,
S0367,,"Online skill-based gaming platform; free-to-play social games, micro-dramas (Zupee Studio), esports, astrology (Neo Astr",
S0368,,$278K accelerator + $120K = $398K total (PitchBook),
