issue_id,severity,sheet,record_id,issue_type,description,suggested_fix,status
AI0368,MEDIUM,CUSTOMERS,S0283//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0369,MEDIUM,CUSTOMERS,S0309//,odd date,announced_date: 'Unknown',normalise to ISO or leave blank with note,open
AI0370,MEDIUM,CUSTOMERS,S0309//,odd date,announced_date: 'Unknown',normalise to ISO or leave blank with note,open
AI0371,MEDIUM,CUSTOMERS,S0309//,odd date,announced_date: 'Unknown',normalise to ISO or leave blank with note,open
AI0372,MEDIUM,CUSTOMERS,S0309//,odd date,announced_date: 'Unknown',normalise to ISO or leave blank with note,open
AI0373,MEDIUM,LEGAL_REGULATORY,S0024//,odd date,dates: 'FY25',normalise to ISO or leave blank with note,open
AI0374,MEDIUM,LEGAL_REGULATORY,S0055//,odd date,dates: 'FY24-FY25',normalise to ISO or leave blank with note,open
AI0375,MEDIUM,LEGAL_REGULATORY,S0064//,odd date,dates: 'Unknown',normalise to ISO or leave blank with note,open
AI0376,MEDIUM,LEGAL_REGULATORY,S0079//,odd date,dates: '2023 approval',normalise to ISO or leave blank with note,open
AI0377,MEDIUM,LEGAL_REGULATORY,S0098//,odd date,dates: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0378,MEDIUM,LEGAL_REGULATORY,S0118//,odd date,dates: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0379,MEDIUM,LEGAL_REGULATORY,S0119//,odd date,dates: 'N/A',normalise to ISO or leave blank with note,open
AI0380,MEDIUM,LEGAL_REGULATORY,S0211//,odd date,dates: 'FY2024-2025',normalise to ISO or leave blank with note,open
AI0381,MEDIUM,NEWS_EVENTS,S0018//EVT00122,odd date,event_date: 'FY2025',normalise to ISO or leave blank with note,open
AI0382,MEDIUM,NEWS_EVENTS,S0018//EVT00123,odd date,event_date: 'FY2026',normalise to ISO or leave blank with note,open
AI0383,MEDIUM,NEWS_EVENTS,S0052//EVT00386,odd date,event_date: '2026 (planned next 12-18 months)',normalise to ISO or leave blank with note,open
AI0384,MEDIUM,NEWS_EVENTS,S0078//EVT00599,odd date,event_date: 'FY26',normalise to ISO or leave blank with note,open
AI0385,MEDIUM,NEWS_EVENTS,S0085//EVT00616,odd date,event_date: 'FY26',normalise to ISO or leave blank with note,open
AI0386,MEDIUM,NEWS_EVENTS,S0096//EVT00704,odd date,event_date: 'unknown',normalise to ISO or leave blank with note,open
AI0387,MEDIUM,NEWS_EVENTS,S0129//EVT00905,odd date,event_date: 'late 2025',normalise to ISO or leave blank with note,open
AI0388,MEDIUM,NEWS_EVENTS,S0283//EVT01424,odd date,event_date: 'unknown',normalise to ISO or leave blank with note,open
AI0389,HIGH,SOURCES,0,invalid URLs,0 malformed,replace or mark dead,open
AI0390,MEDIUM,SOURCES,0,duplicate URLs,0 URL rows repeated across companies,dedupe by source_id,resolved
AI0391,LOW,SOURCES,all,source tier mix,"{'T3': 1250, 'T2': 853, 'T5': 122, 'T4': 1326, 'T1': 405}",no action (informational),resolved
AI0392,MEDIUM,CLAIMS,925,claims without source,evidence not linked,find source or demote,open
AI0393,LOW,CLAIMS,all,claim evidence tier mix,T1/T2=1574 T3=1708 T4/T5/no=2270,no action (informational),resolved
AI0394,LOW,CONFLICTS,all,conflict ledger summary,"{'resolved': 304, 'preserved-conflict': 467, 'unresolved': 3}",preserved conflicts stay visible (no averaging),resolved
AI0395,LOW,RESEARCH_TASKS,all,task/research control reconciliation,"3319 tasks, 2894 open across 318 companies",verify per RESEARCH_CONTROL flags,resolved
