startup_id,company,city,company_class,cohort,priority_rank,completeness_pct,source_quality_pct,freshness_pct,conflict_level,open_tasks,open_P1,verification_tasks,unresolved_conflicts,identity_missing,founders_missing,funding_missing,investors_missing,financials_missing,products_missing,traction_missing,people_missing,customers_missing,legal_missing,locations_missing,events_missing,technology_missing,next_best_action,last_researched,last_verified
S0310,CARS24,Gurugram,Subsidiary,EXHAUST,18,79.2,100.0,100,high,7,7,5,1,,,,,,,,,1,,,,1,complete investor register per round (lead vs participating) w/ round links,2026-09-15,p3-merge
S0311,DealShare,Jaipur,Former startup,,362,6.2,33.3,100,none,11,0,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0312,Chakr Innovation,Delhi NCR,Other - status unverified,TARGET,62,20.8,16.7,100,none,10,0,0,0,,,,,1,1,1,1,1,1,,,1,obtain FY26 statutory financials (revenue/PAT) from MCA filing,2026-09-14,2026-09-14
S0313,Dhruva Space,Hyderabad,Mature private company,EXHAUST,25,20.8,20.0,100,none,9,9,0,0,,,,1,1,1,1,1,1,1,,,1,complete investor register per round (lead vs participating) w/ round links,2026-09-14,2026-09-14
S0314,Nawgati,Delhi NCR,Startup,TARGET,81,29.2,50.0,0,none,12,0,0,0,,,,,1,1,1,1,1,1,,,1,establish legal entity + CIN + incorporation date + status via MCA,,2026-09-14
S0315,Zaggle,Hyderabad,Public company,TARGET,45,20.8,50.0,0,none,12,0,0,0,,1,,1,,1,1,1,1,1,,,1,establish legal entity + CIN + incorporation date + status via MCA,,2026-09-14
S0316,R for Rabbit,Ahmedabad,Scale-up,,186,89.6,100.0,100,high,0,0,5,4,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0317,BharatAgri,Bengaluru,Former startup,,346,6.2,16.7,100,none,11,0,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0318,BluSmart,Ahmedabad,Former startup,,355,6.2,13.3,100,none,11,0,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0319,Yantra Packs,Gurugram,Startup,,212,16.7,60.0,100,none,11,3,0,0,,1,,1,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0320,Cradlewise,Bengaluru,Startup,,287,83.3,100.0,100,high,0,0,11,1,,,,,,,,,,,,,1,,2026-09-15,2026-09-15
S0321,Jaipur Robotics,"Manno, Switzerland",Startup,,317,16.7,60.0,0,none,12,4,0,0,,1,,1,1,1,1,1,1,1,,,1,,,2026-09-14
S0322,InsuranceDekho,Gurugram,Mature private company,,173,83.3,100.0,100,moderate,0,0,9,2,,,,,,,,,,,,,1,,2026-09-15,2026-09-15
S0323,MOPP Foods (Moppfoods),Gurugram,Startup,,261,16.7,40.0,0,none,12,4,0,0,,1,,1,1,1,1,1,1,1,,,1,,,2026-09-14
S0324,RenewBuy,Gurugram,Acquired (operating),,363,8.3,20.0,100,none,11,3,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0325,Yubi,Chennai,Other - status unverified,,319,27.1,60.0,0,none,10,2,2,0,,,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0326,Guickly,Bengaluru,Other - status unverified,,240,29.2,40.0,0,none,10,2,2,0,,,,,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0327,Zoplar,Unknown,Former startup,,356,8.3,20.0,100,none,11,0,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0328,Navata Supply Chain Solutions,Hyderabad,Other - status unverified,,331,29.2,40.0,100,none,9,1,0,0,,,,,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0329,Astra,Unknown,Former startup,,357,8.3,16.7,100,none,11,0,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0330,mPokket,Kolkata,Other - status unverified,,312,27.1,40.0,0,none,10,2,2,0,,,,,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0331,StockEdge/Kredent,Kolkata,Other - status unverified,,316,27.1,40.0,100,none,10,2,0,0,,,,,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0332,EyeROV,Kochi,Other - status unverified,,324,33.3,80.0,0,none,10,2,2,0,,,,,1,1,,1,1,1,,,1,,2026-09-14,2026-09-14
S0333,iHub Robotics,Kochi,Other - status unverified,,318,29.2,30.0,0,none,11,3,1,0,,,,,1,,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0334,AU Small Finance Bank,Jaipur,Other - status unverified,,364,6.2,100.0,100,none,11,3,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0335,Climatech Environment,Jaipur,Other - status unverified,,365,6.2,20.0,100,none,11,3,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0336,Finova Capital,Jaipur,Other - status unverified,,366,6.2,10.0,100,none,11,3,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0337,Garuda Aerospace,Chennai,Other - status unverified,,367,6.2,20.0,100,none,11,3,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0338,Hisabkitab,Surat,Startup,,313,31.2,50.0,100,none,11,3,0,0,,1,,,1,1,1,1,1,,,,,,2026-09-14,2026-09-14
S0339,Pickkup,Chandigarh,Startup,,352,35.4,50.0,40,none,10,3,2,0,,1,,,1,1,,1,1,,,,,,2026-09-14,2026-09-14
S0340,ShopKirana,Indore,Acquired (operating),,334,37.5,100.0,100,none,9,2,0,0,,1,,,1,1,,1,1,,,,,,2026-09-14,2026-09-14
S0341,Theater,Chandigarh,Startup,,322,33.3,50.0,100,none,11,3,0,0,,1,,,1,1,1,1,1,,,,,,2026-09-14,2026-09-14
S0342,Advaita Interactive,Kolkata,Other - status unverified,,368,6.2,20.0,0,none,12,4,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,,2026-09-14
S0343,Lissun,Gurugram,Startup,,304,22.9,70.0,0,none,10,3,2,0,,,,,1,1,1,1,1,1,,1,,,2026-09-14,2026-09-14
S0344,Aeron Systems,Pune,Startup,,307,20.8,70.0,0,none,10,2,2,0,,1,,,1,1,1,1,1,1,,,,,2026-09-14,2026-09-14
S0345,Alle,Bengaluru,Former startup,,342,27.1,60.0,100,none,10,0,0,0,,,,,1,1,1,1,1,1,,,,,2026-09-14,2026-09-14
S0346,Altigreen,Bengaluru,Former startup,,326,14.6,50.0,100,none,10,0,0,0,,1,,,1,1,1,1,1,1,,1,,,2026-09-14,2026-09-14
S0347,Clear (ClearTax),Bengaluru,Startup,,105,25.0,80.0,0,low,10,3,2,1,,1,,,,1,1,1,1,1,,,,,2026-09-14,2026-09-15
S0348,Gramophone,Indore,Startup,,344,16.7,100.0,100,none,10,3,0,0,,1,1,1,1,1,1,1,1,1,,,,,2026-09-14,2026-09-14
S0349,Indrajaal,Hyderabad,Startup,,237,25.0,80.0,0,none,10,2,2,0,,1,,1,1,,,1,1,1,,,,,2026-09-14,2026-09-14
S0350,Leap India,Bengaluru,Public company,,208,22.9,86.7,0,none,10,4,2,0,,1,,,1,1,1,1,1,1,,,,,2026-09-14,2026-09-14
S0351,Ola Electric,Bengaluru,Public company,,177,22.9,86.7,0,none,10,3,2,0,,1,,,1,1,1,1,1,1,,,,,2026-09-14,2026-09-14
S0352,Rilo,Mumbai,Acquired (operating),,255,25.0,100.0,100,none,10,3,0,0,,1,,,1,1,1,1,1,1,,,,,2026-09-14,2026-09-14
S0353,Sanlayan Technologies,Bengaluru,Startup,,197,20.8,100.0,100,none,10,3,0,0,,1,,,1,1,1,1,1,1,,,,,2026-09-14,2026-09-14
S0354,Shopflo,Bengaluru,Acquired (operating),,204,25.0,73.3,0,none,10,2,2,0,,,,1,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0355,smallest.ai,San Francisco,Startup,,301,31.2,83.3,0,none,10,2,2,0,,,,,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0356,Dv2js Innovation,Delhi,Startup,,325,25.0,26.7,0,none,11,3,1,0,,,1,1,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0357,4700BC,Mumbai,Acquired (operating),,278,29.2,100.0,0,none,10,2,2,0,,,,,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0358,Dunzo,Bengaluru,Former startup,,349,8.3,33.3,100,none,11,0,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0359,GamesKraft,Bengaluru,Startup,,243,27.1,100.0,0,none,10,2,2,0,,,,1,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0360,Good Glamm Group,Mumbai,Former startup,,350,8.3,36.7,100,none,11,0,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0361,Head Digital Works,Hyderabad,Startup,,315,29.2,56.7,0,none,10,2,2,0,,,,1,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0362,Hike,Bengaluru,Former startup,,351,8.3,36.7,100,none,11,0,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0363,KiranaClub,Bengaluru,Acquired (operating),,274,27.1,100.0,0,none,9,2,3,0,,,,,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0364,Log9 Materials,Bengaluru,Former startup,,343,18.8,70.0,100,none,10,0,0,0,,1,,1,1,1,1,1,1,,,,,,2026-09-14,2026-09-14
S0365,PokerBaazi,Kolkata,Former startup,,353,18.8,86.7,100,low,10,0,0,0,,,1,1,1,1,1,1,1,1,,1,,,2026-09-14,2026-09-15
S0366,Pync,Bengaluru,Former startup,,345,25.0,90.0,100,none,10,0,0,0,,,,1,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0367,Zupee,Bengaluru,Mature private company,TARGET,100,81.2,100.0,100,high,6,0,6,6,,,,,,,,,1,,,,,"resolve legal_name conflict: 'Zupee Games Private Limited' vs 'Cashgrail Private Limited' (primary source, then prefer)",2026-09-15,p3-merge
S0368,Vicharak,Surat,Startup,,311,60.4,100.0,100,moderate,0,0,4,0,,,,,,,,1,1,,,,1,,2026-09-15,2026-09-15
