round_id,startup_id,city,round_date,announcement_date,year,fiscal_year,round_type,amount,currency,amount_inr_mn,valuation,valuation_currency,valuation_type,lead_investor_id,investor_ids,investor_count,new_or_existing,purpose,source_id,confidence,notes
R00553,S0107,Mumbai,2024-07-05,2024-07-09,2024,FY24-25,Series B,265.0,INR,265.0,,,,INV0013,INV0013;INV0121;INV0003;INV0847,5,initial (DERIVED),,SRC01863,HIGH,
R00554,S0107,Mumbai,2025-10-07,2025-10-13,2025,FY25-26,Series C,350.0,INR,350.0,,,,INV0013;INV0003,INV0013;INV0003;INV0121;INV0056,6,mixed (DERIVED),,SRC01862,HIGH,Total raised >Rs 850 Cr post-round.
R00555,S0108,Bengaluru,2026-03-16,2026-03-24,2026,FY26-27,Series B,50.0,USD,4350.0,,,,,INV0849,1,all-new-investors (DERIVED),Global hiring infrastructure: credential verification and job matching,SRC01873,MEDIUM,
R00556,S0108,Bengaluru,2025-06-16,2025-06-16,2025,FY25-26,Series A,0.25,USD,21.43,,,,,INV0419,1,all-new-investors (DERIVED),,SRC01874,LOW,
R00557,S0108,Bengaluru,2026-03-02,2026-03-02,2026,FY26-27,Angel,,USD,,,,,,INV0850,1,all-new-investors (DERIVED),,SRC01875,LOW,Tracxn lists Angel round Mar 02 2026; amounts redacted on Tracxn
R00558,S0108,Bengaluru,2025-05-27,2025-05-27,2025,FY25-26,Grant (prize money),,USD,,,,,,INV0851,1,all-new-investors (DERIVED),,SRC01875,LOW,"Tracxn: Grant round May 27 2025, Open Campus (Kigali)"
R00559,S0108,Bengaluru,2024-08-12,2024-08-12,2024,FY24-25,Incubator/Accelerator,,USD,,,,,,INV0852,1,initial (DERIVED),,SRC01874,LOW,CB Insights: Incubator/Accelerator - IV on Aug 12 2024; XDC Accelerator Program (Switzerland)
R00560,S0108,Bengaluru,,,,,Seed,,USD,,,,,,INV0853,1,all-new-investors (DERIVED),,SRC01875,LOW,Tracxn: 5 Seed rounds total; XVC Tech (UAE VC) listed as investor
R00561,S0108,Bengaluru,,,,,Grant,,USD,,,,,,INV0854,1,all-new-investors (DERIVED),,SRC01874,LOW,CB Insights: Polygon Labs (Cayman Islands) as investor; Tracxn: 8 Grant rounds total
R00562,S0109,Bengaluru,2025-04-10,2025-04-10,2025,FY25-26,Series B,13.5,USD,1156.95,,,,INV0857,INV0857;INV0170;INV0858;INV0859;INV0860;INV0861;INV0862;INV0863,9,mixed (DERIVED),"Gen-AI use cases, intl expansion (diaspora), revenue scale-up",SRC01879,HIGH,
R00563,S0109,Bengaluru,2023-09-01,2023-09-01,2023,FY23-24,Pre-Series B,22.0,USD,1821.6,,,,INV0862;INV0860,INV0862;INV0860,4,all-new-investors (DERIVED),,SRC01897,MEDIUM,
R00564,S0109,Bengaluru,2021-07-27,2021-07-27,2021,FY21-22,Seed,2.1,USD,156.45,,,,INV0861;INV0864,INV0861;INV0864;INV0865;INV0720,6,initial (DERIVED),Creator partnerships and platform development,SRC01890,HIGH,Dealroom lists this as Seed round Jul 2021
R00565,S0109,Bengaluru,2022-06-02,2022-06-02,2022,FY22-23,Series A,13.0,USD,1020.5,,,,INV0866;INV0170,INV0866;INV0170;INV0861,5,mixed (DERIVED),Platform expansion and creator ecosystem,SRC01888,HIGH,YourStory confirms $13M Series A; some sources call this $13M pre-Series B
R00566,S0109,Bengaluru,,2026-03-31,2026,FY26-27,Series B (upcoming),50.0,USD,4350.0,,,,,,0,unknown,Growth and expansion,SRC01877,MEDIUM,Avendus mandated for $50M+ raise; unclosed at time of report; pitch deck claim
R00567,S0110,Bengaluru,2025-06-25,2025-06-25,2025,FY25-26,Series C,5300.0,INR,5300.0,40000.0,INR,,INV0076,INV0076;INV0013;INV0708;INV0867,5,mixed (DERIVED),,SRC01910,HIGH,
R00568,S0110,Bengaluru,2026-02-19,2026-02-19,2026,FY26-27,Series C extension,1100.0,INR,1100.0,49000.0,INR,,INV0868,INV0868;INV0869;INV0013;INV0870,5,mixed (DERIVED),,SRC01911,HIGH,
R00569,S0110,Bengaluru,2024-10-01,2024-10-01,2024,FY24-25,Series B extended,2550.0,INR,2550.0,,,,INV0013,INV0013;INV0708;INV0867,4,mixed (DERIVED),,SRC01921,MEDIUM,
R00570,S0110,Bengaluru,2023-07-05,2023-07-05,2023,FY23-24,Series B,2000.0,INR,2000.0,,,,INV0013,INV0013;INV0557;INV0371;INV0220,5,initial (DERIVED),Product innovation and category expansion,SRC01923,HIGH,
R00571,S0110,Bengaluru,2024-09-25,2024-09-25,2024,FY24-25,Series B extended,1000.0,INR,1000.0,20000000000.0,INR,estimated,INV0013,INV0871,2,all-new-investors (DERIVED),Continued expansion; partial exit for A91 Partners and India Quotient,SRC01924,HIGH,
R00572,S0110,Bengaluru,2026-05-21,2026-05-21,2026,FY26-27,Debt,2700.0,INR,2700.0,,,,INV0495,INV0872;INV0873;INV0874;INV0875,5,all-new-investors (DERIVED),Working capital and store capex,SRC01914,MEDIUM,
R00573,S0110,Bengaluru,,2026-07-14,2026,FY26-27,PE Growth (rumor),80.0,USD,6960.0,60000000000.0,INR,estimated,INV0020;INV0065;INV0876,INV0020;INV0065;INV0876,6,all-new-investors (DERIVED),Growth capital,SRC01918,MEDIUM,
R00574,S0111,Bengaluru,2025-01-01,2025-01-01,2025,FY25-26,strategic/PE growth,350.0,USD,29995.0,,,,INV0001,INV0001,2,initial (DERIVED),,SRC01940,MEDIUM,
R00575,S0112,Noida,,2021-05-17,2021,FY21-22,Series E,120.0,USD,8940.0,1000.0,USD,post-money (press),INV0877;INV0878,INV0879;INV0878;INV0029;INV0084;INV0428,7,mixed (DERIVED),,SRC01945,HIGH,
R00576,S0112,Noida,,,2019,FY19-20,Series D,60.0,USD,5160.0,,,,,INV0029;INV0066;INV0880,3,all-follow-on (DERIVED),,SRC01961,MEDIUM,announcement_date stated loosely: July 2019
R00577,S0112,Noida,,2022-01-28,2022,FY22-23,Series F,250.0,USD,19625.0,2600.0,USD,post-money (company-stated),INV0029;INV0066,INV0029;INV0066;INV0880,5,all-new-investors (DERIVED),,SRC01944,HIGH,
R00578,S0112,Noida,,,2025,FY25-26,Series F (extension/secondary per VI label),12.3,USD,1054.11,,,,,INV0881,1,initial (DERIVED),,SRC01949,LOW,announcement_date stated loosely: February 2025
R00579,S0113,Bengaluru,2021-09-15,2021-09-15,2021,FY21-22,Series E,150.0,USD,11175.0,2300.0,USD,,INV0885,INV0885;INV0886;INV0887,4,initial (DERIVED),,SRC01967,HIGH,
R00580,S0114,Noida,2022-06-07,2022-06-07,2022,FY22-23,Series A,100.0,USD,7850.0,1100.0,USD,post-money,INV0004,INV0004;INV0721;INV0454;INV0453,5,initial (DERIVED),"Expansion, inorganic growth",SRC01973,HIGH,
R00581,S0114,Noida,2024-09-20,2024-09-20,2024,FY24-25,Series B,210.0,USD,17577.0,2800.0,USD,post-money,INV0009,INV0009;INV0118;INV0721;INV0004;INV0888;INV0454;INV0453,8,mixed (DERIVED),"Consolidation in education market, inorganic growth, K-12 entry",SRC01975,HIGH,
R00582,S0115,Bengaluru,,2026-09-11,2026,FY26-27,Strategic Investment (Significant Minority),5320.0,INR,5320.0,12500.0,INR,post-money,INV0889,INV0379,2,initial (DERIVED),Expansion beyond Bengaluru across India,SRC01979,HIGH,round_date stated loosely: Sep 2026
R00583,S0116,Bengaluru,2015,2015,2015,FY15-16,Series A,18.5,USD,1591.0,,,N/A,INV0227,INV0227,2,initial (DERIVED),Initial expansion,SRC01988,MEDIUM,
R00584,S0116,Bengaluru,2019-12-05,2019-12-05,2019,FY19-20,Series D,60.0,USD,5160.0,250.0,USD,post-money,INV0605,INV0605;INV0227;INV0891;INV0241;INV0892;INV0218,7,mixed (DERIVED),Logistics network expansion,SRC01989,HIGH,
R00585,S0116,Bengaluru,2024-02-27,2024-02-27,2024,FY24-25,Series E,100.0,USD,8370.0,500.0,USD,post-money,INV0893,INV0893;INV0135;INV0605;INV0218;INV0891;INV0894;INV0413,8,mixed (DERIVED),"Middle-mile network, last-mile delivery expansion to 20,000 pin codes",SRC01986,HIGH,valuation range per source: $500-550M (low end stored)
R00586,S0116,Bengaluru,2025-02-03,2025-02-03,2025,FY25-26,Series F,342.40000000000003,INR,342.4,708.0,USD,post-money,INV0018;INV0675,INV0018;INV0675,4,all-new-investors (DERIVED),Pre-IPO funding,SRC01990,HIGH,valuation range per source: $708-712M (low end stored)
R00587,S0116,Bengaluru,2026-01-28,2026-01-28,2026,FY26-27,IPO,19070.0,INR,19070.0,717.0,USD,market cap,INV0895,INV0896;INV0897;INV0016;INV0898;INV0738,6,all-new-investors (DERIVED),Public listing,SRC01984,HIGH,
R00588,S0117,Bengaluru,,,2017,FY17-18,Seed,,USD,,,,N/A,INV0125;INV0900;INV0901;INV0902,INV0125;INV0900;INV0901;INV0902;INV0903,9,mixed (DERIVED),Initial product development,SRC01997,MEDIUM,round_date stated loosely: Jul 2017 | announcement_date stated loosely: Jul 2017
R00589,S0117,Bengaluru,2019-02-12,2019-02-12,2019,FY19-20,Series A,,USD,,,,N/A,INV0130;INV0900;INV0037;INV0125;INV0901,INV0130;INV0900;INV0037;INV0125;INV0901,10,all-follow-on (DERIVED),Platform expansion,SRC01997,MEDIUM,
R00590,S0117,Bengaluru,2020-09-26,2020-09-26,2020,FY20-21,Series B,,USD,,,,N/A,INV0037;INV0125;INV0904;INV0130,INV0037;INV0125;INV0904;INV0130;INV0900;INV0025,10,mixed (DERIVED),Growth,SRC01997,MEDIUM,
R00591,S0117,Bengaluru,2021-08-18,2021-08-18,2021,FY21-22,Series C,40.0,USD,2980.0,159.0,USD,post-money,INV0905;INV0013,INV0905;INV0013;INV0162;INV0233;INV0125;INV0130;INV0901;INV0025;INV0900;INV0906;INV0037,13,initial (DERIVED),Ecosystem expansion,SRC01996,HIGH,valuation range per source: $159-199M (low end stored)
R00592,S0117,Bengaluru,2025-03-28,2025-03-28,2025,FY25-26,Series D,50.0,USD,4285.0,,,N/A,INV0146,INV0146;INV0907;INV0908;INV0905;INV0025,6,mixed (DERIVED),Expand investment product offerings across asset classes,SRC01995,HIGH,
R00593,S0118,Bengaluru,2020-06-24,2020-06-24,2020,FY20-21,Seed,1.0,USD,74.0,,,N/A,INV0462;INV0793,INV0462;INV0793;INV0909;INV0910;INV0911;INV0912,8,mixed (DERIVED),Initial product development,SRC02002,MEDIUM,
R00594,S0118,Bengaluru,2022-01-20,2022-01-20,2022,FY22-23,Series A,32.0,USD,2512.0,,,N/A,INV0913;INV0042;INV0914,INV0913;INV0042;INV0914;INV0909;INV0915,8,mixed (DERIVED),"Market expansion, product development, hiring",SRC02003,HIGH,
R00595,S0118,Bengaluru,2025-11-26,2025-11-26,2025,FY25-26,Series B,41.9,USD,3590.83,379.7,USD,post-money,INV0916;INV0917,INV0916;INV0917;INV0913;INV0918;INV0919;INV0920,8,mixed (DERIVED),"Geographic expansion, product features, asset classes",SRC02004,HIGH,
R00596,S0118,Bengaluru,2025-12-19,2025-12-19,2025,FY25-26,Series B1,13.0,USD,1114.1,,,N/A,INV0913,INV0913,2,all-new-investors (DERIVED),"Geographic expansion, advisory capabilities",SRC02005,HIGH,
R00597,S0118,Bengaluru,2026-06-13,2026-06-13,2026,FY26-27,Series B (Extended),11.6,USD,1009.2,377.9,USD,post-money,INV0921;INV0922,INV0921;INV0922;INV0913;INV0923,6,mixed (DERIVED),Continued growth,SRC02002,MEDIUM,
R00598,S0118,Bengaluru,2020-12-01,2020-12-01,2020,FY20-21,Pre-Series A / Angel,1.0,USD,74.0,,,N/A,INV0924,INV0458;INV0925;INV0926;INV0927;INV0928;INV0929;INV0930;INV0931;INV0932;INV0933;INV0934;INV0935;INV0936;INV0937,15,initial (DERIVED),"User base growth, tech hiring",SRC02008,HIGH,
R00599,S0118,Bengaluru,2021-08-04,2021-08-04,2021,FY21-22,Pre-Series A,5.0,USD,372.5,,,N/A,INV0909;INV0938,INV0909;INV0938,4,all-new-investors (DERIVED),"Grow user base, hire tech talent, build new features",SRC02008,HIGH,
R00600,S0118,Bengaluru,2025-09-01,2025-09-01,2025,FY25-26,Debt,50.0,INR,50.0,,,N/A,INV0413,INV0413,2,all-new-investors (DERIVED),Working capital,SRC02002,MEDIUM,
R00601,S0118,Bengaluru,2025-12-02,2025-12-02,2025,FY25-26,Series B,150.0,INR,150.0,,,convertible,INV0916;INV0917,INV0916;INV0917,4,all-new-investors (DERIVED),"Geographic expansion, product features, asset classes",SRC02004,HIGH,
R00602,S0119,Bengaluru,,,2017,FY17-18,Seed,1.5,USD,129.0,,,,,,0,unknown,,SRC02025,HIGH,Early seed round | announcement_date stated loosely: Dec 2017
R00603,S0119,Bengaluru,,,2019,FY19-20,Series A,12.0,USD,1032.0,,,,,,0,unknown,,SRC02025,HIGH,Raised to date $53.7M | announcement_date stated loosely: Nov 2019
R00604,S0119,Bengaluru,,,2022,FY22-23,Series B,6530.0,INR,6530.0,,,,INV0940,INV0940;INV0941,3,all-follow-on (DERIVED),,SRC02018,HIGH,Led by Magna; existing investors Bajaj Auto participated | announcement_date stated loosely: Sep 2022
R00605,S0119,Bengaluru,,,2024,FY24-25,Post-Series B (equity),1600.0,INR,1600.0,,,,INV0940;INV0941,,2,unknown,,SRC02026,HIGH,announcement_date stated loosely: Feb 2024
R00606,S0119,Bengaluru,,,2025,FY25-26,Post-Series B (tranche),11.3,USD,968.41,,,,INV0942;INV0941,,2,unknown,,SRC02013,MEDIUM,announcement_date stated loosely: Jul 2025
R00607,S0119,Bengaluru,,,2026,FY26-27,Series C,93.0,USD,8091.0,,,,INV0943,INV0943;INV0940;INV0941,4,all-new-investors (DERIVED),"Fleet expansion, entry into hyperlocal mobility use-cases, path to public listing",SRC02012,HIGH,Valuation ~$173M post-money; $5.5M equity used to buy shares from seed investors | announcement_date stated loosely: Aug 2026
R00608,S0119,Bengaluru,,2022-09-11,2022,FY22-23,Series B,82.0,USD,6437.0,,,,INV0940,,1,unknown,,SRC02018,HIGH,Rs 653 Cr ($82M); Bajaj Auto participated; led by Magna
R00609,S0119,Bengaluru,,2024-02-23,2024,FY24-25,Post-Series B (equity),19.25,USD,1611.23,,,,INV0940;INV0941,,2,unknown,,SRC02026,HIGH,Rs 160 Cr equity infusion from existing strategic investors
R00610,S0119,Bengaluru,,2024-01-01,2024,FY24-25,Debt,25.0,INR,25.0,,,,INV0944,,1,unknown,,SRC02022,HIGH,Rs 25 Cr debt from Northern Arc Capital
R00611,S0119,Bengaluru,,2022,2022,FY22-23,Debt,12.0,USD,942.0,,,,INV0945;INV0944,,2,initial (DERIVED),,SRC02013,MEDIUM,$12M debt from US DFC and Northern Arc
R00612,S0120,Hyderabad,,,2021,FY21-22,Series D,80.0,USD,5960.0,,,,INV0014;INV0020,INV0014;INV0020;INV0951;INV0952;INV0953,7,all-follow-on (DERIVED),"Expansion, acquisitions",SRC02036,HIGH,Valuation $1.5B; PE Growth round | announcement_date stated loosely: Jun 2021
R00613,S0120,Hyderabad,,,,,Series C,,USD,,,,,,,0,unknown,,SRC02036,LOW,Details not available from search results
R00614,S0120,Hyderabad,,2021,2021,FY21-22,PE Growth,331.0,USD,24659.5,,,,,,0,unknown,,SRC02037,MEDIUM,7 financing rounds total; $334M raised
R00615,S0120,Hyderabad,2015-07-27,2015-07-27,2015,FY15-16,Series A,6.0,USD,516.0,,,,INV0003,INV0003,2,initial (DERIVED),Early-stage growth,SRC02036,HIGH,
R00616,S0120,Hyderabad,2016-08-11,2016-08-11,2016,FY16-17,Series B,15.0,USD,1290.0,,,,INV0063,INV0003;INV0063,3,mixed (DERIVED),Market expansion,SRC02049,HIGH,
R00617,S0120,Hyderabad,2019-05-01,2019-05-01,2019,FY19-20,Series C,50.0,USD,4300.0,,,,INV0103,INV0103;INV0003;INV0063,4,mixed (DERIVED),Growth,SRC02036,HIGH,
R00618,S0120,Hyderabad,2019-08-22,2019-08-22,2019,FY19-20,Series C,20.0,USD,1720.0,,,,INV0225,INV0225,2,all-new-investors (DERIVED),Growth,SRC02036,HIGH,
R00619,S0120,Hyderabad,2020-12-15,2020-12-15,2020,FY20-21,Series D,160.0,USD,11840.0,,,post-money,INV0014,INV0014;INV0103;INV0225;INV0953,5,mixed (DERIVED),"Growth, M&A, ESOP liquidity",SRC02047,HIGH,
R00620,S0120,Hyderabad,2021-06-02,2021-06-02,2021,FY21-22,Series D - II,80.0,USD,5960.0,,,post-money,INV0020,INV0020;INV0014;INV0951;INV0952;INV0953,6,mixed (DERIVED),"Expansion, M&A, ESOP liquidation",SRC02046,HIGH,
R00621,S0121,Bengaluru,,2026-01-14,2026,FY26-27,Series C,45.0,USD,3915.0,,,,,,0,initial (DERIVED),,SRC02061,MEDIUM,Tracxn lists Series C on 2026-01-14 for $45M
R00622,S0121,Bengaluru,,2026-01-22,2026,FY26-27,PE Growth / Minority Investment,,USD,,,,,INV0955,INV0955,2,all-new-investors (DERIVED),Accelerate product innovation and expand reach across healthcare education,SRC02060,HIGH,Accel-KKR is a global technology-focused investment firm with $23B+ cumulative capital
R00623,S0122,Bengaluru,,2026-03-27,2026,FY26-27,Pre-Series B,20.0,USD,1740.0,,,,INV0956,INV0956;INV0957;INV0958;INV0959;INV0960;INV0961;INV0962;INV0507;INV0963;INV0964,11,initial (DERIVED),"Expansion of production facilities, high-throughput manufacturing lines, customer programs",SRC02067,HIGH,Valuation ~$89M; company moving from flight-proven to factory-ready
R00624,S0122,Bengaluru,,,,,Series A,14.4,USD,1234.08,,,,,,0,unknown,,SRC02068,MEDIUM,Total disclosed funding $34.4M; Pre-Series B was $20M
R00625,S0123,Mumbai,,,2021,FY21-22,Seed,0.7296,USD,54.36,,,,INV0145,INV0145,2,initial (DERIVED),,SRC02074,HIGH,announcement_date stated loosely: Dec 2021
R00626,S0123,Mumbai,,,2022,FY22-23,Seed,4.0,USD,314.0,,,,INV0966,INV0056;INV0145,3,all-follow-on (DERIVED),,SRC02074,HIGH,announcement_date stated loosely: Jun 2022
R00627,S0123,Mumbai,,,2024,FY24-25,Series A,14.45,USD,1209.46,,,,INV0056,INV0056;INV0145,3,all-follow-on (DERIVED),,SRC02074,HIGH,announcement_date stated loosely: Mar 2024
R00628,S0123,Mumbai,,,2024,FY24-25,Series B,17.95,USD,1502.41,,,,INV0967,INV0056;INV0967;INV0145,4,all-follow-on (DERIVED),,SRC02075,HIGH,announcement_date stated loosely: Jun 2024
R00629,S0123,Mumbai,,2025-01-14,2025,FY25-26,Series C,30.0,USD,2571.0,,,,INV0954,INV0954;INV0967;INV0056;INV0145,5,mixed (DERIVED),"Deepen footprint in existing markets, strengthen R&D capabilities",SRC02075,HIGH,Strategic partnership with KOSÉ Corporation (Japanese beauty company); Foxtale entered strategic partnership to expand KOSÉ's presence in India
R00630,S0124,Bengaluru,,2026-03-12,2026,FY26-27,Series A extension,4.8,USD,417.6,,,,,INV0815;INV0969;INV0669;INV0970;INV0971;INV0972;INV0973;INV0974;INV0975;INV0976,10,initial (DERIVED),Ongoing Series A extension; satellite development,SRC02089,HIGH,
R00631,S0125,Bengaluru,,2025,2025,FY25-26,Seed/early,10.0,USD,857.0,,,,INV0978,INV0978,2,initial (DERIVED),Initial backing,SRC02095,HIGH,
R00632,S0125,Bengaluru,,2026-09-07,2026,FY26-27,Growth commitment (debt + quasi-equity + equity over 30 months),40.0,USD,3480.0,,,,INV0978,INV0978,2,all-follow-on (DERIVED),Expand housing network in KA/TN/AP manufacturing hubs; people and systems,SRC02095,MEDIUM,
R00633,S0125,Bengaluru,2026-09-07,2026-09-07,2026,FY26-27,Growth commitment,40.0,USD,3480.0,,,,INV0978,INV0978,2,all-follow-on (DERIVED),"Expand housing network in Greater Bengaluru/Hosur, Chennai, Andhra Pradesh; people and systems",SRC02095,HIGH,
R00634,S0126,Bengaluru,,2023-12-01,2023,FY23-24,Series A (Rs 110 Cr),13.1,USD,1084.68,,,,INV0979;INV0528,INV0979;INV0528,4,initial (DERIVED),Growth,SRC02104,HIGH,
R00635,S0126,Bengaluru,,2025-06-02,2025,FY25-26,Series B,40.0,USD,3428.0,25000.0,INR,post-money (press),INV0060,INV0060;INV0980;INV0528;INV0979,5,mixed (DERIVED),100+ offline stores; quick commerce; new categories; international pilot,SRC02103,HIGH,
R00636,S0126,Bengaluru,2023-12-01,2023-12-01,2023,FY23-24,Series A,13.1,USD,1084.68,500.0,INR,post-money (press),INV0979;INV0528,INV0979;INV0528,4,all-follow-on (DERIVED),Growth,SRC02109,HIGH,Rs 110 Cr (~$13M) Series A; valuation Rs 500 Cr per Entrackr
R00637,S0126,Bengaluru,2025-06-02,2025-05-29,2025,FY25-26,Series B,39.6,USD,3393.72,2500.0,INR,post-money (press),INV0060,INV0060;INV0979;INV0528;INV0980,5,all-follow-on (DERIVED),100+ offline stores; quick commerce; new categories; international pilot,SRC02109,HIGH,"Rs 278.93 Cr total; 360 ONE Rs 220 Cr, SWC Global Rs 29.4 Cr, IvyCap Rs 29.4 Cr; valuation Rs 2400-2500 Cr (~$294M); 5x Series A"
R00638,S0126,Bengaluru,2025-06-02,2025-06-02,2025,FY25-26,Series B (close confirmation),40.0,USD,3428.0,2500.0,INR,post-money (press),INV0060,INV0060;INV0979;INV0528;INV0980,5,all-follow-on (DERIVED),100+ offline stores; quick commerce; new categories; international pilot,SRC02106,HIGH,Inc42 reports $39.6M (~Rs 340 Cr) raised in June 2025; total funding ~$53M to date
R00639,S0127,Pune,,2024-12-13,2024,FY24-25,Series D tranche,25.5,USD,2134.35,,,,,INV0981;INV0982;INV0037;INV0056,4,initial (DERIVED),Enhancing product,SRC02116,HIGH,
R00640,S0127,Pune,,2026-07-13,2026,FY26-27,Series D extension (Rs 72 Cr),7.6,USD,661.2,,,,INV0037,INV0037,2,all-follow-on (DERIVED),Ongoing Series D,SRC02115,MEDIUM,
R00641,S0128,Mumbai,,2025,2025,FY25-26,Seed,3.5,USD,299.95,,,,INV0668,INV0668,2,initial (DERIVED),Build AI-native collections product,SRC02125,HIGH,
R00642,S0128,Mumbai,,2026-08-01,2026,FY26-27,Series A,12.5,USD,1087.5,,,,INV0698,INV0698,2,all-new-investors (DERIVED),Expand AI tools; standardise AI-native collections,SRC02123,HIGH,
R00643,S0129,San Francisco,,2024-08-01,2024,FY24-25,Seed,1.7,USD,142.29,,,,INV0037;INV0038,INV0037;INV0038,4,initial (DERIVED),,SRC02134,,
R00644,S0129,San Francisco,,2026-06-24,2026,FY26-27,Series A,17.0,USD,1479.0,,,,INV0983,INV0983;INV0038;INV0037;INV0984,5,mixed (DERIVED),"Scale engineering and GTM teams, strengthen agentic AI infra, expand to ecommerce/B2B, India hiring/opportunities",SRC02133,,
R00645,S0130,Mumbai,,2022-04-01,2022,FY22-23,Series A,52.0,INR,52.0,,,,INV0985,INV0986,2,all-new-investors (DERIVED),,SRC02139,,
R00646,S0130,Mumbai,,2025-01-01,2025,FY25-26,Series B,1610.0,INR,1610.0,,,,INV0298,INV0298,2,all-new-investors (DERIVED),,SRC02139,,
R00647,S0130,Mumbai,,2026-08-20,2026,FY26-27,Series D,1100.0,INR,1100.0,10000.0,INR,post-money (press-reported),INV0987,INV0987;INV0298;INV0988;INV0989,5,mixed (DERIVED),"Scale operations, strengthen product portfolio, expansion",SRC02139,,
R00648,S0130,Mumbai,,,,,Series C,,USD,,,,,,,0,initial (DERIVED),,,LOW,"No Series C found in any source. Tracxn reports 4 rounds total. Dealroom shows Series A (Apr 2022), then 'OTHER/SECONDARY' and 'EARLY VC' in Jan 2025, then Series D (Aug 2026). The jump from Series A to Series D naming is unexplained; an in"
R00649,S0131,Bengaluru,,2024-05-01,2024,FY24-25,Seed,1.2,USD,100.44,,,,INV0991,INV0991;INV0992,3,initial (DERIVED),,SRC02159,,
R00650,S0131,Bengaluru,,2025-01-07,2025,FY25-26,Series A,6.2,USD,531.34,,,,INV0993,INV0993;INV0994;INV0995;INV0991,5,mixed (DERIVED),"Scale to 1 lakh vehicles, 1 GWh storage, R&D battery-health software, team",SRC02159,,
R00651,S0131,Bengaluru,,2026-06-01,2026,FY26-27,pre-Series B,6.2,USD,539.4,90.0,USD,post-money (press-reported),INV0996,INV0996;INV0997;INV0991;INV0998;INV0999,6,mixed (DERIVED),,SRC02160,,
R00652,S0132,Delhi NCR (batch says Bengaluru — press says Delhi NCR; kept batch city with conflict note),,2023-11-21,2023,FY23-24,Series A,8.0,USD,662.4,,,,INV1000,INV0810,2,initial (DERIVED),,SRC02164,,
R00653,S0133,Bengaluru (batch; ops US),,2026-09-10,2026,FY26-27,Series A,15.0,USD,1305.0,,,,INV1001,INV1001,2,initial (DERIVED),"Expand payments network, product development, hiring",SRC02168,,
R00654,S0134,Chennai,,2022-02-01,2022,FY22-23,Series H,250.0,USD,19625.0,3500.0,USD,post-money,INV0029;INV0233,INV0029;INV0233;INV0119;INV1002;INV0225,7,mixed (DERIVED),,SRC02173,HIGH,
R00655,S0134,Chennai,,2021-04-20,2021,FY21-22,Series G,125.0,USD,9312.5,1400.0,USD,post-money,INV1002;INV0029;INV0119,INV1002;INV0029;INV0119;INV0225,7,mixed (DERIVED),,SRC02174,HIGH,
R00656,S0134,Chennai,2020-10-06,2020-10-06,2020,FY20-21,Series F,55.0,USD,4070.0,,,post-money,INV0119,INV0119;INV0103;INV0225,4,mixed (DERIVED),product enhancement,SRC02190,HIGH,
R00657,S0134,Chennai,2018-03-20,2018-03-20,2018,FY18-19,Series C,18.3644,USD,1579.34,,,post-money,INV0119,INV0103;INV0003;INV0119,4,mixed (DERIVED),product development,SRC02191,HIGH,
R00658,S0134,Chennai,2015-03-10,2015-03-10,2015,FY15-16,Series B,5.0,USD,430.0,,,post-money,INV0103,INV0103;INV0003,3,mixed (DERIVED),growth stage,SRC02188,MEDIUM,
R00659,S0134,Chennai,2014-01-12,2014-01-12,2014,FY14-15,Series A,0.8,USD,68.8,,,post-money,INV0003,INV0003,2,all-follow-on (DERIVED),early growth,SRC02188,MEDIUM,
R00660,S0134,Chennai,2013-10-03,2013-10-03,2013,FY13-14,Seed,1.20822,USD,103.91,,,post-money,INV0003,INV0003,2,all-new-investors (DERIVED),seed funding,SRC02187,MEDIUM,
R00661,S0134,Chennai,2012-09-30,2012-09-30,2012,FY12-13,Angel,0.37,USD,31.82,,,post-money,,,0,initial (DERIVED),angel funding,SRC02188,MEDIUM,
R00662,S0135,Gurugram,,2021-05-30,2021,FY21-22,Series H,277.0,USD,20636.5,,,,INV0102;INV0036,INV0093;INV0036;INV0876;INV0029;INV0199;INV0303;INV0297;INV1003;INV1004;INV0007;INV1005,13,initial (DERIVED),,SRC02219,HIGH,
R00663,S0135,Gurugram,,2022-05-11,2022,FY22-23,IPO,52350.0,INR,52350.0,352830.0,INR,IPO valuation,,,0,unknown,,SRC02211,HIGH,
R00664,S0135,Gurugram,2022-05-24,2022-05-11,2022,FY22-23,IPO,5235.0,INR,5235.0,35283.0,INR,IPO valuation,,INV0786,1,all-new-investors (DERIVED),Public listing on NSE/BSE,SRC02211,HIGH,
R00665,S0135,Gurugram,2021-08-25,2021-08-25,2021,FY21-22,Acquisition (Spoton),1600.0,INR,1600.0,,,,,INV1006,1,all-new-investors (DERIVED),Acquired Spoton Logistics for B2B PTL expansion,SRC02220,HIGH,
R00666,S0135,Gurugram,2025-07-01,2025-04-05,2025,FY25-26,Acquisition (Ecom Express),1407.0,INR,1407.0,,,,,INV1006,1,all-follow-on (DERIVED),Acquired controlling stake in Ecom Express; CCI approval required,SRC02210,HIGH,
R00667,S0136,Delhi NCR,,2025-03-17,2025,FY25-26,Series D,1000.0,USD,85700.0,,,,INV1007,INV1007,2,initial (DERIVED),,SRC02233,HIGH,Investor name not disclosed in press; EPC partner CCEED named separately (not investor).
