startup_id,company_name,score_identity,score_founders,score_funding,score_investors,score_financials,score_products,score_traction,score_people,score_customers,score_legal,score_events,completeness_pct,tier,source_quality_pct,freshness_pct,conflict_level,score_locations,priority_score,priority_rank,cohort
S0323,MOPP Foods (Moppfoods),5.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,16.7,Candidate,40.0,0,none,5.0,19.6,261,
S0324,RenewBuy,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,Candidate,20.0,100,none,5.0,0.0,363,
S0325,Yubi,7.5,7.5,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,Basic,60.0,0,none,5.0,8.3,319,
S0326,Guickly,7.5,7.5,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,29.2,Basic,40.0,0,none,5.0,21.8,240,
S0327,Zoplar,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,Candidate,20.0,100,none,5.0,1.0,356,
S0328,Navata Supply Chain Solutions,7.5,7.5,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,29.2,Basic,40.0,100,none,5.0,5.0,331,
S0329,Astra,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,Candidate,16.7,100,none,5.0,1.0,357,
S0330,mPokket,7.5,7.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,27.1,Basic,40.0,0,none,5.0,9.9,312,
S0331,StockEdge/Kredent,7.5,7.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,27.1,Basic,40.0,100,none,5.0,8.7,316,
S0332,EyeROV,7.5,7.5,5.0,2.5,0.0,0.0,5.0,0.0,0.0,0.0,7.5,33.3,Basic,80.0,0,none,5.0,6.9,324,
S0333,iHub Robotics,7.5,7.5,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,7.5,29.2,Basic,30.0,0,none,5.0,8.4,318,
S0334,AU Small Finance Bank,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Candidate,100.0,100,none,5.0,0.0,364,
S0335,Climatech Environment,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Candidate,20.0,100,none,5.0,0.0,365,
S0336,Finova Capital,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Candidate,10.0,100,none,5.0,0.0,366,
S0337,Garuda Aerospace,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Candidate,20.0,100,none,5.0,0.0,367,
S0338,Hisabkitab,7.5,0.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,2.5,7.5,31.2,Basic,50.0,100,none,5.0,9.6,313,
S0339,Pickkup,7.5,0.0,7.5,7.5,0.0,0.0,5.0,0.0,0.0,2.5,7.5,35.4,Basic,50.0,40,none,5.0,3.0,352,
S0340,ShopKirana,7.5,0.0,10.0,7.5,0.0,0.0,5.0,0.0,0.0,2.5,7.5,37.5,Basic,100.0,100,none,5.0,4.4,334,
S0341,Theater,7.5,0.0,7.5,10.0,0.0,0.0,0.0,0.0,0.0,2.5,7.5,33.3,Basic,50.0,100,none,5.0,7.3,322,
S0342,Advaita Interactive,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Candidate,20.0,0,none,5.0,0.0,368,
S0343,Lissun,7.5,7.5,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,Basic,70.0,0,none,5.0,12.2,304,
S0344,Aeron Systems,7.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,20.8,Basic,70.0,0,none,5.0,10.7,307,
S0345,Alle,7.5,7.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,27.1,Basic,60.0,100,none,5.0,3.9,342,
S0346,Altigreen,7.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,Candidate,50.0,100,none,5.0,6.3,326,
S0347,Clear (ClearTax),7.5,0.0,2.5,2.5,5.0,0.0,0.0,0.0,0.0,0.0,7.5,25.0,Basic,80.0,0,low,5.0,33.2,105,
S0348,Gramophone,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,16.7,Candidate,100.0,100,none,5.0,3.3,344,
S0349,Indrajaal,7.5,0.0,2.5,0.0,0.0,2.5,5.0,0.0,0.0,0.0,7.5,25.0,Basic,80.0,0,none,5.0,22.1,237,
S0350,Leap India,7.5,0.0,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,22.9,Basic,86.7,0,none,5.0,25.3,208,
S0351,Ola Electric,7.5,0.0,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,22.9,Basic,86.7,0,none,5.0,27.9,177,
S0352,Rilo,7.5,0.0,2.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,25.0,Basic,100.0,100,none,5.0,20.2,255,
S0353,Sanlayan Technologies,7.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,20.8,Basic,100.0,100,none,5.0,26.1,197,
S0354,Shopflo,7.5,7.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,25.0,Basic,73.3,0,none,5.0,25.5,204,
S0355,smallest.ai,7.5,10.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,31.2,Basic,83.3,0,none,5.0,12.6,301,
S0356,Dv2js Innovation,7.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,25.0,Basic,26.7,0,none,5.0,6.8,325,
S0357,4700BC,7.5,10.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,29.2,Basic,100.0,0,none,5.0,17.8,278,
S0358,Dunzo,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,Candidate,33.3,100,none,5.0,3.1,349,
S0359,GamesKraft,7.5,7.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,27.1,Basic,100.0,0,none,5.0,21.6,243,
S0360,Good Glamm Group,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,Candidate,36.7,100,none,5.0,3.1,350,
S0361,Head Digital Works,7.5,10.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,29.2,Basic,56.7,0,none,5.0,8.9,315,
S0362,Hike,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,Candidate,36.7,100,none,5.0,3.1,351,
S0363,KiranaClub,7.5,7.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,27.1,Basic,100.0,0,none,5.0,18.2,274,
S0364,Log9 Materials,5.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,7.5,18.8,Candidate,70.0,100,none,5.0,3.6,343,
S0365,PokerBaazi,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,Candidate,86.7,100,low,7.5,1.8,353,
S0366,Pync,7.5,7.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,25.0,Basic,90.0,100,none,5.0,3.3,345,
S0367,Zupee,10.0,10.0,7.5,10.0,7.5,10.0,10.0,10.0,0.0,2.5,10.0,81.2,Intelligence-grade,100.0,100,high,10.0,33.4,100,TARGET
S0368,Vicharak,10.0,5.0,7.5,7.5,5.0,10.0,7.5,0.0,0.0,5.0,10.0,60.4,Deep,100.0,100,moderate,5.0,10.0,311,
