claim_id,startup_id,entity,field,claim_value,value_type,unit,currency,date_from,date_to,source_id,confidence,status,preferred,notes
CL02465,S0053,Apna Series C,round_amount,100.0,money,million,USD,Sep 2021,,SRC00998,,current,yes,"product, hiring, expansion"
CL02466,S0053,Apna Series B,round_amount,70.0,money,million,USD,Jun 2021,,SRC00998,,current,yes,
CL02467,S0053,Apna Series A,round_amount,12.5,money,million,USD,Mar 2021,,SRC00998,,current,yes,
CL02468,S0053,Apna Seed,round_amount,3.0,money,million,USD,2019-07-01,,SRC00998,MEDIUM,current,yes,early-stage product development
CL02469,S0054,BharatPe Series E,round_amount,370.0,money,million,USD,2021-08-03,,SRC01015,HIGH,current,yes,
CL02470,S0054,BharatPe Series E,valuation,2850.0,money,million,USD,2021-08-03,,SRC01015,HIGH,current,yes,post-money
CL02471,S0054,BharatPe Series D,round_amount,108.0,money,million,USD,2021-02-10,,SRC01015,HIGH,current,yes,
CL02472,S0054,BharatPe Series D,valuation,900.0,money,million,USD,2021-02-10,,SRC01015,HIGH,current,yes,post-money
CL02473,S0054,BharatPe Series C,round_amount,75.0,money,million,USD,2020-02-01,,SRC01019,MEDIUM,current,yes,
CL02474,S0054,BharatPe Debt,round_amount,15.0,money,million,USD,2025-05-05,,SRC01015,HIGH,current,yes,
CL02475,S0054,BharatPe Secondary,valuation,2850.0,money,million,USD,,,SRC01011,MEDIUM,current,yes,secondary-implied
CL02476,S0055,Euler Motors Series E,round_amount,4375.0,money,million,INR,Mar 2026,,SRC01025,,current,yes,"Expand product line, manufacturing, R&D and network"
CL02477,S0055,Euler Motors Series D,round_amount,6380.0,money,million,INR,May 2025,,SRC01033,,current,yes,
CL02478,S0055,Euler Motors Series C,round_amount,5250.0,money,million,INR,Mar 2024,,SRC01027,,current,yes,
CL02479,S0055,Euler Motors Series C,round_amount,60.0,money,million,USD,2022-10-03,,SRC01031,HIGH,current,yes,"Scale manufacturing capacity, expand distribution, strengthen team"
CL02480,S0055,Euler Motors Series C (additional),round_amount,200.0,money,million,INR,2024-05-29,,SRC01034,MEDIUM,current,yes,Production capacity and R&D
CL02481,S0055,Euler Motors Series C,round_amount,525.0,money,million,INR,2024-03,,SRC01027,HIGH,current,yes,"Expand product line, manufacturing, R&D"
CL02482,S0055,Euler Motors Series D,round_amount,638.0,money,million,INR,2025-05,,SRC01033,HIGH,current,yes,"Boost production capacity, R&D, distribution to 80 cities"
CL02483,S0055,Euler Motors Series E (equity),round_amount,437.5,money,million,INR,2026-03-24,,SRC01025,HIGH,current,yes,"Expand manufacturing, scale network, R&D"
CL02484,S0055,Euler Motors Series E (debt),round_amount,250.0,money,million,INR,2026-03-24,,SRC01025,HIGH,current,yes,"Manufacturing expansion, network scaling"
CL02485,S0055,Euler Motors Debt,round_amount,20.0,money,million,USD,2025-01,,SRC01026,MEDIUM,current,yes,Working capital
CL02486,S0056,Fibe (EarlySalary) Series D,round_amount,110.0,money,million,USD,Aug 2022,,SRC01046,,current,yes,
CL02487,S0057,Innovaccer Series F,round_amount,275.0,money,million,USD,2025-01-09,,SRC01052,HIGH,current,yes,
CL02488,S0057,Innovaccer Series F,valuation,3450.0,money,million,USD,2025-01-09,,SRC01052,HIGH,current,yes,post-money (primary)
CL02489,S0057,Innovaccer Series E,round_amount,150.0,money,million,USD,2021-12-14,,SRC01054,HIGH,current,yes,
CL02490,S0057,Innovaccer Series E,valuation,3200.0,money,million,USD,2021-12-14,,SRC01054,HIGH,current,yes,post-money
CL02491,S0057,Innovaccer Series D,round_amount,105.0,money,million,USD,2021-02-04,,SRC01054,MEDIUM,current,yes,
CL02492,S0058,Pixxel Seed,round_amount,7.3,money,million,USD,2021-03-17,,SRC01066,HIGH,current,yes,Build hyperspectral constellation
CL02493,S0058,Pixxel Series A,round_amount,25.0,money,million,USD,2022-03-29,,SRC01065,HIGH,current,yes,Constellation + Aurora platform
CL02494,S0058,Pixxel Series B,round_amount,36.0,money,million,USD,2023-06-01,,SRC01059,HIGH,current,yes,"Hyperspectral constellation + Aurora analytics platform; 6 sats 2024, 18 more by 2025"
CL02495,S0058,Pixxel Series B extension,round_amount,24.0,money,million,USD,2024-12-09,,SRC01076,HIGH,current,yes,Series B extension
CL02496,S0058,Pixxel Series C,round_amount,100.0,money,million,USD,2026-09-06,,SRC01058,HIGH,current,yes,Expand satellite production across India and US; next-gen sats; US government business
CL02497,S0058,Pixxel Series C,valuation,350.0,money,million,USD,2026-09-06,,SRC01058,HIGH,current,yes,press-quoted
CL02498,S0059,Ecofy Finance (Ecofy) Series B,round_amount,900.0,money,million,INR,2024-01-12,,SRC01092,MEDIUM,current,yes,
CL02499,S0059,Ecofy Finance (Ecofy) Series B extension / growth equity,round_amount,3805.0,money,million,INR,2026-03-16,,SRC01094,HIGH,current,yes,
CL02500,S0059,Ecofy Finance (Ecofy) Debt,round_amount,15.0,money,million,USD,2026-05-06,,SRC01093,HIGH,current,yes,
CL02501,S0060,Miko Technologies Series B,round_amount,29.0,money,million,USD,2021-08-11,,SRC01113,MEDIUM,current,yes,
CL02502,S0060,Miko Technologies Series B,valuation,87.0,money,million,USD,2021-08-11,,SRC01113,MEDIUM,current,yes,post-money
CL02503,S0060,Miko Technologies Series D,round_amount,15.8,money,million,USD,2024-10-28,,SRC01106,MEDIUM,current,yes,
CL02504,S0060,Miko Technologies Series D (pending),round_amount,155.0,money,million,USD,2025-08-25,,SRC01104,MEDIUM,current,yes,
CL02505,S0060,Miko Technologies Series D (pending),valuation,550.0,money,million,USD,2025-08-25,,SRC01104,MEDIUM,current,yes,estimated post-money
CL02506,S0060,Miko Technologies Corporate Minority (Series D extension),round_amount,10.5,money,million,USD,2025-11-07,,SRC01103,HIGH,current,yes,
CL02507,S0060,Miko Technologies Series D,valuation,550.0,money,million,USD,2025-08-25,,SRC01107,MEDIUM,current,yes,post-money
CL02508,S0060,Miko Technologies Series C,valuation,207.0,money,million,USD,2024-08-22,,SRC01108,MEDIUM,current,yes,post-money
CL02509,S0060,Miko Technologies Series C,valuation,200.0,money,million,USD,2023-03-30,,SRC01107,MEDIUM,current,yes,post-money
CL02510,S0061,Nua Series A,round_amount,4.0,money,million,USD,2019,,SRC01118,MEDIUM,current,yes,
CL02511,S0061,Nua pre-Series B,round_amount,7.1,money,million,USD,2021-06,,SRC01132,MEDIUM,current,yes,
CL02512,S0061,Nua pre-Series C,round_amount,35.0,money,million,INR,2025-02,,SRC01118,MEDIUM,current,yes,
CL02513,S0061,Nua Series C,round_amount,50.0,money,million,USD,2026-09-07,,SRC01118,HIGH,current,yes,"Brand building, distribution expansion, R&D"
CL02514,S0062,Truemeds Series B,round_amount,22.0,money,million,USD,2022-04,,SRC01147,MEDIUM,current,yes,
CL02515,S0062,Truemeds Series C (tranche 1),round_amount,44.0,money,million,USD,2025-03,,SRC01154,HIGH,current,yes,
CL02516,S0062,Truemeds Series C (tranche 2),round_amount,20.0,money,million,USD,2025-07,,SRC01141,HIGH,current,yes,
CL02517,S0062,Truemeds Series C (total),round_amount,85.0,money,million,USD,2025-08-11,,SRC01139,HIGH,current,yes,
CL02518,S0062,Truemeds Seed,round_amount,0.497776,money,million,USD,2020-05-16,,SRC01155,HIGH,current,yes,Business operations expansion
CL02519,S0062,Truemeds Series A,round_amount,5.0,money,million,USD,2021-06-08,,SRC01156,HIGH,current,yes,Expand to three new cities; product/technology; supply chain
CL02520,S0063,Weaver Services Growth equity,round_amount,170.0,money,million,USD,2025-08-19,,SRC01163,HIGH,current,yes,"Asset acquisitions, tech development, tier-2/3 expansion"
CL02521,S0063,Weaver Services Growth equity (two tranches),round_amount,1450.0,money,million,INR,2026-03-18,,SRC01165,HIGH,current,yes,scale affordable housing finance book
CL02522,S0064,NoBroker Series E,round_amount,210.0,money,million,USD,Nov 2021,,SRC01192,,current,yes,
CL02523,S0064,NoBroker Series D,round_amount,80.0,money,million,USD,Oct 2019,,SRC01192,,current,yes,
CL02524,S0064,NoBroker Series E extension,round_amount,5.0,money,million,USD,Mar 2023,,SRC01192,,current,yes,
CL02525,S0064,NoBroker Series C,round_amount,51.0,money,million,USD,2019-06-22,,SRC01193,MEDIUM,current,yes,Series C funding
CL02526,S0064,NoBroker Series D,round_amount,50.0,money,million,USD,2019-10-01,,SRC01194,MEDIUM,current,yes,Series D funding
CL02527,S0064,NoBroker Total funding,round_amount,361.0,money,million,USD,2021-11-23,,SRC01189,HIGH,current,yes,Total funding raised to date
CL02528,S0065,Skyroot Aerospace pre-Series C (second),round_amount,60.0,money,million,USD,2026-05-07,,SRC01200,HIGH,current,yes,
CL02529,S0065,Skyroot Aerospace pre-Series C (second),valuation,1100.0,money,million,USD,2026-05-07,,SRC01200,HIGH,current,yes,pre-money
CL02530,S0065,Skyroot Aerospace pre-Series C (first),round_amount,27.5,money,million,USD,2023-11,,SRC01202,HIGH,current,yes,
CL02531,S0065,Skyroot Aerospace pre-Series C (first),valuation,550.0,money,million,USD,2023-11,,SRC01202,HIGH,current,yes,post-money (reported)
CL02532,S0065,Skyroot Aerospace Series B,round_amount,51.0,money,million,USD,2022-09,,SRC01207,HIGH,current,yes,
CL02533,S0065,Skyroot Aerospace Series B (early tranche; Sherpalo participated),round_amount,4.5,money,million,USD,2022-01,,SRC01204,MEDIUM,current,yes,
CL02534,S0066,Digantara Seed,round_amount,2.5,money,million,USD,Jul 2021,,SRC01211,,current,yes,
CL02535,S0066,Digantara Series B,round_amount,50.0,money,million,USD,Dec 2025,,SRC01210,,current,yes,Scale global operations; defence customers and missile-tracking expansion
CL02536,S0066,Digantara Series A1,round_amount,10.0,money,million,USD,2023-06-01,,SRC01216,HIGH,current,yes,Deploy first phase of space surveillance constellation; launch satellites
CL02537,S0066,Digantara Series A1 (extension),round_amount,2.0,money,million,USD,2024-02-01,,SRC01223,HIGH,current,yes,Extended Series A1 close at $12M total
CL02538,S0066,Digantara Grant (prize money),round_amount,0.25,money,million,INR,2020-08-20,,SRC01215,HIGH,current,yes,Pre-seed grant for space debris monitoring R&D
CL02539,S0067,Games24x7 Venture round (unicorn),round_amount,75.0,money,million,USD,2022-03-30,,SRC01229,HIGH,current,yes,growth
CL02540,S0067,Games24x7 UNKNOWN,round_amount,48.0,money,million,USD,2022,,SRC01247,LOW,current,yes,
CL02541,S0067,Games24x7 Series C (unicorn),round_amount,75.0,money,million,USD,2022-03-30,,SRC01237,HIGH,current,yes,growth + investment arm
CL02542,S0067,Games24x7 Angel,round_amount,0.0366,money,million,USD,2021-11-03,,SRC01240,LOW,current,yes,
CL02543,S0067,Games24x7 Total disclosed,round_amount,98.1,money,million,USD,,,SRC01240,HIGH,current,yes,
CL02544,S0068,Infra.Market Series G,round_amount,731.5,money,million,USD,2025-09-18,,SRC01255,HIGH,current,yes,Pre-IPO; founders raise stake to ~30% promoter status
CL02545,S0068,Infra.Market Series G,valuation,2800.0,money,million,USD,2025-09-18,,SRC01255,HIGH,current,yes,post-money reported
CL02546,S0068,Infra.Market Seed/Series A,round_amount,10.0,money,million,USD,2019,,SRC01259,MEDIUM,current,yes,early-stage growth
CL02547,S0068,Infra.Market Series B,round_amount,100.0,money,million,USD,2021-02,,SRC01259,HIGH,current,yes,growth capital
CL02548,S0068,Infra.Market Series B,valuation,1000.0,money,million,USD,2021-02,,SRC01259,HIGH,current,yes,post-money
CL02549,S0068,Infra.Market debt,round_amount,50.0,money,million,USD,2024,,SRC01261,MEDIUM,current,yes,growth capital
CL02550,S0068,Infra.Market Series F,round_amount,121.0,money,million,USD,2025-01,,SRC01266,MEDIUM,current,yes,pre-IPO growth
CL02551,S0068,Infra.Market Series F,valuation,2800.0,money,million,USD,2025-01,,SRC01266,MEDIUM,current,yes,post-money
CL02552,S0068,Infra.Market debt,round_amount,150.0,money,million,USD,2025,,SRC01255,HIGH,current,yes,growth capital
CL02553,S0068,Infra.Market debt,round_amount,1250.0,money,million,INR,2025-02,,SRC01260,MEDIUM,current,yes,growth capital
CL02554,S0068,Infra.Market debt,round_amount,1250.0,money,million,INR,2026,,SRC01260,MEDIUM,current,yes,growth capital
CL02555,S0069,Kinara AI Series B,round_amount,35.0,money,million,USD,2021-09-14,,,,current,yes,
CL02556,S0070,Navi Series C (first institutional equity),round_amount,100.0,money,million,USD,2026-08-19,,SRC01281,,current,yes,
CL02557,S0070,Navi debt (NCD),round_amount,20.0,money,million,USD,2025-07-28,,SRC01299,,current,yes,
CL02558,S0070,Navi Conventional Debt (NCD),round_amount,20.0,money,million,USD,2025-07-28,,SRC01299,MEDIUM,current,yes,NBFC capital raising
CL02559,S0070,Navi Convertible Debt,round_amount,18.01215,money,million,USD,2024-05-23,,SRC01292,MEDIUM,current,yes,
CL02560,S0070,Navi IPO (planned),round_amount,3000.0,money,million,INR,2026-08-13,,SRC01289,MEDIUM,current,yes,Public listing
CL02561,S0070,Navi Preferential shares (NBFC capital),round_amount,5000.0,money,million,INR,2025,,SRC00082,MEDIUM,current,yes,NBFC equity capital
CL02562,S0071,Ninjacart Series E (tranche 1),round_amount,6.0,money,million,USD,2026-07-02,,SRC01308,,current,yes,
CL02563,S0071,Ninjacart Series D-II,round_amount,145.0,money,million,USD,2021-12-13,,SRC01314,,current,yes,
CL02564,S0071,Ninjacart Series C,round_amount,90.0,money,million,USD,2019-04-24,,SRC01318,,current,yes,
CL02565,S0071,Ninjacart Series B,round_amount,3100.0,money,million,INR,2018-12-12,,SRC01317,HIGH,current,yes,"Expand to new geographies, strengthen product/tech, build supply chain infrastructure"
CL02566,S0071,Ninjacart Growth (STIC Investments),round_amount,9.2,money,million,USD,2022-05,,SRC01310,MEDIUM,current,yes,
CL02567,S0071,Ninjacart Growth (Flipkart/Walmart-led $145M),round_amount,145.0,money,million,USD,2021-12-13,,SRC01311,HIGH,current,yes,
CL02568,S0072,Pine Labs Private,round_amount,125.0,money,million,USD,2018-05,,SRC01324,MEDIUM,current,yes,
CL02569,S0072,Pine Labs Private,valuation,1000.0,money,million,USD,2018-05,,SRC01324,MEDIUM,current,yes,
CL02570,S0072,Pine Labs Private,valuation,1000.0,money,million,USD,2020-01,,SRC01324,MEDIUM,current,yes,
CL02571,S0072,Pine Labs Private,round_amount,325.0,money,million,USD,2021-07,,SRC01324,MEDIUM,current,yes,
CL02572,S0072,Pine Labs Private,valuation,3500.0,money,million,USD,2021-07,,SRC01324,MEDIUM,current,yes,
CL02573,S0072,Pine Labs Series F,round_amount,150.0,money,million,USD,2022-01,,SRC01324,MEDIUM,current,yes,
CL02574,S0072,Pine Labs Series F,valuation,5000.0,money,million,USD,2022-01,,SRC01324,MEDIUM,current,yes,
CL02575,S0072,Pine Labs Series F,round_amount,50.0,money,million,USD,2022-03-04,,SRC01332,MEDIUM,current,yes,
CL02576,S0072,Pine Labs Series F,valuation,5050.0,money,million,USD,2022-03-04,,SRC01332,MEDIUM,current,yes,
CL02577,S0072,Pine Labs IPO,round_amount,3900.0,money,million,USD,2025-11-03,,SRC01321,HIGH,current,yes,
CL02578,S0072,Pine Labs IPO,valuation,2900.0,money,million,USD,2025-11-03,,SRC01321,HIGH,current,yes,
CL02579,S0072,Pine Labs Series B,round_amount,82.0,money,million,USD,2018-01-12,,SRC01324,MEDIUM,current,yes,
CL02580,S0072,Pine Labs Series C,round_amount,125.0,money,million,USD,2018-05-31,,SRC01324,MEDIUM,current,yes,
CL02581,S0072,Pine Labs Series D,round_amount,41.0,money,million,USD,2020-12-21,,SRC01334,MEDIUM,current,yes,
CL02582,S0072,Pine Labs Series D,round_amount,5.5,money,million,USD,2021-04-20,,SRC01334,MEDIUM,current,yes,
CL02583,S0072,Pine Labs Series E,round_amount,285.0,money,million,USD,2021-05-17,,SRC01336,HIGH,current,yes,
CL02584,S0072,Pine Labs Series E,round_amount,315.0,money,million,USD,2021-07-06,,SRC01324,MEDIUM,current,yes,
CL02585,S0072,Pine Labs Series F,round_amount,100.0,money,million,USD,2021-09-16,,SRC01334,MEDIUM,current,yes,
CL02586,S0072,Pine Labs Corporate,round_amount,20.0,money,million,USD,2022-01-04,,SRC01337,MEDIUM,current,yes,
CL02587,S0072,Pine Labs IPO,round_amount,2600.0,money,million,USD,2025-06-26,,SRC01323,HIGH,current,yes,
CL02588,S0072,Pine Labs Secondary,round_amount,197.88,money,million,USD,2025-11-06,,SRC01338,LOW,current,yes,
CL02589,S0073,River Mobility Series C (equity+debt),round_amount,120.0,money,million,USD,2026-08-05,,SRC01362,,current,yes,
CL02590,S0073,River Mobility Series B,round_amount,40.0,money,million,USD,2024-02-05,,SRC01373,,current,yes,"Ramp up production, expand distribution, launch second product"
CL02591,S0073,River Mobility Series A,round_amount,15.0,money,million,USD,2023-06,,SRC01371,,current,yes,Initial product development and launch
CL02592,S0074,Rocketlane Series C,round_amount,60.0,money,million,USD,2026-03-25,,SRC01387,,current,yes,"Nitro agentic platform, enterprise GTM, global expansion"
CL02593,S0074,Rocketlane Series C,valuation,300.0,money,million,USD,2026-03-25,,SRC01387,,current,yes,post-money
CL02594,S0074,Rocketlane Series B,round_amount,24.0,money,million,USD,2024-06-25,,SRC01388,,current,yes,"New products, customer portal, AI roadmap"
CL02595,S0074,Rocketlane Series B,valuation,100.0,money,million,USD,2024-06-25,,SRC01388,,current,yes,post-money
CL02596,S0074,Rocketlane Series A,round_amount,18.0,money,million,USD,2022-01-19,,SRC01381,,current,yes,Initial PSA platform development
CL02597,S0075,Ultrahuman Series C extension,round_amount,70.0,money,million,USD,2026-09-03,,SRC01390,,current,yes,"Ring as computer, AI interactions, gaming"
CL02598,S0075,Ultrahuman Series C extension,valuation,365.0,money,million,USD,2026-09-03,,SRC01390,,current,yes,post-money
CL02599,S0075,Ultrahuman Series C,round_amount,48.0,money,million,USD,2026-03-17,,SRC01417,,current,yes,"Return to US market, expand geographies, new wearable categories"
CL02600,S0075,Ultrahuman venture debt,round_amount,100.0,money,million,INR,2025-11-20,,SRC01395,,current,yes,Working capital
CL02601,S0075,Ultrahuman Series A,round_amount,17.5,money,million,USD,2021-08-14,,SRC01418,HIGH,current,yes,"geographical expansion, product development"
CL02602,S0075,Ultrahuman Series B,round_amount,35.0,money,million,USD,2024-03-20,,SRC01403,HIGH,current,yes,"manufacturing capacity, health tracking research"
CL02603,S0075,Ultrahuman Reported (unclosed),round_amount,120.0,money,million,USD,None,,SRC01399,MEDIUM,current,yes,"growth, international expansion"
CL02604,S0076,Third Wave Coffee Private growth round (primary + small secondary),round_amount,408.0,money,million,INR,2026-08-24,,SRC01438,HIGH,current,yes,"Geographic expansion (9 new cities), scale Third Rush Desserts"
CL02605,S0076,Third Wave Coffee Private growth round (primary + small secondary),valuation,20000.0,money,million,INR,2026-08-24,,SRC01438,HIGH,current,yes,reported post-money
CL02606,S0076,Third Wave Coffee Series C,round_amount,35.0,money,million,USD,2023-09,,SRC01441,HIGH,current,yes,
CL02607,S0076,Third Wave Coffee Series B,round_amount,21.0,money,million,USD,2022,,SRC01440,MEDIUM,current,yes,
CL02608,S0076,Third Wave Coffee Series A,round_amount,6.0,money,million,USD,2021,,SRC01440,MEDIUM,current,yes,
CL02609,S0076,Third Wave Coffee Series D,round_amount,408.0,money,million,INR,2026-08-24,,SRC01449,HIGH,current,yes,"Geographic expansion (9 new cities), scale Third Rush Desserts, F&B innovation"
CL02610,S0076,Third Wave Coffee Series D,valuation,2000.0,money,million,INR,2026-08-24,,SRC01449,HIGH,current,yes,reported post-money
CL02611,S0077,Celcius Logistics Series B (equity + debt + secondary),round_amount,250.0,money,million,USD,2025-05-06,,SRC01457,HIGH,current,yes,"Expand to 1000+ cities/tiers III-IV, pharma vertical, TMS/WMS tech stack; debt for working capital"
CL02612,S0078,Square Yards Private,round_amount,35.0,money,million,USD,2025-11-28,,SRC01467,MEDIUM,current,yes,
CL02613,S0078,Square Yards Private,valuation,900.0,money,million,USD,2025-11-28,,SRC01467,MEDIUM,current,yes,
CL02614,S0078,Square Yards Private,round_amount,900.0,money,million,USD,2026-06-23,,SRC01467,HIGH,current,yes,
CL02615,S0078,Square Yards Private,valuation,1000.0,money,million,USD,2026-06-23,,SRC01467,HIGH,current,yes,
CL02616,S0078,Square Yards Private,round_amount,95.0,money,million,USD,2026-06,,SRC01472,HIGH,current,yes,"market expansion, technology, IPO prep"
CL02617,S0078,Square Yards Private,valuation,1000.0,money,million,USD,2026-06,,SRC01472,HIGH,current,yes,post-money
CL02618,S0078,Square Yards Private,round_amount,112.0,money,million,INR,2023-03,,SRC01470,MEDIUM,current,yes,purchase of 1 lakh sq ft office space in Hyderabad
CL02619,S0079,Wint Wealth Series B,round_amount,250.0,money,million,USD,2026-01,,SRC01477,HIGH,current,yes,"Grow bond business, strengthen NBFC credit offerings"
CL02620,S0079,Wint Wealth Series A,round_amount,17.0,money,million,USD,2022-05,,SRC01482,MEDIUM,current,yes,
CL02621,S0080,Airbound Series A,round_amount,37.0,money,million,USD,2026-08-24,,SRC01485,HIGH,current,yes,"Scale engineering, commercial-scale manufacturing, go-to-market"
CL02622,S0080,Airbound Seed,round_amount,8.65,money,million,USD,2025-10-14,,SRC01487,HIGH,current,yes,"Pilot with Narayana Health, expand beyond medical deliveries"
CL02623,S0081,Ati Motors Series B,round_amount,20.0,money,million,USD,2025-01-23,,SRC01491,HIGH,current,yes,"Product development, North America + APAC expansion"
CL02624,S0081,Ati Motors Series A,round_amount,10.9,money,million,USD,2023-07-21,,SRC01492,MEDIUM,current,yes,
CL02625,S0081,Ati Motors Undisclosed,round_amount,6.9,money,million,USD,2023-10-10,,SRC01492,MEDIUM,current,yes,
CL02626,S0082,Sapiom Series A,round_amount,35.0,money,million,USD,2026-08-05,,SRC01499,MEDIUM,current,yes,Scale model-routing / agent cost-optimization infra
CL02627,S0082,Sapiom Seed,round_amount,15.0,money,million,USD,2026-02-05,,SRC01498,HIGH,current,yes,Build financial infrastructure layer for AI agents
CL02628,S0083,boAt Series B,round_amount,100.0,money,million,USD,2021-01-05,,SRC01506,HIGH,current,yes,
CL02629,S0083,boAt Series B,valuation,300.0,money,million,USD,2021-01-05,,SRC01506,HIGH,current,yes,
CL02630,S0083,boAt Private placement,round_amount,500.0,money,million,USD,2022,,SRC01505,MEDIUM,current,yes,
CL02631,S0083,boAt IPO-UDRHP,round_amount,1500.0,money,million,USD,2025-10-29,,SRC01504,HIGH,current,yes,
CL02632,S0084,MobiKwik Series C,round_amount,50.0,money,million,USD,2016-05,,SRC01518,MEDIUM,current,yes,
CL02633,S0084,MobiKwik IPO,round_amount,572.0,money,million,USD,2024-12,,SRC01515,HIGH,current,yes,public listing on BSE/NSE (listed 18 Dec 2024)
CL02634,S0085,OfBusiness Series G,round_amount,325.0,money,million,USD,2021-12-20,,SRC01531,MEDIUM,current,yes,Growth
CL02635,S0085,OfBusiness Series G extension (Unattributed VC per CB Insights),round_amount,11.7,money,million,USD,2025-04-16,,SRC01532,MEDIUM,current,yes,UNKNOWN
CL02636,S0085,OfBusiness IPO (planned/rumored),round_amount,800.0,money,million,USD,None,,SRC01529,MEDIUM,current,yes,$200M fresh issue + remainder OFS
CL02637,S0085,OfBusiness Series A,round_amount,4.3,money,million,USD,2015-09-26,,SRC01545,MEDIUM,current,yes,Seed/Series A - prove procurement model
CL02638,S0085,OfBusiness Series B,round_amount,11.12,money,million,USD,2016-11-21,,SRC01545,MEDIUM,current,yes,Category expansion beyond steel
CL02639,S0085,OfBusiness Series C,round_amount,29.3,money,million,USD,2018-06-26,,SRC01545,MEDIUM,current,yes,"Expansion into polymers, chemicals"
CL02640,S0085,OfBusiness Series D,round_amount,34.15,money,million,USD,2019-09-18,,SRC01545,MEDIUM,current,yes,COVID-era expansion; PPE pivot
CL02641,S0085,OfBusiness Series E,round_amount,160.0,money,million,USD,2021-07-31,,SRC01546,HIGH,current,yes,Unicorn milestone; acquisitions
CL02642,S0085,OfBusiness Series F,round_amount,194.0,money,million,USD,2021-09-30,,SRC01544,HIGH,current,yes,Expansion; valuation to $3B
CL02643,S0085,OfBusiness Series G extension,round_amount,11.7,money,million,USD,2025-04-16,,SRC01532,MEDIUM,current,yes,Pre-IPO growth capital
CL02644,S0085,OfBusiness IPO (planned),round_amount,800.0,money,million,USD,None,,SRC01529,MEDIUM,current,yes,"$200M fresh issue + ~$600M OFS; bankers: Axis, Morgan Stanley, JPMorgan, Citi, BofA"
CL02645,S0085,OfBusiness Oxyzo Series A,round_amount,200.0,money,million,USD,2022-03-24,,SRC01547,HIGH,current,yes,Oxyzo standalone unicorn round; ~75% retained by OfBusiness
CL02646,S0085,OfBusiness Oxyzo debt (NCD),round_amount,1000.0,money,million,INR,2025-02-24,,SRC01548,HIGH,current,yes,Augment long-term resources; working capital
CL02647,S0085,OfBusiness Oxyzo debt (NCD),round_amount,5330.0,money,million,INR,2025-05-21,,SRC01549,HIGH,current,yes,Day-to-day business operations including lending to SMEs
CL02648,S0085,OfBusiness Oxyzo debt (NCD),round_amount,3500.0,money,million,INR,2025-03-19,,SRC01538,HIGH,current,yes,"Fresh debt; total borrowings closed at Rs 6,028 Cr"
CL02649,S0085,OfBusiness Oxyzo equity raise (planned),round_amount,150.0,money,million,USD,None,,SRC01550,MEDIUM,current,yes,Primary capital; 20% reserved for internal investors; IPO prep in 2.5-3 years
CL02650,S0086,Pristyn Care Series A,round_amount,4.0,money,million,USD,2019-06-02,,SRC01574,MEDIUM,current,yes,UNKNOWN
CL02651,S0086,Pristyn Care Series B,round_amount,12.0,money,million,USD,2019-12-17,,SRC01574,MEDIUM,current,yes,UNKNOWN
CL02652,S0086,Pristyn Care Series C,round_amount,12.0,money,million,USD,2020-09-26,,SRC01574,MEDIUM,current,yes,UNKNOWN
CL02653,S0086,Pristyn Care Series D,round_amount,53.0,money,million,USD,2021-04-19,,SRC01574,MEDIUM,current,yes,UNKNOWN
CL02654,S0086,Pristyn Care Series E,round_amount,100.0,money,million,USD,2021-12-07,,SRC01569,HIGH,current,yes,Growth
CL02655,S0086,Pristyn Care Series E extension,round_amount,4.0,money,million,USD,2025-07-22,,SRC01573,HIGH,current,yes,Scale owned hospitals; bridge to larger round
CL02656,S0087,Swish Private round (series unspecified),round_amount,24.0,money,million,USD,2026-09-10,,SRC01583,HIGH,current,yes,Expand kitchen network + supply chain infrastructure
CL02657,S0087,Swish Private round (series unspecified),valuation,175.0,money,million,USD,2026-09-10,,SRC01583,HIGH,current,yes,reported post-money (unverified)
CL02658,S0087,Swish Series B,round_amount,38.0,money,million,USD,2026-03-24,,SRC01582,HIGH,current,yes,"Multi-city expansion, kitchen automation + supply chain, team"
CL02659,S0087,Swish Series A,round_amount,14.0,money,million,USD,2025-03,,SRC01585,MEDIUM,current,yes,
CL02660,S0087,Swish Seed,round_amount,2.0,money,million,USD,2024-11-19,,SRC01584,HIGH,current,yes,
CL02661,S0087,Swish Private round (reported),round_amount,20.0,money,million,USD,2026-06-30,,SRC01595,LOW,current,yes,
CL02662,S0088,Hang Ten Systems seed,round_amount,32.0,money,million,USD,2026-06-24,,SRC01602,HIGH,current,yes,Team build-out and expanding work with global enterprises
CL02663,S0089,Moonrider seed,round_amount,2.2,money,million,USD,2025-01-07,,SRC01607,HIGH,current,yes,"Vehicle engineering, software, battery technology"
CL02664,S0089,Moonrider series-a,round_amount,6.0,money,million,USD,2025-12-10,,SRC01606,HIGH,current,yes,"Deliver first 100 tractors, manufacturing scale-up, field validation, supply chain"
CL02665,S0090,Toddle series-a,round_amount,17.0,money,million,USD,2023-01-10,,SRC01613,HIGH,current,yes,
CL02666,S0090,Toddle series-a,valuation,136.0,money,million,USD,2023-01-10,,SRC01613,HIGH,current,yes,
CL02667,S0090,Toddle later-stage vc,round_amount,16.5,money,million,USD,2024-11-12,,SRC01622,MEDIUM,current,yes,Later-stage VC round
