startup_id,company_name,legal_name,aliases,website,founded_date,incorporation_date,status,startup_stage,primary_sector,secondary_sectors,business_model,customer_type,city,state,country,hq_type,registered_office,employee_estimate,employee_estimate_date,total_funding_disclosed,last_funding_date,last_funding_round,last_known_valuation,revenue_latest_fy,revenue_latest_fy_year,revenue_latest_fy_period,profit_loss_latest_fy,profit_loss_latest_fy_period,dpiit_recognized,cin,parent_company,subsidiary_of,public_private,website_status,official_website,careers_website,last_verified,confidence,primary_source_id,notes,company_class
S0104,QNu Labs,QuNu Labs Private Limited,,https://www.qnulabs.com/,2016,2016-09-21,active,Series A,cybersecurity / quantum,['deeptech'],"B2B/B2G quantum-safe security products (QKD, QRNG, PQC, QVPN)",,Bengaluru,Karnataka,India,HQ,"Centenary Building, 2nd Floor, East Wing, 28 M.G. Road, Bengaluru, Karnataka - 560025",118,,"2170.2 Mn INR (equity, DERIVED) + 150.0 Mn INR (debt)",2026-09-09,Series A1,,10,FY25,FY25 crore INR,,,,U72900KA2016PTC096629,,,private,unchecked (not in linkcheck set),https://www.qnulabs.com,https://www.qnulabs.com/careers,2026-09-14,MEDIUM,SRC01816,"CONFLICT[total_funding]: Company-reported Rs 375 Cr is newer (Sep 2026) and takes precedence for current | CONFLICT[founders]: Company site names Gupta (CEO) + Aluri (Chairman) as co-founders; Wikipedia adds | CONFLICT[startup_stage]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[founders]: Company site names Gupta (CEO) + Aluri (Chairman) as co-founders; Tracxn lists A | CONFLICT[total_funding]: Company-reported Rs 375 Cr is newer (Sep 2026) and takes precedence for current | GAPS: Angel/seed round specifics pre-2024 not verified from press; Audited MCA P&L not verified; Headcount: Tracxn 118 (Aug 2025) vs LinkedIn 176 vs company '160 engineers' — unresolved; US subsidiary (QNu Labs Inc, Massachusetts 2019) details no",Startup
S0105,Ultraviolette,Ultraviolette Automotive Private Limited,,https://www.ultraviolette.com/,2016,,active,Series E,ev motorcycles,"['battery tech', 'charging infrastructure']",B2C premium EV motorcycles + energy infrastructure; expanding to scooters (Tesseract) and crossover (X-47/Shockwave),,Bengaluru,Karnataka,India,,,,,"5656.2 Mn INR (equity, DERIVED)",2025-12-04,Series E (tranche),,36.1,FY25,FY25 crore INR,116.3,FY25 crore INR,,,,,private,unchecked (not in linkcheck set),https://www.ultraviolette.com,https://www.ultraviolette.com/careers,2026-09-14,MEDIUM,,CONFLICT[hosur_plant_capex]: Both Sep-10-2026 reports of same announcement; Rs 779 Cr (Reuters via BS) is wir | GAPS: CIN/incorporation date not surfaced in this run (registry aggregator did not appear) — needs gapfill; Audited MCA P&L not directly verified; Valuation of Series E not disclosed; Rs 500 Cr Mint-sourced raise unconfirmed,Scale-up
S0106,Curefoods,Curefoods India Limited,,https://curefoods.in,2020,2020-10-10,active,late (Series D + DRHP filed; IPO deferred),foodtech cloud kitchen,['QSR'],Multi-brand cloud kitchens + QSR dine-in/kiosks; brand incubation,,Bengaluru,Karnataka,India,corporate_office,"No. 72/4, Roopena Agrahara, Hosur Road, Madiwala Post, Bengaluru 560 068, Karnataka, India",3254,,"14134.1 Mn INR (equity, DERIVED) + 565.6 Mn INR (debt)",2025-09-26,Pre-IPO,,775.49,FY25,FY25 crore INR,169.9,FY25 crore INR,,U55209KA2020PLC139614,,,private,unchecked (not in linkcheck set),https://www.curefoods.in,https://www.curefoods.in/pages/careers,2026-09-14,HIGH,SRC01846,CONFLICT[fy25_financials]: Figures agree (Rs 745-746 Cr revenue; Rs 170 Cr loss). Tracxn $91.7M (~Rs 760 Cr | CONFLICT[scale]: Different dates/definitions (current site vs Jun-2025 DRHP filing); both preserv | CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | GAPS: CIN not surfaced in this run — needs gapfill; FY24 audited split (Rs 585 Cr rev / Rs 172 Cr loss per Verdict) single-sourced; Current (post-Jun-2026) pre-IPO raise status unknown,Startup
S0107,Dezerv,Dezerv Investments Private Limited,,https://www.dezerv.in/,2021-04-01,,active,Series C,wealthtech,['investment tech'],B2C wealth management: PMS + AIF + distribution; Integrated Portfolio Approach + advisor-led,,Mumbai,Maharashtra,India,,,,,"615.0 Mn INR (equity, DERIVED)",2025-10-13,Series C,,30,FY25,FY25 crore INR,,,,,,,private,unchecked (not in linkcheck set),https://www.dezerv.in,https://www.dezerv.in/careers/,2026-09-14,MEDIUM,,"CONFLICT[city]: Mumbai per every observed source; batch city guess was wrong. Mumbai recorded; K | CONFLICT[series_c_amount]: Same round, FX/date-record variance: Rs 350 Cr ≈ $39.5-40M. ET (Oct 13 2025) is | CONFLICT[quarantined-claim]: Q-wave source hunt: contradicted | GAPS: CIN not surfaced in this run — needs gapfill; Series A ($20.4M Aug 2022) press record not verified in this run; Exact FY25 revenue/loss for Dezerv alone not isolated (peer-band only); Valuation not disclosed | City corrected from discovery seed (Bengaluru) to Mumbai per enrichment.",Startup
S0108,Edubuk,EDUBUK TECHNOLOGIES PRIVATE LIMITED,,https://edubuk.com,2019,2025-01-13,active,Series B,edtech / HR-tech (AI + blockchain credentials),,B2B2C SaaS: AI + blockchain credential verification and job matching,,Bengaluru,Karnataka,India,registered,"Door no. 505/B-508, SANDHYA TECHNO-1, Rangareddy, Rangareddy, Telangana, India, 500104",17,,"4371.4 Mn INR (equity, DERIVED)",2026-03-24,Series B,,,FY25,FY25 crore INR,,,,U78100UP2025PTC214727,,,private,unchecked (not in linkcheck set),https://edubuk.com,https://jobs.edubuk.com/,2026-09-14,MEDIUM,SRC01872,"CONFLICT[total_funding/latest_round_label]: Use round amount $50M (Nimbus Capital) HIGH; total raised UNVERIFIED pending pri | CONFLICT[city]: Keep Bengaluru per manifest; Hyderabad claim preserved as conflict | CONFLICT[city]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[state]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[city]: Preserved conflict; Tracxn registered address is Hyderabad/Telangana; Bengaluru | CONFLICT[total_funding/latest_round_label]: Use $50M Nimbus commitment Mar 2026 HIGH; total raised UNVERIFIED pending primar | CONFLICT[funding_round_count]: Tracxn provides more granular breakdown; CB Insights shows fewer rounds; discrep | GAPS: No audited MCA financials verified; revenue band only; Total raised figure conflicts across DBs; needs primary filing; Founder backgrounds (IIT/IIM/Goldman claims) single-source, unverified; Hyderabad vs Bengaluru HQ unresolved",Startup
S0109,EloElo,GreenHorn Pvt Ltd (operating entity per founder profile),,https://eloelo.in,2020-07-01,2020-02-20,active,Series B,gaming livestream / social entertainment / micro-drama,,B2C/B2B2C live social entertainment; micro-drama OTT (Story TV) subscriptions + virtual gifting,,Bengaluru,Karnataka,India,HQ,"1257/37, 2nd & 3rd Floor, Hanto Orion Center, 14th Main St, Sector-7, HSR Layout, Bengaluru, Karnataka 560102",300,,"8505.5 Mn INR (equity, DERIVED)",2026-03-31,Series B (upcoming),,75.8,FY25,FY25 crore INR,98.5,FY25 crore INR,,U63122KA2020PTC132881,,,private,unchecked (not in linkcheck set),https://eloelo.in,https://eloelo.keka.com/careers/,2026-09-14,HIGH,SRC01882,"CONFLICT[legal_name]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[primary_sector]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[CIN]: U63122KA2020PTC132881 preferred per ZaubaCorp/Tofler/Tracxn/TheCompanyCheck; U92 | CONFLICT[total_funding]: Inc42 figure likely includes unverified or cumulative claims including the $59M | CONFLICT[Series A amount]: Same round, different naming convention. YourStory calls it Series A; EquityPand | GAPS: CIN / legal-entity incorporation date not verified via registry snippet; Akshay Dubey departure date/status single-source (LinkedIn snippet); $50M+ 2026 raise unclosed at time of Moneycontrol report; ARR $230M is company pitch-deck claim, u",Startup
S0110,GIVA,GIVA INNO-VENTURES PRIVATE LIMITED,,https://www.giva.co,2019,2017-06-28,active,Series C (extended),D2C jewellery,,"Omnichannel D2C: silver + 14/18K gold + lab-grown diamonds; online + 150-210 stores, franchise-led",,Bengaluru,Karnataka,India,operational,"Plot No. 60, 3rd Floor, Doddakallsandra, Kanakapura Main Road, Bangalore South, Bangalore - 560062, Karnataka",3227,,"18910.0 Mn INR (equity, DERIVED) + 2700.0 Mn INR (debt)",2026-07-14,PE Growth (rumor),,8500000000,FY25,FY26 INR INR,-7200000000,FY25 INR INR,,U74999KA2017PTC104205,,,private,unchecked (not in linkcheck set),https://www.giva.co,https://www.giva.co/pages/careers,2026-09-14,MEDIUM,SRC01915,"CONFLICT[FY25 revenue presentation]: Both consistent: 518 operating + 5.3 other = 523.3 total; loss 72-72.4 Cr | CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[HQ city]: Bengaluru confirmed by company website, MCA records, PitchBook, Tracxn, and all | GAPS: FY26 revenue 800-850 Cr is a guided claim, not filed; IPO-in-2-3-years plan single-source; Store count 150 vs 210 across sources/time — needs as-of dating",Startup
S0111,Impetus Technologies,,,https://www.impetus.com,1991,,active,growth/private (PE-backed),enterprise / data & AI services,,"B2B enterprise: data-platform engineering, AI/ML, DevOps, app modernization; software-led Data & AI services",,Bengaluru,Karnataka,India,,,,,"29995.0 Mn INR (equity, DERIVED)",2025-01-01,strategic/PE growth,,,FY25,FY25 INR Cr INR,,,,,,,private,unchecked (not in linkcheck set),https://www.impetus.com,https://www.impetus.com/careers/,2026-09-14,MEDIUM,,GAPS: Founders/CEO not verified — needs dedicated probe; CIN/incorporation date not captured; HQ is Los Gatos CA with Bengaluru India ops — registered-office split unverified; Audited financials not verified; India-entity revenue is aggregator-qu,Scale-up
S0112,Moglix,Mogli Labs (India) Private Limited,,https://www.moglix.com,2015,,Active / private,Unicorn (Series F),B2B e-commerce / industrial supply chain,"['MRO procurement', 'supply-chain finance', 'packaging', 'manufacturing']",B2B marketplace + procurement services + supply-chain financing (Credlix) + manufacturing,B2B,Noida,Uttar Pradesh,India,operating HQ India; Singapore-registered parent per databases,,,,"34779.1 Mn INR (equity, DERIVED)",2021-05-17,Series E,,4946.6,FY25,FY25 crore INR,-11.3,FY25 million USD,,U72300DL2015FTC279856 (ZaubaCorp; conflicts with U72300HR2015FTC143298 — unresolved),,,Private,unchecked (not in linkcheck set),https://www.moglix.com,https://www.moglix.com/career,2026-09-14,HIGH,,CONFLICT[financials FY24 revenue]: Unresolved: figures likely reflect different consolidation scopes (Singapore gro | CONFLICT[Series F amount/valuation/investors]: Seed REJECTED. No source seen supports $145M/$895M or Tencent/Hillhouse/Zero31/A | CONFLICT[financials FY25 scope]: Different scopes (Singapore group USD vs India standalone INR). Both preserved w | GAPS: CIN not verified (VI shows U72300DL2015FTC279856 but single T2 source; MCA not checked); Incorporation date vs founded date not separated; Full round-by-round table (Seed-Series C amounts/dates) not verified; FY25 audited numbers: scope con,Scale-up
S0113,MPL (Mobile Premier League),,Mobile Premier League,https://moneycontrol.com,2018,,active — India real-money operations shut post Online Gaming Bill Aug 2025; company continues (non-RMG + international),unicorn (late-stage),gaming / esports,,B2C real-money skill gaming + esports (India RMG shut Aug 2025); pivoting to non-RMG + overseas,,Bengaluru,Karnataka,India,,,,,"11175.0 Mn INR (equity, DERIVED)",2021-09-15,Series E,,,,,,,,,,,private,unchecked (not in linkcheck set),,,2026-09-14,MEDIUM,,GAPS: Second co-founder not verified in LITE pass; CIN/incorporation date not captured; FY25 financials not probed (budget); post-ban revenue mix unknown; Valuation post-2021 not verified,Former startup
S0114,PhysicsWallah,Physicswallah Limited,,https://www.pw.live,2020,2020,"Public (listed on NSE: PWL, BSE: 544609 on Nov 18, 2025)",Public / Listed,EdTech,"['Test Preparation', 'K-12', 'Skilling']",Freemium online education + offline/hybrid centers + commerce,B2C (students),Noida,Uttar Pradesh,India,Registered & Corporate Office,"Plot No. B-8, Tower A 101-119, Noida One, Noida, Sector 62, Dadri, Gautam Buddha Nagar, Uttar Pradesh - 201309",15046,,"25427.0 Mn INR (equity, DERIVED)",2024-09-20,Series B,$2.8B (at Series B),3900.0,FY26,FY26 crore INR,22.0,FY26 crore INR,N/A (listed company),U80900UP2020PLC129223,,,Public,unchecked (not in linkcheck set),https://www.physicswallah.in,,2026-09-14,HIGH,,"GAPS: Exact incorporation date (day/month) not confirmed from registry aggregator; CIN confirmed from NSE filing; FY25 exact net loss figure varies across sources (₹243 Cr vs ₹216 Cr vs ₹22 Cr for FY26); Employee count varies: 15,046 (Tracxn/May | employee_estimate_date stated loosely: May 2026",Public company
S0115,Popo Global,Popo Global (Popo Ventures),,https://www.parispanini.com,2017,,ACTIVE,Growth / Late Stage,FoodTech / QSR,"['Restaurants', 'Food Service Chains']","Company-owned and company-operated QSR restaurants (Pizza Bakery, Paris Panini, Smash Guys)",B2C (consumers),Bengaluru,Karnataka,India,Operating HQ,UNKNOWN,N/A,,"5320.0 Mn INR (equity, DERIVED)",2026-09-11,Strategic Investment (Significant Minority),"₹1,250 Cr (~$148M)",,,N/A INR,,,N/A,UNKNOWN,,,Private,unchecked (not in linkcheck set),https://pop.global,,2026-09-14,MEDIUM,,GAPS: CIN and incorporation date not found from registry aggregators; Revenue and financials not publicly disclosed (bootstrapped until Sep 2026); Exact employee count not available; Registered office address not confirmed; No prior funding round,Startup
S0116,Shadowfax,Shadowfax Technologies Limited,,https://www.shadowfax.in,2015,2015-04-21,"Public (listed on NSE: SHADOWFAX, BSE: 544685)",Public / Listed,Logistics,"['Third-Party Logistics', 'E-Commerce Logistics', 'Quick Commerce']","Technology-led third-party logistics (express delivery, hyperlocal, reverse logistics)","B2B (e-commerce, quick commerce, D2C)",Bengaluru,Karnataka,India,Registered & Corporate Office,"3rd Floor, Shilpitha Tech Park, Sy No. 55/3 & 55/4, Outer Ring Road, Devarabisanahalli Village, Bellandur, Varthur Hobli, Bangalore - 560103, Karnataka",4472,2025,"15463.4 Mn INR (equity, DERIVED) | IPO issue 19070.0 INRMn (excluded from private equity total)",2026-01-28,IPO,$1.61B (market cap as of Sep 2026),4755.0,FY26,FY26 crore INR,126.0,FY26 crore INR,Yes (DPIIT Registered),U72300KA2015PLC150324,,,Public,unchecked (not in linkcheck set),https://www.shadowfax.in,https://www.shadowfax.in/careers,2026-09-14,HIGH,,"GAPS: Exact Series A date and amount not precisely confirmed; FY25 exact PAT figure varies across sources; Employee count varies (3,545 Tracxn vs 4,472 PitchBook)",Public company
S0117,Smallcase,Smallcase Technologies Private Limited,,https://www.smallcase.com,,,ACTIVE,Late Stage / Series D,WealthTech,"['Fintech', 'Investment Platform', 'Asset Management']",Platform for curated stock/ETF portfolios (smallcases); asset management JV with Zerodha,"B2C (retail investors) + B2B (brokers, advisors)",Bengaluru,Karnataka,India,Corporate Office,"#51, 3rd Floor, Le Parc Richmonde, Richmond Road, Shanthala Nagar, Richmond Town, Bangalore - 560025",379,2025,"7265.0 Mn INR (equity, DERIVED)",2020-09-26,Series B,N/A (not disclosed for Series D),,FY24,FY24 USD USD,,,N/A,UNKNOWN,,,Private,unchecked (not in linkcheck set),https://www.smallcase.com,https://app.pyjamahr.com/careers?company=smallcase&company_uuid=2615584222,2026-09-14,HIGH,,GAPS: CIN and incorporation date not found from registry aggregators; Revenue not publicly disclosed (private company); Exact valuation not disclosed for Series D; Employee count varies (379 PitchBook vs 350+ company website) | founded_date stated loosely: Jul 2015,Startup
S0118,StockGro,Assetgro Fintech Private Limited,,https://www.stockgro.club,,2020-01-13,ACTIVE,Growth / Series B,WealthTech / Investment Tech,"['Social Investing', 'Stock Advisory', 'EdTech']",Social investment platform with SEBI-registered advisors; gamified virtual trading; AI research assistant (Stoxo),B2C (retail investors),Bengaluru,Karnataka,India,Registered & Corporate Office,"WeWork Galaxy, 43, Residency Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560025",62,,"8896.6 Mn INR (equity, DERIVED) + 50.0 Mn INR (debt)",2025-11-26,Series B,$377.9M,1255000000,FY25,FY25 INR INR,4.1,FY25 INR INR,N/A,U74110KA2020PTC131557,,,Private,live @2026-09-14,https://www.stockgro.club,https://www.stockgro.club/careers/,2026-09-14,HIGH,,CONFLICT[Series B amount]: ₹150 Cr ≈ $17M; Tracxn shows $41.9M which may include the convertible note + B1 | CONFLICT[incorporation_date]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[employee_estimate]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[FY24 revenue]: Unresolved. Entrackr cites MCA filing data; Inc42 Datalabs may use different acc | CONFLICT[FY25 net profit]: Major discrepancy. Inc42 Datalabs shows PAT ₹34.6 Cr; Tracxn shows ₹4.1M. Likely | CONFLICT[Series B amount]: ₹150 Cr ≈ $16.7M; Tracxn $41.9M may include convertible note + B1 combined | CONFLICT[Total funding]: Inc42 may not include debt or latest extended round; Tracxn includes all rounds | CONFLICT[Employee count]: LinkedIn and Inc42 show ~200+; Tracxn shows 62. Likely Tracxn uses older data | CONFLICT[Founder education]: No source confirms IIT education for Ajay Lakhotia. All sources describe him as | GAPS: Revenue for FY26 not yet available; Exact employee count varies (62 Tracxn vs 70 PitchBook vs 212 Inc42); Valuation for Series B1 not disclosed; No prior funding rounds before 2020 confirmed | founded_date stated loosely: Jan 2020 | employee_estimate_date stated loosely: Aug 2025,Startup
S0119,Yulu,Yulu Bikes Private Limited,,https://www.yulu.bike,,2017-08-07,ACTIVE,Series C,Mobility / EV,"['CleanTech', 'Climate Tech', 'Micro-Mobility']",Mobility-as-a-Service (MaaS) / EV sharing + BaaS,"B2B (gig workers, delivery executives) + B2C commuters",Bengaluru,Karnataka,India,registered,"2nd Floor, Etamin Block (Wing A), Prestige Tech Park, Kadubeesanahalli, Bengaluru, Karnataka 560103",238,2024,"26398.6 Mn INR (equity, DERIVED) + 967.0 Mn INR (debt)",,Series B,"$172.98M (post-money, per PitchBook)",13.24,FY25,FY25 crore INR,-126,FY25 crore INR,True,U77210KA2017PTC105368,,,Private,unchecked (not in linkcheck set),https://www.yulu.bike,https://www.yulu.bike/,2026-09-14,MEDIUM,,"CONFLICT[valuation]: PitchBook figure used as more recent; both are estimates from undisclosed source | CONFLICT[total_funding]: Difference likely due to debt vs equity classification; Tracxn figure used as mo | CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[employee_estimate]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[registered_office]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[employee_estimate]: MCA figure is more recent and authoritative; 238 was likely an older estimate. | CONFLICT[valuation]: PitchBook figure used as more recent; both are estimates. | CONFLICT[founders]: Aprameya Radhakrishna is founder of MCart (logistics), NOT Yulu. | CONFLICT[EBITDA_positive_date]: Business Today (Dec 2024) reports EBITDA positive in Q2 FY25. VCCircle says sinc | GAPS: Exact Series C valuation not officially disclosed by company; Detailed P&L breakdown not available from public filings; Employee count varies across sources (185-400); CIN from Tracxn (T2) - not verified from MCA directly | founded_date stated loosely: August 2017 | last_funding_date stated loosely: Sep 2022",Startup
S0120,Zenoti,"Soham, Inc. (also known as ManageMySpa)",,https://www.zenoti.com,2010,,ACTIVE,Series D / PE-backed,Beauty-Tech SaaS,"['Enterprise SaaS', 'Retail SaaS', 'Vertical SaaS']","B2B SaaS (subscription) for beauty, fitness, wellness businesses","B2B (salons, spas, med-spas, fitness chains)",Hyderabad,Telangana,"India (HQ: Bellevue, WA, USA)",registered,"Bellevue, Washington, USA; India office: Hyderabad, Telangana",862,2026,"56245.5 Mn INR (equity, DERIVED)",,Series C,$1.5B (Unicorn),39.77,FY25,FY25 million USD,,,,UNKNOWN,,,Private,live @2026-09-14,https://www.zenoti.com,https://www.zenoti.com/company/careers,2026-09-14,MEDIUM,,"CONFLICT[employee_count]: Different dates/sources; Tracxn may include India team, PitchBook may be US-only | CONFLICT[total_funding]: Minor discrepancy; both are T2 databases | CONFLICT[legal_name]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[cin]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[incorporation_date]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[registered_office]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[employee_count]: Different dates/sources; Tracxn may include India team, PitchBook may be US-only | CONFLICT[total_funding]: CB Insights includes PPP loan and secondary market rounds; Tracxn counts 6 round | CONFLICT[revenue]: Tracxn reports MCA entity revenue (INR 336 Cr); Latka reports ARR estimate which | GAPS: CIN not available from search results; Incorporation date not found; Detailed financials (revenue, profit) not publicly available for recent years; Series C and earlier round details not found; Zenoti's India entity registration details not",Mature private company
S0121,Exxat,"Exxat, Inc.",,https://www.exxat.com,2011,,ACTIVE,Series C / PE-backed,EdTech / Healthcare Education SaaS,"['Enterprise SaaS', 'Vertical SaaS', 'HealthTech']",B2B SaaS (subscription) for clinical and experiential education management,"B2B (academic institutions, healthcare programs)",Bengaluru,Karnataka,"India (HQ: Warren, NJ, USA; India office: Pune)",registered,"Warren, NJ, USA; India operations in Pune, Maharashtra",434,2026,"3915.0 Mn INR (equity, DERIVED)",2026-01-22,PE Growth / Minority Investment,UNKNOWN,,,USD USD,,,,UNKNOWN,,,Private,unchecked (not in linkcheck set),https://exxat.com,https://exxat.com/explore/company/careers-and-culture,2026-09-14,MEDIUM,,"CONFLICT[funding_round_type]: Tracxn may classify the Accel-KKR investment as Series C; the press release call | GAPS: CIN and incorporation date not found; Exact Accel-KKR investment amount not disclosed; Detailed financials not publicly available; Founders beyond Aarti Vaishnav not confirmed; Previous funding rounds (Series A, B) details not found",Startup
S0122,Bellatrix Aerospace,Bellatrix Aerospace Private Limited,,https://bellatrix.aero,2015,,ACTIVE,Pre-Series B,Spacetech Propulsion,"['Deep Tech', 'Space Tech', 'Defense']",B2B (satellite propulsion systems manufacturing),"B2G / B2B (satellite constellation operators, ISRO)",Bengaluru,Karnataka,India,registered,"#22/2, 5th Floor, V K Kalyani Commercial, Bengaluru, Karnataka",81,2026,"2974.1 Mn INR (equity, DERIVED)",,Series A,$88.96M,,,USD USD,,,True,UNKNOWN,,,Private,unchecked (not in linkcheck set),https://bellatrix.aero,,2026-09-14,MEDIUM,,CONFLICT[funding_round_type]: Tracxn may classify differently; company calls it Pre-Series B | GAPS: CIN and incorporation date not found from registry aggregators; Detailed financials not available (very early stage); Series A details not confirmed; Exact valuation not officially disclosed,Startup
S0123,Foxtale,Foxtale Consumer Private Limited,,https://www.foxtale.in,2021,2021-05-05,ACTIVE,Series C,D2C Beauty / Skincare,"['Ecommerce', 'Beauty & Personal Care', 'Daily Care Essentials']",D2C Ecommerce (skincare products) + marketplace,B2C (consumers),Mumbai,Maharashtra,India,registered,"Mumbai, Maharashtra, India",314,,"5651.2 Mn INR (equity, DERIVED)",,Series A,UNKNOWN (₹***** per Tracxn),199,FY25,FY25 crore INR,73,FY25 crore INR,,U24110MH2021PTC359914,,,Private,unchecked (not in linkcheck set),https://foxtale.in,https://careers.foxtale.in/,2026-09-14,MEDIUM,,"CONFLICT[total_funding]: Inc42 may include debt or different round counting; Tracxn figure may exclude so | CONFLICT[employee_count]: Different dates; Tracxn figure more recent | CONFLICT[registered_office]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[employee_estimate]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[total_funding]: Tracxn counts 5 rounds including possibly debt/convertible notes; Inc42 may coun | CONFLICT[employee_count]: Different as-of dates; Tracxn updated profile Aug 2026 shows 376 | CONFLICT[revenue_FY25]: Rs 199 Cr is revenue from operations; Rs 206 Cr includes Rs 7 Cr other income. B | CONFLICT[valuation]: Tracxn shareholding page shows post-money valuation of $180M as of Jan 14, 2025 | GAPS: Valuation not officially disclosed; Detailed P&L not publicly available; Series A and B exact dates and amounts partially confirmed; CIN from Tracxn (T2) - not verified from MCA directly | employee_estimate_date stated loosely: Aug 2025 | last_funding_date stated loosely: Mar 2024",Startup
S0124,GalaxEye,,,https://galaxeye.space/,2021,,,Series A (extended),spacetech EO,,B2B/B2G satellite imaging + geospatial intelligence,,Bengaluru,Karnataka,India,,,,,"417.6 Mn INR (equity, DERIVED)",2026-03-12,Series A extension,,,,,,,,,,,Private,unchecked (not in linkcheck set),https://galaxeye.space/,https://galaxeye.space/job-portal,2026-09-14,MEDIUM,,GAPS: CIN/incorporation date not verified via registry page; Revenue/financials not found in press; Valuation of Series A extension undisclosed; Seed/earlier round amounts not verified from primary coverage,Other - status unverified
S0125,HerSpace Manufacturing,HerSpace Manufacturing Pvt Ltd,,https://herspace.co,2023,2021-04-01,Active,Growth (committed capital),proptech / workforce housing,,B2B managed worker accommodation near manufacturing clusters,,Bengaluru,Karnataka,India,HQ,"No 17/1, 3rd Cross, Malleshwaram, Bangalore, Karnataka - 560003",UNKNOWN,,"7817.0 Mn INR (equity, DERIVED) + 3480.0 Mn INR (debt)",2026-09-07,Growth commitment (debt + quasi-equity + equity over 30 months),,,,,,,,U74999KA2021PTC146084,,,Private,unchecked (not in linkcheck set),https://herspace.co,,2026-09-14,HIGH,SRC02101,CONFLICT[funding_rounds[0].status]: Most outlets report as secured commitment deployed over 30 months; one outlet fl | CONFLICT[primary_sector]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[company.primary_sector]: All verified sources confirm workforce housing. No aerospace company named 'HerS | GAPS: Valuation undisclosed; Revenue/occupancy financials not found; Incorporation discrepancy: founded 2023 (press) vs Herspace Pvt Ltd 01 Apr 2021 (registry aggregators) — needs MCA confirmation; Related-party nature (founder = investor founder,Startup
S0126,Snitch,SNITCH APPARELS PRIVATE LIMITED,,https://www.snitch.com,2018,2022-07-19,Active,Series B,D2C fashion,,"D2C + offline retail + quick commerce; menswear, entering womenswear",,Bengaluru,Karnataka,India,HQ,"RoC-Bangalore, Karnataka",500,,"12419.1 Mn INR (equity, DERIVED)",2025-06-02,Series B,,1400,FY25,FY27 crore INR,-1.7,FY25 crore INR,,U18109KA2022PTC163969,,,Private,unchecked (not in linkcheck set),https://www.snitch.com,https://snitch.keka.com/careers,2026-09-14,HIGH,SRC02108,CONFLICT[founding_year]: 2019 is more defensible per Entrackr (regulatory filing source) and Inc42; compa | CONFLICT[fy25_revenue]: Rs 498 Cr is the figure cited in FY26 reporting as the prior year comparison; Rs | CONFLICT[series_b_amount]: Rs 278.93 Cr = ~$33M per Entrackr regulatory filings; rounded to $39.6M-$40M in | GAPS: CIN/incorporation date not captured; FY25 audited filing not verified; Co-founder details beyond CEO unverified; Store count as of 2026 unverified,Scale-up
S0127,OneCard (FPL Technologies),,FPL Technologies,https://www.onecard.com,2019,,,Series D (ongoing),fintech/credit cards,,B2C metal credit cards via partner banks + OneScore credit platform,,Pune,Maharashtra,India,,,,,"2795.6 Mn INR (equity, DERIVED)",2026-07-13,Series D extension (Rs 72 Cr),,,,,,,,,,,Private,unchecked (not in linkcheck set),https://www.onecard.com,,2026-09-14,MEDIUM,,GAPS: CIN/incorporation date not verified; Valuation history ($750M in 2022) needs current update; Revenue/financials not found; RBI restriction resolution status as of Sep 2026 unverified,Other - status unverified
