task_id,startup_id,company,research_area,priority,assigned,started,completed,result,next_action,status,log_events
RT1630,S0091,Inito,products,P1,unassigned,,,,gap: products at coverage 0 for Basic record (Startup; priority 42.9 score),not_started,0
RT1631,S0091,Inito,traction,P1,unassigned,,,,gap: traction at coverage 0 for Basic record (Startup; priority 42.9 score),not_started,0
RT1632,S0091,Inito,people,P1,unassigned,,,,gap: people at coverage 0 for Basic record (Startup; priority 42.9 score),not_started,0
RT1633,S0091,Inito,customers,P1,unassigned,,,,gap: customers at coverage 0 for Basic record (Startup; priority 42.9 score),not_started,0
RT1634,S0091,Inito,legal,P1,unassigned,,,,gap: legal at coverage 0 for Basic record (Startup; priority 42.9 score),not_started,0
RT1635,S0091,Inito,locations,P1,unassigned,,,,gap: locations at coverage 0 for Basic record (Startup; priority 42.9 score),not_started,0
RT1636,S0093,EatClub (BOX8),products,P2,unassigned,,,,gap: products at coverage 0 for Intelligence-grade record (Mature private company; priority 35.5 score),not_started,0
RT1637,S0093,EatClub (BOX8),traction,P2,unassigned,,,,gap: traction at coverage 0 for Intelligence-grade record (Mature private company; priority 35.5 score),not_started,0
RT1638,S0093,EatClub (BOX8),customers,P2,unassigned,,,,gap: customers at coverage 0 for Intelligence-grade record (Mature private company; priority 35.5 score),not_started,0
RT1639,S0093,EatClub (BOX8),locations,P2,unassigned,,,,gap: locations at coverage 0 for Intelligence-grade record (Mature private company; priority 35.5 score),not_started,0
RT1640,S0097,Nazara Technologies,founders,P1,unassigned,,,,gap: founders at coverage 0 for Enriched record (Public company; priority 43.1 score),not_started,0
RT1641,S0097,Nazara Technologies,funding,P1,unassigned,,,,gap: funding at coverage 0 for Enriched record (Public company; priority 43.1 score),not_started,0
RT1642,S0097,Nazara Technologies,investors,P1,unassigned,,,,gap: investors at coverage 0 for Enriched record (Public company; priority 43.1 score),not_started,0
RT1643,S0097,Nazara Technologies,products,P1,unassigned,,,,gap: products at coverage 0 for Enriched record (Public company; priority 43.1 score),not_started,0
RT1644,S0097,Nazara Technologies,traction,P1,unassigned,,,,gap: traction at coverage 0 for Enriched record (Public company; priority 43.1 score),not_started,0
RT1645,S0097,Nazara Technologies,people,P1,unassigned,,,,gap: people at coverage 0 for Enriched record (Public company; priority 43.1 score),not_started,0
RT1646,S0097,Nazara Technologies,customers,P1,unassigned,,,,gap: customers at coverage 0 for Enriched record (Public company; priority 43.1 score),not_started,0
RT1647,S0097,Nazara Technologies,legal,P1,unassigned,,,,gap: legal at coverage 0 for Enriched record (Public company; priority 43.1 score),not_started,0
RT1648,S0097,Nazara Technologies,locations,P1,unassigned,,,,gap: locations at coverage 0 for Enriched record (Public company; priority 43.1 score),not_started,0
RT1649,S0099,Stellapps,founders,P2,unassigned,,,,gap: founders at coverage 0 for Enriched record (Scale-up; priority 37.5 score),not_started,0
RT1650,S0099,Stellapps,funding,P2,unassigned,,,,gap: funding at coverage 0 for Enriched record (Scale-up; priority 37.5 score),not_started,0
RT1651,S0099,Stellapps,investors,P2,unassigned,,,,gap: investors at coverage 0 for Enriched record (Scale-up; priority 37.5 score),not_started,0
RT1652,S0099,Stellapps,traction,P2,unassigned,,,,gap: traction at coverage 0 for Enriched record (Scale-up; priority 37.5 score),not_started,0
RT1653,S0099,Stellapps,people,P2,unassigned,,,,gap: people at coverage 0 for Enriched record (Scale-up; priority 37.5 score),not_started,0
RT1654,S0099,Stellapps,customers,P2,unassigned,,,,gap: customers at coverage 0 for Enriched record (Scale-up; priority 37.5 score),not_started,0
RT1655,S0099,Stellapps,legal,P2,unassigned,,,,gap: legal at coverage 0 for Enriched record (Scale-up; priority 37.5 score),not_started,0
RT1656,S0099,Stellapps,locations,P2,unassigned,,,,gap: locations at coverage 0 for Enriched record (Scale-up; priority 37.5 score),not_started,0
RT1657,S0102,Business Nextgen Finance,investors,P1,unassigned,,,,gap: investors at coverage 0 for Enriched record (Startup; priority 40.0 score),not_started,0
RT1658,S0102,Business Nextgen Finance,financials,P1,unassigned,,,,gap: financials at coverage 0 for Enriched record (Startup; priority 40.0 score),not_started,0
RT1659,S0102,Business Nextgen Finance,products,P1,unassigned,,,,gap: products at coverage 0 for Enriched record (Startup; priority 40.0 score),not_started,0
RT1660,S0102,Business Nextgen Finance,traction,P1,unassigned,,,,gap: traction at coverage 0 for Enriched record (Startup; priority 40.0 score),not_started,0
RT1661,S0102,Business Nextgen Finance,people,P1,unassigned,,,,gap: people at coverage 0 for Enriched record (Startup; priority 40.0 score),not_started,0
RT1662,S0102,Business Nextgen Finance,customers,P1,unassigned,,,,gap: customers at coverage 0 for Enriched record (Startup; priority 40.0 score),not_started,0
RT1663,S0102,Business Nextgen Finance,legal,P1,unassigned,,,,gap: legal at coverage 0 for Enriched record (Startup; priority 40.0 score),not_started,0
RT1664,S0102,Business Nextgen Finance,locations,P1,unassigned,,,,gap: locations at coverage 0 for Enriched record (Startup; priority 40.0 score),not_started,0
RT1665,S0102,Business Nextgen Finance,events,P1,unassigned,,,,gap: events at coverage 0 for Enriched record (Startup; priority 40.0 score),not_started,0
RT1666,S0103,EtherealX (Ethereal Exploration),investors,P2,unassigned,,,,gap: investors at coverage 0 for Enriched record (Startup; priority 36.9 score),not_started,0
RT1667,S0103,EtherealX (Ethereal Exploration),products,P2,unassigned,,,,gap: products at coverage 0 for Enriched record (Startup; priority 36.9 score),not_started,0
RT1668,S0103,EtherealX (Ethereal Exploration),traction,P2,unassigned,,,,gap: traction at coverage 0 for Enriched record (Startup; priority 36.9 score),not_started,0
RT1669,S0103,EtherealX (Ethereal Exploration),people,P2,unassigned,,,,gap: people at coverage 0 for Enriched record (Startup; priority 36.9 score),not_started,0
RT1670,S0103,EtherealX (Ethereal Exploration),customers,P2,unassigned,,,,gap: customers at coverage 0 for Enriched record (Startup; priority 36.9 score),not_started,0
RT1671,S0103,EtherealX (Ethereal Exploration),legal,P2,unassigned,,,,gap: legal at coverage 0 for Enriched record (Startup; priority 36.9 score),not_started,0
RT1672,S0103,EtherealX (Ethereal Exploration),locations,P2,unassigned,,,,gap: locations at coverage 0 for Enriched record (Startup; priority 36.9 score),not_started,0
RT1673,S0105,Ultraviolette,investors,P2,unassigned,,,,gap: investors at coverage 0 for Enriched record (Scale-up; priority 38.3 score),not_started,0
RT1674,S0105,Ultraviolette,products,P2,unassigned,,,,gap: products at coverage 0 for Enriched record (Scale-up; priority 38.3 score),not_started,0
RT1675,S0105,Ultraviolette,traction,P2,unassigned,,,,gap: traction at coverage 0 for Enriched record (Scale-up; priority 38.3 score),not_started,0
RT1676,S0105,Ultraviolette,people,P2,unassigned,,,,gap: people at coverage 0 for Enriched record (Scale-up; priority 38.3 score),not_started,0
RT1677,S0105,Ultraviolette,customers,P2,unassigned,,,,gap: customers at coverage 0 for Enriched record (Scale-up; priority 38.3 score),not_started,0
RT1678,S0105,Ultraviolette,legal,P2,unassigned,,,,gap: legal at coverage 0 for Enriched record (Scale-up; priority 38.3 score),not_started,0
RT1679,S0105,Ultraviolette,locations,P2,unassigned,,,,gap: locations at coverage 0 for Enriched record (Scale-up; priority 38.3 score),not_started,0
RT1680,S0105,Ultraviolette,events,P2,unassigned,,,,gap: events at coverage 0 for Enriched record (Scale-up; priority 38.3 score),not_started,0
RT1681,S0107,Dezerv,investors,P1,unassigned,,,,gap: investors at coverage 0 for Enriched record (Startup; priority 41.7 score),not_started,0
RT1682,S0107,Dezerv,products,P1,unassigned,,,,gap: products at coverage 0 for Enriched record (Startup; priority 41.7 score),not_started,0
RT1683,S0107,Dezerv,traction,P1,unassigned,,,,gap: traction at coverage 0 for Enriched record (Startup; priority 41.7 score),not_started,0
RT1684,S0107,Dezerv,people,P1,unassigned,,,,gap: people at coverage 0 for Enriched record (Startup; priority 41.7 score),not_started,0
RT1685,S0107,Dezerv,customers,P1,unassigned,,,,gap: customers at coverage 0 for Enriched record (Startup; priority 41.7 score),not_started,0
RT1686,S0107,Dezerv,legal,P1,unassigned,,,,gap: legal at coverage 0 for Enriched record (Startup; priority 41.7 score),not_started,0
RT1687,S0107,Dezerv,events,P1,unassigned,,,,gap: events at coverage 0 for Enriched record (Startup; priority 41.7 score),not_started,0
RT1688,S0111,Impetus Technologies,funding,P2,unassigned,,,,gap: funding at coverage 0 for Basic record (Scale-up; priority 38.8 score),not_started,0
RT1689,S0111,Impetus Technologies,investors,P2,unassigned,,,,gap: investors at coverage 0 for Basic record (Scale-up; priority 38.8 score),not_started,0
RT1690,S0111,Impetus Technologies,financials,P2,unassigned,,,,gap: financials at coverage 0 for Basic record (Scale-up; priority 38.8 score),not_started,0
RT1691,S0111,Impetus Technologies,products,P2,unassigned,,,,gap: products at coverage 0 for Basic record (Scale-up; priority 38.8 score),not_started,0
RT1692,S0111,Impetus Technologies,traction,P2,unassigned,,,,gap: traction at coverage 0 for Basic record (Scale-up; priority 38.8 score),not_started,0
RT1693,S0111,Impetus Technologies,people,P2,unassigned,,,,gap: people at coverage 0 for Basic record (Scale-up; priority 38.8 score),not_started,0
RT1694,S0111,Impetus Technologies,customers,P2,unassigned,,,,gap: customers at coverage 0 for Basic record (Scale-up; priority 38.8 score),not_started,0
RT1695,S0111,Impetus Technologies,legal,P2,unassigned,,,,gap: legal at coverage 0 for Basic record (Scale-up; priority 38.8 score),not_started,0
RT1696,S0111,Impetus Technologies,locations,P2,unassigned,,,,gap: locations at coverage 0 for Basic record (Scale-up; priority 38.8 score),not_started,0
RT1697,S0112,Moglix,products,P2,unassigned,,,,gap: products at coverage 0 for Intelligence-grade record (Scale-up; priority 35.3 score),not_started,0
RT1698,S0112,Moglix,traction,P2,unassigned,,,,gap: traction at coverage 0 for Intelligence-grade record (Scale-up; priority 35.3 score),not_started,0
RT1699,S0112,Moglix,people,P2,unassigned,,,,gap: people at coverage 0 for Intelligence-grade record (Scale-up; priority 35.3 score),not_started,0
RT1700,S0112,Moglix,customers,P2,unassigned,,,,gap: customers at coverage 0 for Intelligence-grade record (Scale-up; priority 35.3 score),not_started,0
RT1701,S0112,Moglix,legal,P2,unassigned,,,,gap: legal at coverage 0 for Intelligence-grade record (Scale-up; priority 35.3 score),not_started,0
RT1702,S0112,Moglix,locations,P2,unassigned,,,,gap: locations at coverage 0 for Intelligence-grade record (Scale-up; priority 35.3 score),not_started,0
RT1703,S0113,MPL (Mobile Premier League),investors,P4,unassigned,,,,gap: investors at coverage 0 for Basic record (Former startup; priority 7.4 score),not_started,0
RT1704,S0113,MPL (Mobile Premier League),financials,P4,unassigned,,,,gap: financials at coverage 0 for Basic record (Former startup; priority 7.4 score),not_started,0
RT1705,S0113,MPL (Mobile Premier League),products,P4,unassigned,,,,gap: products at coverage 0 for Basic record (Former startup; priority 7.4 score),not_started,0
RT1706,S0113,MPL (Mobile Premier League),traction,P4,unassigned,,,,gap: traction at coverage 0 for Basic record (Former startup; priority 7.4 score),not_started,0
RT1707,S0113,MPL (Mobile Premier League),people,P4,unassigned,,,,gap: people at coverage 0 for Basic record (Former startup; priority 7.4 score),not_started,0
RT1708,S0113,MPL (Mobile Premier League),customers,P4,unassigned,,,,gap: customers at coverage 0 for Basic record (Former startup; priority 7.4 score),not_started,0
RT1709,S0113,MPL (Mobile Premier League),legal,P4,unassigned,,,,gap: legal at coverage 0 for Basic record (Former startup; priority 7.4 score),not_started,0
RT1710,S0113,MPL (Mobile Premier League),locations,P4,unassigned,,,,gap: locations at coverage 0 for Basic record (Former startup; priority 7.4 score),not_started,0
RT1711,S0113,MPL (Mobile Premier League),events,P4,unassigned,,,,gap: events at coverage 0 for Basic record (Former startup; priority 7.4 score),not_started,0
RT1712,S0114,PhysicsWallah,investors,P2,unassigned,,,,gap: investors at coverage 0 for Enriched record (Public company; priority 34.6 score),not_started,0
RT1713,S0114,PhysicsWallah,products,P2,unassigned,,,,gap: products at coverage 0 for Enriched record (Public company; priority 34.6 score),not_started,0
RT1714,S0114,PhysicsWallah,traction,P2,unassigned,,,,gap: traction at coverage 0 for Enriched record (Public company; priority 34.6 score),not_started,0
RT1715,S0114,PhysicsWallah,people,P2,unassigned,,,,gap: people at coverage 0 for Enriched record (Public company; priority 34.6 score),not_started,0
RT1716,S0114,PhysicsWallah,customers,P2,unassigned,,,,gap: customers at coverage 0 for Enriched record (Public company; priority 34.6 score),not_started,0
RT1717,S0114,PhysicsWallah,legal,P2,unassigned,,,,gap: legal at coverage 0 for Enriched record (Public company; priority 34.6 score),not_started,0
RT1718,S0114,PhysicsWallah,locations,P2,unassigned,,,,gap: locations at coverage 0 for Enriched record (Public company; priority 34.6 score),not_started,0
RT1719,S0116,Shadowfax,funding,P2,unassigned,,,,gap: funding at coverage 0 for Deep record (Public company; priority 34.8 score),not_started,0
RT1720,S0116,Shadowfax,investors,P2,unassigned,,,,gap: investors at coverage 0 for Deep record (Public company; priority 34.8 score),not_started,0
RT1721,S0116,Shadowfax,products,P2,unassigned,,,,gap: products at coverage 0 for Deep record (Public company; priority 34.8 score),not_started,0
RT1722,S0116,Shadowfax,traction,P2,unassigned,,,,gap: traction at coverage 0 for Deep record (Public company; priority 34.8 score),not_started,0
RT1723,S0116,Shadowfax,people,P2,unassigned,,,,gap: people at coverage 0 for Deep record (Public company; priority 34.8 score),not_started,0
RT1724,S0116,Shadowfax,customers,P2,unassigned,,,,gap: customers at coverage 0 for Deep record (Public company; priority 34.8 score),not_started,0
RT1725,S0116,Shadowfax,legal,P2,unassigned,,,,gap: legal at coverage 0 for Deep record (Public company; priority 34.8 score),not_started,0
RT1726,S0116,Shadowfax,locations,P2,unassigned,,,,gap: locations at coverage 0 for Deep record (Public company; priority 34.8 score),not_started,0
RT1727,S0121,Exxat,funding,P1,unassigned,,,,gap: funding at coverage 0 for Enriched record (Startup; priority 42.9 score),not_started,0
RT1728,S0121,Exxat,investors,P1,unassigned,,,,gap: investors at coverage 0 for Enriched record (Startup; priority 42.9 score),not_started,0
RT1729,S0121,Exxat,products,P1,unassigned,,,,gap: products at coverage 0 for Enriched record (Startup; priority 42.9 score),not_started,0
RT1730,S0121,Exxat,traction,P1,unassigned,,,,gap: traction at coverage 0 for Enriched record (Startup; priority 42.9 score),not_started,0
RT1731,S0121,Exxat,people,P1,unassigned,,,,gap: people at coverage 0 for Enriched record (Startup; priority 42.9 score),not_started,0
RT1732,S0121,Exxat,customers,P1,unassigned,,,,gap: customers at coverage 0 for Enriched record (Startup; priority 42.9 score),not_started,0
RT1733,S0121,Exxat,legal,P1,unassigned,,,,gap: legal at coverage 0 for Enriched record (Startup; priority 42.9 score),not_started,0
RT1734,S0121,Exxat,locations,P1,unassigned,,,,gap: locations at coverage 0 for Enriched record (Startup; priority 42.9 score),not_started,0
RT1735,S0122,Bellatrix Aerospace,funding,P2,unassigned,,,,gap: funding at coverage 0 for Enriched record (Startup; priority 37.5 score),not_started,0
RT1736,S0122,Bellatrix Aerospace,investors,P2,unassigned,,,,gap: investors at coverage 0 for Enriched record (Startup; priority 37.5 score),not_started,0
RT1737,S0122,Bellatrix Aerospace,products,P2,unassigned,,,,gap: products at coverage 0 for Enriched record (Startup; priority 37.5 score),not_started,0
RT1738,S0122,Bellatrix Aerospace,traction,P2,unassigned,,,,gap: traction at coverage 0 for Enriched record (Startup; priority 37.5 score),not_started,0
RT1739,S0122,Bellatrix Aerospace,people,P2,unassigned,,,,gap: people at coverage 0 for Enriched record (Startup; priority 37.5 score),not_started,0
RT1740,S0122,Bellatrix Aerospace,customers,P2,unassigned,,,,gap: customers at coverage 0 for Enriched record (Startup; priority 37.5 score),not_started,0
RT1741,S0122,Bellatrix Aerospace,legal,P2,unassigned,,,,gap: legal at coverage 0 for Enriched record (Startup; priority 37.5 score),not_started,0
RT1742,S0122,Bellatrix Aerospace,locations,P2,unassigned,,,,gap: locations at coverage 0 for Enriched record (Startup; priority 37.5 score),not_started,0
RT1743,S0124,GalaxEye,investors,P3,unassigned,,,,gap: investors at coverage 0 for Basic record (Other - status unverified; priority 32.6 score),not_started,0
RT1744,S0124,GalaxEye,products,P3,unassigned,,,,gap: products at coverage 0 for Basic record (Other - status unverified; priority 32.6 score),not_started,0
RT1745,S0124,GalaxEye,traction,P3,unassigned,,,,gap: traction at coverage 0 for Basic record (Other - status unverified; priority 32.6 score),not_started,0
RT1746,S0124,GalaxEye,people,P3,unassigned,,,,gap: people at coverage 0 for Basic record (Other - status unverified; priority 32.6 score),not_started,0
RT1747,S0124,GalaxEye,customers,P3,unassigned,,,,gap: customers at coverage 0 for Basic record (Other - status unverified; priority 32.6 score),not_started,0
RT1748,S0124,GalaxEye,legal,P3,unassigned,,,,gap: legal at coverage 0 for Basic record (Other - status unverified; priority 32.6 score),not_started,0
RT1749,S0124,GalaxEye,locations,P3,unassigned,,,,gap: locations at coverage 0 for Basic record (Other - status unverified; priority 32.6 score),not_started,0
RT1750,S0124,GalaxEye,events,P3,unassigned,,,,gap: events at coverage 0 for Basic record (Other - status unverified; priority 32.6 score),not_started,0
RT1751,S0127,OneCard (FPL Technologies),investors,P1,unassigned,,,,gap: investors at coverage 0 for Basic record (Other - status unverified; priority 42.6 score),not_started,0
RT1752,S0127,OneCard (FPL Technologies),financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Other - status unverified; priority 42.6 score),not_started,0
RT1753,S0127,OneCard (FPL Technologies),products,P1,unassigned,,,,gap: products at coverage 0 for Basic record (Other - status unverified; priority 42.6 score),not_started,0
RT1754,S0127,OneCard (FPL Technologies),traction,P1,unassigned,,,,gap: traction at coverage 0 for Basic record (Other - status unverified; priority 42.6 score),not_started,0
RT1755,S0127,OneCard (FPL Technologies),people,P1,unassigned,,,,gap: people at coverage 0 for Basic record (Other - status unverified; priority 42.6 score),not_started,0
RT1756,S0127,OneCard (FPL Technologies),customers,P1,unassigned,,,,gap: customers at coverage 0 for Basic record (Other - status unverified; priority 42.6 score),not_started,0
RT1757,S0127,OneCard (FPL Technologies),legal,P1,unassigned,,,,gap: legal at coverage 0 for Basic record (Other - status unverified; priority 42.6 score),not_started,0
RT1758,S0127,OneCard (FPL Technologies),locations,P1,unassigned,,,,gap: locations at coverage 0 for Basic record (Other - status unverified; priority 42.6 score),not_started,0
RT1759,S0127,OneCard (FPL Technologies),events,P1,unassigned,,,,gap: events at coverage 0 for Basic record (Other - status unverified; priority 42.6 score),not_started,0
RT1760,S0129,JustAI,investors,P1,unassigned,,,,gap: investors at coverage 0 for Basic record (Startup; priority 39.3 score),not_started,0
RT1761,S0129,JustAI,financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Startup; priority 39.3 score),not_started,0
RT1762,S0129,JustAI,products,P1,unassigned,,,,gap: products at coverage 0 for Basic record (Startup; priority 39.3 score),not_started,0
RT1763,S0129,JustAI,traction,P1,unassigned,,,,gap: traction at coverage 0 for Basic record (Startup; priority 39.3 score),not_started,0
RT1764,S0129,JustAI,people,P1,unassigned,,,,gap: people at coverage 0 for Basic record (Startup; priority 39.3 score),not_started,0
RT1765,S0129,JustAI,customers,P1,unassigned,,,,gap: customers at coverage 0 for Basic record (Startup; priority 39.3 score),not_started,0
RT1766,S0129,JustAI,legal,P1,unassigned,,,,gap: legal at coverage 0 for Basic record (Startup; priority 39.3 score),not_started,0
RT1767,S0129,JustAI,locations,P1,unassigned,,,,gap: locations at coverage 0 for Basic record (Startup; priority 39.3 score),not_started,0
RT1768,S0129,JustAI,events,P1,unassigned,,,,gap: events at coverage 0 for Basic record (Startup; priority 39.3 score),not_started,0
RT1769,S0131,Emo Energy,founders,P2,unassigned,,,,gap: founders at coverage 0 for Enriched record (Startup; priority 36.0 score),not_started,0
RT1770,S0131,Emo Energy,investors,P2,unassigned,,,,gap: investors at coverage 0 for Enriched record (Startup; priority 36.0 score),not_started,0
RT1771,S0131,Emo Energy,financials,P2,unassigned,,,,gap: financials at coverage 0 for Enriched record (Startup; priority 36.0 score),not_started,0
RT1772,S0131,Emo Energy,products,P2,unassigned,,,,gap: products at coverage 0 for Enriched record (Startup; priority 36.0 score),not_started,0
RT1773,S0131,Emo Energy,traction,P2,unassigned,,,,gap: traction at coverage 0 for Enriched record (Startup; priority 36.0 score),not_started,0
RT1774,S0131,Emo Energy,people,P2,unassigned,,,,gap: people at coverage 0 for Enriched record (Startup; priority 36.0 score),not_started,0
RT1775,S0131,Emo Energy,customers,P2,unassigned,,,,gap: customers at coverage 0 for Enriched record (Startup; priority 36.0 score),not_started,0
RT1776,S0131,Emo Energy,legal,P2,unassigned,,,,gap: legal at coverage 0 for Enriched record (Startup; priority 36.0 score),not_started,0
RT1777,S0131,Emo Energy,locations,P2,unassigned,,,,gap: locations at coverage 0 for Enriched record (Startup; priority 36.0 score),not_started,0
RT1778,S0131,Emo Energy,events,P2,unassigned,,,,gap: events at coverage 0 for Enriched record (Startup; priority 36.0 score),not_started,0
RT1779,S0132,Baaz Bikes,funding,P1,unassigned,,,,gap: funding at coverage 0 for Basic record (Startup; priority 30.8 score),not_started,0
RT1780,S0132,Baaz Bikes,investors,P3,unassigned,,,,gap: investors at coverage 0 for Basic record (Startup; priority 30.8 score),not_started,0
RT1781,S0132,Baaz Bikes,financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Startup; priority 30.8 score),not_started,0
RT1782,S0132,Baaz Bikes,products,P3,unassigned,,,,gap: products at coverage 0 for Basic record (Startup; priority 30.8 score),not_started,0
RT1783,S0132,Baaz Bikes,traction,P3,unassigned,,,,gap: traction at coverage 0 for Basic record (Startup; priority 30.8 score),not_started,0
RT1784,S0132,Baaz Bikes,people,P3,unassigned,,,,gap: people at coverage 0 for Basic record (Startup; priority 30.8 score),not_started,0
RT1785,S0132,Baaz Bikes,customers,P3,unassigned,,,,gap: customers at coverage 0 for Basic record (Startup; priority 30.8 score),not_started,0
RT1786,S0132,Baaz Bikes,legal,P3,unassigned,,,,gap: legal at coverage 0 for Basic record (Startup; priority 30.8 score),not_started,0
RT1787,S0132,Baaz Bikes,locations,P3,unassigned,,,,gap: locations at coverage 0 for Basic record (Startup; priority 30.8 score),not_started,0
RT1788,S0132,Baaz Bikes,events,P3,unassigned,,,,gap: events at coverage 0 for Basic record (Startup; priority 30.8 score),not_started,0
RT1789,S0133,Piston,identity,P2,unassigned,,,,gap: identity at coverage 0 for Basic record (Startup; priority 35.4 score),not_started,0
RT1790,S0133,Piston,investors,P2,unassigned,,,,gap: investors at coverage 0 for Basic record (Startup; priority 35.4 score),not_started,0
RT1791,S0133,Piston,financials,P2,unassigned,,,,gap: financials at coverage 0 for Basic record (Startup; priority 35.4 score),not_started,0
RT1792,S0133,Piston,products,P2,unassigned,,,,gap: products at coverage 0 for Basic record (Startup; priority 35.4 score),not_started,0
RT1793,S0133,Piston,traction,P2,unassigned,,,,gap: traction at coverage 0 for Basic record (Startup; priority 35.4 score),not_started,0
RT1794,S0133,Piston,people,P2,unassigned,,,,gap: people at coverage 0 for Basic record (Startup; priority 35.4 score),not_started,0
RT1795,S0133,Piston,customers,P2,unassigned,,,,gap: customers at coverage 0 for Basic record (Startup; priority 35.4 score),not_started,0
RT1796,S0133,Piston,legal,P2,unassigned,,,,gap: legal at coverage 0 for Basic record (Startup; priority 35.4 score),not_started,0
RT1797,S0133,Piston,locations,P2,unassigned,,,,gap: locations at coverage 0 for Basic record (Startup; priority 35.4 score),not_started,0
RT1798,S0133,Piston,events,P2,unassigned,,,,gap: events at coverage 0 for Basic record (Startup; priority 35.4 score),not_started,0
RT1799,S0136,Erisha E Mobility,investors,P2,unassigned,,,,gap: investors at coverage 0 for Basic record (Mature private company; priority 36.3 score),not_started,0
RT1800,S0136,Erisha E Mobility,financials,P2,unassigned,,,,gap: financials at coverage 0 for Basic record (Mature private company; priority 36.3 score),not_started,0
RT1801,S0136,Erisha E Mobility,products,P2,unassigned,,,,gap: products at coverage 0 for Basic record (Mature private company; priority 36.3 score),not_started,0
RT1802,S0136,Erisha E Mobility,traction,P2,unassigned,,,,gap: traction at coverage 0 for Basic record (Mature private company; priority 36.3 score),not_started,0
RT1803,S0136,Erisha E Mobility,people,P2,unassigned,,,,gap: people at coverage 0 for Basic record (Mature private company; priority 36.3 score),not_started,0
RT1804,S0136,Erisha E Mobility,customers,P2,unassigned,,,,gap: customers at coverage 0 for Basic record (Mature private company; priority 36.3 score),not_started,0
RT1805,S0136,Erisha E Mobility,legal,P2,unassigned,,,,gap: legal at coverage 0 for Basic record (Mature private company; priority 36.3 score),not_started,0
RT1806,S0136,Erisha E Mobility,locations,P2,unassigned,,,,gap: locations at coverage 0 for Basic record (Mature private company; priority 36.3 score),not_started,0
RT1807,S0136,Erisha E Mobility,events,P2,unassigned,,,,gap: events at coverage 0 for Basic record (Mature private company; priority 36.3 score),not_started,0
RT1808,S0137,Freshworks,investors,P1,unassigned,,,,gap: investors at coverage 0 for Enriched record (Public company; priority 39.4 score),not_started,0
RT1809,S0137,Freshworks,products,P1,unassigned,,,,gap: products at coverage 0 for Enriched record (Public company; priority 39.4 score),not_started,0
RT1810,S0137,Freshworks,traction,P1,unassigned,,,,gap: traction at coverage 0 for Enriched record (Public company; priority 39.4 score),not_started,0
RT1811,S0137,Freshworks,people,P1,unassigned,,,,gap: people at coverage 0 for Enriched record (Public company; priority 39.4 score),not_started,0
RT1812,S0137,Freshworks,customers,P1,unassigned,,,,gap: customers at coverage 0 for Enriched record (Public company; priority 39.4 score),not_started,0
RT1813,S0137,Freshworks,legal,P1,unassigned,,,,gap: legal at coverage 0 for Enriched record (Public company; priority 39.4 score),not_started,0
RT1814,S0137,Freshworks,locations,P1,unassigned,,,,gap: locations at coverage 0 for Enriched record (Public company; priority 39.4 score),not_started,0
RT1815,S0146,Avammune Therapeutics,founders,P2,unassigned,,,,gap: founders at coverage 0 for Deep record (Startup; priority 34.1 score),not_started,0
RT1816,S0146,Avammune Therapeutics,investors,P2,unassigned,,,,gap: investors at coverage 0 for Deep record (Startup; priority 34.1 score),not_started,0
RT1817,S0146,Avammune Therapeutics,financials,P2,unassigned,,,,gap: financials at coverage 0 for Deep record (Startup; priority 34.1 score),not_started,0
RT1818,S0146,Avammune Therapeutics,products,P2,unassigned,,,,gap: products at coverage 0 for Deep record (Startup; priority 34.1 score),not_started,0
RT1819,S0146,Avammune Therapeutics,traction,P2,unassigned,,,,gap: traction at coverage 0 for Deep record (Startup; priority 34.1 score),not_started,0
RT1820,S0146,Avammune Therapeutics,people,P2,unassigned,,,,gap: people at coverage 0 for Deep record (Startup; priority 34.1 score),not_started,0
RT1821,S0146,Avammune Therapeutics,customers,P2,unassigned,,,,gap: customers at coverage 0 for Deep record (Startup; priority 34.1 score),not_started,0
RT1822,S0146,Avammune Therapeutics,legal,P2,unassigned,,,,gap: legal at coverage 0 for Deep record (Startup; priority 34.1 score),not_started,0
RT1823,S0146,Avammune Therapeutics,locations,P2,unassigned,,,,gap: locations at coverage 0 for Deep record (Startup; priority 34.1 score),not_started,0
RT1824,S0146,Avammune Therapeutics,events,P2,unassigned,,,,gap: events at coverage 0 for Deep record (Startup; priority 34.1 score),not_started,0
RT1825,S0147,HexaHealth,funding,P2,unassigned,,,,gap: funding at coverage 0 for Enriched record (Other - status unverified; priority 37.0 score),not_started,0
RT1826,S0147,HexaHealth,investors,P2,unassigned,,,,gap: investors at coverage 0 for Enriched record (Other - status unverified; priority 37.0 score),not_started,0
RT1827,S0147,HexaHealth,financials,P2,unassigned,,,,gap: financials at coverage 0 for Enriched record (Other - status unverified; priority 37.0 score),not_started,0
RT1828,S0147,HexaHealth,products,P2,unassigned,,,,gap: products at coverage 0 for Enriched record (Other - status unverified; priority 37.0 score),not_started,0
RT1829,S0147,HexaHealth,traction,P2,unassigned,,,,gap: traction at coverage 0 for Enriched record (Other - status unverified; priority 37.0 score),not_started,0
