location_id,startup_id,type,address_or_area,city,state,neighborhood,as_of,source_id,confidence,notes
LOC0413,S0203,HQ,Bengaluru office,Bengaluru,Karnataka,,2026-09-15,SRC02852,HIGH,
LOC0414,S0207,HQ,Bengaluru,Bengaluru,Karnataka,,2025,SRC02859,HIGH,
LOC0415,S0208,HQ,Kerala (Thiruvananthapuram),Thiruvananthapuram,Kerala,,2025,SRC02866,MEDIUM,
LOC0416,S0208,ops,Bengaluru,Bengaluru,Karnataka,,2025,SRC02863,MEDIUM,
LOC0417,S0209,registered,Kolkata,Kolkata,West Bengal,,1991,SRC02873,HIGH,
LOC0418,S0209,registered,"PTI Building, 4th Floor, DP-9, Sector-5, Salt Lake, Parganas North",Kolkata,West Bengal,,2026-09-15,SRC02875,HIGH,
LOC0419,S0209,HQ,"Corporate Office, Kolkata",Kolkata,West Bengal,,2026-09-15,SRC02876,HIGH,
LOC0420,S0209,ops,"1,073 branches across 17 states",Multiple,Multiple,,2025-12-31,SRC02874,HIGH,
LOC0421,S0210,HQ,Bengaluru,Bengaluru,Karnataka,,2013,SRC02898,HIGH,
LOC0422,S0211,HQ,New Delhi,Delhi NCR,Delhi,,2026,SRC02901,HIGH,
LOC0423,S0211,hq,"Unit No. OF-2(A), 4th Floor, MGF Metropolitan, Saket, Plot no. A-2 and P-2A, District Centre",New Delhi,Delhi,,2026-09-15,SRC02905,HIGH,
LOC0424,S0211,registered_office,"Unit No. OF-2(B), 4th Floor, MGF Metropolitan Saket, Plot No. A-2 and P-2A, District Centre, Saket",New Delhi,Delhi,,2024-10-23,SRC02906,HIGH,
LOC0425,S0211,office,Mumbai office,Mumbai,Maharashtra,,2026-08,SRC02904,MEDIUM,Mint dateline says 'Mumbai: Nexedge Capital...' but this may refer to journalist location; company HQ is Delhi
LOC0426,S0211,office,Ahmedabad office,Ahmedabad,Gujarat,,2026-06,SRC02903,MEDIUM,ET reports office recently set up in Ahmedabad
LOC0427,S0212,HQ,Delhi NCR,Delhi NCR,Delhi,,2026,SRC02920,HIGH,
LOC0428,S0213,HQ,Mumbai,Mumbai,Maharashtra,,2018,SRC02926,HIGH,
LOC0429,S0213,hq,"7TH FLOOR, NANAVATI MAHALAYA 18, HOMI MODI STREET, FORT",Mumbai,Maharashtra,,2018-09-30,SRC02927,HIGH,
LOC0430,S0213,office,Fully remote team spread across India,,,,2026-09-15,SRC02941,MEDIUM,Company states it functions fully remote
LOC0431,S0215,HQ,Gurugram,Gurugram,Haryana,,2026-01-12,SRC02956,HIGH,
LOC0432,S0215,ops,Delhi NCR,Delhi,Delhi,,2026-01-12,SRC02956,MEDIUM,
LOC0433,S0215,ops,Bengaluru,,,,,,,
LOC0434,S0219,HQ,,Gurugram,Haryana,,2026-06-04,SRC02982,HIGH,
LOC0435,S0220,registered,,Mumbai,Maharashtra,,2026-02-23,SRC00035,HIGH,
LOC0436,S0220,HQ,,Mumbai,Maharashtra,,2026-02-23,SRC02988,HIGH,
LOC0437,S0221,registered,BK NO 134&135 KARTHIKNAGAR DOD DANEKUNDI,Bengaluru,Karnataka,,2026-09-15,SRC00088,HIGH,
LOC0438,S0221,HQ,,Bengaluru,Karnataka,,2026-09-15,SRC00088,HIGH,
LOC0439,S0222,registered,"No.16, Bhuvanappa",Bengaluru,Karnataka,,2026-05-20,SRC01279,HIGH,
LOC0440,S0222,HQ,,Bengaluru,Karnataka,,2026-05-20,SRC03001,HIGH,
LOC0441,S0223,HQ,,Bengaluru,Karnataka,,2026-08-04,SRC03009,HIGH,
LOC0442,S0226,registered_office,"3rd Floor, No.616, 15th Main Rd, 4th Block, Koramangala",Bengaluru,Karnataka,,2026-09-15,SRC03018,HIGH,
LOC0443,S0226,office,Koramangala,Bengaluru,Karnataka,,2026-09-15,SRC03025,HIGH,
LOC0444,S0226,warehouse,Mumbai,Mumbai,Maharashtra,,2025-03-31,SRC03021,MEDIUM,
LOC0445,S0226,warehouse,Delhi,Delhi,Delhi,,2025-03-31,SRC03021,MEDIUM,
LOC0446,S0226,warehouse,Bengaluru,Bengaluru,Karnataka,,2025-03-31,SRC03021,MEDIUM,
LOC0447,S0228,hq,"San Francisco, California",San Francisco,California,,2026-09-15,SRC03036,HIGH,HQ in San Francisco per PR Newswire. Reverse flip to India announced Oct 2024.
LOC0448,S0228,office,Mumbai,Mumbai,Maharashtra,,2026-09-15,SRC03038,HIGH,Mumbai office confirmed
LOC0449,S0228,office,"New York, Sao Paulo, Bogota, London, Amsterdam, Sofia, Dubai, Bangalore, Delhi, Singapore, Jakarta, Vietnam",Multiple,,,2026-09-15,SRC03035,HIGH,Global offices per Gartner MQ 2026 PR
LOC0450,S0229,HQ,1885 El Camino Real,Palo Alto,California,,2026,SRC03045,HIGH,
LOC0451,S0229,ops,"1221, 2nd Floor, Building 12 Solitaire Corporate Park, Guru Hargovindji Rd, Chakala, Andheri East",Mumbai,Maharashtra,,2026,SRC03051,HIGH,
LOC0452,S0230,HQ,"Tower 4, Equinox Park, 10th Floor LBS Marg Kurla (West)",Mumbai,Maharashtra,,2026,SRC03057,HIGH,
LOC0453,S0231,registered,"Plot No. 151, Okhla Industrial Estate, Phase III",New Delhi,Delhi,,2026,SRC03064,HIGH,
LOC0454,S0231,HQ,"Ground Floor, Vipul Tech Square, Golf Course Road, Sector-43",Gurugram,Haryana,,2026,SRC03064,HIGH,
LOC0455,S0232,registered,"L-804, Greenwoods CHS Ltd, Chakala, Andheri East",Mumbai,Maharashtra,,2026,SRC03073,HIGH,
LOC0456,S0232,office,"5th floor, Technopolis Knowledge Park, Mahakali Caves Road, Chakala",Mumbai,Maharashtra,,2026,SRC03074,HIGH,
LOC0457,S0233,registered,"Bunglow No. 129, RSC 2 MHADA NR Telephone Exch, Versova Andheri",Mumbai,Maharashtra,,2026,SRC03076,HIGH,
LOC0458,S0233,office,"129 #RebelHouse Jankidevi Public School Road, Versova Andheri West",Mumbai,Maharashtra,,2026,SRC03082,HIGH,
LOC0459,S0235,mfg,Odisha,,Odisha,,2026,SRC03087,HIGH,
LOC0460,S0238,hq,"Office Nos. 001-004, Ground Floor, Nyati Tech Park, Wadgaon Sheri",Pune,Maharashtra,,2026-09-15,SRC03111,HIGH,
LOC0461,S0238,registered_office,"S.No.677,582,581B,583,2621,2634 Parol Bhiw Vasai Palghar Tilher",Thane,Maharashtra,,2026-09-15,SRC03110,HIGH,
LOC0462,S0238,office,"Office Nos. 501-505A, 5th Floor, East Wing, Tower No. 1, Infocity Complex",Gandhinagar,Gujarat,,2026-09-15,SRC03111,HIGH,Input Division regional office
LOC0463,S0238,office,"A-102 Boomerang, Chandivali Farm Rd, Chandivali, Andheri East",Mumbai,Maharashtra,,2026-09-15,SRC03111,HIGH,Output Division regional office
LOC0464,S0240,registered,"1601, Floor No 16, Lodha Paradise, Thane (W)",Thane,Maharashtra,,,SRC03144,MEDIUM,
LOC0465,S0241,hq,"H-82, Sector-63, Noida",Noida,Uttar Pradesh,,2026-09-15,SRC03164,HIGH,
LOC0466,S0241,registered_office,"C Wing Office No: 301, Kailas Business Park, Veer Savarkar Marg, Parksite, Kailash Industrial Estate, Vikhroli West",Mumbai,Maharashtra,,2026-09-15,SRC03152,HIGH,
LOC0467,S0241,warehouse,"12,000 leased agri-warehouses across 21 states",Multiple,Multiple,,2026-01-02,SRC03155,HIGH,
LOC0468,S0246,registered_office,"428, 80FT Road, 6th Block, Koramangala",Bengaluru,Karnataka,,2024-05-03,SRC03185,HIGH,
LOC0469,S0246,hq,"Koramangala, Bengaluru",Bengaluru,Karnataka,,2026-09-15,SRC03187,HIGH,
LOC0470,S0248,registered_office,"184, 17th Main, II Floor, B Sk II Stage",Bengaluru,Karnataka,,2024-09-26,SRC03202,HIGH,
LOC0471,S0248,hq,"3rd Floor, 600, Anandsurya Building, 15th Cross, JP Nagar, Near BMTC Busstand",Bengaluru,Karnataka,,2026-07-09,SRC03204,HIGH,
LOC0472,S0255,hq,"8th Floor, Unit G-801 to G-824, Gamma Block, Sigma Soft Tech Park, Ramagondanahalli Village, Varthur Hobli, Whitefield",Bengaluru,Karnataka,,2026-09-15,SRC03231,HIGH,
LOC0473,S0255,registered_office,"8th Floor, Gamma Block, Sigma Soft Tech Park, Ramagondanahalli Village, Varthur Hobli, Whitefield, Bangalore South",Bengaluru,Karnataka,,2026-09-15,SRC03231,HIGH,
LOC0474,S0255,office,"A/3, Gokul Arcade CHS Ltd., Sahar Road, Vile Parle (East)",Mumbai,Maharashtra,,2026-09-15,SRC03240,HIGH,Kanji Forex registered office (AD-II entity)
LOC0475,S0256,hq,"Bengaluru, Karnataka",Bengaluru,Karnataka,,2026-09-15,SRC03261,HIGH,
LOC0476,S0256,registered_office,"202, 2nd Floor, Bengaluru",Bengaluru,Karnataka,,2026-09-15,SRC03275,MEDIUM,
LOC0477,S0256,office,"Philadelphia, USA",Philadelphia,Pennsylvania,,2022-05-01,SRC03268,MEDIUM,
LOC0478,S0256,rd,Bengaluru,Bengaluru,Karnataka,,2026-09-15,SRC03261,HIGH,
LOC0479,S0258,hq,"Mantri Commercio, Spatium Offices, Unit 001, Tower A, 5th Floor, Outer Ring Road, Near Sakra World Hospital, Kariyammana Agrahara, Bellandur",Bengaluru,Karnataka,,2026-09-15,SRC03285,HIGH,
LOC0480,S0258,registered_office,"Mantri Commercio, Spatium Offices, Unit 001, Tower A, 5th Floor, Outer Ring Road, Near Sakra World Hospital, Kariyammana Agrahara, Bellandur",Bengaluru,Karnataka,,2026-09-15,SRC03285,HIGH,
LOC0481,S0258,,"11th Floor, Wing E, Helios Business Park Outer Ring Road, Kadubeesanahalli",Bengaluru,Karnataka,,2026-09-15,SRC03294,HIGH,
LOC0482,S0278,registered_office,"No.3 Chikkayellappa Tower-II, 1st C Main, Sarjapur Main Road, Jakkasandra Extension, Chikkayellappa Industrial Layout",Bengaluru,Karnataka,,2026-09-15,SRC03372,HIGH,
LOC0483,S0278,hq,"No. 235, 18th Main, 6th Block, Koramangala",Bengaluru,Karnataka,,2026-09-15,SRC03372,HIGH,
LOC0484,S0278,office,"No 1, 1st Main Road, 1st Block, Koramangala",Bengaluru,Karnataka,,2026-09-15,SRC03372,HIGH,
LOC0485,S0278,office,"306-B, 3rd floor, ABW Tower, Iffco chowk, near metro station, Sector 25",Gurgaon,Haryana,,2026-09-15,SRC03372,HIGH,
LOC0486,S0278,mfg,"Bengaluru, Karnataka",Bengaluru,Karnataka,,2026-09-15,SRC03397,HIGH,
LOC0487,S0280,registered_office,"Exora Business Park/Prestige Tech Park II, 2nd Floor, Wing A, Bellandur Khane Village, Outer Ring Road",Bengaluru,Karnataka,,2026-09-15,SRC02014,HIGH,
LOC0488,S0280,hq,Bengaluru,Bengaluru,Karnataka,,2026-09-15,SRC03405,HIGH,
LOC0489,S0280,ops,"17 cities across India including Delhi/Noida, Gurugram, Hyderabad, Indore, Kochi, Tirunelveli",Multi-city,Multi-state,,2026-09-15,SRC03407,HIGH,
LOC0490,S0283,hq,"Plot #53, Careernet Campus, Kariyammanna Agrahara Road, Outer Ring Road, Bellandur",Bengaluru,Karnataka,,2026-09-15,SRC03434,HIGH,
LOC0491,S0283,registered_office,"Plot #53, Careernet Campus, Kariyammanna Agrahara Road, Devarabisanahalli, Outer Ring Road, Bellandur, Bangalore, Karnataka 560103",Bengaluru,Karnataka,,2026-09-15,SRC03419,HIGH,
LOC0492,S0283,office,"Sector 142, Noida Expressway",Noida,Uttar Pradesh,,2026-07-16,SRC03419,MEDIUM,
LOC0493,S0283,office,Multiple locations across 17 cities,Pan-India,Multiple,,2026-05-20,SRC03420,HIGH,
LOC0494,S0284,HQ,"Gurugram, Haryana",Gurugram,Haryana,,,SRC03436,HIGH,
LOC0495,S0285,Registered Office,"B-1301, Mondeal Heights, Near Novotel Hotel, S.G. Highway",Ahmedabad,Gujarat,,,SRC03444,HIGH,
LOC0496,S0286,HQ,"19th Floor, Tower A/B/C Epitome Building, DLF Cyber City",Gurugram,Haryana,,,SRC03452,HIGH,
LOC0497,S0287,HQ,"Gurugram, Haryana",Gurugram,Haryana,,,SRC03454,HIGH,
LOC0498,S0288,HQ,Gurugram,Gurugram,Haryana,,,SRC03461,HIGH,
LOC0499,S0289,HQ,Gurugram,Gurugram,Haryana,,,SRC03468,HIGH,
LOC0500,S0290,HQ,"Bengaluru, Karnataka",Bengaluru,Karnataka,,,SRC03472,HIGH,
LOC0501,S0290,registered_office,"No 17 Bommanahalli, Rajeev Gandhi Nagar, Begur, Bangalore South",Bengaluru,Karnataka,,2025-05-05,SRC03477,HIGH,
LOC0502,S0290,hq,"Bengaluru, Karnataka",Bengaluru,Karnataka,,2026-08-26,SRC03472,HIGH,
LOC0503,S0290,office,San Francisco Bay Area,San Francisco,California,,2026-08-26,SRC03476,MEDIUM,Growth Manager based in SF Bay Area; may indicate US presence
LOC0504,S0291,HQ,"6th Floor, Building No. 3, Gigaplex IT Park, Airoli",Mumbai,Maharashtra,,,SRC03491,HIGH,
LOC0505,S0291,Registered Office,"14 & 15, IT Tower-1, Infocity Complex, Indroda",Gandhinagar,Gujarat,,,SRC03487,HIGH,
LOC0506,S0292,HQ,"Chimat Pada, Marol, Andheri East, Skyline Icon Unit 801-804",Mumbai,Maharashtra,,,SRC03493,HIGH,
LOC0507,S0293,HQ,"9042 Block C3 Assetz East, Pont Doddakannelli Kadube, Bellandur",Bengaluru,Karnataka,,,SRC03501,HIGH,
LOC0508,S0296,registered_office,"8 Sarat Banerjee Road, 3rd Floor, Meera Building",Kolkata,West Bengal,,2026-09-15,SRC03515,HIGH,
LOC0509,S0296,office,"Elan Miracle Mall, Sector 84, Dwarka Expressway",Gurugram,Haryana,,2026-09-15,SRC03522,MEDIUM,"Retail store in Gurugram, not HQ"
LOC0510,S0296,office,Sarath City Capital Mall,Hyderabad,Telangana,,2026-09-15,SRC03520,MEDIUM,Flagship store in Hyderabad
LOC0511,S0296,office,Pune,Pune,Maharashtra,,2024-10-01,SRC03516,MEDIUM,Dual store launch in Pune Oct 2024
LOC0512,S0304,HQ,Gurugram,Gurugram,Haryana,,2026,SRC03554,HIGH,
LOC0513,S0305,hq,"Pleasanton, California",Pleasanton,California,,2026-09-10,SRC03557,HIGH,
LOC0514,S0305,office,"Rajapushpa Business Centre, Stoneridge Centre, Kondapur, Serilingampally",Hyderabad,Telangana,,2024-10-14,SRC03562,HIGH,
LOC0515,S0307,hq,IIT Madras Research Park,Chennai,Tamil Nadu,,2024-12-22,SRC03567,HIGH,
LOC0516,S0307,registered_office,UNKNOWN,UNKNOWN,UNKNOWN,,2026-09-15,,LOW,
LOC0517,S0308,HQ,,Gurugram,,,2026,SRC03580,MEDIUM,
LOC0518,S0309,hq,"NO.7, PARIJATHA GROUND FLOOR, SURYODAYA LAYOUT, DR. SHIVARAMA KARANTHA NAGAR",Bengaluru,Karnataka,,2026-09-15,SRC03586,HIGH,
LOC0519,S0309,registered_office,"NO.7, PARIJATHA GROUND FLOOR, SURYODAYA LAYOUT, DR. SHIVARAMA KARANTHA NAGAR",Bengaluru,Karnataka,,2026-09-15,SRC03586,HIGH,
LOC0520,S0309,office,Delft,Delft,South Holland,,2026-09-15,SRC03588,MEDIUM,"LinkedIn shows Delft, NL as a secondary location"
LOC0521,S0310,HQ,Gurugram,Gurugram,Haryana,,2026,SRC03618,HIGH,
LOC0522,S0310,hq,"6th Floor, SAS Tower-C, Ch Baktawar Singh Road, Medicity Sector 38",Gurugram,Haryana,,2026-09-15,SRC03599,HIGH,
LOC0523,S0310,registered_office,"10th Floor, Tower-B, Unitech Cyber Park, Sector-39",Gurugram,Haryana,,2026-09-15,SRC03594,HIGH,
LOC0524,S0310,registered_office,1 Robinson Road #18-00 AIA Tower,Singapore,,,2026-09-15,SRC03612,HIGH,
LOC0525,S0311,HQ,Jaipur,Jaipur,Rajasthan,,,SRC03626,HIGH,
LOC0526,S0314,HQ,Delhi NCR,Delhi NCR,,,,SRC03637,MEDIUM,
LOC0527,S0316,registered_office,"52, D Block, Palm Greens, Sur No. 4/1, 13/3/1, TP-84/A, Near Torrent Power, Makarba",Ahmedabad,Gujarat,,2026-09-15,SRC03647,HIGH,
LOC0528,S0316,hq,"307, 3rd Floor, Pinnacle Business Park, Corporate Road, Prahlad Nagar",Ahmedabad,Gujarat,,2026-09-15,SRC03656,HIGH,Corporate HQ per company website and PitchBook
LOC0529,S0316,office,Mumbai (PR agency location for BioMimic launch),Mumbai,Maharashtra,,2026-08-20,SRC03653,LOW,"BioMimic launch PR issued from Mumbai; likely PR agency location, NOT company office. No evidence of Mumbai office found."
LOC0530,S0319,HQ,Gurugram,Gurugram,,,,SRC03669,HIGH,
LOC0531,S0320,HQ,Bengaluru,Bengaluru,,,,SRC03673,MEDIUM,
LOC0532,S0320,hq,"San Francisco, California",San Francisco,California,,2026-09-15,SRC03675,HIGH,
LOC0533,S0320,registered_office,"A-102, Surakshaa Fairview, Near Sai Baba Ashram, Belathur, Kadugodi, Bengaluru, Karnataka",Bengaluru,Karnataka,,2026-09-15,SRC03677,MEDIUM,
LOC0534,S0320,manufacturing,"Shanti Sagar, Sector 24, Plot No. 124, Nigadi, Rupeenagar, Pune, Maharashtra",Pune,Maharashtra,,2026-09-15,SRC03676,HIGH,
LOC0535,S0320,ops,Bengaluru (R&D and design),Bengaluru,Karnataka,,2026-09-15,SRC03689,MEDIUM,
LOC0536,S0321,HQ,"Manno, Switzerland",Manno,Ticino,,,SRC03691,HIGH,
LOC0537,S0322,HQ,Gurugram,Gurugram,,,,SRC03693,HIGH,
LOC0538,S0322,hq,"1st Floor, Plot No. 94, Sector 32",Gurugram,Haryana,,2026-09-15,SRC03698,HIGH,
LOC0539,S0322,registered_office,"1st Floor, Plot No. 22, AG Block, Shalimar Bagh",Delhi,Delhi,,2026-09-15,SRC03698,HIGH,
LOC0540,S0322,office,"Fortune Chamber, SCO-16-17, Feroze Gandhi Market",Ludhiana,Punjab,,2026-09-15,SRC03698,HIGH,
LOC0541,S0322,office,"Unit No 301, 3rd Floor, Palm Square, Brigade Road",Bangalore,Karnataka,,2026-09-15,SRC03698,HIGH,
LOC0542,S0322,office,"#3, 2nd Floor, Khullar Market, Sector 3 Market Extension",Jammu,J&K,,2026-09-15,SRC03698,HIGH,
LOC0543,S0322,office,"Office No. 306, 3rd Floor, Sky High Building, 5th Park Road",Lucknow,Uttar Pradesh,,2026-09-15,SRC03698,HIGH,
LOC0544,S0322,office,"5th Floor, Gala Argos, Near Ladies Hostel, Gujarat College Road",Ahmedabad,Gujarat,,2026-09-15,SRC03698,HIGH,
LOC0545,S0322,office,"A71, Sector 2",Noida,Uttar Pradesh,,2026-09-15,SRC03698,HIGH,
LOC0546,S0322,office,"97 Technologies, 3rd floor, E 302, Sky Park building",Mumbai,Maharashtra,,2026-09-15,SRC03698,HIGH,
LOC0547,S0323,HQ,Gurugram,Gurugram,,,,SRC03722,MEDIUM,
LOC0548,S0325,HQ,,Chennai,Tamil Nadu,,2025,SRC03727,HIGH,
LOC0549,S0326,HQ,,Bengaluru,Karnataka,,2026,SRC03733,MEDIUM,
LOC0550,S0328,HQ,,Hyderabad,Telangana,,2025,SRC03738,HIGH,
LOC0551,S0330,HQ,,Kolkata,West Bengal,,2025,SRC03309,HIGH,
LOC0552,S0331,HQ,,Kolkata,West Bengal,,2025,SRC03309,HIGH,
LOC0553,S0332,HQ,,Kochi,Kerala,,2025,SRC03751,HIGH,
LOC0554,S0333,HQ,,Kochi,Kerala,,2025,SRC03754,HIGH,
LOC0555,S0338,HQ,"Surat, Gujarat",Surat,Gujarat,,2026,SRC03763,HIGH,
LOC0556,S0339,HQ,Chandigarh,Chandigarh,Punjab,,2026,SRC03767,HIGH,
LOC0557,S0340,HQ,"Indore, Madhya Pradesh",Indore,Madhya Pradesh,,2026,SRC03774,HIGH,
LOC0558,S0341,HQ,Chandigarh,Chandigarh,Punjab,,2026,SRC03780,HIGH,
LOC0559,S0343,HQ,"1601, Tower 10, M3M Merlin, Sector 67, Gurgaon, Haryana",Gurugram,Haryana,,2026-09,SRC03785,HIGH,
LOC0560,S0344,HQ,Pune,Pune,Maharashtra,,2026-09,SRC03791,HIGH,
LOC0561,S0345,HQ,Bengaluru,Bengaluru,Karnataka,,2026-01,SRC03795,HIGH,
LOC0562,S0346,HQ,Bengaluru,Bengaluru,Karnataka,,2023-01,SRC03799,HIGH,
LOC0563,S0347,HQ,Bengaluru,Bengaluru,Karnataka,,2025-08,SRC03803,HIGH,
LOC0564,S0348,HQ,Indore,Indore,Madhya Pradesh,,2025-11,SRC03809,HIGH,
LOC0565,S0349,HQ,Hyderabad,Hyderabad,Telangana,,2025-11,SRC03813,HIGH,
LOC0566,S0350,HQ,Bengaluru,Bengaluru,Karnataka,,2026-08,SRC03823,HIGH,
LOC0567,S0351,HQ,Bengaluru,Bengaluru,Karnataka,,2025-03,SRC03829,HIGH,
LOC0568,S0352,HQ,Mumbai,Mumbai,Maharashtra,,2026-09,SRC03832,HIGH,
LOC0569,S0353,HQ,Bengaluru,Bengaluru,Karnataka,,2025-06,SRC03839,HIGH,
LOC0570,S0354,HQ,,Bengaluru,Karnataka,,,SRC03845,HIGH,
LOC0571,S0355,HQ,,San Francisco,California,,,SRC03855,HIGH,
LOC0572,S0356,HQ,,Delhi,Delhi,,,SRC03859,HIGH,
LOC0573,S0357,HQ,,Mumbai,Maharashtra,,,SRC03864,MEDIUM,
LOC0574,S0359,HQ,,Bengaluru,Karnataka,,,SRC03876,HIGH,
LOC0575,S0361,HQ,,Hyderabad,Telangana,,,SRC03890,HIGH,
LOC0576,S0363,HQ,,Bengaluru,Karnataka,,,SRC03901,MEDIUM,
LOC0577,S0364,HQ,Bengaluru,Bengaluru,Karnataka,,2023-04,SRC03908,HIGH,
LOC0578,S0365,Registered Office,"13-H, Ground Floor, S.N. Chatterjee Road, Kolkata, West Bengal - 700038",Kolkata,West Bengal,,2026-09,SRC03914,HIGH,
LOC0579,S0365,Office,"Chhatarpur, New Delhi",New Delhi,Delhi,,2024-02,SRC03920,MEDIUM,
LOC0580,S0366,HQ,Bengaluru,Bengaluru,Karnataka,,2025-09,SRC03921,HIGH,
LOC0581,S0367,"{'v': 'registered', 'address_or_area': 'L-248, 2nd Floor, 17th Cross, Sector 6, HSR Layout', 'city': 'Bengaluru', 'state': 'Karnataka', 'as_of': '2026', 'source_url': 'https://tracxn.com/d/companies/zupee/__PmrdsCMWWq3_k84VTZuubm0y7eRjtsFeBoHNpuDlDVk', 'confidence': 0.9}",,,,,,,,
LOC0582,S0367,"{'v': 'HQ', 'address_or_area': 'Apeejay Business Centre, 6th Floor, Arunachal Building', 'city': 'Gurugram', 'state': 'Haryana', 'as_of': '2026', 'source_url': 'https://pitchbook.com/profiles/company/266996-62', 'confidence': 0.7}",,,,,,,,
LOC0583,S0367,hq,"Apeejay Business Centre, 6th Floor, Arunachal Building",Gurugram,Haryana,,2025-08-21,SRC03933,HIGH,
LOC0584,S0367,registered_office,"L-248, 2nd Floor, 17th Cross, Sector 6, HSR Layout",Bengaluru,Karnataka,,2026-09-15,SRC03927,MEDIUM,
LOC0585,S0367,ops,Delhi-NCR,Gurugram,Haryana,,2026-02-01,SRC03934,HIGH,
LOC0586,S0368,HQ,"T-18, Shree Nilkanth Business Hub, Causeway Road",Surat,Gujarat,,2024,SRC03950,HIGH,
