date,startup_id,company,query,found,unresolved,next_action,agent,status,reps
2026-09-14,S0096,Leap (LeapScholar),Outleap Technologies Leap CIN incorporation,"CIN U72501KA2019FTC130352, Outleap Technologies Pvt Ltd, inc 5 Dec 2019, Active (InstaFinancials/Tofler)",,,subagent,logged,1
2026-09-14,S0096,Leap (LeapScholar),Leap Yocket GeeBee acquisition Prodigy Finance 2025,Mint reports late-stage Prodigy Finance talks and identifies Leap's study-abroad M&A activity,Yocket/GeeBee closing dates and values not independently disclosed in returned result,Check Leap announcements and corporate filings,subagent,logged,1
2026-09-15,S0096,Leap (LeapScholar),LeapScholar founders Anmol Singhvi Krishnanand Ramanujam,"No results for Anmol Singhvi or Krishnanand Ramanujam. Press consistently names Vaibhav Singh and Arnav Kumar as co-founders. Tracxn lists 7 founders including Anshul Agarwal, Pritesh Kamani, Sindhu U",,None — founders verified,subagent,done,44
2026-09-15,S0096,Leap (LeapScholar),Leap Scholar Acrew Capital WestBridge Omidyar investor,"No results found for Acrew Capital, WestBridge, or Omidyar Network as investors in Leap. All press coverage names Jungle Ventures, Sequoia India, Owl Ventures, Peak XV, Apis Partners, HSBC.",,None — prompt-specified investors not verified; conflict recorded,subagent,done,44
2026-09-15,S0096,Leap (LeapScholar),Leap Scholar revenue FY25 students served university partners,"FY24 revenue Rs 175.3 Cr (+112% YoY) per Inc42; EBITDA positive as of Jul 2025 per Moneycontrol; 1M+ students served, 1000+ university partners per BS/PIE; FY25 revenue range $10M-$50M per Tracxn.",,None,subagent,done,44
2026-09-15,S0096,Leap (LeapScholar),Leap Scholar CEO executives leadership team,"Co-founders Vaibhav Singh, Arnav Kumar; Rajan Chaudhary elevated to co-founder Apr 2025; CFO Anshul Agarwal; Head of Ops Sindhu Unnikrishnan; Tracxn FAQ says CEO Zoltan Fischer (unverified).",,None,subagent,done,44
2026-09-15,S0096,Leap (LeapScholar),Leap Scholar Prodigy Finance acquisition outcome,"Mint Mar 2025: late-stage talks, one term of Apis funding included Prodigy acquisition. No confirmation of closing found.",,Check Leap corporate filings for Prodigy acquisition completion,subagent,done,44
2026-09-15,S0096,Leap (LeapScholar),Leap Scholar Duolingo partnership offline centres,Tracxn news feed mentions Duolingo DET coaching partnership (May 2025) and 15 new offline centres (Mar 2026); articles not fetched.,,None,subagent,done,44
2026-09-14,S0097,Nazara Technologies,Nazara Technologies status 2025 2026 listed gaming,ACTIVE listed: IPO Mar 2021; Q1FY27 rev 429cr; CEO change; $303M Bluetile deal; CIN L72900MH1999PLC122970,,,subagent,logged,1
2026-09-14,S0097,Nazara Technologies,Nazara Technologies FY25 revenue profit annual report CIN,"FY25 rev 1623.9cr, EBITDA 153.5cr (Annual Report); CIN confirmed; pre-IPO + post-IPO rounds via aggregator",,,subagent,logged,1
2026-09-14,S0097,Nazara Technologies,Nazara Bluetile BestPlay ZeptoLab CATS King of Thieves acquisition,Bluetile/BestPlay controlling-stake coverage and ZeptoLab two-game-IP coverage,Bluetile consideration conflicts with batch metadata; batch says 100% while coverage says 50% controlling stake,Reconcile with Nazara exchange filings,subagent,logged,1
2026-09-14,S0098,Neo (Neo Wealth),Neo Wealth Mumbai startup status 2025 2026 shutdown acquisition,"ACTIVE; Tracxn Series C; CINs U70200MH2021PTC367572 (Neo Wealth Mgmt, inc Sep 15 2021), U64990MH2024PTC417309; founders list",Audited financials,,subagent,logged,1
2026-09-14,S0098,Neo (Neo Wealth),Neo Group Nitin Jain Rs 500 crore TVS Capital March 2026 Peak XV MUFG,"Rs 500cr TVS Mar 2026 at Rs 10,000cr pre-money; Peak XV Rs 350cr Jul 2026; founders Nitin Jain + 4 co-founders; AUM Rs 1-1.3 lakh cr",None for LITE,,subagent,logged,1
2026-09-15,S0098,Neo (Neo Wealth),Neo Wealth founders Nitin Jain Hemant Daga Varun Bajpai A V Srikanth Shajikumar Devakar,"Confirmed 5 co-founders: Nitin Jain (founder/Chairman), Hemant Daga, Varun Bajpai, Puneet Jain, A V Srikanth (all ex-Edelweiss/Macquarie/Motilal Oswal). Shajikumar Devakar joined 2025 from 360 One.",,None,subagent,done,22
2026-09-15,S0098,Neo (Neo Wealth),Neo Wealth SEBI RIA registration number,No specific SEBI RIA registration number found. SEBI-registered private credit fund confirmed (Nov 2025). NBFC license sought from RBI (Oct 2023).,,Verify SEBI RIA registration via SEBI BHR portal,subagent,logged-no-result,22
2026-09-15,S0098,Neo (Neo Wealth),Neo Wealth MCA filing revenue PAT FY25,Tracxn shows revenue band Rs 50-100 Cr FY25. No audited MCA filing data obtained.,,Verify via MCA21 portal directly,subagent,logged-no-result,22
2026-09-15,S0098,Neo (Neo Wealth),Neo Wealth AUM Rs 1.3 lakh crore Jun 2026,"Confirmed via ET Jul 2026: Rs 1.3 lakh crore total client assets, Rs 50,000 crore ARR AUM as of Jun 30 2026.",,None,subagent,done,22
2026-09-15,S0098,Neo (Neo Wealth),Neo Wealth registered office address,Confirmed via Tracxn: 903 B-Wing 9th Floor Marathon Futurex Lower Parel Mumbai 400013,,None,subagent,done,22
2026-09-14,S0099,Stellapps,Stellapps Bengaluru startup status shutdown acquisition 2025 2026,ACTIVE; IITM-incubated; founders; Series C $26M Oct 2024; traction 42k villages/14M litres/day,Audited financials,,subagent,logged,1
2026-09-14,S0099,Stellapps,Stellapps revenue FY24 FY25 profit loss MCA filing,"CIN U72900KA2011PTC058251, incorp 2011-04-20 (Tofler); FY24 mgmt revenue ~Rs 360cr; FY24 filing revenue Rs 35.6cr (Inc42)",FY25 numbers; PAT,,subagent,logged,1
2026-09-14,S0100,Purple Style Labs,Purple Style Labs startup status 2025 2026 shutdown acquisition,"ACTIVE, IPO-bound; CIN U18204MH2015PLC267215, inc Aug 06 2015; Series E $40M Mar 2025; Series D $8M Nov 2023",IPO outcome at time of first search,,subagent,logged,1
2026-09-14,S0100,Purple Style Labs,Purple Style Labs FY24 revenue Rs 500 crore profit IPO September 2026,IPO Aug 31-Sep 2 2026 Rs 680cr fresh issue; listed Sep 7 at ~7% discount; FY24/25/26 revenue+PAT restated,None for LITE,,subagent,logged,1
2026-09-15,S0100,Purple Style Labs,Purple Style Labs MCA filing audited financials FY23 FY24 FY25,Tracxn financial summary (FY23-FY25); Groww DRHP-based financials (FY24-FY26); Inc42 FY25 loss data,,"MCA AOC-4 XBRL filing (Dec 23, 2025) for FY24-25 confirmed available but paid access required for detailed numbers",subagent,done,27
2026-09-15,S0100,Purple Style Labs,Purple Style Labs directors MCA Sugandha Agarwal,"6 directors confirmed: Abhishek Agarwal, Rahul Garg, Abhinav Agarwal, Harminder Sahni, Shefali Sarohi Shyam, Hrishikesh Bhalchandra Parandekar. NO Sugandha found.",,Sugandha not a director; prompt suggestion incorrect,subagent,done,27
2026-09-15,S0100,Purple Style Labs,Purple Style Labs 47.9 percent figure,"Could not verify 47.9% figure from any source. Possible interpretations: promoter holding pre-IPO or IPO discount variant, but no source confirms.",,Unresolved - 47.9% not found in any fetched source,subagent,logged,27
2026-09-15,S0100,Purple Style Labs,Purple Style Labs DEWS debt equity warehouse,No evidence of DEWS (Debt Equity Warehouse Solution) found in any source. Company has 1 HDFC Bank loan of Rs 4.95L per Tracxn.,,DEWS not found; likely not applicable,subagent,logged,27
2026-09-15,S0100,Purple Style Labs,Purple Style Labs Nykaa ZMUM distribution,No evidence of Nykaa or ZMUM distribution partnership found. PSL operates own platform + experience centres.,,Cannot confirm retail distribution via Nykaa/ZMUM,subagent,logged,27
2026-09-15,S0100,Purple Style Labs,Purple Style Labs sector verification haircare vs fashion,"ALL sources confirm luxury fashion D2C. MCA industry classification is 'embroidering and embossing of leather articles' but principal business is 'Professional, scientific and technical activities' / ",,Prompt suggestion of haircare/beauty is incorrect; company is luxury fashion,subagent,done,27
2026-09-14,S0101,Zypp Electric,Zypp Electric startup status 2025 2026 shutdown acquisition,"ACTIVE, IPO-bound; Gurugram (batch city Bengaluru is wrong — corrected with evidence); CIN U63000HR2017PTC070227; founders; FY26 MCA revenue/loss",Pre-IPO close outcome,,subagent,logged,1
2026-09-14,S0101,Zypp Electric,Zypp Electric Series C funding ENEOS Gogoro December 2024 founders,Series B $25M Gogoro Feb 2023; Series C1 $15M ENEOS May 2024; FY24 rev Rs 325cr,None for LITE,,subagent,logged,1
2026-09-14,S0102,Business Nextgen Finance,Business Nextgen Finance Bengaluru Rs 215 crore funding 2026,ACTIVE; Rs 215cr Sep 3 2026 Beams-led; founder Pankaj Poddar ex-SBFC CRO; RBI CoR Sep 2025,CIN/incorp at that point,,subagent,logged,1
2026-09-14,S0102,Business Nextgen Finance,Business Nextgen Finance Pankaj Poddar founder SBFC RBI registration city,"CIN U64990MH2025PTC443949, inc Mar 26 2025, ROC Mumbai; Mumbai addresses; directors; Poddar career history",Operating financials (none expected yet),,subagent,logged,1
2026-09-14,S0103,EtherealX (Ethereal Exploration),EtherealX status/shutdown/acquisition + funding/valuation/revenue/founders/CIN,ACTIVE; Series A $20.5M Jan 2026; CIN U35300KA2022PTC161867; incorp May 30 2022; FY25 revenue Rs 1.1Cr (Tracxn MCA-derived),Audited financials; post-2025 headcount; Series A valuation,Write enrich JSON,subagent,logged,1
2026-09-14,S0104,QNu Labs,QNu Labs status/funding/founders/CIN/revenue,ACTIVE; Series A1 Rs 200 Cr Sep 9 2026; CIN U72900KA2016PTC096629; incorp Sep 21 2016; FY25 revenue ~$4.79M (Tracxn MCA-derived); founders verified via company site,Audited financials; headcount conflicts; early round press,Write enrich JSON,subagent,logged,1
2026-09-15,S0104,QNu Labs,QNu Labs P3 deep enrichment,"Comprehensive data gathered: identity verified, founders confirmed, funding rounds detailed, products catalogued, traction milestones documented, patents listed, awards catalogued, partnerships identi",,Write gapfill/qnu labs.p3.json,kilo,done,24
2026-09-15,S0104,QNu Labs,QNu Labs defence deployments and customers,"Indian Army iDEX order Aug 2022; Navy 28 systems; 500 km Rajasthan network; 1000 km network Apr 2026; deployments across defence, govt, BFSI, telecom",,Write gapfill/qnu labs.p3.json,kilo,done,24
2026-09-15,S0104,QNu Labs,QNu Labs patents and certifications,"12 granted patents, 15 awaiting, 30+ applications; TEC Type Approval 2024; National Quantum Mission recognition 2024",,Write gapfill/qnu labs.p3.json,kilo,done,24
2026-09-15,S0104,QNu Labs,QNu Labs US subsidiary and legal,"US office: enQase, Austin TX; no litigation found; no export scrutiny issues identified",,Write gapfill/qnu labs.p3.json,kilo,done,24
2026-09-14,S0105,Ultraviolette,Ultraviolette status/funding/founders/CIN/revenue,ACTIVE; Series E $45M Dec 2025 + $21M TDK tranche; FY25 rev Rs 36.1Cr/loss Rs 116.3Cr; Hosur plant; company press page fetch failed (JUNK_CONTENT),CIN/incorporation; valuation; Rs 500Cr raise confirmation,Write enrich JSON; flag CIN for gapfill,subagent,logged,1
2026-09-14,S0106,Curefoods,Curefoods status/IPO/funding/founder/CIN/financials,"ACTIVE (IPO deferred, not defunct); $40M Series D Dec 2024; Rs 160Cr pre-IPO Sep 2025; FY25 rev Rs 746Cr/loss Rs 170Cr; founder Ankit Nagori",CIN; current pre-IPO raise status,Write enrich JSON; flag CIN for gapfill,subagent,logged,1
2026-09-14,S0107,Dezerv,Dezerv status/funding/founders/CIN/financials,"ACTIVE; HQ Mumbai (batch city wrong); Rs 350Cr Series C Oct 2025; $32M Series B Jul 2024; founders ex-IIFL verified; AUM Rs 14,000Cr",CIN; Series A press; Dezerv-specific FY25 revenue/loss,Write enrich JSON; flag CIN + Series A press + exact FY25 for gapfill,subagent,logged,1
2026-09-14,S0107,Dezerv,Dezerv wealthtech headquarters Mumbai founded,Mumbai-based per multiple outlets; Bengaluru manifest entry contradicted,none,,subagent,logged,1
2026-09-14,S0107,Dezerv,Q-wave claim source-hunt,1 resolved,,none,subagent,logged,1
2026-09-14,S0108,Edubuk,Edubuk startup status/shutdown 2025 2026,"PitchBook/Tracxn/CBInsights confirm active, Series B, 2019 founding",HQ city conflict,Verify MCA filing totals before treating $50M as closed,subagent,logged,1
2026-09-14,S0108,Edubuk,Edubuk founders funding Series B; CIN probe,"$50M Nimbus commitment (Mar 2026), Series A $0.25M Jun 2025, founders, CIN U78100UP2025PTC214727 via ZaubaCorp/Tofler snippets",Filing-level totals,Done (LITE budget),subagent,logged,1
2026-09-14,S0108,Edubuk,EduBuk startup Bengaluru blockchain credentials,"edubuk.com, LinkedIn, StartinUP UP listing; no city confirmation",HQ/city still unverified — needs company-site/ROC check,,subagent,logged,1
2026-09-14,S0108,Edubuk,Q-wave claim source-hunt,0 resolved,,none,subagent,logged,1
2026-09-15,S0108,Edubuk,Edubuk founders funding Series B; CIN probe,Founders confirmed as Apoorva Bajaj (CEO) and Shivaani Mehrotra Bajaj (Co-Founder & COO) via Ascendants article and Tracxn. CIN U78100UP2025PTC214727 confirmed. Two legal entities: Edubuk Technologies,,none,P3-WAVE,done,33
2026-09-15,S0108,Edubuk,Edubuk city Bengaluru vs Hyderabad verification,"Tracxn registered address: Rangareddy, Telangana 500104 (Hyderabad). Existing DB says Bengaluru. Company website edubuk.com does not disclose city. Conflict preserved.",,none,P3-WAVE,done,33
2026-09-15,S0108,Edubuk,Edubuk MCA financials FY24/FY25,MCA portal (mca.gov.in) returned 403. ZaubaCorp returned 403. Tofler timed out. No audited MCA financials available.,,none,P3-WAVE,logged-no-result,33
2026-09-15,S0108,Edubuk,Edubuk government partnerships KVS CBSE,No evidence of KVS or CBSE partnerships found in any source. No government MoU evidence located.,,none,P3-WAVE,logged-no-result,33
2026-09-15,S0108,Edubuk,Edubuk ARR and learner metrics,"No ARR disclosed. Only traction metric found: 100,000+ on-chain verifications (Ascendants article, company claim). Revenue band 0-10 Cr INR as of FY25.",,none,P3-WAVE,logged-no-result,33
2026-09-15,S0108,Edubuk,Edubuk edtech regulation legal,No edtech-specific regulation or legal issues found. Legal array empty.,,none,P3-WAVE,logged-no-result,33
2026-09-14,S0109,EloElo,EloElo status; founders/funding Series B; CIN probe,"ACTIVE; FY25 rev 69.5 Cr, loss 98.5 Cr; Series B $13.5M; founders; $230M ARR claim + $50M raise talks","CIN, Dubey exit, 2026 raise close",Registry CIN + FY26 filings in a later wave,subagent,logged,1
2026-09-14,S0109,EloElo,EloElo official website India,eloelo.in confirmed,,,subagent,logged,1
2026-09-14,S0109,EloElo,EloElo careers page jobs,eloelo.keka.com/careers/ confirmed,,,subagent,logged,1
2026-09-15,S0109,EloElo,EloElo CIN MCA filing Greenhorn Wellness,CIN U63122KA2020PTC132881 confirmed via ZaubaCorp/Tofler/Tracxn; incorporation 20 Feb 2020; directors Saurabh Pandey and Rishav Dev,,CIN conflict with InstaFinancials (U92490) recorded in conflicts[],P3-WAVE,done,45
2026-09-15,S0109,EloElo,EloElo funding rounds verification,"4 confirmed rounds: Seed $2.1M (Jul 2021), Series A $13M (Jun 2022), Pre-Series B $22M (Sep 2023), Series B $13.5M (Apr 2025). $50M+ upcoming via Avendus unconfirmed.",,Verify $59M Series A claim from LinkedIn if possible,P3-WAVE,done,45
2026-09-15,S0109,EloElo,EloElo founder Abhi Vattadegowdar,No evidence of Abhi Vattadegowdar as founder. All sources confirm Saurabh Pandey and Akshay Dubey as co-founders.,,Abhi Vattadegowdar claim unverified; not included in founders,P3-WAVE,logged-no-result,45
2026-09-15,S0109,EloElo,EloElo traction users DAU revenue,"27M MAUs (pitch deck Jan 2026), 1.5M paying users (Apr 2025), ARR $230M (pitch deck claim), FY25 revenue Rs 69.5 Cr",,Pitch deck claims unverified by filings; recorded as MEDIUM confidence,P3-WAVE,done,45
2026-09-15,S0109,EloElo,EloElo legal regulatory issues,"No regulatory actions, legal notices, or compliance issues found for EloElo/Greenhorn Wellness",,Legal section left empty; no gaps to report,P3-WAVE,done,45
2026-09-15,S0109,EloElo,EloElo Sequoia Surge connection,No evidence of Sequoia Surge involvement with EloElo. Kalaari Capital confirmed as investor.,,Sequoia Surge claim not supported,P3-WAVE,logged-no-result,45
2026-09-14,S0110,GIVA,GIVA status; Series C/revenue; CIN probe,"ACTIVE; Series C 530 Cr, C1 110 Cr, debt 270 Cr; FY25 518/72; founders; CIN U74999KA2017PTC104205 inc 28 Jun 2017",Store-count as-of; FY26 guide verification,FY26 filings + IPO watch in later wave,subagent,logged,1
2026-09-14,S0110,GIVA,GIVA official website India jewelry,www.giva.co confirmed,,,subagent,logged,1
2026-09-14,S0110,GIVA,GIVA careers page jobs,No dedicated careers page found on giva.co; no careers URL confirmed,No careers page identified after search,,subagent,logged,1
2026-09-15,S0110,GIVA,GIVA HQ city verification (Chennai vs Bengaluru),"Bengaluru confirmed by all sources: company website, MCA, PitchBook, Tracxn, press",,,web_search + webfetch,done,15
2026-09-15,S0110,GIVA,GIVA founders verification (Ankit/Nishank/WealthMug vs Ishendra/Nikita/Sachin),"Founders are Ishendra Agarwal, Nikita Prasad, Sachin Shetty (ex), Aditya Labroo. No evidence of Ankit/Nishank/WealthMug as founders.",,,web_search + webfetch,done,15
2026-09-15,S0110,GIVA,GIVA funding Hero FinCorp verification,No Hero FinCorp connection. $12M = Rs 110 Cr Series C extension led by HPV CC1 Ltd. Hero FinCorp is separate NBFC.,,,web_search,done,15
2026-09-15,S0110,GIVA,GIVA FY23-FY25 financials from MCA/filings,"FY23: 165 Cr rev, 45 Cr loss; FY24: 273.6 Cr rev, 58.6 Cr loss; FY25: 518 Cr rev, 72 Cr loss",,,web_search,done,15
2026-09-15,S0110,GIVA,GIVA BIS hallmark compliance,BIS hallmark licence HM/C - 6290031216 displayed on giva.co; confirms compliance,,,webfetch,done,15
2026-09-15,S0110,GIVA,GIVA store count and traction,280 stores Nov 2025; 300+ by Apr 2026; target 340 by Mar 2026; 800-1000 by 2028,,,web_search,done,15
2026-09-14,S0111,Impetus Technologies,Impetus status/acquisition; Kedaara/founders probe,ACTIVE; $350M+ Kedaara strategic investment; Los Gatos HQ + India ops; India entity FY25 revenue >1000 Cr (aggregator),"Founders, CIN, HQ split, audited financials",Founder/CEO + CIN + audited financials in a gapfill wave,subagent,logged,1
2026-09-14,S0112,Moglix,Moglix Series F $895 million valuation 2022 funding,Series F $250M @ $2.6B Jan 2022 (TC/ET/VCCircle/company PR); seed $145M/$895M unsupported,none on headline round,,subagent,logged,1
2026-09-14,S0112,Moglix,Moglix revenue FY25 FY24 founders investors,"FY25 $681.5M op revenue / $11.3M loss (Singapore filings via Inc42); FY24 Rs 4,232 cr (Inc42); VI FY25 standalone Rs 4,946.6 cr",consolidation scope conflict,,subagent,logged,1
2026-09-14,S0112,Moglix,Moglix Series E unicorn founder HQ,Series E $120M @ $1B May 2021 (TC/Mint/TOI/Forbes); founder Rahul Garg IIT-K/ISB ex-Google; Noida HQ,none,,subagent,logged,1
2026-09-14,S0112,Moglix,Moglix acquisitions Vendaxo ADI Khatema Credlix,"Vendaxo Jul 2021; ADI India Oct 2022; Khatema Rs 80 cr Nov 2024; Credlix arm: NuPhi 2021, Vanik majority Dec 2025",deal values mostly undisclosed,,subagent,logged,1
2026-09-14,S0112,Moglix,Moglix DPIIT manufacturing startup growth initiative December 2024,Inc42 Dec 2024 DPIIT-Moglix incubation pact confirmed via own search results,10x 'investor link' + 3 competitor single-words are context-less; no search burned,,subagent,logged,1
2026-09-14,S0112,Moglix,Q-wave claim source-hunt,1 resolved,,none,subagent,logged,1
2026-09-14,S0112,Moglix,Mogli Labs India CIN zaubacorp,ZaubaCorp carries two Mogli Labs (India) records: U72300DL2015FTC279856 and U72300HR2015FTC143298 (RoC Delhi vs Haryana) — conflict preserved,which CIN is the live operating entity; valuation/financials unfound within budget,,subagent,logged,1
2026-09-14,S0112,Moglix,Moglix Vendaxo; ADI Global Distribution India; Khatema Fibres; Credlix NuPhi; Credlix Vanik Finance acquisitions,"Five acquisition reports with dates, counterparties and disclosed Khatema/Vanik values","Vendaxo, ADI and NuPhi consideration not disclosed in returned coverage",Check Moglix/Credlix corporate disclosures,subagent,logged,1
2026-09-14,S0113,MPL (Mobile Premier League),MPL status/layoffs; founders/unicorn funding,ACTIVE (non-RMG + overseas continue); unicorn $2.3B Sep 2021; RMG ban + 60% layoffs Aug 2025,"Co-founder #2, CIN, current revenue mix",Second founder + CIN + FY25 financials in gapfill wave,subagent,logged,1
2026-09-14,S0114,PhysicsWallah,PhysicsWallah startup status/shutdown/acquisition 2025 2026,Publicly listed on NSE/BSE Nov 2025; active operations,None,N/A - ACTIVE,subagent,logged,1
2026-09-14,S0114,PhysicsWallah,PhysicsWallah founders Alakh Pandey Prateek Maheshwari,Confirmed founders via pw.live/about-us and Wikipedia,None,N/A,subagent,logged,1
2026-09-14,S0114,PhysicsWallah,PhysicsWallah funding rounds Series B $210M,"Confirmed via Tracxn, CNBC TV18, TechCrunch",None,N/A,subagent,logged,1
2026-09-14,S0114,PhysicsWallah,PhysicsWallah revenue FY25 FY26,"FY26: ₹3,900 Cr; FY25: ₹2,886 Cr from earnings call and ET",FY25 net loss figure varies across sources,N/A,subagent,logged,1
2026-09-14,S0115,Popo Global,Popo Global startup status/shutdown/acquisition 2025 2026,ACTIVE - raised ₹532 Cr from Artal Asia Sep 2026,None,N/A - ACTIVE,subagent,logged,1
2026-09-14,S0115,Popo Global,Popo Global founders AB Gupta Nikhil Gupta Pizza Bakery,"Confirmed via ET, Livemint, Restaurant India",None,N/A,subagent,logged,1
2026-09-14,S0115,Popo Global,Popo Global CIN incorporation date registry,No registry aggregator data found,CIN and incorporation date,MCA search needed,subagent,logged,1
2026-09-14,S0115,Popo Global,Popo Global revenue financials,Not publicly disclosed,"Revenue, profit/loss",N/A - private company,subagent,logged,1
2026-09-14,S0115,Popo Global,Popo Global official website India,pop.global confirmed,,,subagent,logged,1
2026-09-14,S0115,Popo Global,Popo Global careers page jobs,No dedicated careers page found on pop.global; ZohoRecruit link found for restaurant manager but not a general careers page,No official careers page identified,,subagent,logged,1
2026-09-14,S0116,Shadowfax,Shadowfax startup status/shutdown/acquisition 2025 2026,Publicly listed on NSE/BSE Jan 2026; active operations,None,N/A - ACTIVE,subagent,logged,1
2026-09-14,S0116,Shadowfax,Shadowfax founders Abhishek Bansal Vaibhav Khandelwal,"Confirmed via Tracxn, TechCrunch, Livemint",None,N/A,subagent,logged,1
2026-09-14,S0116,Shadowfax,Shadowfax CIN incorporation date,"CIN: U72300KA2015PLC150324; incorporated Apr 21, 2015 from Tracxn",None,N/A,subagent,logged,1
2026-09-14,S0116,Shadowfax,Shadowfax revenue FY25 FY26,"FY26: ₹4,755 Cr; FY25: ₹2,938 Cr from PitchBook/Tracxn",None,N/A,subagent,logged,1
2026-09-14,S0117,Smallcase,Smallcase startup status/shutdown/acquisition 2025 2026,"ACTIVE - Series D funded, privately held",None,N/A - ACTIVE,subagent,logged,1
2026-09-14,S0117,Smallcase,Smallcase founders IIT Kharagpur,Confirmed via smallcase.com/about and Tracxn,None,N/A,subagent,logged,1
2026-09-14,S0117,Smallcase,Smallcase CIN incorporation date,No registry aggregator data found,CIN and incorporation date,MCA search needed,subagent,logged,1
2026-09-14,S0117,Smallcase,Smallcase revenue financials,FY24 revenue $7.86M from CB Insights,Full financials not public,N/A - private company,subagent,logged,1
2026-09-14,S0118,StockGro,StockGro startup status/shutdown/acquisition 2025 2026,"ACTIVE - Series B funded, privately held",None,N/A - ACTIVE,subagent,logged,1
2026-09-14,S0118,StockGro,StockGro founders Ajay Lakhotia Vijay Lakhotia,"Confirmed via Tracxn, LinkedIn",None,N/A,subagent,logged,1
2026-09-14,S0118,StockGro,StockGro CIN incorporation date,"CIN: U74110KA2020PTC131557; incorporated Jan 13, 2020 from Tracxn",None,N/A,subagent,logged,1
2026-09-14,S0118,StockGro,StockGro revenue financials,FY25 revenue ₹126 Cr; FY23 revenue ₹134.9 Cr from Tracxn/Inc42,FY26 financials not yet available,N/A,subagent,logged,1
2026-09-15,S0118,StockGro,StockGro SEBI registered advisor RIA simulator regulatory status,StockGro homepage describes 'SEBI-Registered Stock Advisory & Research App' with 150+ SEBI-registered analysts. No SEBI simulator-specific notice or enforcement action found.,,No further action - SEBI compliance appears intact,hyperresearch,done,10
2026-09-15,S0118,StockGro,StockGro founders IIT education background,Ajay Lakhotia described as 'former venture capitalist' with ISB MBA across all sources. No IIT affiliation found. Vijay Lakhotia details not publicly available.,,IIT claim UNVERIFIED - no source confirms,hyperresearch,done,10
2026-09-15,S0118,StockGro,StockGro government skilling MoU NSDC partnership,No government skilling MoU or NSDC partnership found in any source. 1500+ educational institution partnerships confirmed but no govt MoU evidence.,,Gap - no govt MoU evidence found,hyperresearch,done,10
2026-09-15,S0118,StockGro,StockGro IIM-SIM campus product,B2B campus partnerships with 1500+ educational institutions confirmed. Specific IIM-SIM product NOT verified in any source.,,Gap - IIM-SIM product not verified,hyperresearch,done,10
2026-09-15,S0118,StockGro,StockGro GVR involvement,No GVR (GVR Ventures or similar) found in any funding round source. Not present in any investor list.,,Gap - GVR not found,hyperresearch,done,10
2026-09-15,S0118,StockGro,StockGro MCA revenue loss FY23-25,"FY23 revenue ₹131 Cr, FY24 revenue ₹86.5 Cr (Entrackr) or ₹99.3 Cr (Inc42), FY25 revenue ₹125.5 Cr (Inc42). FY24 loss ₹101 Cr (Entrackr). FY25 PAT ₹34.6 Cr (Inc42).",,Conflicts between sources noted,hyperresearch,done,10
2026-09-14,S0119,Yulu,Yulu startup status shutdown acquisition 2025 2026,ACTIVE - Series C $93M Aug 2026,,,subagent,logged,1
2026-09-14,S0119,Yulu,Yulu founders CIN incorporation,"CIN U77210KA2017PTC105368, incorporated Aug 7 2017, founders: Amit Gupta, RK Misra, Naveen Dachuri, Anuj Tewari, Hemant Gupta",,,subagent,logged,1
2026-09-14,S0119,Yulu,Yulu revenue FY25 financials,"Revenue ₹241.9 Cr FY25, loss ₹126 Cr, EBITDA positive since Apr 2025",,,subagent,logged,1
2026-09-14,S0119,Yulu,Yulu investors funding history,"Multiple rounds from seed to Series C; key investors Magna, Bajaj Auto, GEF Capital",,,subagent,logged,1
2026-09-14,S0120,Zenoti,Zenoti startup status shutdown acquisition 2025 2026,"ACTIVE - Private company, Series D unicorn, still operating",,,subagent,logged,1
2026-09-14,S0120,Zenoti,Zenoti founders CIN incorporation,"Founders: Sudheer Koneru, Dheeraj Koneru, Anand Arvind, Saritha Katikaneni, Sunil Kumar; Legal name Soham Inc",CIN and incorporation date not found,,subagent,logged,1
2026-09-14,S0120,Zenoti,Zenoti revenue financials,Revenue ~$39.77M per Tracxn,Detailed P&L not available,,subagent,logged,1
2026-09-15,S0120,Zenoti,Zenoti CIN incorporation MCA India entity,"CIN U72300TG2015PTC097184; incorporated 2015-01-08; registered at RoC-Hyderabad; formerly Urenok Software Solutions Pvt Ltd; directors Venkateswara Rao Koneru, Anand Arvind, Gangaraju Raghav",,,subagent,done,7
2026-09-15,S0120,Zenoti,Zenoti founders background education,"Sudheer Koneru: IIT Madras, UT Austin, ex-Microsoft; Dheeraj Koneru: PhD Cornell, ex-Mozaik Media; Anand Arvind: ex-SumTotal VP Products",,,subagent,done,7
2026-09-15,S0120,Zenoti,Zenoti funding rounds all dates amounts,"6 rounds: Series A $6M (2015), Series B $15M (2016), Series C $50M+ $20M (2019), Series D $160M (2020), Series D-II $80M (2021). Total ~$331M. TPG led Series D-II at $1.5B",,,subagent,done,7
2026-09-15,S0120,Zenoti,Zenoti revenue financials MCA FY25,"MCA entity revenue Rs 336 Cr (FY25); USD $39.77M; Latka estimates $174.3M ARR (2024); Affluense reports Rs 1,100 Cr FY24 revenue with Rs 50 Cr net loss",,,subagent,done,7
2026-09-15,S0120,Zenoti,Zenoti products customers acquisitions,"Zenoti OS with AI agents (Receptionist, Concierge, Lead Manager, Marketer, Scribe, Dispute Manager, Business Advisor); customers include European Wax Center, TONI&GUY, Hand & Stone, Massage Heights, R",,,subagent,done,7
