founder_id,person_id,name,startup_id,company,role_title,founder_type,active,departure_date,education,linkedin,location,prev_companies_raw,previous_company_count,source_id,confidence,notes
FDR0394,P0677,Tarun Mathur,S0139,Policybazaar,Co-Founder & CBO,co-founder,False,,Unknown,,,,0,SRC02271,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0395,P0678,Manoj Sharma,S0139,Policybazaar,Co-Founder,co-founder,False,,Unknown,,,,0,SRC02271,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0396,P0679,Umesh Sachdev,S0140,Uniphore,Co-Founder & CEO,founder,True,,IIT Madras (incubated),,,,0,SRC02276,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0397,P0680,Ravi Saraogi,S0140,Uniphore,Co-Founder & President APAC,co-founder,True,,IIT Madras (incubated),,,,0,SRC02276,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0398,P0681,Abhiraj Singh Bhal,S0141,Urban Company,"Chairperson, MD & CEO",founder,True,,,,,,0,SRC02284,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0399,P0682,Raghav Chandra,S0141,Urban Company,Executive Director & CTOPO,co-founder,True,,,,,,0,SRC02284,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0400,P0683,Varun Khaitan,S0141,Urban Company,Executive Director & COO,co-founder,True,,,,,,0,SRC02284,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0401,P0684,Deepinder Goyal,S0142,Zomato,"Founder, Vice Chairman & Non-Executive Director",founder,True,,IIT Delhi,,,,0,SRC02292,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0402,P0685,Pankaj Chaddah,S0142,Zomato,Co-Founder,co-founder,False,,IIT Delhi,,,,0,SRC02292,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0403,P0686,Vivek Sinha,S0143,Emversity,Founder & CEO,founder,True,,"MBA, ISB",,,,0,SRC02299,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0404,P0687,Khubaib,S0143,Emversity,Co-Founder (Lanstitut),co-founder,True,,Unknown,,,,0,SRC02301,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0405,P0688,Manish Agarwal,S0144,KGeN (Kratos Gamer Network),Co-founder / Elder Council,co-founder,True,,,,,,0,SRC02304,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0406,P0689,Ishank Gupta,S0144,KGeN (Kratos Gamer Network),Co-founder,co-founder,True,,,,,,0,SRC02304,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0407,P0691,Rohit Choudhary,S0145,Seekho,Co-founder & CEO,co-founder,True,,,,,,0,SRC02326,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0408,P0692,Keertay Agarwal,S0145,Seekho,Co-founder & COO,co-founder,True,,,,,,0,SRC02328,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0409,P0693,Yash Banwani,S0145,Seekho,Co-founder & CTO,co-founder,True,,,,,,0,SRC02328,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0410,P0698,Arun Papaiah,S0146,Avammune Therapeutics,Co-founder & CEO,co-founder,True,,,,,,0,SRC02346,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0411,P0699,Srinivasan Namala,S0146,Avammune Therapeutics,Co-founder,co-founder,True,,,,,,0,SRC02346,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0412,P0700,Aditya Kulkarni,S0146,Avammune Therapeutics,Co-founder & CSO,co-founder,True,,,,,,0,SRC02347,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0413,P0701,Arun B. Papaiah,S0146,Avammune Therapeutics,Co-founder & CEO,,True,,"MBA, Royal Melbourne Institute of Technology; BSc, Christ University",,,,0,SRC02349,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0414,P0712,Ankur Gigras,S0147,HexaHealth,Co-founder & CEO,co-founder,True,,,,,,0,SRC02362,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0415,P0713,Vikas Chauhan,S0147,HexaHealth,Co-founder & COO,co-founder,True,,,,,,0,SRC02366,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0416,P0714,Aman Priya Khanna,S0147,HexaHealth,Co-founder,co-founder,True,,,,,,0,SRC02366,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0417,P0715,Abhinav Pathak,S0148,Escape Plan (travel gear),"Co-founder & CEO (ex-Perpule, acquired by Amazon)",co-founder,True,,,,,,0,SRC02368,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0418,P0716,Abhinav Zutshi,S0148,Escape Plan (travel gear),Co-founder (ex-Landmark Group),co-founder,True,,,,,,0,SRC02368,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0419,P0717,"{'v': 'Harshvardhan Lunia', 'src': 'IndiaFilings, Tracxn'}",S0149,Lendingkart,"{'v': 'Co-Founder, former CEO', 'src': 'ET'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes (as shareholder, legal dispute)', 'src': 'ET'}",,{},,,,0,SRC02387,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0420,P0718,"{'v': 'Mukul Sachan', 'src': 'Tracxn'}",S0149,Lendingkart,"{'v': 'Co-Founder (departed 2019)', 'src': 'Tracxn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes (shareholder)', 'src': 'ET'}",,{},,,,0,SRC02386,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0421,P0657,"{'v': 'Yashish Dahiya', 'src': 'Tracxn, Avataar VC'}",S0150,PB Healthcare,"{'v': 'Founder & CEO', 'src': 'Tracxn'}","{'v': 'founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'Tracxn'}",,{},,,,0,SRC02403,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0422,P0675,"{'v': 'Alok Bansal', 'src': 'Avataar VC, MCA'}",S0150,PB Healthcare,"{'v': 'Co-Founder & Executive Vice Chairman', 'src': 'Avataar VC'}","{'v': 'co-founder', 'src': 'Avataar VC'}","{'v': 'Yes', 'src': 'Avataar VC'}",,{},,,,0,SRC02401,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0423,P0719,"{'v': 'Rustom Lawyer', 'src': 'Tracxn, Tofler'}",S0151,Augnito,"{'v': 'Co-Founder & CEO', 'src': 'Tracxn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'Tofler'}",,{},,,,0,SRC02404,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0424,P0720,"{'v': 'Shiraz Austin', 'src': 'Tracxn, Tofler'}",S0151,Augnito,"{'v': 'Co-Founder', 'src': 'Tracxn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'Tofler'}",,{},,,,0,SRC02404,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0425,P0721,"{'v': 'Ram Anant', 'src': 'Tracxn, LinkedIn, Infineon PR'}",S0152,C2i Semiconductors,"{'v': 'Founder & CEO', 'src': 'Infineon PR'}","{'v': 'founder', 'src': 'Tracxn'}","{'v': 'Yes (joining Infineon)', 'src': 'Infineon PR'}",,{},,,,0,SRC02411,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0426,P0722,"{'v': 'Vikram Gakhar', 'src': 'Tracxn, LinkedIn'}",S0152,C2i Semiconductors,"{'v': 'Co-Founder & Director, Mixed Signal Design', 'src': 'LinkedIn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'LinkedIn'}",,{},,,,0,SRC02415,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0427,P0723,"{'v': 'Preetam Tadeparthy', 'src': 'Tracxn, LinkedIn'}",S0152,C2i Semiconductors,"{'v': 'Co-Founder, CTO & VP Engineering', 'src': 'LinkedIn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'LinkedIn'}",,{},,,,0,SRC02415,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0428,P0724,"{'v': 'Dattatreya Baragur Suryanarayana', 'src': 'Tracxn, LinkedIn'}",S0152,C2i Semiconductors,"{'v': 'Co-Founder, Director Analog', 'src': 'LinkedIn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'LinkedIn'}",,{},,,,0,SRC02415,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0429,P0725,"{'v': 'Nikhil Ramaswamy', 'src': 'Tracxn, LinkedIn'}",S0153,CynLr,"{'v': 'Co-Founder & CEO', 'src': 'Tracxn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'LinkedIn'}",,{},,,,0,SRC02420,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0430,P0726,"{'v': 'Gokul N A', 'src': 'Tracxn, LinkedIn'}",S0153,CynLr,"{'v': 'Founder (Design, Product & Brand)', 'src': 'LinkedIn'}","{'v': 'founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'LinkedIn'}",,{},,,,0,SRC02420,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0431,P0725,Nikhil Ramaswamy,S0153,CynLr,Co-Founder & CEO,,True,,BE (Hons) BITS Pilani (2007-2011),,,,0,SRC02437,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0432,P0727,Gokul NA,S0153,CynLr,"Founder - Design, Product & Brand / CTO",,True,,Not disclosed,,,,0,SRC02420,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0433,P0730,Srivatsan Sridhar,S0154,Skydo,Co-founder and CEO,co-founder,True,,"Engineering degree from Coimbatore Institute of Technology, MBA from Indian School of Business",,,,0,SRC02442,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0434,P0731,Movin Jain,S0154,Skydo,Co-founder,co-founder,True,,"B.Tech Computer Science from IIT Delhi, MBA from IIM Ahmedabad",,,,0,SRC02456,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0435,P0735,Arjun P. Gupta,S0155,Smart Joules,Founder & CEO,founder,True,,UC Berkeley,,,,0,SRC02467,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0436,P0736,Sidhartha P. Gupta,S0155,Smart Joules,Co-founder & CFO,co-founder,True,,USC Marshall School of Business,,,,0,SRC02468,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0437,P0737,Ujjal Majumdar,S0155,Smart Joules,Co-founder & COO,co-founder,True,,Unknown,,,,0,SRC02459,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0438,P0738,Rakesh Malik,S0156,VerveSemi (Vervesemi),Co-founder & CEO,co-founder,True,,"B.E. Electronics and Electrical Communications, Punjab Engineering College",,,,0,SRC02470,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0439,P0739,Pratap Narayan Singh,S0156,VerveSemi (Vervesemi),Co-founder & CTO,co-founder,True,,"B.Tech Electrical Engineering, IIT Roorkee",,,,0,SRC02470,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0440,P0744,Dr. Sonam Kothari,S0157,Butterfly Learnings,Founder,founder,True,,Unknown,,,,0,SRC02481,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0441,P0745,Dr. Abhishek Sen,S0157,Butterfly Learnings,Founder,founder,True,,Unknown,,,,0,SRC02481,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0442,P0746,Vineeta Singh,S0158,Sugar Cosmetics,CEO,,True,,IIM Ahmedabad,,,,0,SRC02495,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0443,P0747,Kaushik Mukherjee,S0158,Sugar Cosmetics,COO,,True,,IIM Ahmedabad,,,,0,SRC02498,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0444,P0750,Prem Bhatia,S0159,Graas.ai (Graas),CEO / Co-founder,co-founder,,,,,,,0,SRC02509,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0445,P0751,Ashwin Puri,S0159,Graas.ai (Graas),Co-founder,co-founder,,,,,,,0,SRC00088,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0446,P0752,Vivek P.,S0159,Graas.ai (Graas),Co-founder & CTO,,True,,"MS, PhD Carnegie Mellon University; BBS Savitribai Phule Pune University",,,,0,SRC02505,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0447,P0759,Dheemanth Nagaraj,S0161,Agrani Labs,,co-founder,,,,,,,0,SRC02538,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0448,P0760,Ashok Jagannathan,S0161,Agrani Labs,,co-founder,,,,,,,0,SRC02538,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0449,P0761,Srikanth Nimmagadda,S0161,Agrani Labs,,co-founder,,,,,,,0,SRC02538,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0450,P0762,Rajesh Vivekanandham,S0161,Agrani Labs,,co-founder,,,,,,,0,SRC02538,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0451,P0764,Sangeet Agrawal,S0162,Mokobara,,co-founder,,,,,,,0,SRC02556,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0452,P0765,Navin Parwal,S0162,Mokobara,,co-founder,,,,,,,0,SRC02556,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0453,P0770,Amitava Saha,S0163,XpressBees,,co-founder,,,,,,,0,SRC02564,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0454,P0771,Supam Maheshwari,S0163,XpressBees,,co-founder,,,,,,,0,SRC02564,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0455,P0772,Supam Satyanarayan Maheshwari,S0163,XpressBees,Co-Founder,,True,,"Serial entrepreneur; founder of Babyhug, WorldOfMoms, Brainvisa Technologies; serves on boards of 4 companies",,,,0,SRC02565,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0456,P0773,Rajdeep Meda,S0163,XpressBees,Co-Founder,,True,,,,,,0,SRC02565,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0457,P0774,Macey Quinn,S0163,XpressBees,Co-Founder,,True,,,,,,0,SRC02565,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0458,P0775,Shaikh Awesh,S0163,XpressBees,Co-Founder,,True,,,,,,0,SRC02565,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0459,P0776,Johnson Smith,S0163,XpressBees,Co-Founder,,True,,,,,,0,SRC02565,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0460,P0777,Devendra Kumari,S0163,XpressBees,Co-Founder,,True,,,,,,0,SRC02565,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0461,P0783,Amit Chawla,S0164,Fundly.ai,,founder,,,,,,,0,SRC02572,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0462,P0784,Shreeram Ramanathan,S0164,Fundly.ai,,founder,,,,,,,0,SRC02572,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0463,P0785,Amit Kumar Chawla,S0164,Fundly.ai,Co-Founder & CEO,,True,,Co-founded Fundly.ai in 2021; described as bringing experience from RBL Bank context (per fundedstartupsdaily). CEO since inception.,,,,0,SRC02576,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0464,P0786,Shreeram V Ramanathan,S0164,Fundly.ai,Co-Founder,,True,,Co-founded Fundly.ai in 2021. Active on LinkedIn posting about the Pre-Series A raise.,,,,0,SRC02583,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0465,P0787,Neha Ramcharanlal Virmani,S0164,Fundly.ai,Co-Founder,,True,,Listed by Tracxn as co-founder; no press coverage found.,,,,0,SRC02576,LOW,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0466,P0788,Veena Vinod Chawla,S0164,Fundly.ai,Co-Founder,,True,,Listed by Tracxn as co-founder; no press coverage found.,,,,0,SRC02576,LOW,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0467,P0790,Mohit Anand,S0165,Mitigata,Co-founder and CEO,,True,,"IIT BHU (BHU), Varanasi",,,,0,SRC02593,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0468,P0791,Sarthak Dubey,S0165,Mitigata,Co-founder and COO,,True,,Manipal Institute of Technology,,,,0,SRC02593,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0469,P0792,Mayank Morya,S0165,Mitigata,Co-founder and CTO,,True,,IIT Mandi,,,,0,SRC02591,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0470,P0793,Akshit Kaushik,S0165,Mitigata,Co-founder and CBO,,True,,IIT BHU,,,,0,SRC02591,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0471,P0797,Jugal Anchalia,S0166,Refold AI,Co-founder & CEO,co-founder,,,,,,,0,SRC02600,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0472,P0798,Abhishek Kumar,S0166,Refold AI,,co-founder,,,,,,,0,SRC02600,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0473,P0799,Geetansh Bamania,S0167,RentoMojo,"Promoter, Chairperson & co-founder",co-founder,,,,,,,0,SRC02610,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0474,P0800,Ajay Nain,S0167,RentoMojo,,co-founder,,,,,,,0,SRC02611,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0475,P0033,Albinder Dhindsa,S0168,Blinkit,,founder,,,,,,,0,SRC02613,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0476,P0802,Saurabh Kumar,S0168,Blinkit,,founder,,,,,,,0,SRC02613,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0477,P0803,"{'v': 'Ankush Malik', 'conf': 'high', 'src': 'Fortune India'}",S0169,Juniper Green Energy,"{'v': 'CEO', 'type': 'co-founder'}",,True,,{'v': 'Renewable energy IPP executive'},,,,0,SRC02621,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0478,P0564,"{'v': 'UNKNOWN', 'conf': 'low', 'src': 'Failory lists founders as —'}",S0170,Serentica Renewables,"{'v': 'Founder(s)', 'type': 'founder'}",,True,,{'v': 'Not identified in sources'},,,,0,SRC02622,LOW,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0479,P0804,"{'v': 'Sriharsha Majety', 'conf': 'high', 'src': 'Inventiva'}",S0171,Swiggy,"{'v': 'CEO', 'type': 'co-founder'}",,True,,{'v': 'CEO of Swiggy; candid in shareholder letters'},,,,0,SRC02632,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0480,P0805,"{'v': 'Nandan Reddy', 'conf': 'medium', 'src': 'General knowledge'}",S0171,Swiggy,"{'v': 'Co-founder', 'type': 'co-founder'}",,True,,,,,,0,SRC02631,LOW,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0481,P0806,"{'v': 'Rahul Jaimini', 'conf': 'medium', 'src': 'General knowledge'}",S0171,Swiggy,"{'v': 'Co-founder', 'type': 'co-founder'}",,False,,,,,,0,SRC02631,LOW,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0482,P0807,"{'v': 'Shubham Gupta', 'conf': 'high', 'src': 'foundersday, Entrackr'}",S0172,Bonkers Corner,"{'v': 'Founder', 'type': 'founder'}",,True,,"{'v': ""Started brand out of economic necessity when father's textile business faced bankruptcy""}",,,,0,SRC02640,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0483,P0808,"{'v': 'Sanjay Gupta', 'conf': 'medium', 'src': 'Entrackr (RoC filing)'}",S0172,Bonkers Corner,"{'v': 'Co-founder/Director', 'type': 'co-founder'}",,True,,,,,,0,SRC02638,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0484,P0809,"{'v': 'Reena Gupta', 'conf': 'medium', 'src': 'Entrackr (RoC filing)'}",S0172,Bonkers Corner,"{'v': 'Co-founder/Director', 'type': 'co-founder'}",,True,,,,,,0,SRC02638,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0485,P0810,"{'v': 'Aridni Shah', 'conf': 'high', 'src': 'Inc42'}",S0173,immunitoAI,"{'v': 'Cofounder and CEO', 'type': 'co-founder'}",,True,,{'v': 'AI/biotech entrepreneur; leads antibody therapeutics development'},,,,0,SRC02644,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0486,P0811,"{'v': 'Trisha Chatterjee', 'conf': 'high', 'src': 'Inc42'}",S0173,immunitoAI,"{'v': 'Cofounder', 'type': 'co-founder'}",,True,,{'v': 'Co-founded immunitoAI with Aridni Shah in 2020'},,,,0,SRC02644,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0487,P0593,Sunil Kumar,S0174,BigEndian Semiconductors,Co-Founder & CEO,founder,True,,"Former Intel, ARM, Broadcom; co-founder of Zenoti (SaaS unicorn)",,,,0,SRC02653,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0488,P0812,Renuka Prasad,S0174,BigEndian Semiconductors,Co-Founder,co-founder,True,,,,,,0,SRC02653,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0489,P0813,Kanagaraju Ponnusamy,S0174,BigEndian Semiconductors,Co-Founder & Head of Engineering,co-founder,True,,,,,,0,SRC02654,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0490,P0814,Dinesh Annayya,S0174,BigEndian Semiconductors,Co-Founder,co-founder,True,,,,,,0,SRC02651,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0491,P0815,Harpreet Wadhawan,S0174,BigEndian Semiconductors,Co-Founder,co-founder,True,,,,,,0,SRC02653,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0492,P0816,Jansen Cheng,S0174,BigEndian Semiconductors,VP Global BD & Co-Founder,co-founder,True,,,,,,0,SRC02655,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0493,P0817,Kishan Aswath,S0175,Mojro Technologies,Co-Founder & CEO,founder,True,,Previously led Enterprise Architecture at Happiest Minds Technologies,,,,0,SRC02663,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0494,P0818,Amit Ashok Kulkarni,S0175,Mojro Technologies,Co-Founder & CTO,co-founder,True,,20+ years in enterprise SaaS; drives product and North America sales,,,,0,SRC02663,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0495,P0819,Ranganath Seetharamu,S0175,Mojro Technologies,Co-Founder & COO,co-founder,True,,22+ years in senior management roles,,,,0,SRC02663,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0496,P0264,Nitin Jain,S0176,Neo (Neo Investment Value Advisors),"Chairman & MD, Neo Group",founder,True,,"Ex-CEO, PAG - Edelweiss Wealth Management Services",,,,0,SRC02669,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0497,P0494,Varun Bajpai,S0176,Neo (Neo Investment Value Advisors),Co-Founder & Chairman,co-founder,True,,25+ years in financial services; former Country Head Macquarie Group India; ex-Deutsche Bank,,,,0,SRC02670,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0498,P0493,Hemant Daga,S0176,Neo (Neo Investment Value Advisors),"Co-Founder & CEO, Neo Asset Management",co-founder,True,,,,,,0,SRC02671,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0499,P0496,Puneet Jain,S0176,Neo (Neo Investment Value Advisors),"Co-Founder & CIO, Neo Asset Management",co-founder,True,,,,,,0,SRC02671,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0500,P0495,Shajikumar Devakar,S0176,Neo (Neo Investment Value Advisors),"Co-Founder & CEO, Neo Wealth Management",co-founder,True,,22+ years in wealth management; ET Best Leader Award 2018,,,,0,SRC02672,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0501,P0820,Srikanth A V,S0176,Neo (Neo Investment Value Advisors),"Co-Founder & CEO, Neo Wealth Partners",co-founder,True,,,,,,0,SRC02669,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0502,P0821,Aneesh Reddy Boddu,S0177,Capillary Technologies,"Founder, MD & CEO",founder,True,,IIT Kharagpur,,,,0,SRC02678,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0503,P0822,Krishna Mehra,S0177,Capillary Technologies,Co-Founder,co-founder,False,,IIT Kharagpur,,,,0,SRC02680,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0504,P0823,Ajay Modani,S0177,Capillary Technologies,Former Co-Founder,co-founder,False,,IIT Kharagpur,,,,0,SRC02680,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
