event_id,startup_id,event_date,announced_date,type,headline,description,source_id,confidence
EVT00760,S0106,2021-08-25,,funding,Series A: $13M led by Iron Pillar,Series A to acquire digital food brands; total raised $20M between Seed and Series A,SRC01853,HIGH
EVT00761,S0106,2021-10-22,,acquisition,Acquired 7 food brands,"CakeZone, MasalaBox, Paratha Box, Olio, Crusto, Chaat Street, Ammi's Biryani acquired; exclusive rights for YumLane, Sharief Bhai, Aligarh House",SRC01858,HIGH
EVT00762,S0106,2022-01-12,,funding,Series B: $62M,"$52M equity + $10M debt from Iron Pillar, Chiratae, Sixteenth Street, Accel, Binny Bansal",SRC01849,HIGH
EVT00763,S0106,2022-01-04,,acquisition,Acquired 5 more D2C brands,"Juno's Pizza, Cupcake Noggins, Iceberg, Nomad Pizzas, White Kitchens; portfolio reached 20+ brands",SRC01859,HIGH
EVT00764,S0106,2022-06-01,,funding,Series C: $50M,"Led by Winter Capital (Crimson Winter Ltd); existing investors Iron Pillar, Accel, Chiratae participated",SRC01848,HIGH
EVT00765,S0106,2022-03-10,,acquisition,Majority stake in Frozen Bottle,Acquired majority stake in milkshake brand Frozen Bottle,SRC01860,HIGH
EVT00766,S0106,2023-04-06,,funding,₹300 Cr round led by Three State Ventures,"₹240Cr from Three State Ventures; IronPillar, Chiratae, ASK Finance, Winter Capital participated",SRC01852,HIGH
EVT00767,S0106,2024-12-18,,funding,Series D: $40M,"Iron Pillar, Chiratae, Three State re-upped; Shinhan Group + Landmark Group new; offline expansion + UAE launch",SRC01839,HIGH
EVT00768,S0106,2024-12-31,,acquisition,Acquired Krispy Kreme India operations,Pan-India rights from Landmark Group; multi-year franchising agreement; 350+ locations target in 5 years,SRC01850,HIGH
EVT00769,S0106,2025-09-26,,funding,Pre-IPO placement: ₹160 Cr from 3State Ventures,"1.28 Cr shares at Rs 124/share; valuation ~Rs 4,000 Cr (~$450M)",SRC01838,HIGH
EVT00770,S0106,2025-08-28,,partnership,Ksheer Sagar partnership,Exclusive partnership with 50-year-old heritage mithai brand from Varanasi; rollout in Delhi NCR and Lucknow,SRC01851,HIGH
EVT00771,S0106,2025-06-28,,ipo_filing,DRHP filed with SEBI,"Rs 800 Cr fresh issue + 4.08 Cr OFS; JM Financial, IIFL, Nuvama as bankers",SRC01837,HIGH
EVT00772,S0106,2026-06-08,,ipo_delay,IPO deferred,"SEBI-approved IPO put on hold; MFs balked at Rs 4,000 Cr valuation; exploring pre-IPO raise",SRC01837,HIGH
EVT00773,S0107,2024-07,2024-07-09,funding,$32M Series B led by Premji Invest,Rs 265 Cr (~$32M) Series B led by Premji Invest (Entrackr).,SRC01863,HIGH
EVT00774,S0107,2025-10,2025-10-13,funding,Rs 350 Cr Series C,"Rs 350 Cr co-led by Premji Invest + Accel Global Growth Fund; Elevation + Z47 participated; total raised >Rs 850 Cr; AUM >Rs 14,000 Cr.",SRC01862,HIGH
EVT00775,S0108,2026-03-24,2026-03-24,funding_announcement,Edubuk announces $50M strategic investment commitment from Nimbus Capital,Edubuk announced $50M strategic investment commitment from Nimbus Capital for credential-verification hiring infrastructure.,SRC01873,MEDIUM
EVT00776,S0108,2025-06-16,2025-06-16,funding,Edubuk Series A round with Soonami,Series A funding round; Soonami participated as investor,SRC01875,LOW
EVT00777,S0108,2025-05-27,2025-05-27,funding,Edubuk Grant round with Open Campus,"Grant (prize money) round from Open Campus (Kigali, Rwanda)",SRC01875,LOW
EVT00778,S0108,2024-08-12,2024-08-12,funding,Edubuk Incubator/Accelerator round with XDC Accelerator Program,Incubator/Accelerator - IV round; XDC Accelerator Program (Switzerland),SRC01874,LOW
EVT00779,S0108,2026-06-10,2026-06-10,funding,Edubuk CryptoRank coverage: $50M Nimbus ahead of $EBUK token launch,CryptoRank covered Edubuk securing $50M strategic commitment from Nimbus Capital ahead of $EBUK token launch,SRC01872,LOW
EVT00780,S0109,2025-04-10,2025-04-10,funding_announcement,Eloelo raises $13.5M Series B led by Play Ventures,"Eloelo raised INR 114.3 Cr ($13.5M) Series B led by Play Ventures; ARR $23M, 1.5M paying users at announcement.",SRC01879,HIGH
EVT00781,S0109,2026-03-31,2026-03-31,funding talks + traction claim,Eloelo pitch deck: $230M ARR; $50M+ raise via Avendus,"Pitch deck claims $230M ARR (Jan 2026), 27M MAUs, 2B minutes/month; Avendus mandated for $50M+ raise; monthly cashflow Rs 3-5 Cr since Oct 2025.",SRC01877,MEDIUM
EVT00782,S0109,2021-07-27,,funding,EloElo raises $2.1M in pre-Series A from Waterbridge and Lumikai,Pre-Series A round led by Waterbridge Ventures and Lumikai,SRC01890,HIGH
EVT00783,S0109,2022-06-02,,funding,"EloElo raises $13M in Series A led by KB Investments, Kalaari Capital",Series A funding round,SRC01888,HIGH
EVT00784,S0109,2024-11-11,,partnership,EloElo announces Elvish Yadav as brand ambassador,Landmark partnership with digital star Elvish Yadav for India's biggest digital meet-up,SRC01900,HIGH
EVT00785,S0109,2023-09-20,,funding,EloElo raises $22M in pre-Series B round,Pre-Series B round led by Courtside Ventures and Griffin Gaming Partners,SRC01889,MEDIUM
EVT00786,S0109,2025-04-10,,funding,EloElo raises $13.5M in Series B led by Play Ventures,Series B round of INR 114.3 Cr ($13.5M); ARR $23M; 1.5M paying users,SRC01879,HIGH
EVT00787,S0109,2025-01-01,,launch,Story TV launched by EloElo Group,Micro-drama OTT platform launched; later partnered with Balaji Telefilms,SRC01891,MEDIUM
EVT00788,S0109,2025-03-01,,launch,Connecto launched by EloElo Group,Voice chat social app; reached top 10 Social apps in India in 4 months,SRC00056,MEDIUM
EVT00789,S0109,2025-09-30,,leadership,Vinay Juluri appointed Group CFO,Former Mensa Brands CFO joins as Group CFO to strengthen leadership,SRC01883,HIGH
EVT00790,S0109,2025-12-02,,launch,Master micro-learning app launched,Micro-learning app; #1 Education app in India on Play Store in 32 days; 2M+ users,SRC01892,HIGH
EVT00791,S0109,2026-03-31,,funding,EloElo targets $50M+ raise via Avendus,"Pitch deck reveals $230M ARR, 27M MAUs, 2B minutes/month; Avendus mandated for fresh funding round",SRC01877,MEDIUM
EVT00792,S0109,2026-05-04,,partnership,Slay Media partners with EloElo Group,Independent creative and AI-driven marketing agency teams up with EloElo,SRC01901,HIGH
EVT00793,S0109,2026-07-30,,leadership,Rahul Nag joins EloElo as Head of Brand Communications,Former Pocket FM director joins to lead brand narrative,SRC01884,HIGH
EVT00794,S0110,2025-06-25,2025-06-25,funding_announcement,GIVA raises Rs 530 Cr Series C led by Creaegis,"Rs 530 Cr Series C led by Creaegis with Premji Invest, Epiq Capital, Edelweiss Discovery Fund; valuation ~Rs 4,000 Cr ($374M, +47% vs Oct 2024).",SRC01910,HIGH
EVT00795,S0110,2026-02-19,2026-02-19,funding_announcement,GIVA raising Rs 110 Cr Series C extension,"Rs 110 Cr Series C extension led by HPV CC1 Ltd with Premji Invest, Kenro Capital, Titan Capital; valuation ~Rs 4,900 Cr (+22%).",SRC01911,HIGH
EVT00796,S0110,2026-05-21,2026-05-21,debt_raise,GIVA to raise Rs 270 Cr debt,"Rs 270 Cr multi-tranche debt (BlackSoil 90, InCred 70, Stride 70, Nuvama 40) for working capital + store capex.",SRC01914,MEDIUM
EVT00797,S0110,2026-02-19,,funding,GIVA raises Rs 110 Cr Series C extension led by HPV CC1 Ltd,"Series C extension at ~Rs 4,900 Cr valuation; Premji Invest, Kenro Capital, Titan Capital participate",SRC01911,HIGH
EVT00798,S0110,2026-05-21,,funding,"GIVA to raise Rs 270 Cr debt from BlackSoil, InCred, Stride, Nuvama",Multi-tranche debt for working capital and store capex,SRC01914,MEDIUM
EVT00799,S0110,2026-07-14,,funding,"TPG, Sofina, Multiples in race for $80-100M stake at ~Rs 6,000 Cr valuation","Advanced PE talks reported by Livemint; could value GIVA at ~Rs 6,000 Cr",SRC01918,MEDIUM
EVT00800,S0110,2026-04-14,,launch,GIVA crosses 300 stores with flagship Delhi launch,"300th store opened in South Extension, New Delhi",SRC01934,HIGH
EVT00801,S0110,2025-04-28,,launch,GIVA opens 200th store at Forum South Mall Bengaluru,200th store inaugurated by Karisma Kapoor,SRC01935,HIGH
EVT00802,S0110,2026-04,,partnership,"GIVA launches VEDA, Bangalore's newest premium jewellery destination",New premium jewellery destination launch,SRC01936,MEDIUM
EVT00803,S0110,2025-05-08,,ipo,IPO-in-2-3-years plan reported,Founder indicates IPO plans within 2-3 years; single-source claim,SRC01919,MEDIUM
EVT00804,S0111,2025-01-01,2025-01-01,strategic_investment,Kedaara Capital $350M+ strategic investment in Impetus,Kedaara Capital strategic investment exceeding $350M in Impetus (EY sole financial advisor); next Data/AI chapter.,SRC01940,MEDIUM
EVT00805,S0112,February 2021,,product_launch,Launches supply-chain financing platform Credlix,,SRC01962,HIGH
EVT00806,S0112,December 2024,,partnership,DPIIT and Moglix join forces to foster growth of manufacturing startups,,,MEDIUM
EVT00807,S0112,February 2025,,product_launch,Launches biofuels as new category,,,MEDIUM
EVT00808,S0112,August 2024,,product_launch,Launches next-day delivery in 12+ cities; targets 40,,SRC01950,MEDIUM
EVT00809,S0113,2021-09-15,2021-09-15,funding_announcement,MPL becomes unicorn at $2.3B valuation,$150M Series E led by Legatum Capital; $2.3B valuation; 26th unicorn of 2021.,SRC01967,HIGH
EVT00810,S0113,2025-08-21,2025-08-21,regulatory_shutdown,India bans real-money games; MPL pulls the plug,Parliament cleared Online Gaming Bill banning real-money gaming; MPL/Dream Sports began pulling plug on RMG verticals.,SRC00738,HIGH
EVT00811,S0113,2025-08-31,2025-08-31,layoffs,MPL to sack 60% of India staff after paid-gaming ban,MPL to sack ~60% of India staff (~300 of 500) after RMG ban; CEO: won't make money in India anymore.,SRC01968,HIGH
EVT00812,S0114,"Nov 18, 2025","Nov 18, 2025",IPO Listing,PhysicsWallah listed on NSE (PWL) and BSE (544609),"PhysicsWallah went public on Indian exchanges with a ₹3,480 crore IPO",SRC01971,HIGH
EVT00813,S0114,"Sep 20, 2024","Sep 20, 2024",Funding,PhysicsWallah raises $210M Series B at $2.8B valuation,"Series B led by Hornbill Capital, valuing PW at $2.8B",SRC01975,HIGH
EVT00814,S0114,"May 27, 2026","May 27, 2026",Financial Results,"PhysicsWallah FY26 revenue rises 35% to ₹3,900 Cr",Record revenue with 35% YoY growth; net loss narrowed to ₹22 Cr,SRC01977,HIGH
EVT00815,S0115,"Sep 11, 2026","Sep 11, 2026",Funding,Popo Global closes ₹532 Cr investment from Artal Asia,"First external institutional round; valued at ~₹1,250 Cr; Artal Asia holds significant minority stake",SRC01979,HIGH
EVT00816,S0115,Jul 2026,Jul 2026,Funding Rumor,Mint first reported Popo Global deal,"Mint reported the deal was expected to value the company at ₹1,100-1,350 Cr",SRC01980,MEDIUM
EVT00817,S0116,"Jan 28, 2026","Jan 28, 2026",IPO Listing,Shadowfax listed on NSE (SHADOWFAX) and BSE (544685),"IPO raised ~₹1,907 Cr; shares fell ~9% on debut",SRC01984,HIGH
EVT00818,S0116,"Feb 27, 2024","Feb 27, 2024",Funding,Shadowfax raises $100M Series E led by TPG NewQuest,"Valued at $500-550M; includes primary, secondary, and venture debt",SRC01986,HIGH
EVT00819,S0116,"Jul 31, 2026","Jul 31, 2026",Financial Results,"Shadowfax Q1 FY27: Revenue ₹1,358 Cr, 65% YoY growth",Record quarter; PAT hit all-time high of ₹65 Cr,SRC01983,HIGH
EVT00820,S0116,Jan 2026,"Jan 19, 2026",IPO Anchor,Shadowfax secures ₹856 Cr from anchor investors,Anchor investors at ₹124/share upper band,SRC01993,HIGH
EVT00821,S0117,"Mar 28, 2025","Mar 28, 2025",Funding,smallcase raises $50M in Series D led by Elev8 Venture Partners,"Participation from State Street Global Advisors, Niveshaay AIF, Faering Capital, Arkam Ventures",SRC01995,HIGH
EVT00822,S0117,"Aug 18, 2021","Aug 18, 2021",Funding,smallcase raises $40M Series C led by Faering Capital and Premji Invest,Amazon also participated; total raised to date over $65M,SRC01996,HIGH
EVT00823,S0117,2023,2023,Acquisition Attempt,Acquisition talks with Cred fell through,Cred had acquisition talks with Smallcase but deal fell through,SRC02000,MEDIUM
EVT00824,S0118,"Jan 20, 2022","Jan 20, 2022",Funding,"StockGro closes $32M Series A led by BITKRAFT, General Catalyst",Total funding ~$40M at that point; user base doubled from 5M to 10M,SRC02003,HIGH
EVT00825,S0118,"Dec 2, 2025","Dec 2, 2025",Funding,StockGro raises ₹150 Cr ($17M) Series B led by Mukul Agrawal,Convertible structure; valuation to be finalized based on future performance,SRC02004,HIGH
EVT00826,S0118,"Dec 19, 2025","Dec 19, 2025",Funding,StockGro raises $13M Series B1 from BITKRAFT Ventures,Follow-on to Series B; geographic expansion,SRC02005,HIGH
EVT00827,S0118,"Feb 19, 2026","Feb 19, 2026",Funding Rumor,StockGro set to raise $15M led by Tawuniya,Pre-Series C discussions reported,SRC02011,MEDIUM
EVT00828,S0118,"Jun 13, 2026","Jun 13, 2026",Funding,StockGro Series B extended round,"Additional $11.6M from Aart Corporate Advisors, Systematix, BITKRAFT",SRC02002,MEDIUM
EVT00829,S0118,2021-08-04,,funding,"StockGro raises $5M Pre-Series A led by Roots Ventures, Velo Partners","Pre-Series A round to grow user base, hire tech talent, build new features",SRC02008,HIGH
EVT00830,S0118,2022-01-20,,funding,"StockGro closes $32M Series A led by BITKRAFT, General Catalyst",Series A round; user base doubled from 5M to 10M,SRC02003,HIGH
EVT00831,S0118,2025-12-02,,funding,StockGro raises ₹150 Cr ($16.7M) Series B led by Mukul Agrawal,"Convertible structure; 35M+ users, 1500+ educational institution partnerships",SRC02004,HIGH
EVT00832,S0118,2025-12-19,,funding,StockGro raises $13M Series B1 from BITKRAFT Ventures,Follow-on to Series B; geographic expansion,SRC02005,HIGH
EVT00833,S0118,2025-12-01,,product_launch,Stoxo AI research assistant launched,AI-powered stock market research tool launched as key focus area,SRC02004,MEDIUM
EVT00834,S0118,2026-06-13,,funding,StockGro Series B extended round $11.6M,"Additional funding from Aart Corporate Advisors, Systematix, BITKRAFT, India SME Investments",SRC02002,MEDIUM
EVT00835,S0119,2026-08-11,2026-08-12,funding,Yulu closes $93M Series C round,"Series C comprising $63M equity led by GEF Capital Partners and $30M debt. Aiming to quadruple fleet to 200,000 EVs. Targeting public listing.",SRC02012,HIGH
EVT00836,S0119,2025-12-05,2025-12-05,financial,Yulu cuts FY25 loss by 12% to INR 126 Cr,Operating revenue jumped 98% YoY to ₹237.4 Cr in FY25 from ₹120 Cr in FY24. Total revenue ₹241.9 Cr.,SRC02015,HIGH
EVT00837,S0119,2025-04,2025-04,milestone,Yulu achieves positive EBITDA,Company claims to be operating with positive EBITDA since April 2025.,SRC02012,MEDIUM
EVT00838,S0119,2024-02-23,2024-02-23,funding,Yulu raises $19.25M equity from Magna & Bajaj Auto,Equity infusion of $19.25M (₹160 Cr) from existing strategic investors.,SRC02026,HIGH
EVT00839,S0119,2022-09-11,2022-09-12,funding,Yulu raises $82M Series B led by Magna,Series B of ₹653 Cr ($82M) led by Magna International. Bajaj Auto participated.,SRC02018,HIGH
EVT00840,S0119,2026-03-30,,,Yulu crosses 2 billion cumulative km,Cumulative fleet distance hits 2 billion km. Second billion achieved in 13-14 months.,SRC02033,HIGH
EVT00841,S0119,2026-04-16,,,Yulu crosses 1 billion km in Bengaluru,"1 billion km milestone in Bengaluru, largest market.",SRC02034,HIGH
EVT00842,S0119,2026-05-05,,,Yulu enters Bhopal via franchisee model,9th partner-led deployment via Yulu Business Partner (YBP) initiative. Partner: Tezz Mobility.,SRC02024,HIGH
EVT00843,S0119,2023-08-18,,,"Yulu partners with Zepto to deploy 20,000 EVs","Partnership to deploy 20,000 next-gen shared DeX EVs for Zepto's hyperlocal delivery partners.",,HIGH
EVT00844,S0119,2024-04,,,Yulu achieves EBITDA positive,EBITDA positive since at least Q2 FY25 (Jul-Sep 2024). VCCircle claims since April 2025.,SRC02012,MEDIUM
EVT00845,S0119,2026-07-16,,,"Yulu targets 35,000 bikes in Bengaluru by FY27",Company targets 30-35k EVs in Bengaluru by FY27; plans to raise $100M.,SRC02023,HIGH
EVT00846,S0119,2023,,,Yulu launches Yulu Wynn for consumer purchase,"Bajaj Auto-manufactured EV scooter available for purchase at ~Rs 55,000 + subscription plans.",,HIGH
EVT00847,S0119,2025-2026,,,Yulu launches Yulu Express,"45 kmph two-seater EV for longer-distance logistics, e-commerce, and bike-taxi services.",SRC02019,HIGH
EVT00848,S0120,2021-06-02,2021-06-02,funding,Zenoti raises $80M Series D at $1.5B valuation,"Series D led by Advent International and TPG, making Zenoti a unicorn. Company has raised $331M total.",SRC02036,HIGH
EVT00849,S0120,2021-09-14,2021-09-14,acquisition,Zenoti acquires SuperSalon,"Acquired US-based salon management software provider SuperSalon. Combined entity powers 15,000+ spas and salons.",SRC02039,HIGH
EVT00850,S0120,2022-06-30,2022-06-30,acquisition,Zenoti acquires Opensalon Pro,Buyout/LBO of Opensalon Pro.,SRC02037,MEDIUM
EVT00851,S0120,2026-08-13,2026-08-13,milestone,Zenoti continues operations as active private company,"Company remains active with 650-862 employees, serving 30,000+ businesses.",SRC02040,HIGH
EVT00852,S0120,2015-07-27,,funding,Zenoti raises $6M Series A led by Accel,Series A funding round led by Accel Partners,SRC02036,HIGH
EVT00853,S0120,2016-08-11,,funding,Zenoti raises $15M Series B led by Norwest,Series B funding round led by Norwest Venture Partners,SRC02049,HIGH
EVT00854,S0120,2019-05-01,,funding,Zenoti raises $50M Series C led by Tiger Global,Series C funding round led by Tiger Global Management with Accel and Norwest,SRC02036,HIGH
EVT00855,S0120,2019-08-22,,funding,Zenoti raises $20M Series C extension led by Steadview,Additional Series C funding from Steadview Capital,SRC02036,HIGH
EVT00856,S0120,2020-12-15,,funding,Zenoti raises $160M Series D at $1B valuation,"Series D led by Advent International, surpassing $1B unicorn valuation",SRC02047,HIGH
EVT00857,S0120,2021-06-02,,funding,Zenoti raises $80M Series D-II at $1.5B valuation led by TPG,"Series D extension led by TPG, valuation jumps to $1.5B",SRC02046,HIGH
EVT00858,S0120,2022-06-30,,acquisition,Zenoti acquires Opensalon Pro from Regis Corporation,"Regis sold Opensalon Pro to Zenoti; Zenoti becomes sole salon technology platform for Regis brands (5,000+ locations). Regis received up to $39M cash consideration",SRC02048,HIGH
EVT00859,S0120,2019,,partnership,Toni&Guy partners with Zenoti for global salon solution,Toni&Guy chose Zenoti for next-generation cloud salon management; Zenoti acquired SALONGENIUS assets,SRC02053,HIGH
EVT00860,S0120,2026-01-01,,milestone,"Zenoti reaches 30,000+ customers across 50+ countries","Company reports 30,000+ beauty, wellness, fitness businesses as customers",SRC02040,HIGH
EVT00861,S0121,2026-01-22,2026-01-22,funding,Exxat receives strategic investment from Accel-KKR,Minority growth investment from Accel-KKR to accelerate product innovation and expand reach across healthcare education and workforce development.,SRC02060,HIGH
EVT00862,S0121,2026-07-23,2026-07-23,award,Exxat wins Experiential Education Solution of the Year,"8th Annual EdTech Breakthrough Award recognizing Prism's transformative impact on accreditation, competency tracking, and student outcomes.",SRC02065,HIGH
EVT00863,S0121,2026-02-26,2026-02-26,partnership,Echo360 partners with Exxat,Integration of GoReact's AI-powered video assessment into Exxat platform.,SRC02065,HIGH
EVT00864,S0121,2023-03-08,2023-03-08,hiring,Exxat appoints Arun Gautam as CTO,Arun Gautam joined as Chief Technology Officer.,SRC02065,HIGH
EVT00865,S0122,2026-03-27,2026-03-27,funding,Bellatrix Aerospace closes $20M Pre-Series B,"Pre-Series B growth round led by Cactus Partners. Capital for rapid expansion of manufacturing facilities and high-throughput production lines. Includes new investors Hero Investment Office, 35 North Ventures, Indusbridge Ventures, Monarch ",SRC02067,HIGH
EVT00866,S0122,2026-04-11,2026-04-11,expansion,Bellatrix Aerospace expands into US with new subsidiary,Company announced expansion into the United States with a new subsidiary.,SRC02071,HIGH
EVT00867,S0122,2025-03-21,2025-03-21,partnership,Bellatrix Aerospace signs MoU with Astroscale Japan,Memorandum of Understanding with Astroscale Japan for space debris removal collaboration.,SRC02071,HIGH
EVT00868,S0122,2024-10-09,2024-10-09,partnership,Bellatrix Aerospace and NSIL sign MoU,MoU to integrate Bellatrix's OTV in NSIL's launch missions.,SRC02071,HIGH
EVT00869,S0122,2024-01-01,2024-01-01,milestone,Successful Green Propulsion Firing,Hat-trick in Space with successful green propulsion firing.,SRC02071,HIGH
EVT00870,S0122,2024-01-01,2024-01-01,launch,Rudra and Arka propulsion systems onboard ISRO PSLV C-58,Bellatrix's propulsion systems successfully launched on ISRO's PSLV C-58.,SRC02071,HIGH
EVT00871,S0123,2025-01-14,2025-01-15,funding,Foxtale secures $30M Series C led by KOSÉ Corporation,"Series C round led by Japanese beauty giant KOSÉ Corporation. Strategic partnership to expand KOSÉ's presence in India. Existing investors Z47, Panthera Growth Partners, Kae Capital participated.",SRC02075,HIGH
EVT00872,S0123,2025-12-09,2025-12-10,product_launch,Foxtale launches Hula Hoop by Foxtale,Shift from D2C label to house of brands. Hula Hoop offers targeted body care with four initial products.,SRC02077,HIGH
EVT00873,S0123,2025,2025,milestone,Foxtale crosses Rs 700 crore GMV milestone,Company reported 250% YoY growth and 50% repeat purchase rate.,SRC02077,MEDIUM
EVT00874,S0123,2026-01-03,2026-01-03,financial,Foxtale FY25 loss widens 33% to INR 73 Cr,"Despite revenue growth, losses widened. Revenue ₹206 Cr in FY25.",SRC02076,HIGH
EVT00875,S0123,2024-06,2024-06-11,funding,Foxtale raises $17.95M Series B,Series B led by Panthera Growth Partners.,SRC02074,HIGH
EVT00876,S0123,2024-03,2024-03-06,funding,Foxtale raises $14.45M Series A,Series A led by Z47.,SRC02074,HIGH
EVT00877,S0123,2026-05-12,2026-05-12,milestone,Foxtale crosses Rs 700 crore GMV milestone,Company reported ~Rs 700 Cr GMV with 50% repeat purchase rate and 20+ SKUs. Forbes Asia 100 to Watch 2025 list.,SRC02083,HIGH
EVT00878,S0123,2025-12-26,2025-12-26,financial,"Foxtale FY25 revenue Rs 199 Cr, loss Rs 73 Cr",Revenue from operations surged 2.4x to Rs 199 Cr in FY25. Total income Rs 206 Cr. Net loss widened 38% to Rs 73 Cr. Expenses doubled to Rs 279 Cr.,SRC02082,HIGH
EVT00879,S0123,2024-06-11,2024-06-11,funding,Foxtale raises $17.95M Series B led by Panthera Growth Partners,Series B led by Panthera Growth Partners. Z47 and Kae Capital participated.,SRC02075,HIGH
EVT00880,S0123,2024-03-06,2024-03-06,funding,Foxtale raises $14.45M Series A led by Z47,Series A led by Z47. Kae Capital participated.,SRC02074,HIGH
EVT00881,S0123,2022-06,2022-06,funding,Foxtale raises $4M Seed Round led by Z47,Seed round led by Z47 (formerly Matrix Partners India). Kae Capital participated.,SRC02074,HIGH
EVT00882,S0123,2021-12,2021-12,funding,Foxtale raises $729.6K Seed Round led by Kae Capital,Initial seed funding from Kae Capital.,SRC02074,HIGH
EVT00883,S0124,2026-03-12,,funding,Extended Series A raise Rs 44.2 Cr,"Raised ~Rs 44.2 Cr (~$4.8M) via 2,424 Series B1 CCPS in ongoing Series A round, per Inc42 filings access.",SRC02089,HIGH
EVT00884,S0124,2026-09-08,,product_ip,US patent + StarOps acquisition,US patent for synchronising optical and radar sensors; ~$21M raised to date; plans 30-satellite constellation; acquired StarOps in August.,SRC02090,HIGH
EVT00885,S0124,2026-09-08,,strategy,"30-satellite constellation plan, fresh fundraise ahead",Targets 30-satellite OptoSAR constellation by 2030; $10M bridge raised; ~150 employees expanding to ~350; 20 satellites/year manufacturing plan.,SRC02091,HIGH
EVT00886,S0125,2026-09-07,,funding,$40M commitment from Gray Matters Capital,"$40M fresh commitment from GMC; total $50M incl. $10M in 2025; deployed over 30 months as debt/quasi-equity/equity; expansion across Greater Bengaluru, Hosur, Chennai, Andhra Pradesh.",SRC02095,HIGH
EVT00887,S0125,2026-09-07,,funding,HerSpace raises $50 million from Gray Matters Capital,"$40M fresh commitment from GMC; total $50M incl. $10M in 2025; deployed over 30 months as debt/quasi-equity/equity; expansion across Greater Bengaluru, Hosur, Chennai, Andhra Pradesh.",SRC02095,HIGH
EVT00888,S0125,2025-01-01,,funding,Gray Matters Capital initial $10M investment,GMC invested $10 million in HerSpace in 2025 as initial backing.,SRC02095,HIGH
EVT00889,S0125,2025-01-25,,launch,HerSpace Manufacturing Pvt Ltd incorporated,HERSPACE MANUFACTURING PRIVATE LIMITED (CIN U25129KA2025PTC197307) incorporated with NIC code 251 (rubber/chemical products). Directors: Banthalapad Nagaraja Simha and Thimmegowda Puneeth.,SRC02100,HIGH
EVT00890,S0126,2025-06-02,,funding,Series B close at $40M,"$39.6-40M Series B led by 360 ONE Asset; valuation Rs 2,500 Cr (~$294M), 5x Series A; ~Rs 280 Cr primary + ~Rs 60 Cr secondary.",SRC02104,HIGH
EVT00891,S0126,2026-08,,acquisition,Acquisition of Berrylush,Acquired women's label Berrylush; entry into womenswear; follows Series B.,SRC02105,HIGH
EVT00892,S0126,2026-07-28,,acquisition,Acquisition of Berrylush,Acquired women's label Berrylush (100% stake); entry into womenswear; Berrylush operates independently; deal terms undisclosed; BERRYLUSH 2.0 planned,SRC02110,HIGH
EVT00893,S0126,2025-10,,launch,Snitch Quick quick commerce launch,"60-minute apparel delivery service launched in Bengaluru, Delhi, Gurugram, Ahmedabad",SRC02106,HIGH
EVT00894,S0126,2025-12,,launch,100 stores milestone,SNITCH celebrates launch of 100 stores nationwide,SRC02114,MEDIUM
EVT00895,S0126,2026-08-24,,expansion,Store count reaches 131,"5 new stores across Kolkata, Pune, Nashik, Patiala, Noida; total 131 stores",SRC02112,MEDIUM
EVT00896,S0127,2024-11-25,,funding,Rs 240 Cr raise planned,"Rs 239.4 Cr equity raise from Better Tomorrow Ventures, Peak XV, Z47 per ET.",SRC02120,HIGH
EVT00897,S0127,2024-12-13,,funding,$25.5M secured,"$25.5M from QED Investors, BTV, Peak XV, Z47; $262M total equity raised.",SRC02116,HIGH
EVT00898,S0127,2026-02-13,,funding,Rs 40 Cr debt from Alteria,Rs 40 Cr debt from Alteria Capital per SiliconIndia summary.,SRC02121,MEDIUM
EVT00899,S0127,2026-07-13,,funding,Rs 72 Cr ongoing Series D,Raising Rs 72 Cr (~$7.6M) in ongoing Series D led by Peak XV.,SRC02115,HIGH
EVT00900,S0128,2026-08,,funding,$12.5M Series A led by Norwest,$12.5M Series A led by Norwest; AI-native lending tech; seed $3.5M led by 3one4 Capital in 2025.,SRC02123,HIGH
EVT00901,S0128,2025-03-03,,funding,Seed round: $3.5M led by 3one4 Capital,Rezolv secured $3.5 million in seed funding led by 3one4 Capital to support product expansion; operational launch announced,SRC02126,HIGH
EVT00902,S0128,2026-08-18,,funding,Series A: $12.5M led by Norwest,Rezolv raised $12.5 million in Series A led by Norwest with participation from Vertex Ventures SEA & India and existing investor 3one4 Capital,SRC02123,HIGH
EVT00903,S0128,2026-08-18,,partnership,22+ banks and NBFCs partnered,"Rezolv announced partnerships with 22+ major lenders including AU Small Finance Bank, ICICI Bank, Poonawalla Fincorp, Bajaj Auto Credit, Five-Star Business Finance, and others",SRC02124,HIGH
EVT00904,S0129,2026-06-24,,funding,JustAI raises $17M Series A led by Base10,"Series A led by Base10 with YC + Peak XV participating; scale eng/GTM, agentic AI infra, ecommerce+B2B expansion, India hiring/opportunities",SRC02134,HIGH
EVT00905,S0129,late 2025,,rebrand,Rebrand Just Words → JustAI,Rebrand from Just Words to JustAI,SRC02134,MEDIUM
EVT00906,S0130,2026-08-20,,funding,"BGauss raises Rs 110cr Series D at ~Rs 1,000cr valuation","Allotted 17,26,846 Series D CCPS at Rs 637/share; founder Kabra Rs 50cr, BVF Rs 44cr, Adesh Realtor Rs 10cr, Maithan Alloys Rs 6cr; post-money ~Rs 1,000-1,100cr; possibly part of larger round",SRC02139,HIGH
