metric_id,startup_id,metric,value,unit,period,as_of,company_reported,source_id,confidence,notes
MET00422,S0075,countries_served,10,count,As-of-2024-12,2024-12,True,SRC01410,MEDIUM,Expanded from 2 countries in 2023 to 10+ by end 2024
MET00423,S0075,blood_vision_states,48,count,As-of-2025-07,2025-07-15,True,SRC01423,HIGH,"US states; later expanded to India 60 cities, Saudi Arabia, UAE"
MET00424,S0076,cafe count,~240 outlets; 80-100 new stores/year; 320 target by FY27-end,,Aug 2026,2026-08,True,SRC01438,MEDIUM,
MET00425,S0076,cafe count,240,outlets,Aug 2026,2026-08-24,True,SRC01438,HIGH,"~240 outlets; adding 80-100/year; targeting 320 by FY27-end, 400-500 eventually"
MET00426,S0076,cafe count by city,23,Bengaluru locations,As of 2026-09,2026-09-15,True,SRC01442,MEDIUM,"Website lists 23 Bengaluru locations; 2 Mumbai, 1 Pune, 1 Chandigarh, 9 Delhi NCR, 1 Coonoor, 3 Gurugram, 4 Hyderabad"
MET00427,S0076,cafe count by city,9,Delhi NCR locations,As of 2026-09,2026-09-15,True,SRC01442,MEDIUM,Website lists 9 Delhi NCR locations
MET00428,S0076,cafe count by city,4,Hyderabad locations,As of 2026-09,2026-09-15,True,SRC01442,MEDIUM,Website lists 4 Hyderabad locations
MET00429,S0076,cafe count by city,3,Gurugram locations,As of 2026-09,2026-09-15,True,SRC01442,MEDIUM,Website lists 3 Gurugram locations
MET00430,S0076,revenue growth,30,percent,FY26 vs FY25,2026-08-24,True,SRC01438,HIGH,Revenue grew 30% to ~Rs 337cr in FY26
MET00431,S0076,annual store additions,80,stores/year,Ongoing,2026-08-24,True,SRC01438,HIGH,Adding roughly 80-100 stores per year
MET00432,S0076,cafe_count,240,cafes,As-of-2026-08,2026-08-24,True,SRC01449,HIGH,CEO Rajat Luthra: 'We currently operate more than 240 cafés across India'
MET00433,S0076,cafe_count_website,204,cafes,As-of-2026-09,2026-09-15,True,SRC01450,HIGH,Company website Our Story page: '204 cafes in 13+ cities'
MET00434,S0076,revenue_growth,30,percent,FY26 vs FY25,2026-08-24,True,SRC01438,MEDIUM,Revenue grew ~30% to ~Rs 337cr in FY26
MET00435,S0076,employee_count,2116,employees,As-of-2026-05-01,2026-05-01,False,SRC01446,MEDIUM,Tracxn/MCA-based data
MET00436,S0077,network scale,"600+ cities, 150+ cold storage points, 4000+ reefers; target 1000 cities end-2025",,2025-05,2025-05,True,SRC01458,MEDIUM,
MET00437,S0077,revenue growth,2.5x YoY topline growth claimed; Rs 300 Cr ARR track,,FY25,2025-05,True,SRC01458,MEDIUM,
MET00438,S0078,GTV,"Rs 59,093 cr, 186,108 transactions",,FY25,FY25,True,SRC01473,MEDIUM,
MET00439,S0078,GTV,59093,crore,FY25,2025-03-31,True,SRC01473,MEDIUM,"45% YoY growth from Rs 40,825 cr in FY24"
MET00440,S0078,transactions,186108,count,FY25,2025-03-31,True,SRC01473,MEDIUM,13% YoY growth
MET00441,S0078,loan_disbursal,87831,crore,FY26,2026-03-31,True,SRC01468,MEDIUM,Urban Money platform
MET00442,S0078,loan_disbursal,61000,crore,FY25,2025-03-31,True,SRC01469,MEDIUM,Urban Money platform
MET00443,S0078,properties_listed,1000000,count,FY25,2025-03-31,True,SRC01469,MEDIUM,"1M+ properties, 100K+ projects from 2,000+ developers"
MET00444,S0078,homebuyers_served,8000000,count,cumulative,FY25,True,SRC01469,MEDIUM,8M+ homebuyers on platform
MET00445,S0078,agents_on_platform,80000,count,cumulative,FY25,True,SRC01469,MEDIUM,"80,000+ real estate and mortgage agents"
MET00446,S0078,countries_operating,9,count,FY25,FY25,True,SRC01469,MEDIUM,"India, UAE, Canada, Australia, and others"
MET00447,S0078,cities_operating,100,count,FY25,FY25,True,SRC01469,MEDIUM,100+ cities across 9 countries
MET00448,S0079,investments facilitated + investors,"Rs 8,000 Cr+ facilitated; ~3 lakh investors",,lifetime to Jan 2026,2026-01,True,SRC01479,MEDIUM,
MET00449,S0079,revenue run-rate,"~$10Mn annualised, 80% from repeat users",,Jan 2026,2026-01,True,SRC01479,MEDIUM,
MET00450,S0080,autonomous test flights,"1,000+ autonomous flights, zero mission failures (with Narayana Health)",,to Aug 2026,2026-08,True,SRC01486,MEDIUM,
MET00451,S0081,fleet distance + deployments,"500,000+ km logged across 50+ factories; order book tripled Q4 2024",,to Jan 2025,2025-01,True,SRC01491,MEDIUM,
MET00452,S0083,market share branded personal audio India,26% value / 34% volume (Redseer via DRHP),,FY25,FY25,True,SRC01512,MEDIUM,
MET00453,S0084,Payments GMV,Rs 1.16 lakh cr (+203%),,FY25,FY25,True,SRC01515,HIGH,
MET00454,S0084,Registered users,176.4M (+20.5M new),,FY25,FY25,True,SRC01516,HIGH,
MET00455,S0084,PPI wallet share,21% by value; #1 wallet,,Mar 2025,Mar 2025,True,SRC01515,MEDIUM,
MET00456,S0085,consolidated_revenue,"Rs 20,645 cr",,FY26,FY26,True,SRC01530,HIGH,
MET00457,S0085,oxyzo_aum,"Rs 10,000 cr+ (assets Rs 11,822 cr)",,FY26,FY26,True,SRC01530,HIGH,
MET00458,S0085,consolidated_revenue,20645,crore,FY26,2026-07-29,True,SRC01530,HIGH,
MET00459,S0085,oxyzo_aum,11000,crore,As-of-2026,2026-06-30,True,SRC01542,HIGH,"Oxyzo homepage states 11,000+ Cr AUM"
MET00460,S0085,oxyzo_total_disbursed,77000,crore,Cumulative,2026-06-30,True,SRC01542,HIGH,"Rs 77,000+ Cr total disbursed"
MET00461,S0085,oxyzo_sme_customers,100000,count,As-of-2026,2026-06-30,True,SRC01542,HIGH,1 Lakh+ SMEs served
MET00462,S0085,ofbusiness_sme_customers,50000,count,FY25,2026-04-01,True,SRC01531,MEDIUM,50K+ active SME clients
MET00463,S0085,consignments_delivered,170000,count,FY2024,2025-02-01,True,SRC01554,MEDIUM,"26 States + 7 UTs, 500+ cities, 15 foreign countries"
MET00464,S0085,oxyzo_loan_book,6850,crore,Q2 FY25,2024-09-30,True,SRC01559,HIGH,
MET00465,S0085,bidAssist_businesses,1500000,count,As-of-2026,2026-06-30,True,SRC01540,MEDIUM,1.5 million businesses use BidAssist
MET00466,S0085,nexizo_data_points,25000000,count,Annual,2025-02-01,True,SRC01554,MEDIUM,Nexizo.AI processes 25M data points annually for 50M+ govt tenders
MET00467,S0085,oxyzo_gross_npa,1.0,percent,FY24,2024-03-31,True,SRC01531,HIGH,
MET00468,S0085,oxyzo_states_covered,20,count,As-of-2025,2025-09-25,True,SRC01550,HIGH,70+ industrial clusters across 20+ states
MET00469,S0085,ofbusiness_employee_count,30000,count,FY26,2026-01-01,True,SRC01567,MEDIUM,"LinkedIn: 30,000+ group employees; Tracxn: 1,385 official"
MET00470,S0085,ofbusiness_revenue_usd,2500,million,FY25,2025-02-01,True,SRC01554,MEDIUM,USD 2.5 billion in revenues
MET00471,S0086,owned_hospitals,"8 owned hospitals, ~450 beds, ~200k sq ft",,2025-07,2025-07,True,SRC01572,MEDIUM,
MET00472,S0087,daily orders,"20,000+ people order daily",,Mar 2026,2026-03,True,SRC01582,MEDIUM,
MET00473,S0087,monthly_orders,1000000,orders,As-of-2026-09,2026-09-10,True,SRC01587,HIGH,"Company blog Sep 10, 2026: monthly orders tripled since March 2026, crossing 1 million per month. Only ~50 pincodes covered."
MET00474,S0087,daily_orders,20000,orders,Mar 2026,2026-03-24,True,SRC01582,MEDIUM,"Company blog Series B announcement: 20,000+ people order daily"
MET00475,S0087,monthly_order_growth,3,x,Mar-2026 to Sep-2026,2026-09-10,True,SRC01587,HIGH,Monthly orders tripled since March 2026
MET00476,S0087,on_time_delivery_rate,80,percent,As-of-2026-09,2026-09-10,True,SRC01587,HIGH,Over 80% of orders delivered under 15 minutes
MET00477,S0087,average_preparation_time,4,minutes,As-of-2026-09,2026-09-10,True,SRC01587,HIGH,Robotic kitchen equipment; average preparation under 4 minutes
MET00478,S0087,kitchen_count,50,pincodes,As-of-2026-09,2026-09-10,True,SRC01587,MEDIUM,Company states 'barely covering 50 pincodes today'; not exact kitchen count but indicates network scale
MET00479,S0087,skus,250,SKUs,As-of-2026-09,2026-09-10,True,SRC01587,HIGH,Menu has grown to more than 250 SKUs across over 20 food categories
MET00480,S0087,employee_count,697,employees,Aug 2025,2025-08-31,False,SRC01596,MEDIUM,Tracxn official employee count. LinkedIn shows 354; ZoomInfo 51-200. Significant discrepancy.
MET00481,S0090,schools,2500,schools,As-of-2026-09,2026-09-15,True,SRC01615,HIGH,"2,500+ schools and districts worldwide"
MET00482,S0090,educators,250000,educators,As-of-2026-09,2026-09-15,True,SRC01615,HIGH,"250,000+ educators community"
MET00483,S0090,countries,17,countries,As-of-2026-09,2026-09-15,True,SRC01621,HIGH,400+ employees in 17 countries
MET00484,S0090,ib_schools_pct,20,percent,As-of-2023-01,2023-01-10,True,SRC01613,HIGH,More than 20% of IB schools globally use Toddle
MET00485,S0090,arr,25,million,FY25/As-of-2026-06,2026-06-25,False,SRC01612,MEDIUM,ARR ~$25 million; near-breakeven status
MET00486,S0090,revenue_from_us,33.3,percent,FY25,2026-06-25,False,SRC01612,MEDIUM,More than a third of revenue from US
MET00487,S0090,revenue_from_india,6.5,percent,As-of-2023-01,2023-01-10,True,SRC01613,HIGH,Only 6-7% of revenue from India
MET00488,S0092,fleet_size,40,aircraft,As-of-2026-07,2026-07-04,True,SRC01671,HIGH,40 Boeing 737 MAX aircraft; 9 inducted in CY2026 alone
MET00489,S0092,passengers_flown_cumulative,28,million,Since-launch-Aug-2022,2026-09-15,True,SRC01672,HIGH,Over 28 million passengers since launch; ~29M per Aug 2026 CNBC-TV18
MET00490,S0092,domestic_destinations,28,cities,As-of-2026-07,2026-07-04,True,SRC01643,HIGH,28 domestic destinations
MET00491,S0092,international_destinations,7,cities,As-of-2026-07,2026-07-04,True,SRC01643,HIGH,"7 international: Doha, Jeddah, Riyadh, Abu Dhabi, Kuwait, Phuket, Hanoi"
MET00492,S0092,boeing_firm_order,226,aircraft,Order-book,2026-09-15,True,SRC01642,HIGH,226 Boeing 737 MAX firm order; 186-189 remaining for delivery over next 6 years
MET00493,S0092,weekly_departures,1000,flights,FY25,2025-08,True,SRC01638,MEDIUM,1000+ weekly departures targeted by festive season 2025
MET00494,S0092,market_share,5.1,percent,2026-Q2,2026-04,False,SRC01657,LOW,Domestic market share ~5.1% per HappyFares; growing ~0.4pp quarterly
MET00495,S0093,meals_per_month,1.5M+,,2025-07,2025-07,True,SRC01677,MEDIUM,
MET00496,S0093,outlets,300,count,As-of-2026,2026-09-15,True,SRC01680,MEDIUM,Company website claims 300+ outlets across 7 cities
MET00497,S0093,cities,7,count,As-of-2026,2026-09-15,True,SRC01680,MEDIUM,"Mumbai, Delhi NCR, Bangalore, Hyderabad, Pune, Chennai, Kolkata"
MET00498,S0093,meals_per_day,22000,count,As-of-2026,2026-09-15,True,SRC01680,MEDIUM,"Company website claims 22,000+ meals daily"
MET00499,S0093,brands,16,count,As-of-2025,2025-07-25,True,SRC01683,HIGH,Indian Retailer: 16 brands under EatClub umbrella
MET00500,S0093,meals_per_month,1500000,count,FY22,2021-11-30,True,SRC01677,MEDIUM,BS article at Dec 2021: 1.5M meals/month; likely outdated given 300+ outlets now
MET00501,S0093,kitchens,150,count,FY22,2021-11-30,True,SRC01677,MEDIUM,BS article Dec 2021: 150+ kitchens across 5 cities
MET00502,S0093,revenue_growth_yoy,45.4,percent,FY25,2026-09-15,False,SRC01679,MEDIUM,Inc42: revenue grew 45.4% YoY from FY24 to FY25
MET00503,S0093,revenue_growth_yoy,60,percent,FY24,2025-07-25,False,SRC01682,MEDIUM,ET: FY24 revenue up almost 60% from year before
MET00504,S0094,learners,1M+ across 80+ countries,,2025-09,2025-09,True,SRC01689,MEDIUM,
MET00505,S0094,learners,350000,count,As-of-2026-09,2026-09-15,True,SRC01699,HIGH,"350,000+ learners from 80+ countries per eruditus.com"
MET00506,S0094,university_partners,80,count,As-of-2026-09,2026-09-15,True,SRC01699,HIGH,"80+ university partners including Columbia, Harvard, MIT Sloan, INSEAD, Wharton, Kellogg Northwestern, Cambridge, UC Berkeley, IIT, IIM, NUS"
MET00507,S0094,revenue_growth_FY24,12.4,percent,FY24,2025-04-02,True,SRC01716,HIGH,12.4% YoY revenue growth in FY24
MET00508,S0094,EBITDA_loss_reduction,83.5,percent,FY24,2025-04-02,True,SRC01717,HIGH,EBITDA loss narrowed by 83.5% in FY24
MET00509,S0094,enterprise_L&D_revenue_share,20,percent,FY25,2025,False,SRC01709,MEDIUM,Enterprise L&D at 20% of revenue growing 45% annually per investor report
MET00510,S0094,India_revenue_share,28,percent,FY25,2025,False,SRC01708,MEDIUM,"India currently 28% of revenue (~$125M); targeting 50% share per co-founder Chaitanya Kalipatnapu (Business Standard, Jun 2025)"
MET00511,S0095,revenue_growth_yoy,182,percent,FY25,2025-12-17,True,SRC01722,HIGH,Revenue from Rs 106.8cr FY24 to Rs 301.4cr FY25
MET00512,S0095,revenue_from_operations,299,crore,FY25,2025-12-17,True,SRC01729,HIGH,"97.5% from product sales (Rs 291.5cr), 2.5% from shipping receipts"
MET00513,S0095,employee_count,233,count,as of May 2026,2026-05-28,False,SRC01732,MEDIUM,Inc42 reports 233 employees; +19.49% in last 90 days
MET00514,S0095,app_downloads,10000000,count,as of 2026,2026-09-15,False,SRC00056,LOW,10L+ downloads on Google Play
MET00515,S0095,app_rating,4.6,stars,as of 2026,2026-09-15,False,SRC00056,LOW,"4.6 stars, 32.5K reviews"
MET00516,S0095,channel_mix_own_website,25,percent,2025,2025-07-25,True,SRC01735,MEDIUM,"25% own website, 25% e-commerce (Amazon/Flipkart), rest quick commerce + offline"
MET00517,S0096,students_served,1M+; 1000+ university partners,,2025-01,2025-01,True,SRC01749,MEDIUM,
MET00518,S0096,students_served,1000000,count,As-of-2025-01,2025-01-29,True,SRC01740,MEDIUM,BS: helped more than a million students
MET00519,S0096,university_partners,1000,count,As-of-2025-01,2025-01-29,True,SRC01740,MEDIUM,"BS: partnered with over 1,000 educational institutions globally"
MET00520,S0096,students_served,2000000,count,As-of-2022-06,2022-06-22,True,SRC01742,MEDIUM,HBL: online community of over two million students
MET00521,S0096,students_traveled_abroad,60000,count,FY22,2022-06-22,True,SRC01742,MEDIUM,"HBL: more than 60,000 students travelled abroad"
MET00522,S0096,students_expected_abroad,175000,count,FY23,2022-06-22,True,SRC01742,MEDIUM,"HBL: nearly 175,000 students expected to study abroad"
MET00523,S0096,community_members,500000,count,As-of-2021-03,2021-03-16,True,SRC01748,MEDIUM,"PIE: community of 500,000 members at Series B"
MET00524,S0096,monthly_active_users,200000,count,As-of-2021-02,2021-02-01,True,SRC01748,MEDIUM,"PIE: 200,000 MAU, 9M chat messages in Feb 2021"
MET00525,S0096,countries_operating,11,count,As-of-2025-01,2025-01-29,True,SRC01741,HIGH,ET: present in 11 countries
MET00526,S0096,revenue_from_india,80,percent,As-of-2025-01,2025-01-29,True,SRC01741,HIGH,ET: over 80% of revenue from India
MET00527,S0096,employee_count,848,count,As-of-2025-08,2025-08-31,False,SRC01747,MEDIUM,Tracxn: 848 employees
MET00528,S0096,offline_centres_planned,15,count,FY2026,2026-03-23,True,SRC01752,LOW,Tribune headline per Tracxn news feed
MET00529,S0098,total_client_assets,130000,crore,As-of-2026-06-30,2026-06-30,True,SRC01765,MEDIUM,Rs 1.3 lakh crore; up from ~Rs 1 lakh crore in Mar 2026
MET00530,S0098,ARR_AUM,50000,crore,As-of-2026-06-30,2026-06-30,True,SRC01765,MEDIUM,"Rs 50,000 crore ARR AUM"
MET00531,S0098,senior_wealth_advisors,150,count,As-of-2026-07-17,2026-07-17,True,SRC01765,MEDIUM,150+ senior wealth advisors
MET00532,S0098,cities_operating,30,count,As-of-2026-07-17,2026-07-17,True,SRC01765,MEDIUM,Operates in 30+ cities across India + US presence
MET00533,S0098,total_employees,850,count,As-of-2026-07-17,2026-07-17,True,SRC01765,MEDIUM,850+ professionals including 150+ senior wealth advisors
MET00534,S0098,assets_under_advice,3000,crore,As-of-2023-10,2023-10-18,True,SRC01770,MEDIUM,"Oct 2023: ~$3Bn (Rs 25,000cr) AUA, $360M (Rs 3,000cr) AUM"
MET00535,S0098,private_credit_fund_first_close,2000,crore,As-of-2025-11,2025-11-25,True,SRC01769,MEDIUM,"Neo Assets first close of second private credit fund at Rs 2,000 crore; SEBI-registered"
MET00536,S0100,active_designer_brands,1109,brands,As-of-2026-03-31,2026-03-31,True,SRC01786,HIGH,"Platform featured products from 1,109 active designer brands as of March 31, 2026"
MET00537,S0100,experience_centres,15,centres,As-of-2025-03,2025-03-13,True,SRC01783,HIGH,Over 15 Pernia's Pop-Up Shop experience centres globally as of Mar 2025
MET00538,S0100,gross_sales_run_rate,100,million USD,FY23,2023-11-20,True,SRC01784,MEDIUM,Founder stated current gross sales run rate ~$100M at time of Series D (Nov 2023)
MET00539,S0100,cagr_fy21_to_fy24,100,percent,FY21-FY24,2025-03-13,True,SRC01783,MEDIUM,Company claimed over 100% CAGR between FY21-FY24
MET00540,S0100,ipo_subscription_total,1.29,x,Aug 31-Sep 2 2026,2026-09-02,False,SRC01786,HIGH,"IPO subscribed 1.29x overall; QIB 1.43x, NII 0.84x, RII 1.58x"
MET00541,S0100,ipo_listing_discount,6.96,percent,Sep 7 2026,2026-09-07,False,SRC01786,HIGH,Listed at Rs 535 on NSE vs issue price Rs 575 (6.96% discount)
MET00542,S0103,signed launch MoUs,$130M,,2026-01,2026-01,True,SRC01811,MEDIUM,
MET00543,S0104,QKD network distance,1000,km,As-of-2026-04,2026-04-01,True,SRC01819,HIGH,"India's first 1,000 km QKD network; 99.3% uptime over 15 days; validated by VIAVI Solutions MAP-300"
MET00544,S0104,QKD network distance (earlier milestone),500,km,As-of-2025-11,2025-11-01,True,SRC01819,HIGH,500 km intercity quantum-safe network over existing optical fibre in Rajasthan with Army Southern Command Signals
MET00545,S0104,Navy quantum encryption systems ordered,28,systems,As-of-2023,2023-01-01,True,SRC01819,MEDIUM,Indian Navy placed landmark order for 28 quantum encryption systems
MET00546,S0104,Army first procurement order,1,order,2022-08-14,2022-08-14,True,SRC01819,HIGH,Indian Army placed first procurement order for QKD systems under iDEX programme on 14 Aug 2022
MET00547,S0104,Patents granted,12,patents,As-of-2026-09,2026-09-15,True,SRC01819,HIGH,"12 granted patents, 15 awaiting grant, 30+ additional applications"
MET00548,S0104,Employee count,118,employees,As-of-2025-08,2025-08-31,False,SRC01817,MEDIUM,Tracxn employee count; 42% increase from Aug 2024
MET00549,S0105,global sales H1 2026,"3,000+ electric motorcycles",,2026-09,2026-09,True,SRC01831,MEDIUM,
MET00550,S0105,retail + global footprint,"100+ Indian cities, 14 countries",,2026-09,2026-09,False,SRC01835,MEDIUM,
MET00551,S0106,service locations at DRHP,502 across 70+ cities,,2025-06,2025-06,False,SRC01840,MEDIUM,
MET00552,S0106,service locations,502,locations,As-of-2025-03,2025-03,True,SRC01837,HIGH,
MET00553,S0106,cloud kitchens,281,kitchens,As-of-2026-09,2026-09-15,True,SRC01841,MEDIUM,
MET00554,S0106,kiosks,99,kiosks,As-of-2026-09,2026-09-15,True,SRC01841,MEDIUM,
MET00555,S0106,cities,40,cities,As-of-2026-09,2026-09-15,True,SRC01841,MEDIUM,
MET00556,S0106,brands crossing ₹100Cr ARR,4,brands,As-of-2025-06,2025-06,True,SRC01837,HIGH,
MET00557,S0106,employees,3254,employees,As-of-2026,2026,False,SRC01847,MEDIUM,
MET00558,S0107,AUM,"Rs 14,000 Cr+ across PMS/AIF/distribution",,2025-10,2025-10,True,SRC01862,HIGH,
MET00559,S0107,app tracking scale,5L+ investors tracking Rs 2L Cr+,,2025-10,2025-10,True,SRC01862,MEDIUM,
MET00560,S0108,on_chain_verifications,100000,count,As-of-2026-03,2026-03-24,True,SRC01873,MEDIUM,"Ascendants article: Edubuk completed more than 100,000 on-chain verifications"
MET00561,S0108,employee_count,17,count,As-of-2026-08,2026-08-31,False,SRC01872,MEDIUM,Tracxn employee count trend
MET00562,S0108,global_profiles_affected,500000000,count,As-of-2026-03,2026-03-24,True,SRC01873,LOW,"Ascendants: startup addressing fake credentials affecting over 500 million profiles globally — company claim, not independently verified"
MET00563,S0109,monthly_active_users,27,million,As-of-2026-01,2026-01-31,True,SRC01877,MEDIUM,Pitch-deck claim; 27M MAUs across all apps
MET00564,S0109,minutes_per_month,2,billion,As-of-2026-01,2026-01-31,True,SRC01877,MEDIUM,Pitch-deck claim
MET00565,S0109,paying_users,1.5,million,As-of-2025-04,2025-04-10,True,SRC01879,MEDIUM,At Series B announcement
MET00566,S0109,arr,23,million,FY25,2025-04-10,True,SRC01879,MEDIUM,ARR at Series B announcement
MET00567,S0109,downloads_story_tv,9,crore,As-of-2026-05,2026-05-21,True,SRC01902,MEDIUM,Story TV claims 9 crore downloads; launched 2025
MET00568,S0109,downloads_eloelo_app,100,million,As-of-2026-09,2026-09-15,True,SRC01895,MEDIUM,Eloelo app 100M+ downloads per company website
MET00569,S0109,users_total,1,million,As-of-2021-12,2021-12-11,True,SRC01903,MEDIUM,Crossed 2M users by Dec 2021 (animationxpress)
MET00570,S0109,market,India,country,As-of-2026-09,2026-09-15,True,SRC01895,HIGH,Primary market
MET00571,S0109,market,Southeast Asia,country,As-of-2025-04,2025-04-10,True,SRC01879,MEDIUM,International expansion target (diaspora) per Series B purpose
MET00572,S0109,market,Latin America,country,As-of-2025-04,2025-04-10,True,SRC01879,MEDIUM,International expansion target per Series B purpose
MET00573,S0110,store_count,300,stores,As-of-2026-04,2026-04-14,True,SRC01934,HIGH,"300th store in South Extension, New Delhi"
MET00574,S0110,store_count,280,stores,As-of-2025-11,2025-11-23,True,SRC01917,HIGH,"280 stores across 48 cities; Bengaluru 47, Delhi-NCR 72"
MET00575,S0110,store_count_target,340,stores,FY26 target,2025-11-23,True,SRC01917,HIGH,Target 340 by March 2026
MET00576,S0110,store_count_target,1000,stores,By 2028,2025-11-23,True,SRC01917,MEDIUM,Long-term target 800-1000 stores
MET00577,S0110,online_offline_split,50,percent,FY25,2026-02-13,True,SRC01930,HIGH,Roughly equal online and offline revenue contribution
MET00578,S0110,revenue_run_rate,8500000000,INR,FY26E,2025-05-08,True,SRC01919,MEDIUM,Founder expects ~Rs 850 Cr FY26 topline with positive EBITDA
MET00579,S0110,same_store_sales_growth,65,percent,FY25,2025-05-08,True,SRC01919,HIGH,Same-store sales growth >65% in FY25
MET00580,S0110,app_downloads,8000000,downloads,As-of-2026,2026-09-15,True,SRC01937,HIGH,"8M+ downloads, 4.4 rating"
MET00581,S0110,international_revenue,1070000000,INR,FY25,2026-02-13,True,SRC01938,HIGH,Sri Lanka store contributed Rs 10.7 Cr in FY25
MET00582,S0112,SKUs,"700,000+",,2022-01,2022-01,True,SRC01944,MEDIUM,
MET00583,S0112,SMEs served,"500,000+",,2022-01,2022-01,True,SRC01946,MEDIUM,
MET00584,S0112,large manufacturers,"1,000+",,2022-01,2022-01,True,SRC01946,MEDIUM,
MET00585,S0112,supplier network / warehouses,"16,000+ suppliers, 40+ warehouses",,2022-01,2022-01,True,SRC01944,MEDIUM,
MET00586,S0118,registered_users,35000000,users,As-of-2026-09-15,2026-09-15,True,SRC02004,HIGH,35M+ users per VCCircle Dec 2025; also confirmed on LinkedIn and StockGro homepage
MET00587,S0118,registered_users,10000000,users,Jan 2022,2022-01-20,True,SRC02003,HIGH,"10M users as of Jan 2022, doubled from 5M in Oct 2021"
MET00588,S0118,registered_users,1000000,users,Aug 2021,2021-08-04,True,SRC02008,HIGH,1M+ users with 80% MoM retention as of Aug 2021
MET00589,S0118,educational_institution_partnerships,1500,institutions,As-of-2025-12-02,2025-12-02,True,SRC02004,HIGH,1500+ educational institutions globally per VCCircle
MET00590,S0118,sebi_registered_analysts,150,analysts,As-of-2026-09-15,2026-09-15,True,SRC02006,HIGH,150+ SEBI-registered research analysts per StockGro homepage
MET00591,S0118,employee_count,211,employees,As-of-2026-09-15,2026-09-15,True,SRC02007,MEDIUM,LinkedIn shows 211 employees; 51-200 range per LinkedIn company page
MET00592,S0119,Fleet size,48000,EVs,As-of-2026-07,2026-07-16,,SRC02023,HIGH,
MET00593,S0119,Cumulative distance,2000000000,km,As-of-2026-03,2026-03-30,,SRC02033,HIGH,
MET00594,S0119,Daily doorstep deliveries,750000,deliveries/day,As-of-2026-08,2026-08-12,,SRC02019,HIGH,
MET00595,S0119,Zero-emission km logged daily,2500000,km/day,As-of-2026-08,2026-08-12,,SRC02019,HIGH,
MET00596,S0119,Total users since inception,4000000,users,As-of-2026-08,2026-08-12,,SRC02012,HIGH,
MET00597,S0119,Market share of quick-commerce deliveries,15,%,As-of-2026-08,2026-08-12,,SRC02019,HIGH,
MET00598,S0119,Fleet size,45000,EVs,As-of-2025-05,2025-05-27,,SRC02021,HIGH,
MET00599,S0119,Fleet size,18000,EVs,As-of-2024-12,2024-12-05,,SRC02022,HIGH,
MET00600,S0119,Cities of operation,10,cities,As-of-2026-07,2026-07-16,,SRC02023,HIGH,
MET00601,S0119,Battery swapping stations,300,stations,As-of-2025-05,2025-05-27,,SRC02021,HIGH,
MET00602,S0119,Women service professionals,12000,users,As-of-2026-07,2026-07-16,,SRC02023,HIGH,
MET00603,S0119,EBITDA positive months,11,months,FY25,2026-07-16,,SRC02023,HIGH,
MET00604,S0119,CO2 abated monthly,2000000,kg,As-of-2026-08,2026-08-12,,SRC02019,MEDIUM,
MET00605,S0120,customers,30000,businesses,As-of-2026-01,2026-01-01,True,SRC02040,HIGH,"30,000+ salon, spa, medspa, fitness businesses across 50+ countries"
MET00606,S0120,locations_managed,15000,businesses,Post-SuperSalon acquisition,2021-09-14,True,SRC02052,HIGH,"Combined entity powers 15,000+ spas and salons after SuperSalon acquisition"
MET00607,S0120,countries_served,50,countries,As-of-2026-01,2026-01-01,True,SRC02040,HIGH,50+ countries
MET00608,S0120,employee_count,862,employees,As-of-2025-08-31,2025-08-31,True,SRC02036,MEDIUM,Tracxn official count
MET00609,S0120,revenue_growth_2020,100,percent,FY2020,2020-12-31,True,SRC02046,HIGH,100% year-over-year growth in 2020
MET00610,S0123,GMV,700,crore,FY25/FY26,2026-05-12,True,SRC02083,HIGH,Current GMV approximately ₹700 crore as of May 2026
MET00611,S0123,repeat_purchase_rate,50,percent,FY25,2025-12-26,True,SRC02082,HIGH,Nearly 50% of purchases from repeat customers
MET00612,S0123,online_revenue_share,95,percent,FY25,2026-05-12,True,SRC02083,HIGH,~95% revenue from online channels
MET00613,S0123,own_website_revenue_share,50,percent,FY25,2026-05-12,True,SRC02083,HIGH,Own website contributes ~50% of total sales
MET00614,S0123,marketplace_revenue_share,40,percent,FY25,2026-05-12,True,SRC02083,MEDIUM,Marketplaces like Nykaa and Amazon contribute ~40% (implied from 95% online minus 50% own website)
MET00615,S0123,offline_revenue_share,10,percent,FY25,2026-05-12,True,SRC02083,HIGH,"Offline retail ~10%, growing in double digits"
MET00616,S0123,SKU_count,20,count,As-of 2026,2026-05-12,True,SRC02083,HIGH,Tightly curated portfolio of just over 20 SKUs
MET00617,S0123,ARR_GMV_target,700,crore,FY25,2025-12-26,True,SRC02082,MEDIUM,Company claimed on track to close year with ARR over ₹700 Cr GMV
MET00618,S0123,revenue_growth_yoy,150,percent,FY25,2025-01-15,True,SRC02081,HIGH,"150% growth in FY25, more than doubling last year's revenue"
MET00619,S0123,founder_stake,33.65,percent,As-of 2026,2026-09-15,False,SRC02084,HIGH,Founder holds 33.65% per Tracxn cap table
MET00620,S0125,modular beds delivered and operating,950+,,Sep 2026,Sep 2026,True,SRC02102,MEDIUM,
MET00621,S0125,modular beds operating,950,beds,Sep 2026,2026-09-07,True,SRC02095,HIGH,Company reported 950+ modular beds in operation.
