link_id,startup_id,investor_id,investor_name,investor_type,round_type,round_date,first_seen,rounds,lead,disclosed_amount,amount,board_seat,status,source_id,confidence
IL02563,S0114,INV0454,MMPL Trust,,Series B,"Sep 20, 2024",,,,210.0,,,,SRC01975,HIGH
IL02564,S0114,INV0453,Konark Trust,,Series B,"Sep 20, 2024",,,,210.0,,,,SRC01975,HIGH
IL02565,S0114,INV0009,Hornbill Capital,,Series B,"Sep 20, 2024",,,lead,210.0,,,,SRC01975,HIGH
IL02566,S0114,INV0009,Hornbill Capital,Hedge Fund,,,"Sep 20, 2024",['Series B'],True,,$210M (lead),N/A,,SRC01973,HIGH
IL02567,S0114,INV0118,Lightspeed Venture Partners,Venture Capital,,,"Sep 20, 2024",['Series B'],False,,Significant participation,N/A,,SRC01975,HIGH
IL02568,S0114,INV0721,GSV Ventures,Venture Capital,,,"Jun 07, 2022","['Series A', 'Series B']",False,,N/A,N/A,,SRC01973,HIGH
IL02569,S0114,INV0004,WestBridge Capital,Private Equity,,,"Jun 07, 2022","['Series A', 'Series B']",True,,N/A,N/A,,SRC01973,HIGH
IL02570,S0115,INV0379,Artal Asia,,Strategic Investment (Significant Minority),"Sep 11, 2026",,,,5320.0,,,,SRC01979,HIGH
IL02571,S0115,INV0889,Artal Asia (Invus Group affiliate),,Strategic Investment (Significant Minority),"Sep 11, 2026",,,lead,5320.0,,,,SRC01979,HIGH
IL02572,S0115,INV0379,Artal Asia,Investment Firm (Invus Group affiliate),,,Sep 2026,['Strategic Investment'],True,,₹532 Cr,Significant minority stake,,SRC01979,HIGH
IL02573,S0115,INV0890,Invus Group,US-based Investment Firm,,,Sep 2026,['Strategic Investment'],False,,N/A (parent of Artal Asia),N/A,,SRC01979,HIGH
IL02574,S0116,INV0227,Eight Roads Ventures,,Series A,2015-2016,,,lead,18.5,,,,SRC01988,MEDIUM
IL02575,S0116,INV0227,Eight Roads Ventures,,Series A,2015-2016,,,lead,18.5,,,,SRC01988,MEDIUM
IL02576,S0116,INV0605,Flipkart,,Series D,"Dec 05, 2019",,,lead,60.0,,,,SRC01989,HIGH
IL02577,S0116,INV0227,Eight Roads Ventures,,Series D,"Dec 05, 2019",,,,60.0,,,,SRC01989,HIGH
IL02578,S0116,INV0891,Nokia Growth Partners,,Series D,"Dec 05, 2019",,,,60.0,,,,SRC01989,HIGH
IL02579,S0116,INV0241,Qualcomm Ventures,,Series D,"Dec 05, 2019",,,,60.0,,,,SRC01989,HIGH
IL02580,S0116,INV0892,Mirae Asset-Naver Fund,,Series D,"Dec 05, 2019",,,,60.0,,,,SRC01989,HIGH
IL02581,S0116,INV0218,IFC,,Series D,"Dec 05, 2019",,,,60.0,,,,SRC01989,HIGH
IL02582,S0116,INV0605,Flipkart,,Series D,"Dec 05, 2019",,,lead,60.0,,,,SRC01989,HIGH
IL02583,S0116,INV0893,TPG NewQuest,,Series E,"Feb 27, 2024",,,lead,100.0,,,,SRC01986,HIGH
IL02584,S0116,INV0135,Mirae Asset Venture Investments,,Series E,"Feb 27, 2024",,,,100.0,,,,SRC01986,HIGH
IL02585,S0116,INV0605,Flipkart,,Series E,"Feb 27, 2024",,,,100.0,,,,SRC01986,HIGH
IL02586,S0116,INV0218,IFC,,Series E,"Feb 27, 2024",,,,100.0,,,,SRC01986,HIGH
IL02587,S0116,INV0891,Nokia Growth Partners,,Series E,"Feb 27, 2024",,,,100.0,,,,SRC01986,HIGH
IL02588,S0116,INV0894,Qualcomm,,Series E,"Feb 27, 2024",,,,100.0,,,,SRC01986,HIGH
IL02589,S0116,INV0413,Trifecta Capital,,Series E,"Feb 27, 2024",,,,100.0,,,,SRC01986,HIGH
IL02590,S0116,INV0893,TPG NewQuest,,Series E,"Feb 27, 2024",,,lead,100.0,,,,SRC01986,HIGH
IL02591,S0116,INV0018,Mirae Asset,,Series F,"Feb 03, 2025",,,lead,342.40000000000003,,,,SRC01990,HIGH
IL02592,S0116,INV0675,NGP Capital,,Series F,"Feb 03, 2025",,,lead,342.40000000000003,,,,SRC01990,HIGH
IL02593,S0116,INV0018,Mirae Asset,,Series F,"Feb 03, 2025",,,lead,342.40000000000003,,,,SRC01990,HIGH
IL02594,S0116,INV0675,NGP Capital,,Series F,"Feb 03, 2025",,,lead,342.40000000000003,,,,SRC01990,HIGH
IL02595,S0116,INV0896,ICICI Prudential MF,,IPO,"Jan 28, 2026",,,,19070.0,,,,SRC01984,HIGH
IL02596,S0116,INV0897,Nippon India MF,,IPO,"Jan 28, 2026",,,,19070.0,,,,SRC01984,HIGH
IL02597,S0116,INV0016,Motilal Oswal,,IPO,"Jan 28, 2026",,,,19070.0,,,,SRC01984,HIGH
IL02598,S0116,INV0898,Norges Bank,,IPO,"Jan 28, 2026",,,,19070.0,,,,SRC01984,HIGH
IL02599,S0116,INV0738,HSBC,,IPO,"Jan 28, 2026",,,,19070.0,,,,SRC01984,HIGH
IL02600,S0116,INV0895,Public,,IPO,"Jan 28, 2026",,,lead,19070.0,,,,SRC01984,HIGH
IL02601,S0116,INV0605,Flipkart,Corporation,,,Dec 2019,"['Series D', 'Series E']",True,,$30M (Series D),N/A,,SRC01989,HIGH
IL02602,S0116,INV0893,TPG NewQuest,Private Equity (Secondaries),,,Feb 2024,['Series E'],True,,$100M,N/A,,SRC01986,HIGH
IL02603,S0116,INV0227,Eight Roads Ventures,Venture Capital,,,2015,"['Series A', 'Series D']",False,,$18.5M (Series A),N/A,,SRC01988,HIGH
IL02604,S0116,INV0018,Mirae Asset,Venture Capital,,,2018,"['Series D', 'Series F']",False,,N/A,N/A,,SRC01990,HIGH
IL02605,S0116,INV0899,IFC (World Bank),Development Finance,,,2019,"['Series D', 'Series E']",False,,N/A,N/A,,SRC01989,HIGH
IL02606,S0116,INV0241,Qualcomm Ventures,Corporate VC,,,2018,"['Series D', 'Series E']",False,,N/A,N/A,,SRC01989,HIGH
IL02607,S0117,INV0125,Blume Ventures,,Seed,Jul 2017,,,lead,,,,,SRC01997,MEDIUM
IL02608,S0117,INV0900,WEH Ventures,,Seed,Jul 2017,,,lead,,,,,SRC01997,MEDIUM
IL02609,S0117,INV0901,DSP Group,,Seed,Jul 2017,,,lead,,,,,SRC01997,MEDIUM
IL02610,S0117,INV0902,Zerodha,,Seed,Jul 2017,,,lead,,,,,SRC01997,MEDIUM
IL02611,S0117,INV0903,Straddle Capital,,Seed,Jul 2017,,,,,,,,SRC01997,MEDIUM
IL02612,S0117,INV0125,Blume Ventures,,Seed,Jul 2017,,,lead,,,,,SRC01997,MEDIUM
IL02613,S0117,INV0900,WEH Ventures,,Seed,Jul 2017,,,lead,,,,,SRC01997,MEDIUM
IL02614,S0117,INV0901,DSP Group,,Seed,Jul 2017,,,lead,,,,,SRC01997,MEDIUM
IL02615,S0117,INV0902,Zerodha,,Seed,Jul 2017,,,lead,,,,,SRC01997,MEDIUM
IL02616,S0117,INV0130,Beenext,,Series A,"Feb 12, 2019",,,lead,,,,,SRC01997,MEDIUM
IL02617,S0117,INV0900,WEH Ventures,,Series A,"Feb 12, 2019",,,lead,,,,,SRC01997,MEDIUM
IL02618,S0117,INV0037,Peak XV Partners,,Series A,"Feb 12, 2019",,,lead,,,,,SRC01997,MEDIUM
IL02619,S0117,INV0125,Blume Ventures,,Series A,"Feb 12, 2019",,,lead,,,,,SRC01997,MEDIUM
IL02620,S0117,INV0901,DSP Group,,Series A,"Feb 12, 2019",,,lead,,,,,SRC01997,MEDIUM
IL02621,S0117,INV0130,Beenext,,Series A,"Feb 12, 2019",,,lead,,,,,SRC01997,MEDIUM
IL02622,S0117,INV0900,WEH Ventures,,Series A,"Feb 12, 2019",,,lead,,,,,SRC01997,MEDIUM
IL02623,S0117,INV0037,Peak XV Partners,,Series A,"Feb 12, 2019",,,lead,,,,,SRC01997,MEDIUM
IL02624,S0117,INV0125,Blume Ventures,,Series A,"Feb 12, 2019",,,lead,,,,,SRC01997,MEDIUM
IL02625,S0117,INV0901,DSP Group,,Series A,"Feb 12, 2019",,,lead,,,,,SRC01997,MEDIUM
IL02626,S0117,INV0037,Peak XV Partners,,Series B,"Sep 26, 2020",,,lead,,,,,SRC01997,MEDIUM
IL02627,S0117,INV0125,Blume Ventures,,Series B,"Sep 26, 2020",,,lead,,,,,SRC01997,MEDIUM
IL02628,S0117,INV0904,DSP Mutual Fund,,Series B,"Sep 26, 2020",,,lead,,,,,SRC01997,MEDIUM
IL02629,S0117,INV0130,Beenext,,Series B,"Sep 26, 2020",,,lead,,,,,SRC01997,MEDIUM
IL02630,S0117,INV0900,WEH Ventures,,Series B,"Sep 26, 2020",,,,,,,,SRC01997,MEDIUM
IL02631,S0117,INV0025,Arkam Ventures,,Series B,"Sep 26, 2020",,,,,,,,SRC01997,MEDIUM
IL02632,S0117,INV0037,Peak XV Partners,,Series B,"Sep 26, 2020",,,lead,,,,,SRC01997,MEDIUM
IL02633,S0117,INV0125,Blume Ventures,,Series B,"Sep 26, 2020",,,lead,,,,,SRC01997,MEDIUM
IL02634,S0117,INV0904,DSP Mutual Fund,,Series B,"Sep 26, 2020",,,lead,,,,,SRC01997,MEDIUM
IL02635,S0117,INV0130,Beenext,,Series B,"Sep 26, 2020",,,lead,,,,,SRC01997,MEDIUM
IL02636,S0117,INV0905,Faering Capital,,Series C,"Aug 18, 2021",,,lead,40.0,,,,SRC01996,HIGH
IL02637,S0117,INV0013,Premji Invest,,Series C,"Aug 18, 2021",,,lead,40.0,,,,SRC01996,HIGH
IL02638,S0117,INV0162,Amazon,,Series C,"Aug 18, 2021",,,,40.0,,,,SRC01996,HIGH
IL02639,S0117,INV0233,Sequoia Capital,,Series C,"Aug 18, 2021",,,,40.0,,,,SRC01996,HIGH
IL02640,S0117,INV0125,Blume Ventures,,Series C,"Aug 18, 2021",,,,40.0,,,,SRC01996,HIGH
IL02641,S0117,INV0130,Beenext,,Series C,"Aug 18, 2021",,,,40.0,,,,SRC01996,HIGH
IL02642,S0117,INV0901,DSP Group,,Series C,"Aug 18, 2021",,,,40.0,,,,SRC01996,HIGH
IL02643,S0117,INV0025,Arkam Ventures,,Series C,"Aug 18, 2021",,,,40.0,,,,SRC01996,HIGH
IL02644,S0117,INV0900,WEH Ventures,,Series C,"Aug 18, 2021",,,,40.0,,,,SRC01996,HIGH
IL02645,S0117,INV0906,HDFC Bank,,Series C,"Aug 18, 2021",,,,40.0,,,,SRC01996,HIGH
IL02646,S0117,INV0037,Peak XV Partners,,Series C,"Aug 18, 2021",,,,40.0,,,,SRC01996,HIGH
IL02647,S0117,INV0905,Faering Capital,,Series C,"Aug 18, 2021",,,lead,40.0,,,,SRC01996,HIGH
IL02648,S0117,INV0013,Premji Invest,,Series C,"Aug 18, 2021",,,lead,40.0,,,,SRC01996,HIGH
IL02649,S0117,INV0146,Elev8 Venture Partners,,Series D,"Mar 28, 2025",,,lead,50.0,,,,SRC01995,HIGH
IL02650,S0117,INV0907,State Street Global Advisors,,Series D,"Mar 28, 2025",,,,50.0,,,,SRC01995,HIGH
IL02651,S0117,INV0908,Niveshaay AIF,,Series D,"Mar 28, 2025",,,,50.0,,,,SRC01995,HIGH
IL02652,S0117,INV0905,Faering Capital,,Series D,"Mar 28, 2025",,,,50.0,,,,SRC01995,HIGH
IL02653,S0117,INV0025,Arkam Ventures,,Series D,"Mar 28, 2025",,,,50.0,,,,SRC01995,HIGH
IL02654,S0117,INV0146,Elev8 Venture Partners,,Series D,"Mar 28, 2025",,,lead,50.0,,,,SRC01995,HIGH
IL02655,S0117,INV0146,Elev8 Venture Partners,Venture Capital,,,Mar 2025,['Series D'],True,,$50M,N/A,,SRC01995,HIGH
IL02656,S0117,INV0907,State Street Global Advisors,Asset Management,,,Mar 2025,['Series D'],False,,N/A,N/A,,SRC01995,HIGH
IL02657,S0117,INV0905,Faering Capital,Private Equity,,,Aug 2021,"['Series C', 'Series D']",True,,$40M (Series C lead),N/A,,SRC01996,HIGH
IL02658,S0117,INV0162,Amazon,Corporation,,,Aug 2021,['Series C'],False,,N/A,N/A,,SRC01996,HIGH
IL02659,S0117,INV0037,Peak XV Partners,Venture Capital,,,2019,"['Series A', 'Series B', 'Series C']",False,,N/A,N/A,,SRC01997,HIGH
IL02660,S0117,INV0125,Blume Ventures,Venture Capital,,,2017,"['Seed', 'Series A', 'Series B', 'Series C', 'Series D']",False,,N/A,N/A,,SRC01997,HIGH
IL02661,S0117,INV0025,Arkam Ventures,Venture Capital,,,2020,"['Series B', 'Series C', 'Series D']",False,,N/A,N/A,,SRC01997,HIGH
IL02662,S0118,INV0462,QED Innovation Labs,,Seed,"Jun 24, 2020",,,lead,1.0,,,,SRC02002,MEDIUM
IL02663,S0118,INV0793,LetsVenture,,Seed,"Jun 24, 2020",,,lead,1.0,,,,SRC02002,MEDIUM
IL02664,S0118,INV0909,Roots Ventures,,Seed,"Jun 24, 2020",,,,1.0,,,,SRC02002,MEDIUM
IL02665,S0118,INV0910,Biren Shah,,Seed,"Jun 24, 2020",,,,1.0,,,,SRC02002,MEDIUM
IL02666,S0118,INV0911,Karthik Bhat,,Seed,"Jun 24, 2020",,,,1.0,,,,SRC02002,MEDIUM
IL02667,S0118,INV0912,Rahul Garg,,Seed,"Jun 24, 2020",,,,1.0,,,,SRC02002,MEDIUM
IL02668,S0118,INV0462,QED Innovation Labs,,Seed,"Jun 24, 2020",,,lead,1.0,,,,SRC02002,MEDIUM
IL02669,S0118,INV0793,LetsVenture,,Seed,"Jun 24, 2020",,,lead,1.0,,,,SRC02002,MEDIUM
IL02670,S0118,INV0913,BITKRAFT Ventures,,Series A,"Jan 20, 2022",,,lead,32.0,,,,SRC02003,HIGH
IL02671,S0118,INV0042,General Catalyst,,Series A,"Jan 20, 2022",,,lead,32.0,,,,SRC02003,HIGH
IL02672,S0118,INV0914,Itai Tsiddon,,Series A,"Jan 20, 2022",,,lead,32.0,,,,SRC02003,HIGH
IL02673,S0118,INV0909,Roots Ventures,,Series A,"Jan 20, 2022",,,,32.0,,,,SRC02003,HIGH
IL02674,S0118,INV0915,Creed Capital Asia,,Series A,"Jan 20, 2022",,,,32.0,,,,SRC02003,HIGH
IL02675,S0118,INV0913,BITKRAFT Ventures,,Series A,"Jan 20, 2022",,,lead,32.0,,,,SRC02003,HIGH
IL02676,S0118,INV0042,General Catalyst,,Series A,"Jan 20, 2022",,,lead,32.0,,,,SRC02003,HIGH
IL02677,S0118,INV0914,Itai Tsiddon,,Series A,"Jan 20, 2022",,,lead,32.0,,,,SRC02003,HIGH
IL02678,S0118,INV0916,Mukul Agrawal,,Series B,"Nov 26, 2025",,,lead,41.9,,,,SRC02004,HIGH
IL02679,S0118,INV0917,Param Capital,,Series B,"Nov 26, 2025",,,lead,41.9,,,,SRC02004,HIGH
IL02680,S0118,INV0913,BITKRAFT Ventures,,Series B,"Nov 26, 2025",,,,41.9,,,,SRC02004,HIGH
IL02681,S0118,INV0918,Rise Capital,,Series B,"Nov 26, 2025",,,,41.9,,,,SRC02004,HIGH
IL02682,S0118,INV0919,Hem Securities,,Series B,"Nov 26, 2025",,,,41.9,,,,SRC02004,HIGH
IL02683,S0118,INV0920,Valiant Capital,,Series B,"Nov 26, 2025",,,,41.9,,,,SRC02004,HIGH
IL02684,S0118,INV0916,Mukul Agrawal,,Series B,"Nov 26, 2025",,,lead,41.9,,,,SRC02004,HIGH
IL02685,S0118,INV0917,Param Capital,,Series B,"Nov 26, 2025",,,lead,41.9,,,,SRC02004,HIGH
IL02686,S0118,INV0913,BITKRAFT Ventures,,Series B1,"Dec 19, 2025",,,lead,13.0,,,,SRC02005,HIGH
IL02687,S0118,INV0913,BITKRAFT Ventures,,Series B1,"Dec 19, 2025",,,lead,13.0,,,,SRC02005,HIGH
IL02688,S0118,INV0921,Aart Corporate Advisors,,Series B (Extended),"Jun 13, 2026",,,lead,11.6,,,,SRC02002,MEDIUM
IL02689,S0118,INV0922,Systematix,,Series B (Extended),"Jun 13, 2026",,,lead,11.6,,,,SRC02002,MEDIUM
IL02690,S0118,INV0913,BITKRAFT Ventures,,Series B (Extended),"Jun 13, 2026",,,,11.6,,,,SRC02002,MEDIUM
IL02691,S0118,INV0923,India SME Investments,,Series B (Extended),"Jun 13, 2026",,,,11.6,,,,SRC02002,MEDIUM
IL02692,S0118,INV0921,Aart Corporate Advisors,,Series B (Extended),"Jun 13, 2026",,,lead,11.6,,,,SRC02002,MEDIUM
IL02693,S0118,INV0922,Systematix,,Series B (Extended),"Jun 13, 2026",,,lead,11.6,,,,SRC02002,MEDIUM
IL02694,S0118,INV0458,Kunal Shah (Cred),,Pre-Series A / Angel,2020-12-01,,,,1.0,,,,SRC02008,HIGH
IL02695,S0118,INV0925,Vivekananda Hallekere (Bounce),,Pre-Series A / Angel,2020-12-01,,,,1.0,,,,SRC02008,HIGH
IL02696,S0118,INV0926,Rahul Garg (Moglix),,Pre-Series A / Angel,2020-12-01,,,,1.0,,,,SRC02008,HIGH
IL02697,S0118,INV0927,Ramakant Sharma (Livspace),,Pre-Series A / Angel,2020-12-01,,,,1.0,,,,SRC02008,HIGH
IL02698,S0118,INV0928,Varun Laul (Investcorp),,Pre-Series A / Angel,2020-12-01,,,,1.0,,,,SRC02008,HIGH
IL02699,S0118,INV0929,Ashish Sharma (Innoven Capital),,Pre-Series A / Angel,2020-12-01,,,,1.0,,,,SRC02008,HIGH
IL02700,S0118,INV0930,Rohit Sood (Bertelsmann),,Pre-Series A / Angel,2020-12-01,,,,1.0,,,,SRC02008,HIGH
IL02701,S0118,INV0931,Ankit Agarwal (Alteria Capital),,Pre-Series A / Angel,2020-12-01,,,,1.0,,,,SRC02008,HIGH
IL02702,S0118,INV0932,Tej Kapoor (Fosun),,Pre-Series A / Angel,2020-12-01,,,,1.0,,,,SRC02008,HIGH
IL02703,S0118,INV0933,Karthik Bhat (Ubiquity),,Pre-Series A / Angel,2020-12-01,,,,1.0,,,,SRC02008,HIGH
IL02704,S0118,INV0934,Creed Capital,,Pre-Series A / Angel,2020-12-01,,,,1.0,,,,SRC02008,HIGH
IL02705,S0118,INV0935,Luminaire Capital,,Pre-Series A / Angel,2020-12-01,,,,1.0,,,,SRC02008,HIGH
IL02706,S0118,INV0936,Mark V Capital,,Pre-Series A / Angel,2020-12-01,,,,1.0,,,,SRC02008,HIGH
IL02707,S0118,INV0937,Falcon Edge Partners,,Pre-Series A / Angel,2020-12-01,,,,1.0,,,,SRC02008,HIGH
IL02708,S0118,INV0924,Multiple angels,,Pre-Series A / Angel,2020-12-01,,,lead,1.0,,,,SRC02008,HIGH
IL02709,S0118,INV0909,Roots Ventures,,Pre-Series A,2021-08-04,,,lead,5.0,,,,SRC02008,HIGH
IL02710,S0118,INV0938,Velo Partners,,Pre-Series A,2021-08-04,,,lead,5.0,,,,SRC02008,HIGH
IL02711,S0118,INV0909,Roots Ventures,,Pre-Series A,2021-08-04,,,lead,5.0,,,,SRC02008,HIGH
IL02712,S0118,INV0938,Velo Partners,,Pre-Series A,2021-08-04,,,lead,5.0,,,,SRC02008,HIGH
IL02713,S0118,INV0413,Trifecta Capital,,Debt,2025-09-01,,,lead,50.0,,,,SRC02002,MEDIUM
IL02714,S0118,INV0413,Trifecta Capital,,Debt,2025-09-01,,,lead,50.0,,,,SRC02002,MEDIUM
IL02715,S0118,INV0916,Mukul Agrawal,,Series B,2025-12-02,,,lead,150.0,,,,SRC02004,HIGH
IL02716,S0118,INV0917,Param Capital,,Series B,2025-12-02,,,lead,150.0,,,,SRC02004,HIGH
IL02717,S0118,INV0916,Mukul Agrawal,,Series B,2025-12-02,,,lead,150.0,,,,SRC02004,HIGH
IL02718,S0118,INV0917,Param Capital,,Series B,2025-12-02,,,lead,150.0,,,,SRC02004,HIGH
IL02719,S0118,INV0913,BITKRAFT Ventures,Venture Capital,,,Jan 2022,"['Series A', 'Series B', 'Series B1', 'Series B Extended']",True,,$32M (Series A lead),N/A,,SRC02003,HIGH
IL02720,S0118,INV0042,General Catalyst,Venture Capital,,,Jan 2022,['Series A'],False,,N/A,N/A,,SRC02003,HIGH
IL02721,S0118,INV0916,Mukul Agrawal,Angel Investor,,,Dec 2025,['Series B'],True,,₹150 Cr (~$17M),N/A,,SRC02004,HIGH
IL02722,S0118,INV0413,Trifecta Capital,Venture Debt,,,Sep 2025,['Debt'],False,,₹50 Cr debt,N/A,,SRC02002,HIGH
IL02723,S0118,INV0939,SBI Ventures,Corporate VC,,,2023,['Series A'],False,,N/A,N/A,,SRC02002,HIGH
IL02724,S0118,INV0909,Roots Ventures,Venture Capital,,,2020,"['Seed', 'Series A']",False,,N/A,N/A,,SRC02008,HIGH
IL02725,S0119,INV0940,Magna International,,Series B,Sep 2022,,,lead,6530.0,,,,SRC02018,HIGH
IL02726,S0119,INV0941,Bajaj Auto,,Series B,Sep 2022,,,,6530.0,,,,SRC02018,HIGH
IL02727,S0119,INV0940,Magna International,,Series B,Sep 2022,,,lead,6530.0,,,,SRC02018,HIGH
IL02728,S0119,INV0940,Magna International,,Post-Series B (equity),Feb 2024,,,lead,1600.0,,,,SRC02026,HIGH
IL02729,S0119,INV0941,Bajaj Auto Ltd,,Post-Series B (equity),Feb 2024,,,lead,1600.0,,,,SRC02026,HIGH
IL02730,S0119,INV0942,Magna,,Post-Series B (tranche),Jul 2025,,,lead,11.3,,,,SRC02013,MEDIUM
IL02731,S0119,INV0941,Bajaj Auto,,Post-Series B (tranche),Jul 2025,,,lead,11.3,,,,SRC02013,MEDIUM
IL02732,S0119,INV0943,GEF Capital Partners,,Series C,Aug 2026,,,lead,93.0,,,,SRC02012,HIGH
IL02733,S0119,INV0940,Magna International,,Series C,Aug 2026,,,,93.0,,,,SRC02012,HIGH
IL02734,S0119,INV0941,Bajaj Auto,,Series C,Aug 2026,,,,93.0,,,,SRC02012,HIGH
IL02735,S0119,INV0943,GEF Capital Partners,,Series C,Aug 2026,,,lead,93.0,,,,SRC02012,HIGH
IL02736,S0119,INV0940,Magna International,,Series B,2022-09-11,,,lead,82.0,,,,SRC02018,HIGH
IL02737,S0119,INV0940,Magna International,,Post-Series B (equity),2024-02-23,,,lead,19.25,,,,SRC02026,HIGH
IL02738,S0119,INV0941,Bajaj Auto Ltd,,Post-Series B (equity),2024-02-23,,,lead,19.25,,,,SRC02026,HIGH
IL02739,S0119,INV0944,Northern Arc Capital,,Debt,2024-01,,,lead,25.0,,,,SRC02022,HIGH
IL02740,S0119,INV0945,DFC,,Debt,2022,,,lead,12.0,,,,SRC02013,MEDIUM
IL02741,S0119,INV0944,Northern Arc Capital,,Debt,2022,,,lead,12.0,,,,SRC02013,MEDIUM
IL02742,S0119,INV0943,GEF Capital Partners,PE/Climate-focused,,,2026,['Series C'],True,,$63M equity,,,SRC02012,HIGH
IL02743,S0119,INV0940,Magna International,Corporate (Automotive),,,2022,"['Series B', 'Post-B 2024', 'Post-B 2025']",False,,,,,SRC02028,HIGH
IL02744,S0119,INV0941,Bajaj Auto Ltd,Corporate (Automotive),,,2019,"['Series B', 'Post-B 2024', 'Post-B 2025']",False,,,,,SRC02018,HIGH
IL02745,S0119,INV0125,Blume Ventures,VC,,,2017,['Seed'],,,,,,SRC02013,MEDIUM
IL02746,S0119,INV0668,3one4 Capital,VC,,,2017,"['Seed', 'Series A']",,,,,,SRC02013,MEDIUM
IL02747,S0119,INV0946,Rocketship.vc,VC,,,2018,['Series A'],,,,,,SRC02013,MEDIUM
IL02748,S0119,INV0947,Wavemaker Partners,VC,,,2017,['Seed'],,,,,,SRC02013,MEDIUM
IL02749,S0119,INV0948,Tracxn Labs,Corporate VC,,,2017,['Seed'],,,,,,SRC02013,MEDIUM
IL02750,S0119,INV0949,Incubate Capital Partners,VC,,,2017,['Seed'],,,,,,SRC02013,MEDIUM
IL02751,S0119,INV0944,Northern Arc Capital,Debt,,,2022,['Debt'],,,,,,SRC02013,MEDIUM
IL02752,S0119,INV0950,DFC (US International Development Finance Corporation),Government DFI,,,2022,['Debt'],,,,,,SRC02013,MEDIUM
IL02753,S0120,INV0014,Advent International,,Series D,Jun 2021,,,lead,80.0,,,,SRC02036,HIGH
IL02754,S0120,INV0020,TPG,,Series D,Jun 2021,,,lead,80.0,,,,SRC02036,HIGH
IL02755,S0120,INV0951,AustralianSuper,,Series D,Jun 2021,,,,80.0,,,,SRC02036,HIGH
IL02756,S0120,INV0952,Blue Star Innovation Partners,,Series D,Jun 2021,,,,80.0,,,,SRC02036,HIGH
IL02757,S0120,INV0953,Sunley House Capital Management,,Series D,Jun 2021,,,,80.0,,,,SRC02036,HIGH
IL02758,S0120,INV0014,Advent International,,Series D,Jun 2021,,,lead,80.0,,,,SRC02036,HIGH
IL02759,S0120,INV0020,TPG,,Series D,Jun 2021,,,lead,80.0,,,,SRC02036,HIGH
IL02760,S0120,INV0003,Accel,,Series A,2015-07-27,,,lead,6.0,,,,SRC02036,HIGH
IL02761,S0120,INV0003,Accel,,Series A,2015-07-27,,,lead,6.0,,,,SRC02036,HIGH
IL02762,S0120,INV0003,Accel,,Series B,2016-08-11,,,,15.0,,,,SRC02049,HIGH
IL02763,S0120,INV0063,Norwest Venture Partners,,Series B,2016-08-11,,,lead,15.0,,,,SRC02049,HIGH
IL02764,S0120,INV0063,Norwest Venture Partners,,Series B,2016-08-11,,,lead,15.0,,,,SRC02049,HIGH
IL02765,S0120,INV0103,Tiger Global Management,,Series C,2019-05-01,,,lead,50.0,,,,SRC02036,HIGH
IL02766,S0120,INV0003,Accel,,Series C,2019-05-01,,,,50.0,,,,SRC02036,HIGH
IL02767,S0120,INV0063,Norwest Venture Partners,,Series C,2019-05-01,,,,50.0,,,,SRC02036,HIGH
IL02768,S0120,INV0103,Tiger Global Management,,Series C,2019-05-01,,,lead,50.0,,,,SRC02036,HIGH
IL02769,S0120,INV0225,Steadview Capital,,Series C,2019-08-22,,,lead,20.0,,,,SRC02036,HIGH
IL02770,S0120,INV0225,Steadview Capital,,Series C,2019-08-22,,,lead,20.0,,,,SRC02036,HIGH
IL02771,S0120,INV0014,Advent International,,Series D,2020-12-15,,,lead,160.0,,,,SRC02047,HIGH
IL02772,S0120,INV0103,Tiger Global Management,,Series D,2020-12-15,,,,160.0,,,,SRC02047,HIGH
IL02773,S0120,INV0225,Steadview Capital,,Series D,2020-12-15,,,,160.0,,,,SRC02047,HIGH
IL02774,S0120,INV0953,Sunley House Capital Management,,Series D,2020-12-15,,,,160.0,,,,SRC02047,HIGH
IL02775,S0120,INV0014,Advent International,,Series D,2020-12-15,,,lead,160.0,,,,SRC02047,HIGH
IL02776,S0120,INV0020,TPG,,Series D - II,2021-06-02,,,lead,80.0,,,,SRC02046,HIGH
IL02777,S0120,INV0014,Advent International,,Series D - II,2021-06-02,,,,80.0,,,,SRC02046,HIGH
IL02778,S0120,INV0951,AustralianSuper,,Series D - II,2021-06-02,,,,80.0,,,,SRC02046,HIGH
IL02779,S0120,INV0952,Blue Star Innovation Partners,,Series D - II,2021-06-02,,,,80.0,,,,SRC02046,HIGH
IL02780,S0120,INV0953,Sunley House Capital Management,,Series D - II,2021-06-02,,,,80.0,,,,SRC02046,HIGH
IL02781,S0120,INV0020,TPG,,Series D - II,2021-06-02,,,lead,80.0,,,,SRC02046,HIGH
IL02782,S0120,INV0014,Advent International,PE,,,2021,['Series D'],True,,,,,SRC02036,HIGH
IL02783,S0120,INV0020,TPG,PE,,,2021,['Series D'],True,,,,,SRC02036,HIGH
IL02784,S0120,INV0951,AustralianSuper,Superannuation Fund,,,2021,['Series D'],,,,,,SRC02037,MEDIUM
IL02785,S0120,INV0952,Blue Star Innovation Partners,Corporate VC,,,2021,['Series D'],,,,,,SRC02037,MEDIUM
IL02786,S0120,INV0953,Sunley House Capital Management,PE,,,2021,['Series D'],,,,,,SRC02037,MEDIUM
