founder_id,startup_id,person_id,name,role_title,founder_type,active,departure_date,education,prev_companies,linkedin,location,source_id,confidence
FDR0398,S0141,P0681,Abhiraj Singh Bhal,"Chairperson, MD & CEO",founder,True,,,,,,SRC02284,HIGH
FDR0399,S0141,P0682,Raghav Chandra,Executive Director & CTOPO,co-founder,True,,,,,,SRC02284,HIGH
FDR0400,S0141,P0683,Varun Khaitan,Executive Director & COO,co-founder,True,,,,,,SRC02284,HIGH
FDR0401,S0142,P0684,Deepinder Goyal,"Founder, Vice Chairman & Non-Executive Director",founder,True,,IIT Delhi,,,,SRC02292,HIGH
FDR0402,S0142,P0685,Pankaj Chaddah,Co-Founder,co-founder,False,,IIT Delhi,,,,SRC02292,HIGH
FDR0403,S0143,P0686,Vivek Sinha,Founder & CEO,founder,True,,"MBA, ISB",,,,SRC02299,HIGH
FDR0404,S0143,P0687,Khubaib,Co-Founder (Lanstitut),co-founder,True,,Unknown,,,,SRC02301,MEDIUM
FDR0405,S0144,P0688,Manish Agarwal,Co-founder / Elder Council,co-founder,True,,,,,,SRC02304,
FDR0406,S0144,P0689,Ishank Gupta,Co-founder,co-founder,True,,,,,,SRC02304,
FDR0407,S0145,P0691,Rohit Choudhary,Co-founder & CEO,co-founder,True,,,,,,SRC02326,
FDR0408,S0145,P0692,Keertay Agarwal,Co-founder & COO,co-founder,True,,,,,,SRC02328,
FDR0409,S0145,P0693,Yash Banwani,Co-founder & CTO,co-founder,True,,,,,,SRC02328,
FDR0410,S0146,P0698,Arun Papaiah,Co-founder & CEO,co-founder,True,,,,,,SRC02346,
FDR0411,S0146,P0699,Srinivasan Namala,Co-founder,co-founder,True,,,,,,SRC02346,
FDR0412,S0146,P0700,Aditya Kulkarni,Co-founder & CSO,co-founder,True,,,,,,SRC02347,
FDR0413,S0146,P0701,Arun B. Papaiah,Co-founder & CEO,,True,,"MBA, Royal Melbourne Institute of Technology; BSc, Christ University",,,,SRC02349,HIGH
FDR0414,S0147,P0712,Ankur Gigras,Co-founder & CEO,co-founder,True,,,,,,SRC02362,
FDR0415,S0147,P0713,Vikas Chauhan,Co-founder & COO,co-founder,True,,,,,,SRC02366,
FDR0416,S0147,P0714,Aman Priya Khanna,Co-founder,co-founder,True,,,,,,SRC02366,
FDR0417,S0148,P0715,Abhinav Pathak,"Co-founder & CEO (ex-Perpule, acquired by Amazon)",co-founder,True,,,,,,SRC02368,
FDR0418,S0148,P0716,Abhinav Zutshi,Co-founder (ex-Landmark Group),co-founder,True,,,,,,SRC02368,
FDR0419,S0149,P0717,"{'v': 'Harshvardhan Lunia', 'src': 'IndiaFilings, Tracxn'}","{'v': 'Co-Founder, former CEO', 'src': 'ET'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes (as shareholder, legal dispute)', 'src': 'ET'}",,{},,,,SRC02387,HIGH
FDR0420,S0149,P0718,"{'v': 'Mukul Sachan', 'src': 'Tracxn'}","{'v': 'Co-Founder (departed 2019)', 'src': 'Tracxn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes (shareholder)', 'src': 'ET'}",,{},,,,SRC02386,HIGH
FDR0421,S0150,P0657,"{'v': 'Yashish Dahiya', 'src': 'Tracxn, Avataar VC'}","{'v': 'Founder & CEO', 'src': 'Tracxn'}","{'v': 'founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'Tracxn'}",,{},,,,SRC02403,HIGH
FDR0422,S0150,P0675,"{'v': 'Alok Bansal', 'src': 'Avataar VC, MCA'}","{'v': 'Co-Founder & Executive Vice Chairman', 'src': 'Avataar VC'}","{'v': 'co-founder', 'src': 'Avataar VC'}","{'v': 'Yes', 'src': 'Avataar VC'}",,{},,,,SRC02401,HIGH
FDR0423,S0151,P0719,"{'v': 'Rustom Lawyer', 'src': 'Tracxn, Tofler'}","{'v': 'Co-Founder & CEO', 'src': 'Tracxn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'Tofler'}",,{},,,,SRC02404,HIGH
FDR0424,S0151,P0720,"{'v': 'Shiraz Austin', 'src': 'Tracxn, Tofler'}","{'v': 'Co-Founder', 'src': 'Tracxn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'Tofler'}",,{},,,,SRC02404,HIGH
FDR0425,S0152,P0721,"{'v': 'Ram Anant', 'src': 'Tracxn, LinkedIn, Infineon PR'}","{'v': 'Founder & CEO', 'src': 'Infineon PR'}","{'v': 'founder', 'src': 'Tracxn'}","{'v': 'Yes (joining Infineon)', 'src': 'Infineon PR'}",,{},,,,SRC02411,HIGH
FDR0426,S0152,P0722,"{'v': 'Vikram Gakhar', 'src': 'Tracxn, LinkedIn'}","{'v': 'Co-Founder & Director, Mixed Signal Design', 'src': 'LinkedIn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'LinkedIn'}",,{},,,,SRC02415,HIGH
FDR0427,S0152,P0723,"{'v': 'Preetam Tadeparthy', 'src': 'Tracxn, LinkedIn'}","{'v': 'Co-Founder, CTO & VP Engineering', 'src': 'LinkedIn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'LinkedIn'}",,{},,,,SRC02415,HIGH
FDR0428,S0152,P0724,"{'v': 'Dattatreya Baragur Suryanarayana', 'src': 'Tracxn, LinkedIn'}","{'v': 'Co-Founder, Director Analog', 'src': 'LinkedIn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'LinkedIn'}",,{},,,,SRC02415,HIGH
FDR0429,S0153,P0725,"{'v': 'Nikhil Ramaswamy', 'src': 'Tracxn, LinkedIn'}","{'v': 'Co-Founder & CEO', 'src': 'Tracxn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'LinkedIn'}",,{},,,,SRC02420,HIGH
FDR0430,S0153,P0726,"{'v': 'Gokul N A', 'src': 'Tracxn, LinkedIn'}","{'v': 'Founder (Design, Product & Brand)', 'src': 'LinkedIn'}","{'v': 'founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'LinkedIn'}",,{},,,,SRC02420,HIGH
FDR0431,S0153,P0725,Nikhil Ramaswamy,Co-Founder & CEO,,True,,BE (Hons) BITS Pilani (2007-2011),,,,SRC02437,HIGH
FDR0432,S0153,P0727,Gokul NA,"Founder - Design, Product & Brand / CTO",,True,,Not disclosed,,,,SRC02420,HIGH
FDR0433,S0154,P0730,Srivatsan Sridhar,Co-founder and CEO,co-founder,True,,"Engineering degree from Coimbatore Institute of Technology, MBA from Indian School of Business",,,,SRC02442,HIGH
FDR0434,S0154,P0731,Movin Jain,Co-founder,co-founder,True,,"B.Tech Computer Science from IIT Delhi, MBA from IIM Ahmedabad",,,,SRC02456,HIGH
FDR0435,S0155,P0735,Arjun P. Gupta,Founder & CEO,founder,True,,UC Berkeley,,,,SRC02467,HIGH
FDR0436,S0155,P0736,Sidhartha P. Gupta,Co-founder & CFO,co-founder,True,,USC Marshall School of Business,,,,SRC02468,HIGH
FDR0437,S0155,P0737,Ujjal Majumdar,Co-founder & COO,co-founder,True,,Unknown,,,,SRC02459,MEDIUM
FDR0438,S0156,P0738,Rakesh Malik,Co-founder & CEO,co-founder,True,,"B.E. Electronics and Electrical Communications, Punjab Engineering College",,,,SRC02470,HIGH
FDR0439,S0156,P0739,Pratap Narayan Singh,Co-founder & CTO,co-founder,True,,"B.Tech Electrical Engineering, IIT Roorkee",,,,SRC02470,HIGH
FDR0440,S0157,P0744,Dr. Sonam Kothari,Founder,founder,True,,Unknown,,,,SRC02481,HIGH
FDR0441,S0157,P0745,Dr. Abhishek Sen,Founder,founder,True,,Unknown,,,,SRC02481,HIGH
FDR0442,S0158,P0746,Vineeta Singh,CEO,,True,,IIM Ahmedabad,,,,SRC02495,HIGH
FDR0443,S0158,P0747,Kaushik Mukherjee,COO,,True,,IIM Ahmedabad,,,,SRC02498,HIGH
FDR0444,S0159,P0750,Prem Bhatia,CEO / Co-founder,co-founder,,,,,,,SRC02509,
FDR0445,S0159,P0751,Ashwin Puri,Co-founder,co-founder,,,,,,,SRC00088,
FDR0446,S0159,P0752,Vivek P.,Co-founder & CTO,,True,,"MS, PhD Carnegie Mellon University; BBS Savitribai Phule Pune University",,,,SRC02505,HIGH
FDR0447,S0161,P0759,Dheemanth Nagaraj,,co-founder,,,,,,,SRC02538,
FDR0448,S0161,P0760,Ashok Jagannathan,,co-founder,,,,,,,SRC02538,
FDR0449,S0161,P0761,Srikanth Nimmagadda,,co-founder,,,,,,,SRC02538,
FDR0450,S0161,P0762,Rajesh Vivekanandham,,co-founder,,,,,,,SRC02538,
FDR0451,S0162,P0764,Sangeet Agrawal,,co-founder,,,,,,,SRC02556,
FDR0452,S0162,P0765,Navin Parwal,,co-founder,,,,,,,SRC02556,
FDR0453,S0163,P0770,Amitava Saha,,co-founder,,,,,,,SRC02564,
FDR0454,S0163,P0771,Supam Maheshwari,,co-founder,,,,,,,SRC02564,
FDR0455,S0163,P0772,Supam Satyanarayan Maheshwari,Co-Founder,,True,,"Serial entrepreneur; founder of Babyhug, WorldOfMoms, Brainvisa Technologies; serves on boards of 4 companies",,,,SRC02565,HIGH
FDR0456,S0163,P0773,Rajdeep Meda,Co-Founder,,True,,,,,,SRC02565,MEDIUM
FDR0457,S0163,P0774,Macey Quinn,Co-Founder,,True,,,,,,SRC02565,MEDIUM
FDR0458,S0163,P0775,Shaikh Awesh,Co-Founder,,True,,,,,,SRC02565,MEDIUM
FDR0459,S0163,P0776,Johnson Smith,Co-Founder,,True,,,,,,SRC02565,MEDIUM
FDR0460,S0163,P0777,Devendra Kumari,Co-Founder,,True,,,,,,SRC02565,MEDIUM
FDR0461,S0164,P0783,Amit Chawla,,founder,,,,,,,SRC02572,MEDIUM
FDR0462,S0164,P0784,Shreeram Ramanathan,,founder,,,,,,,SRC02572,MEDIUM
FDR0463,S0164,P0785,Amit Kumar Chawla,Co-Founder & CEO,,True,,Co-founded Fundly.ai in 2021; described as bringing experience from RBL Bank context (per fundedstartupsdaily). CEO since inception.,,,,SRC02576,HIGH
FDR0464,S0164,P0786,Shreeram V Ramanathan,Co-Founder,,True,,Co-founded Fundly.ai in 2021. Active on LinkedIn posting about the Pre-Series A raise.,,,,SRC02583,HIGH
FDR0465,S0164,P0787,Neha Ramcharanlal Virmani,Co-Founder,,True,,Listed by Tracxn as co-founder; no press coverage found.,,,,SRC02576,LOW
FDR0466,S0164,P0788,Veena Vinod Chawla,Co-Founder,,True,,Listed by Tracxn as co-founder; no press coverage found.,,,,SRC02576,LOW
FDR0467,S0165,P0790,Mohit Anand,Co-founder and CEO,,True,,"IIT BHU (BHU), Varanasi",,,,SRC02593,HIGH
FDR0468,S0165,P0791,Sarthak Dubey,Co-founder and COO,,True,,Manipal Institute of Technology,,,,SRC02593,HIGH
FDR0469,S0165,P0792,Mayank Morya,Co-founder and CTO,,True,,IIT Mandi,,,,SRC02591,HIGH
FDR0470,S0165,P0793,Akshit Kaushik,Co-founder and CBO,,True,,IIT BHU,,,,SRC02591,HIGH
FDR0471,S0166,P0797,Jugal Anchalia,Co-founder & CEO,co-founder,,,,,,,SRC02600,HIGH
FDR0472,S0166,P0798,Abhishek Kumar,,co-founder,,,,,,,SRC02600,HIGH
FDR0473,S0167,P0799,Geetansh Bamania,"Promoter, Chairperson & co-founder",co-founder,,,,,,,SRC02610,HIGH
FDR0474,S0167,P0800,Ajay Nain,,co-founder,,,,,,,SRC02611,MEDIUM
FDR0475,S0168,P0033,Albinder Dhindsa,,founder,,,,,,,SRC02613,HIGH
FDR0476,S0168,P0802,Saurabh Kumar,,founder,,,,,,,SRC02613,HIGH
FDR0477,S0169,P0803,"{'v': 'Ankush Malik', 'conf': 'high', 'src': 'Fortune India'}","{'v': 'CEO', 'type': 'co-founder'}",,True,,{'v': 'Renewable energy IPP executive'},,,,SRC02621,HIGH
FDR0478,S0170,P0564,"{'v': 'UNKNOWN', 'conf': 'low', 'src': 'Failory lists founders as —'}","{'v': 'Founder(s)', 'type': 'founder'}",,True,,{'v': 'Not identified in sources'},,,,SRC02622,LOW
FDR0479,S0171,P0804,"{'v': 'Sriharsha Majety', 'conf': 'high', 'src': 'Inventiva'}","{'v': 'CEO', 'type': 'co-founder'}",,True,,{'v': 'CEO of Swiggy; candid in shareholder letters'},,,,SRC02632,HIGH
FDR0480,S0171,P0805,"{'v': 'Nandan Reddy', 'conf': 'medium', 'src': 'General knowledge'}","{'v': 'Co-founder', 'type': 'co-founder'}",,True,,,,,,SRC02631,LOW
FDR0481,S0171,P0806,"{'v': 'Rahul Jaimini', 'conf': 'medium', 'src': 'General knowledge'}","{'v': 'Co-founder', 'type': 'co-founder'}",,False,,,,,,SRC02631,LOW
FDR0482,S0172,P0807,"{'v': 'Shubham Gupta', 'conf': 'high', 'src': 'foundersday, Entrackr'}","{'v': 'Founder', 'type': 'founder'}",,True,,"{'v': ""Started brand out of economic necessity when father's textile business faced bankruptcy""}",,,,SRC02640,HIGH
FDR0483,S0172,P0808,"{'v': 'Sanjay Gupta', 'conf': 'medium', 'src': 'Entrackr (RoC filing)'}","{'v': 'Co-founder/Director', 'type': 'co-founder'}",,True,,,,,,SRC02638,MEDIUM
FDR0484,S0172,P0809,"{'v': 'Reena Gupta', 'conf': 'medium', 'src': 'Entrackr (RoC filing)'}","{'v': 'Co-founder/Director', 'type': 'co-founder'}",,True,,,,,,SRC02638,MEDIUM
FDR0485,S0173,P0810,"{'v': 'Aridni Shah', 'conf': 'high', 'src': 'Inc42'}","{'v': 'Cofounder and CEO', 'type': 'co-founder'}",,True,,{'v': 'AI/biotech entrepreneur; leads antibody therapeutics development'},,,,SRC02644,HIGH
FDR0486,S0173,P0811,"{'v': 'Trisha Chatterjee', 'conf': 'high', 'src': 'Inc42'}","{'v': 'Cofounder', 'type': 'co-founder'}",,True,,{'v': 'Co-founded immunitoAI with Aridni Shah in 2020'},,,,SRC02644,HIGH
FDR0487,S0174,P0593,Sunil Kumar,Co-Founder & CEO,founder,True,,"Former Intel, ARM, Broadcom; co-founder of Zenoti (SaaS unicorn)",,,,SRC02653,HIGH
FDR0488,S0174,P0812,Renuka Prasad,Co-Founder,co-founder,True,,,,,,SRC02653,MEDIUM
FDR0489,S0174,P0813,Kanagaraju Ponnusamy,Co-Founder & Head of Engineering,co-founder,True,,,,,,SRC02654,HIGH
FDR0490,S0174,P0814,Dinesh Annayya,Co-Founder,co-founder,True,,,,,,SRC02651,HIGH
FDR0491,S0174,P0815,Harpreet Wadhawan,Co-Founder,co-founder,True,,,,,,SRC02653,MEDIUM
FDR0492,S0174,P0816,Jansen Cheng,VP Global BD & Co-Founder,co-founder,True,,,,,,SRC02655,HIGH
FDR0493,S0175,P0817,Kishan Aswath,Co-Founder & CEO,founder,True,,Previously led Enterprise Architecture at Happiest Minds Technologies,,,,SRC02663,HIGH
FDR0494,S0175,P0818,Amit Ashok Kulkarni,Co-Founder & CTO,co-founder,True,,20+ years in enterprise SaaS; drives product and North America sales,,,,SRC02663,HIGH
FDR0495,S0175,P0819,Ranganath Seetharamu,Co-Founder & COO,co-founder,True,,22+ years in senior management roles,,,,SRC02663,HIGH
FDR0496,S0176,P0264,Nitin Jain,"Chairman & MD, Neo Group",founder,True,,"Ex-CEO, PAG - Edelweiss Wealth Management Services",,,,SRC02669,HIGH
FDR0497,S0176,P0494,Varun Bajpai,Co-Founder & Chairman,co-founder,True,,25+ years in financial services; former Country Head Macquarie Group India; ex-Deutsche Bank,,,,SRC02670,HIGH
FDR0498,S0176,P0493,Hemant Daga,"Co-Founder & CEO, Neo Asset Management",co-founder,True,,,,,,SRC02671,HIGH
FDR0499,S0176,P0496,Puneet Jain,"Co-Founder & CIO, Neo Asset Management",co-founder,True,,,,,,SRC02671,HIGH
FDR0500,S0176,P0495,Shajikumar Devakar,"Co-Founder & CEO, Neo Wealth Management",co-founder,True,,22+ years in wealth management; ET Best Leader Award 2018,,,,SRC02672,HIGH
FDR0501,S0176,P0820,Srikanth A V,"Co-Founder & CEO, Neo Wealth Partners",co-founder,True,,,,,,SRC02669,MEDIUM
FDR0502,S0177,P0821,Aneesh Reddy Boddu,"Founder, MD & CEO",founder,True,,IIT Kharagpur,,,,SRC02678,HIGH
FDR0503,S0177,P0822,Krishna Mehra,Co-Founder,co-founder,False,,IIT Kharagpur,,,,SRC02680,HIGH
FDR0504,S0177,P0823,Ajay Modani,Former Co-Founder,co-founder,False,,IIT Kharagpur,,,,SRC02680,HIGH
FDR0505,S0177,P0824,Anant Choubey,Co-Founder & COO & CFO,co-founder,True,,,,,,SRC02679,HIGH
FDR0506,S0177,P0825,Sridhar Bollam,Co-Founder & CCO North America,co-founder,True,,,,,,SRC02679,HIGH
FDR0507,S0178,P0826,Prateek Jindal,Founder & CEO,founder,True,,IIM Mumbai (MBA),,,,SRC02688,HIGH
FDR0508,S0178,P0827,Nitin Gupta,Co-founder (Uni Cards),co-founder,False,,Co-founded Uni Cards with Prateek Jindal; PowerUp incubated within Uni Cards,,,,SRC02687,MEDIUM
FDR0509,S0179,P0828,"{'v': 'Monil Singhal', 'role': 'co-founder', 'type': 'co-founder', 'confidence': 0.95, 'src': 'ET'}",,,,,,,,,,
FDR0510,S0179,P0829,"{'v': 'Puneet Arora', 'role': 'co-founder', 'type': 'co-founder', 'confidence': 0.95, 'src': 'ET'}",,,,,,,,,,
FDR0511,S0179,P0830,"{'v': 'Ankit Gupta', 'role': 'co-founder', 'type': 'co-founder', 'confidence': 0.95, 'src': 'ET'}",,,,,,,,,,
FDR0512,S0180,P0831,"{'v': 'Shalesh Thusoo', 'role': 'Founder, CEO', 'type': 'founder', 'background': 'Former Intel/chip veteran', 'confidence': 0.9, 'src': 'tsavoritesi.com'}",,,,,,,,,,
FDR0513,S0180,P0832,"{'v': 'Guntram Wolski', 'role': 'Co-Founder, CDD', 'type': 'co-founder', 'confidence': 0.85, 'src': 'tsavoritesi.com'}",,,,,,,,,,
FDR0514,S0180,P0833,"{'v': 'Mike Uhler', 'role': 'Co-Founder, COO', 'type': 'co-founder', 'confidence': 0.85, 'src': 'tsavoritesi.com'}",,,,,,,,,,
FDR0515,S0180,P0834,"{'v': 'Sarvagya Kochak', 'role': 'CTO', 'type': 'co-founder', 'confidence': 0.8, 'src': 'tsavoritesi.com'}",,,,,,,,,,
FDR0516,S0180,P0835,"{'v': 'Shirish Seetharam', 'role': 'Co-Founder, VP BD', 'type': 'co-founder', 'confidence': 0.8, 'src': 'tsavoritesi.com'}",,,,,,,,,,
FDR0517,S0180,P0836,"{'v': 'Chandra Joshi', 'role': 'Co-Founder, VP SW', 'type': 'co-founder', 'confidence': 0.8, 'src': 'tsavoritesi.com'}",,,,,,,,,,
FDR0518,S0181,P0837,"{'v': 'Devansh Jain', 'role': 'Executive Director', 'type': 'executive', 'background': 'INOXGFL Group', 'confidence': 0.85, 'src': 'ET'}",,,,,,,,,,
FDR0519,S0182,P0838,"{'v': 'Vivek Mishra', 'role': 'co-founder', 'type': 'co-founder', 'background': 'PhD robotics, aerospace engineering', 'confidence': 0.9, 'src': 'Inc42'}",,,,,,,,,,
FDR0520,S0182,P0839,"{'v': 'Vikash Mishra', 'role': 'co-founder', 'type': 'co-founder', 'background': 'PhD aerospace engineering, advanced materials', 'confidence': 0.9, 'src': 'Inc42'}",,,,,,,,,,
FDR0521,S0182,P0840,"{'v': 'Nitin Katiyar', 'role': 'co-founder', 'type': 'co-founder', 'confidence': 0.8, 'src': 'CARE Ratings'}",,,,,,,,,,
FDR0522,S0183,P0843,"{'v': 'Pulkit Khurana', 'role': 'co-founder', 'type': 'co-founder', 'background': 'IIT Kanpur alumnus', 'confidence': 0.95, 'src': 'Wikipedia'}",,,,,,,,,,
FDR0523,S0183,P0844,"{'v': 'Siddharth Sikka', 'role': 'co-founder', 'type': 'co-founder', 'background': 'IIT Kanpur alumnus', 'confidence': 0.95, 'src': 'Wikipedia'}",,,,,,,,,,
FDR0524,S0185,P0845,Ritwik Khare,Founder & CEO,,True,,"MBA Gold Medalist, Faculty of Management Studies, University of Delhi; B.Com Honors, Shri Ram College of Commerce (SRCC)",,,,SRC02735,HIGH
FDR0525,S0185,P0846,Karan Miglani,Co-Founder & CPO,,True,,"FMS Delhi Gold Medalist, SRCC B.Com Honors",,,,SRC02736,HIGH
FDR0526,S0188,P0848,Nithin Kamath,Founder & CEO,founder,True,,stockbroker,,,,SRC02751,MEDIUM
FDR0527,S0189,P0262,Farid Ahsan,"Co-founder, CEO",founder,,,"Former COO of ShareChat, IIT Kanpur alumnus",,,,SRC02753,HIGH
FDR0528,S0189,P0261,Bhanu Pratap Singh,Co-founder,founder,,,"Former CTO of ShareChat, IIT Kanpur alumnus",,,,SRC02753,HIGH
FDR0529,S0191,P0849,Shreyaans Jain,"Co-founder, CEO",founder,,,,,,,SRC02759,HIGH
FDR0530,S0191,P0850,Rohit Ramakrishnan,Co-founder,founder,,,,,,,SRC02759,HIGH
FDR0531,S0191,P0851,Aloke Kumar,Co-founder,founder,,,,,,,SRC02759,HIGH
FDR0532,S0192,P0852,Venkataraman Natarajan,"Co-founder, COO",founder,,,,,,,SRC02764,HIGH
FDR0533,S0192,P0853,Krishna Vaidyanathan,Co-founder,founder,,,,,,,SRC02764,HIGH
FDR0534,S0193,P0854,Vaibhav Tambe,"Co-founder, CEO",founder,,,,,,,SRC02767,HIGH
FDR0535,S0193,P0855,Lavin Kotian,Co-founder,founder,,,,,,,SRC02770,HIGH
FDR0536,S0193,P0856,Pulak Jain,Co-founder,founder,,,,,,,SRC02770,HIGH
FDR0537,S0193,P0857,Sachin Gupta,Co-founder,founder,,,,,,,SRC02770,HIGH
FDR0538,S0194,P0858,James Solomon,CEO & Co-Founder,founder,True,,IIT Bombay,,,,SRC02773,HIGH
FDR0539,S0194,P0859,Suman Hiremath,Co-Founder,founder,True,,UNKNOWN,,,,SRC02774,MEDIUM
FDR0540,S0195,P0860,Mohak Nahta,Founder & CEO,founder,True,,Carnegie Mellon University,,,,SRC02780,HIGH
FDR0541,S0195,P0564,Unknown,Co-Founder,co-founder,True,,UNKNOWN,,,,,LOW
FDR0542,S0196,P0861,Capt. Ishver Dholakiya,Founder & Managing Director,founder,True,,UNKNOWN,,,,SRC02788,HIGH
FDR0543,S0196,P0862,Bharat Bhut,Co-Founder,founder,True,,UNKNOWN,,,,SRC02789,MEDIUM
FDR0544,S0197,P0863,Mohit Bedi,Co-Founder,founder,True,,UNKNOWN,,,,SRC02795,HIGH
FDR0545,S0197,P0864,Siddharth Mehta,"Co-Founder, COO & CFO",founder,True,,UNKNOWN,,,,SRC02796,HIGH
FDR0546,S0197,P0865,Anup Kumar Agrawal,Co-Founder,founder,True,,UNKNOWN,,,,SRC02807,MEDIUM
FDR0547,S0197,P0866,Anup Agrawal,Co-Founder & CEO,,True,,UNKNOWN,,,,SRC02796,HIGH
FDR0548,S0198,P0870,Abhishek Murarka,CEO & Co-Founder,founder,True,,UNKNOWN,,,,SRC02812,HIGH
FDR0549,S0198,P0871,Tushar Patil,Co-Founder & COO,founder,True,,UNKNOWN,,,,SRC02813,HIGH
FDR0550,S0198,P0872,Devanshu Mishra,Co-Founder,founder,True,,UNKNOWN,,,,SRC02814,MEDIUM
FDR0551,S0199,P0873,Srinath Ravichandran,"CEO, Co-founder",co-founder,True,,UNKNOWN,,,,SRC02822,HIGH
FDR0552,S0199,P0874,Moin SPM,Co-founder,co-founder,True,,UNKNOWN,,,,SRC02822,HIGH
FDR0553,S0200,P0875,Ashish Deora,Founder & CEO,founder,True,,Founded Aurum Ventures in 1996 at age 21,,,,SRC02827,HIGH
FDR0554,S0201,P0876,Dhruv Arora,Founder & CEO,founder,True,,,,,,SRC02837,HIGH
FDR0555,S0202,P0877,Dr. Ashvini Jakhar,Founder & CEO,founder,True,,"Ex-McKinsey, ISB, Indian Navy",,,,SRC02843,HIGH
FDR0556,S0203,P0878,Manas Khandelwal,Founder,founder,True,,UNKNOWN,,,,SRC02851,HIGH
FDR0557,S0203,P0879,Varun Khandelwal,Founder,founder,True,,UNKNOWN,,,,SRC02851,HIGH
FDR0558,S0203,P0880,Sumit Ghosh,Founder,founder,True,,UNKNOWN,,,,SRC02851,HIGH
FDR0559,S0207,P0881,Ritesh Singh Chandel,co-founder,co-founder,True,,IIT Roorkee,,,,SRC02858,HIGH
FDR0560,S0207,P0882,Sonu Kumar,co-founder,co-founder,True,,IIT Roorkee,,,,SRC02858,HIGH
FDR0561,S0207,P0883,Rushabh Kothari,co-founder,co-founder,True,,UNKNOWN,,,,SRC02858,HIGH
FDR0562,S0208,P0884,Jyothis Indirabhai,co-founder,co-founder,True,,UNKNOWN,,,,SRC02868,MEDIUM
FDR0563,S0208,P0885,Sreejith Varma,co-founder,co-founder,True,,UNKNOWN,,,,SRC02868,MEDIUM
FDR0564,S0208,P0886,Deepa Geetha,co-founder,co-founder,True,,UNKNOWN,,,,SRC02868,MEDIUM
FDR0565,S0209,P0564,UNKNOWN,Founder/MD,founder,True,,Aavishkaar Group,,,,SRC02880,LOW
FDR0566,S0209,P0887,Vineet Chandra Chandra Rai,Founder & Chairman,,True,,"Founder of Aavishkaar Group, Intellecap, IntelleGrow",,,,SRC02875,HIGH
FDR0567,S0209,P0888,Shubhankar Sengupta,Co-Founder,,False,,,,,,SRC02875,MEDIUM
FDR0568,S0210,P0901,Tarun Mehta,"Co-founder, CEO",founder,True,,IIT Madras,,,,SRC02895,HIGH
FDR0569,S0210,P0902,Swapnil Jain,Co-founder,co-founder,True,,IIT Madras,,,,SRC02896,HIGH
FDR0570,S0211,P0564,UNKNOWN,Founder/CEO,founder,True,,Wealth management,,,,SRC02901,LOW
FDR0571,S0211,P0903,Anirudha Taparia,Founder & CEO,,True,,Co-Founder & Joint CEO of 360 ONE Wealth (previously IIFL Wealth); SVP & Citibanking Head (North India) at Citibank; decade at Citibank before that,,,,SRC02904,HIGH
FDR0572,S0211,P0904,Sidhartha Shaw,Co-Founder,,True,,,,,,SRC02914,MEDIUM
FDR0573,S0211,P0905,Vijeeta Sharma,Co-Founder,,True,,Director since incorporation (MCA),,,,SRC02906,MEDIUM
FDR0574,S0211,P0906,Pankaj Walia,Co-Founder,,True,,Standard Chartered Bank 22-year veteran & Head of Private Banking India,,,,SRC02911,HIGH
FDR0575,S0212,P0564,UNKNOWN,Founder/CEO,founder,True,,Logistics/e-commerce,,,,SRC02920,LOW
FDR0576,S0213,P0911,Raoul Nanavati,Co-founder,founder,True,,Cornell Tech,,,,SRC02936,HIGH
FDR0577,S0213,P0912,Jai Nanavati,Co-founder,co-founder,True,,Cornell Tech,,,,SRC02936,HIGH
FDR0578,S0214,P0914,Shashwat Sahai,Co-founder,co-founder,,,,,,,SRC02946,HIGH
FDR0579,S0214,P0915,Chandan Jha,Co-founder,co-founder,,,,,,,SRC02946,HIGH
FDR0580,S0215,P0916,Tarun Lawadia,Founder & CEO,founder,,,20+ years in auto leasing per company profile snippet,,,,SRC02957,HIGH
FDR0581,S0215,P0917,Sameer Kalra,Co-founder / COO,co-founder,,,,,,,SRC02957,HIGH
FDR0582,S0216,P0919,Tejas Jain,Founder & CEO,founder,,,,,,,SRC02965,HIGH
FDR0583,S0217,P0920,Sridhar Pinnapureddy,Founder & Chairman,founder,,,,,,,SRC02970,HIGH
FDR0584,S0218,P0921,Ratheesh Nair,Founder & CEO,founder,,,15+ years in product design and online consumer behavior per profile,,,,SRC02977,HIGH
FDR0585,S0218,P0922,Abhitosh Kumar Pandey,Co-founder,co-founder,,,,,,,SRC02977,MEDIUM
FDR0586,S0218,P0923,Jay Patel,Co-founder,co-founder,,,,,,,SRC02977,MEDIUM
