investor_id,name,type,geography,fund_vintage,notable_portfolio,india_presence,partner_if_public,notes
INV1136,Maven Consulting Services,,,,,,,
INV1137,Varun Alagh,,,,,,,
INV1138,Angel List,,,,,,,
INV1139,Abhishek Goyal,,,,,,,
INV1140,Ankur Goyal,,,,,,,
INV1141,Raul Rai,,,,,,,
INV1142,Saama,,,,,,,
INV1143,Touchstone,,,,,,,
INV1144,AYRA Ventures,,,,,,,
INV1145,Niveshaay Investment,,,,,,,
INV1146,Vivek Jain,,,,,,,
INV1147,Niveshaay Sambhav Fund,,,,,,,
INV1148,Alibaba Group,,,,,,,
INV1149,Investcorp,,,,,,,
INV1150,Special Situation Investments,,,,,,,
INV1151,Sage Investment Trust,,,,,,,
INV1152,Anchor Partners,,,,,,,
INV1153,Ontario Teachers' Pension Plan,,,,,,,
INV1154,Multiply Ventures,,,,,,,
INV1155,Rajeev Ahuja,,,,,,,
INV1156,Eniac Ventures,,,,,,,
INV1157,Tidal Ventures,,,,,,,
INV1158,"Anchor: 41 investors including 16 domestic mutual funds, 5 LIC companies",,,,,,,
INV1159,banks and NBFCs,,,,,,,
INV1160,Eternal Ltd (Zomato) — parent,,,,,,,
INV1161,SBI MF,,,,,,,
INV1162,31 anchor investors,,,,,,,
INV1163,ICICI Prudential Mutual Fund,,,,,,,
INV1164,Societe Generale,Bank,"Paris, France",,,Mumbai,,
INV1165,ADB ($138M),,,,,,,
INV1166,Exim Bank of India,,,,,,,
INV1167,New Development Bank,,,,,,,
INV1168,Sumitomo Mitsui,,,,,,,
INV1169,Vedanta group,Conglomerate,"Mumbai, India",,,Mumbai,,
INV1170,DCM Shriram Consolidated,Conglomerate,"Delhi, India",,,Delhi,,
INV1171,ADB,Multilateral,"Manila, Philippines",,,New Delhi,,
INV1172,Public investors,,,,,,,
INV1173,Prosus/Naspers,Conglomerate,"Amsterdam, Netherlands",,,Mumbai,,
INV1174,QIP investors,,,,,,,
INV1175,India SME Investment Fund,PE,India,,,India,,
INV1176,India SME Investment Fund (64.5 Cr),,,,,,,
INV1177,Radhakrishna Ramnarain Pvt Ltd (17.8 Cr),,,,,,,
INV1178,Namita Thapar (50 lakh),,,,,,,
INV1179,Rajesh Raheja (3 Cr),,,,,,,
INV1180,Over 20 other investors,,,,,,,
INV1181,Radhakrishna Ramnarain Pvt,Family Office,India,,,India,,
INV1182,Namita Thapar,Angel,India,,,India,,
INV1183,Phoenix Family Office,,,,,,,
INV1184,Ashish Kacholia (~$3M),,,,,,,
INV1185,pi Ventures ($1.25M),,,,,,,
INV1186,Anicut Capital ($1M),,,,,,,
INV1187,AC Ventures,,,,,,,
INV1188,JITO Incubation,,,,,,,
INV1189,LVX,,,,,,,
INV1190,JJ Family and Angels,,,,,,,
INV1191,IAN Alpha Fund,VC,India,,,,,
INV1192,Naga,,,,,,,
INV1193,Dallas Venture Capital,,,,,,,
INV1194,Avataar Ventures,,,,,,,
INV1195,8i Ventures,,,,,,,
INV1196,DeVC,,,,,,,
INV1197,"Uni Cards investors (Lightspeed, Accel, General Catalyst, Eight Roads, Elevation Capital)",,,,,,,
INV1198,Stellaris,,,,,,,
INV1199,Orios,,,,,,,
INV1200,Stride,,,,,,,
INV1201,Mukesh Bansal,,,,,,,
INV1202,Aakrit Vaish,,,,,,,
INV1203,Miten Sampat,,,,,,,
INV1204,Stellaris Venture Partners,VC,Bengaluru,,,Bengaluru,,
INV1205,RJ Corp,,,,,,,
INV1206,Enam,,,,,,,
INV1207,Akash Bhansali,,,,,,,
INV1208,Hero,,,,,,,
INV1209,DLF,,,,,,,
INV1210,Poonawalla family office,family_office,India,,,India,,
INV1211,INOXGFL Group,conglomerate,India,,,India,,
INV1212,Acacia Inclusion,,,,,,,
INV1213,PC-SBI Kurashi Visionary Fund,,,,,,,
INV1214,Rising Tide Ventures,VC,India,,,India,,
INV1215,Ecosystem Integrity Fund,impact_fund,US,,,India,,
INV1216,LeapFrog Investments,impact_fund,London,,,India,,
INV1217,Uber,,,,,,,
INV1218,Peak XV Surge,VC,"Bengaluru, India",,,,,
INV1219,Peak XV Partners (Surge),VC,"Bengaluru, India",,,,,
INV1220,Kettleborough VC,,,,,,,
INV1221,Naveen Kukreja,,,,,,,
INV1222,9+ others,,,,,,,
INV1223,Galaxy Interactive,,,,,,,
INV1224,Animoca Brands,,,,,,,
INV1225,Blue Asva Varenya Fund,,,,,,,
INV1226,FBC Venture Partners,,,,,,,
INV1227,Spearhead Capital,,,,,,,
INV1228,ARTPARK,,,,,,,
INV1229,Manish Jain,,,,,,,
INV1230,Jacob Hansen Family Trust,,,,,,,
INV1231,Krishnaswamy Vijay,,,,,,,
INV1232,Fundamentum Partnership,,,,,,,
INV1233,Accion Venture Labs,,,,,,,
INV1234,GMO Venture Partners,,,,,,,
INV1235,Rockstud Capital,VC,India,,,India,,
INV1236,global and domestic investors,,,,,,,
INV1237,Susquehanna Asia VC,VC,USA,,,India,,
INV1238,Long Journey Ventures,,,,,,,
INV1239,MakeMyTrip,,,,,,,
INV1240,Havells India,Corporate,India,,,India,,
INV1241,Nikhil Kamath (Zerodha),,,,,,,
INV1242,Vertex Ventures Southeast Asia & India,,,,,,,
INV1243,Bharat Jaisinghani,Angel,India,,,India,,
INV1244,Nitish Mittersain (Nazara founder),,,,,,,
INV1245,Nitish Mittersain,,,,,,,
INV1246,Mayfield Fund,,,,,,,
INV1247,Advenza Global,,,,,,,
INV1248,REA India,,,,,,,
INV1249,Two UK family offices,,,,,,,
INV1250,UK family offices,,,,,,,
INV1251,Sixth Sense Ventures,,,,,,,
INV1252,Flourish Ventures,,,,,,,
INV1253,Antler,,,,,,,
INV1254,GSF Investors,VC,India,,,India,,
INV1255,PE investors,,,,,,,
INV1256,Piramal Alternatives,,,,,,,
INV1257,Nuveen,,,,,,,
INV1258,European DFI,,,,,,,
INV1259,US Teachers Insurance and Annuity Association,,,,,,,
INV1260,Michael & Susan Dell Foundation,,,,,,,
INV1261,Aavishkaar Goodwell India Microfinance Development Company-II,,,,,,,
INV1262,Tano Capital,,,,,,,
INV1263,TR Capital III Mauritius,,,,,,,
INV1264,Danish Sustainable Development Goals Investment Fund,,,,,,,
INV1265,Aavishkaar Group,,,,,,,
INV1266,India-Japan Fund,,,,,,,
INV1267,IJF,,,,,,,
INV1268,Founders,,,,,,,
INV1269,Mirae Asset Venture Investment,Venture capital,South Korea,,,India,,
INV1270,Antler India,VC,India,,,India,,
INV1271,Ajay Agarwal,,,,,,,
INV1272,Sharad Sanghi,,,,,,,
INV1273,Paula Mariwala,,,,,,,
INV1274,{'name': 'Prath Ventures'},,,,,,,
INV1275,Prath Ventures,VC,India,,,India,,
INV1276,{'name': 'Inflection Point Ventures'},,,,,,,
INV1277,{'name': 'LC Nueva Investment Partners'},,,,,,,
INV1278,"{'name': ""Founder's Room Capital""}",,,,,,,
INV1279,{'name': 'LC Nueva'},,,,,,,
INV1280,{'name': 'Mufin'},,,,,,,
INV1281,{'name': 'LC Nueva AIF'},,,,,,,
INV1282,LC Nueva,,,,,,,
INV1283,Inflection Point Ventures,,,,,,,
INV1284,{'name': 'WaterBridge Ventures'},,,,,,,
INV1285,{'name': 'Nikhil Kamath'},,,,,,,
INV1286,{'name': 'Sreeram Reddy Vanga'},,,,,,,
INV1287,Sreeram Reddy Vanga,,,,,,,
INV1288,Baring Private Equity Partners India,,,,,,,
INV1289,Z3Partners,,,,,,,
INV1290,Bajaj Finance,,,,,,,
INV1291,IIT Kanpur alumni network,,,,,,,
INV1292,Associates,,,,,,,
INV1293,Venture Catalysts angel network,,,,,,,
INV1294,Helena,,,,,,,
INV1295,Japan Airlines,,,,,,,
INV1296,TransLink Innovation Fund,,,,,,,
INV1297,SMSC,,,,,,,
INV1298,Verlinvest,,,,,,,
INV1299,AngelList India,,,,,,,
INV1300,Abhiraj Singh Bhal,,,,,,,
INV1301,Bhaane Retail,,,,,,,
INV1302,Ajit Mohan,,,,,,,
INV1303,Anand Ahuja,,,,,,,
INV1304,CDPQ,,,,,,,
INV1305,Sequoia India (now Peak XV),,,,,,,
INV1306,Wing VC,,,,,,,
INV1307,TI Platform Management,,,,,,,
INV1308,East West Bank,,,,,,,
INV1309,Sumitomo Mitsui Banking Corporation,,,,,,,
INV1310,GMO Payment Gateway,,,,,,,
INV1311,TD Bank,,,,,,,
INV1312,Krishnan Vishwanathan,,,,,,,
INV1313,Aasaan Retail,,,,,,,
INV1314,Endiya Partners,,,,,,,
INV1315,Ventureast,,,,,,,
INV1316,Fosun RZ Capital,,,,,,,
INV1317,Sistema Asia Capital,,,,,,,
INV1318,Vertex Holdings,,,,,,,
INV1319,Vertex Growth,,,,,,,
INV1320,Sachin Tendulkar,,,,,,,
INV1321,IDG Ventures India,,,,,,,
INV1322,Unilazer Ventures,,,,,,,
INV1323,International Finance Corporation,,,,,,,
INV1324,Acies Ventures,,,,,,,
INV1325,PointOne Capital,,,,,,,
INV1326,Other Angels,,,,,,,
INV1327,Keiretsu Forum,,,,,,,
INV1328,CanBank Venture Capital Fund,,,,,,,
INV1329,IA Growth Opportunities Fund,,,,,,,
INV1330,Brew Opportunities Fund,,,,,,,
INV1331,Finvolve Ventures,,,,,,,
INV1332,FirstPort Capital,,,,,,,
INV1333,Maithan Family Office,,,,,,,
INV1334,Merck Global Health Innovation Fund,,,,,,,
INV1335,Novo Nordisk,,,,,,,
INV1336,OeEB,,,,,,,
INV1337,Moon Beverage Limited,,,,,,,
INV1338,Jainarain Fabtech,,,,,,,
INV1339,family office,,,,,,,
INV1340,Five Sigma,,,,,,,
INV1341,Morphosis,,,,,,,
INV1342,Alicorn,,,,,,,
INV1343,Just Climate,,,,,,,
INV1344,Aavishkaar Capital,,,,,,,
INV1345,Kunal Bahl,,,,,,,
INV1346,Rohit Kumar Bansal,,,,,,,
INV1347,Rabo Frontier Ventures,,,,,,,
INV1348,Hero Enterprise,,,,,,,
INV1349,CDC Group,,,,,,,
INV1350,British International Investments,,,,,,,
INV1351,Aavishkaar India,,,,,,,
INV1352,Hero Corp,,,,,,,
INV1353,Hero Enterprises,,,,,,,
INV1354,Incubate Fund Asia,,,,,,,
INV1355,LGT Lightstone Aspada,,,,,,,
INV1356,Quona Capital,,,,,,,
INV1357,Asia Impact SA,,,,,,,
INV1358,Lightrock India,,,,,,,
INV1359,Blue Earth Capital,,,,,,,
INV1360,Asia Impact,,,,,,,
INV1361,US International Development Finance Corporation,,,,,,,
INV1362,GuarantCo,,,,,,,
INV1363,Swedfund,,,,,,,
INV1364,Proparco,,,,,,,
INV1365,GEF South Asia Growth,,,,,,,
INV1366,Zeropearl VC,,,,,,,
INV1367,startup founders and operators,,,,,,,
INV1368,AJVC,,,,,,,
INV1369,India Accelerator,,,,,,,
INV1370,multistage VC arm,,,,,,,
INV1371,NSRCEL Women Startup Program,,,,,,,
INV1372,NSRCEL Women Startup Program (IIM Bangalore),,,,,,,
INV1373,Kotak Alternate Asset Managers (Kotak Alts),,,,,,,
INV1374,Hero Enterprise Partner Ventures,,,,,,,
INV1375,Colossa WomenFirst Fund,,,,,,,
INV1376,Navam Venture,,,,,,,
INV1377,Prime Venture Partners,,,,,,,
INV1378,Social Capital,,,,,,,
INV1379,JSCapital,,,,,,,
INV1380,Horizons Ventures,,,,,,,
INV1381,Spring Marketing Capital,,,,,,,
INV1382,Promus Ventures,,,,,,,
INV1383,xto10X,,,,,,,
INV1384,Force Ventures,,,,,,,
INV1385,Luckbox Ventures,,,,,,,
INV1386,IndigoEdge Advisors,,,,,,,
INV1387,TransUnion,,,,,,,
INV1388,IN-SPACe,,,,,,,
INV1389,ICICI Bank,,,,,,,
INV1390,Kotak Mahindra Bank,,,,,,,
INV1391,Luxor Capital,,,,,,,
INV1392,Sumeru Ventures,,,,,,,
INV1393,Sofina Group,,,,,,,
INV1394,Siguler Guff,,,,,,,
INV1395,Carlyle Group,,,,,,,
INV1396,Falcon Edge Capital via Alpha Wave Ventures,VC,UNKNOWN,,,,,
INV1397,ByteDance,,,,,,,
INV1398,Lupa Systems,,,,,,,
INV1399,Alpha Wave Investors,,,,,,,
INV1400,Sequoia Capital India (Peak XV),VC,"Bengaluru, India",,,,,
INV1401,Chimera VC,,,,,,,
INV1402,MIXI Global Investments,,,,,,,
INV1403,Artha Venture Fund,,,,,,,
INV1404,All In Capital,,,,,,,
INV1405,Suashish Group,,,,,,,
INV1406,Rohto Pharmaceutical,,,,,,,
INV1407,Left Lane Capital,,,,,,,
INV1408,Hillhouse Capital,,,,,,,
INV1409,Google Capital,CVC-corporate,"Mountain View, CA, USA",,,,,
INV1410,Skegen,,,,,,,
INV1411,IDBI Capital Markets,,,,,,,
INV1412,ONGC,,,,,,,
INV1413,IDBI Capital Markets & Securities,,,,,,,
INV1414,Northpoint Capital,,,,,,,
INV1415,Cisco,,,,,,,
INV1416,Webel,,,,,,,
INV1417,Next Ventures,,,,,,,
INV1418,Florintree,,,,,,,
INV1419,Nomura,,,,,,,
INV1420,GGV,,,,,,,
INV1421,Peak XV (formerly Sequoia),VC,"Bengaluru, India",,,,,
INV1422,Rainmatter Capital Fund,,,,,,,
INV1423,N. S. Raghavan Centre for Entrepreneurial Learning,,,,,,,
INV1424,50 angel investors,,,,,,,
INV1425,Zerodha (Rainmatter),,,,,,,
INV1426,USV Pharma,,,,,,,
INV1427,Hindustan Unilever (exited),,,,,,,
INV1428,Fireside Ventures (exited),VC,"Bengaluru, India",,,,,
INV1429,Hindustan Unilever,,,,,,,
INV1430,Lachy Groom (lead),,,,,,,
INV1431,Alkemi Growth Capital (lead),,,,,,,
INV1432,SVLL,,,,,,,
INV1433,InCred PE Fund,,,,,,,
INV1434,Florintree Advisors,,,,,,,
INV1435,Mumbai Angels,,,,,,,
INV1436,Artiman Ventures,,,,,,,
INV1437,WRV Capital,,,,,,,
INV1438,Edelweiss Private Equity,,,,,,,
INV1439,iDEX,,,,,,,
INV1440,HBL Power Systems,,,,,,,
INV1441,Navam Capital (lead),,,,,,,
INV1442,Magna International (lead),,,,,,,
INV1443,public markets (fresh issue),,,,,,,
INV1444,Ashish Gupta,Angel Investor,India,,,India,,
INV1445,Aravali Investment Holdings,PE (WestBridge affiliate),India,,,India,,
INV1446,HirePro,,,,,,,
INV1447,Careernet,,,,,,,
INV1448,"anchor investors: Aditya Birla Sun Life MF, Motilal Oswal, WhiteOak Capital, Invesco India, Bandhan MF, Edelweiss MF, BNP Paribas, Citigroup, Societe Generale, Groww MF, Max Life Insurance",,,,,,,
INV1449,promoters Rishi Das and Meghna Agarwal,,,,,,,
INV1450,"Anchor investors: Tata Mutual Fund, Baroda BNP Paribas Mutual Fund, Trust Mutual Fund",,,,,,,
INV1451,Keppel,,,,,,,
INV1452,Ananta Capital Ventures,,,,,,,
INV1453,Plutus Capital,,,,,,,
INV1454,Dhawan Family Trust,,,,,,,
INV1455,Kili Ventures,,,,,,,
INV1456,Keppel Land,,,,,,,
INV1457,The Wealth Company Asset Management (Bharat Value Fund),,,,,,,
INV1458,The Wealth Company Asset Management,,,,,,,
INV1459,Public market,,,,,,,
INV1460,Fundamentum,,,,,,,
INV1461,Haymarket Media Group,,,,,,,
INV1462,Avenir Growth Capital,,,,,,,
INV1463,ADG,,,,,,,
INV1464,ADFD,,,,,,,
INV1465,Arena Holdings,,,,,,,
INV1466,Timf Holdings,,,,,,,
INV1467,Somerville,,,,,,,
INV1468,Accel Leaders Fund,VC,"San Francisco, USA",,,,,
INV1469,We Founder Circle,,,,,,,
INV1470,Kahu,,,,,,,
INV1471,Coca-Cola CEO,,,,,,,
INV1472,JK Cement COO,,,,,,,
INV1473,Finvolve,,,,,,,
INV1474,Haldiram Family Office,,,,,,,
INV1475,Rohit Qamra,,,,,,,
INV1476,RMRN Ventures,,,,,,,
INV1477,BP Jain Holdings,,,,,,,
INV1478,Bipin Preet Singh (MobiKwik),,,,,,,
INV1479,Susquehanna Venture Capital,,,,,,,
INV1480,Array VC,,,,,,,
INV1481,Climber Capital,,,,,,,
INV1482,Samarthya Investment Managers,,,,,,,
INV1483,Nikhil Kamath ($20M),,,,,,,
INV1484,Golden Merchandisers,,,,,,,
INV1485,NK Enterprises Holding,,,,,,,
INV1486,Analog Capital,,,,,,,
INV1487,Elev8,,,,,,,
INV1488,IndiaMART,,,,,,,
INV1489,Various,,,,,,,
INV1490,Rosy Blue,,,,,,,
INV1491,Kashikey Co.,,,,,,,
INV1492,Aamir Khan,,,,,,,
INV1493,Ranbir Kapoor,,,,,,,
INV1494,S24 Capital Advisory,,,,,,,
INV1495,SIG (Susquehanna Asia VC),,,,,,,
INV1496,10x Founders Fund,,,,,,,
INV1497,Justin (surname unverified),,,,,,,
INV1498,Atomic Capital,,,,,,,
INV1499,Bharat Value Fund (The Wealth Company),,,,,,,
INV1500,SMBC Asia Rising Fund,,,,,,,
INV1501,GVFL,,,,,,,
INV1502,Veloce Opportunities Fund,,,,,,,
INV1503,JITO,,,,,,,
INV1504,Sunicon Ventures Fund,,,,,,,
INV1505,Progrowth Ventures,,,,,,,
INV1506,Hyderabad Angels,,,,,,,
INV1507,Neev II Fund,,,,,,,
INV1508,Pitango,,,,,,,
INV1509,Kingsway Capital,,,,,,,
INV1510,500 Global,,,,,,,
INV1511,Pitanga Ventures,,,,,,,
INV1512,Philipp Freise,,,,,,,
INV1513,Asia Venture Group,,,,,,,
INV1514,Mauerkatze,,,,,,,
INV1515,AmpVentures,,,,,,,
INV1516,Rahul Ravindra Raj Mehta,,,,,,,
INV1517,Scott Shleifer,,,,,,,
INV1518,Ontario,,,,,,,
INV1519,Freemark Partners,,,,,,,
INV1520,Griffin Schroeder,,,,,,,
INV1521,VMS Fund Administration,,,,,,,
INV1522,Scott Bankcraft Kapnick,,,,,,,
INV1523,Indian Continent Investment,,,,,,,
INV1524,Exor,,,,,,,
INV1525,Unbound,,,,,,,
INV1526,ACORN,,,,,,,
INV1527,Quad Partners,,,,,,,
INV1528,SVF Investment Corp,,,,,,,
INV1529,Zennis Capital,,,,,,,
INV1530,IFM Investors,,,,,,,
INV1531,Comm Bank of Dubai,,,,,,,
INV1532,Global Car Group,,,,,,,
INV1533,Antariksh Venture Capital Fund,,,,,,,
INV1534,Ajay Upadhyaya,,,,,,,
INV1535,Deepak,,,,,,,
INV1536,Self-funded,,,,,,,
INV1537,Kunal Popat,,,,,,,
INV1538,Kinjal Popat,,,,,,,
INV1539,Xponentia Capital Partners,,,,,,,
INV1540,Xponentia Capital (exited),,,,,,,
INV1541,Xponentia Capital (seller),,,,,,,
INV1542,Caret Capital,,,,,,,
INV1543,Prudent Investment Management,,,,,,,
INV1544,Visvesvaraya Pentakota,,,,,,,
INV1545,Ravi Ayyagari,,,,,,,
INV1546,Sean O'Sullivan Ventures,,,,,,,
INV1547,Footwork VC,,,,,,,
INV1548,Alabaster,,,,,,,
INV1549,EquityPitcher,,,,,,,
INV1550,HTGF,,,,,,,
INV1551,Mitsubishi,,,,,,,
INV1552,Eytukan Holdings,,,,,,,
INV1553,Avataar Venture Partners,,,,,,,
INV1554,Alstroemeria,,,,,,,
INV1555,Mitsubishi UFJ Financial Group,,,,,,,
INV1556,BNP Paribas Cardif,,,,,,,
INV1557,Action TESA,,,,,,,
INV1558,Kouzina Food Tech,,,,,,,
INV1559,Gaurav Kumar (founder),,,,,,,
INV1560,Gaurav Kumar,,,,,,,
INV1561,Engineering Capital,,,,,,,
INV1562,Abyro Capital,,,,,,,
INV1563,Indian Navy,,,,,,,
INV1564,Angel investors and HNIs,,,,,,,
INV1565,High-net-worth individuals,,,,,,,
INV1566,Oman India Joint Investment Fund,,,,,,,
INV1567,Incubate Fund,,,,,,,
INV1568,Akatsuki AET FUND,,,,,,,
INV1569,Ex-Samsung executive,,,,,,,
INV1570,Udaan,Acquirer,Bengaluru,,,India,,
INV1571,Fluid Ventures,VC,India,,,India,,
INV1572,{'name': 'RPSG Capital Ventures'},,,,,,,
INV1573,{'name': 'Colossa Ventures'},,,,,,,
INV1574,{'name': 'Rainmatter'},,,,,,,
INV1575,{'name': 'India Foundation Fund'},,,,,,,
INV1576,{'name': 'Riverwalk'},,,,,,,
INV1577,{'name': 'MGF-Kavachh'},,,,,,,
INV1578,{'name': 'Elevation Capital'},,,,,,,
INV1579,{'name': 'Jupiter Capital'},,,,,,,
INV1580,{'name': 'Stripe'},,,,,,,
INV1581,{'name': 'Peak XV Partners'},,,,,,,
INV1582,{'name': 'Ashish Kacholia'},,,,,,,
INV1583,{'name': 'Jungle Ventures'},,,,,,,
INV1584,{'name': 'Lashit Sanghvi'},,,,,,,
INV1585,Sierra Ventures,,,,,,,
INV1586,Seligman Ventures,,,,,,,
INV1587,Marico Limited,,,,,,,
INV1588,Clairvest,,,,,,,
INV1589,Meesho,,,,,,,
INV1590,GSF (prior investor),,,,,,,
INV1591,"{'name': 'Matrix Partners', 'conf': 0.9}",,,,,,,
INV1592,"{'name': 'West Cap', 'conf': 0.7}",,,,,,,
INV1593,"{'name': 'Matrix Partners', 'conf': 0.8}",,,,,,,
INV1594,"{'name': 'Accel Partners', 'conf': 0.8}",,,,,,,
INV1595,"{'name': 'Smile Group', 'conf': 'MEDIUM'}",,,,,,,
INV1596,"{'name': 'Matrix Partners India', 'conf': 'HIGH'}",,,,,,,
INV1597,"{'name': 'Orios Venture Partners', 'conf': 'MEDIUM'}",,,,,,,
INV1598,"{'name': 'Matrix Partners India', 'conf': 'MEDIUM'}",,,,,,,
INV1599,"{'name': 'WestCap Group', 'conf': 'MEDIUM'}",,,,,,,
INV1600,"{'name': 'Nepean Capital', 'conf': 'HIGH'}",,,,,,,
INV1601,"{'name': 'WestCap Group', 'conf': 'HIGH'}",,,,,,,
INV1602,"{'name': 'Tomales Bay Capital', 'conf': 'HIGH'}",,,,,,,
INV1603,"{'name': 'AJ Capital', 'conf': 'HIGH'}",,,,,,,
INV1604,"{'name': 'Z47 (Matrix Partners India)', 'conf': 'HIGH'}",,,,,,,
INV1605,"{'name': 'Orios Venture Partners', 'conf': 'HIGH'}",,,,,,,
INV1606,West Cap,VC,India,,,,,
INV1607,Agri Business Incubation Foundation IIT Kharagpur,,,,,,,
INV1608,ITEL Foundation,,,,,,,
