person_id,startup_id,name,position,start_date,end_date,prev,linkedin,source_id,confidence
P0911,S0213,Raoul Nanavati,Co-Founder & CEO,,,,,SRC02927,HIGH
P0912,S0213,Jai Nanavati,Co-Founder & CTO,,,,,SRC02927,HIGH
P0913,S0213,Gaurav Banga,NOT ASSOCIATED,,,,,SRC02928,HIGH
P0916,S0215,Tarun Lawadia,Founder & CEO,,,,,SRC02951,HIGH
P0917,S0215,Sameer Kalra,Co-founder / COO,,,,,SRC02951,HIGH
P0918,S0215,Nikhil Sharma,AVP - Growth & Marketing,,,,,SRC02952,MEDIUM
P0944,S0226,Utkarsh Gupta,co-founder,,,,,SRC03021,HIGH
P0945,S0226,Dishant Daryani,co-founder,,,,,SRC03021,HIGH
P0948,S0228,Sunil Thomas,Co-founder,,,,,SRC03040,HIGH
P0947,S0228,Anand Jain,Co-founder,,,,,SRC03036,HIGH
P0946,S0228,Suresh Kondamudi,Co-founder,,,,,SRC03038,HIGH
P0949,S0228,Sidharth Malik,Former CEO,,2024-07,,,SRC03040,HIGH
P0950,S0228,Priyank Shah,UNKNOWN,,,,,,LOW
P0951,S0228,Preeti Chitnis,UNKNOWN,,,,,,LOW
P0973,S0238,Shardul Sheth,Co-Founder & CEO,,,,,SRC03111,HIGH
P0974,S0238,Sitanshu Sheth,Co-Founder & COO,,,,,SRC03111,HIGH
P0975,S0238,Ritesh Alladwar,Chief Financial Officer,,,,,SRC03111,HIGH
P0976,S0238,Sunil Jain,Chief Technology Officer,,,,,SRC03111,HIGH
P0977,S0238,Chaitanyaa Patel,Vice President - Strategic Initiatives & Farmer App,,,,,SRC03111,HIGH
P0978,S0238,Varun Narad,General Counsel - Legal & Secretarial,,,,,SRC03111,HIGH
P0979,S0238,Dr. Devraj Arya,Vice President - R&D and Regulatory Affairs,,,,,SRC03111,HIGH
P0977,S0238,Chaitanyaa Patel,VP - Strategic Initiatives & Farmer App,,,,,SRC03111,HIGH
P0978,S0238,Varun Narad,General Counsel - Legal,,,,,SRC03111,HIGH
P0979,S0238,Dr. Devraj Arya,VP - R&D and Regulatory Affairs,,,,,SRC03111,HIGH
P0988,S0241,Prasanna Rao,Co-Founder and CEO,,,,,SRC03151,HIGH
P0987,S0241,Chattanathan Devarajan,Co-Founder and MD,,,,,SRC03152,HIGH
P0989,S0241,Anand Chandra,Co-Founder,,,,,SRC03153,HIGH
P0990,S0241,Priyanka Wadhera,CFO,,,,,SRC03154,MEDIUM
P0991,S0241,Varun Malhotra,Board Member,,,,,SRC03152,HIGH
P0992,S0241,Margapuri Prasanna Rao,Board Member,,,,,SRC03152,MEDIUM
P0997,S0246,Himanshu Goyal,Co-Founder,,,,,SRC03188,HIGH
P0998,S0246,Gaurav Mandlecha,Co-Founder,,,,,SRC03188,HIGH
P0999,S0248,Priyanka Singhal,Founder & CEO,,,,,SRC03200,HIGH
P1000,S0248,Karthikraja M,Printed Circuit Board Designer,,,,,SRC03201,LOW
P1001,S0248,Sai Krishna,Firmware Engineer,,,,,SRC03201,LOW
P1002,S0248,Keerthi Nadella,Firmware Engineer,,,,,SRC03201,LOW
P1003,S0248,Chidanand Swamy,Junior Mechanical Engineer,,,,,SRC03201,LOW
P1004,S0248,Mohankumar L,Design Engineer,,,,,SRC03201,LOW
P1005,S0248,Hari Haran,Senior System Engineer,,,,,SRC03201,LOW
P1006,S0248,Samuel Paul,Embedded Firmware Engineer,,,,,SRC03201,LOW
P1007,S0248,Duvvuru Deepika,Junior PCB Design Engineer,,,,,SRC03201,LOW
P1009,S0255,Vinay Bagri,Co-Founder and CEO,,,,,SRC03226,HIGH
P1010,S0255,Virender Bisht,Co-Founder and CTO,,,,,SRC03226,HIGH
P1011,S0255,Amit Talwar,CEO of Niyo Forex,,,,,SRC03227,HIGH
P1012,S0255,Sai Sankar,Chief Business Officer,,,,,SRC03228,MEDIUM
P1013,S0255,Vineet Sethi,Chief Marketing Officer,,,,,SRC03229,MEDIUM
P1014,S0255,Smriti Advani,Vice President Brand Marketing,,,,,SRC03229,MEDIUM
P1015,S0255,Avinash Pandey,VP Sales,,,,,SRC03229,MEDIUM
P1016,S0256,Prateep Basu,Founder & CEO,,,,,SRC03259,HIGH
P1017,S0256,Ishan Tomar,Co-founder,,,,,SRC03270,MEDIUM
P1018,S0256,Rashmit Sukhmani,Co-founder,,,,,SRC03270,MEDIUM
P1019,S0256,Abhishek Raju,Co-founder,,,,,SRC03270,MEDIUM
P1024,S0258,Virendra Kumar Gupta,Director / Founder,,,,,,HIGH
P1022,S0258,Umang Bedi,Whole-time Director / Co-founder,,,,,,HIGH
P1025,S0258,Vikram Vaidyanathan,Nominee Director,,,,,,HIGH
P1026,S0258,Yana Vladimirovna Kachurina,Director,,,,,,HIGH
P1027,S0258,Neeraj Bharadwaj,Director,,,,,,HIGH
P1028,S0258,Prakul Kaushiva,Director,,,,,,HIGH
P1029,S0258,Utsav Mitra,Director,,,,,,HIGH
P1030,S0258,Nitin Kukreja,Director,,,,,,HIGH
P1031,S0258,Deepak Dara,Director,,,,,,HIGH
P1032,S0258,Prathivadibhayankara Rajagopalan Ramesh,"Additional Director / Independent Director, Chair of Audit Committee",,,,,,HIGH
P1033,S0258,Prasanna Prasad,Chief Product and Technology Officer,,,,,,HIGH
P1034,S0258,Prakashan Manikoth,Group CFO,,,,,,HIGH
P1035,S0258,Sandip Basu,Group CFO (former),,,,,,MEDIUM
P1024,S0258,Virendra Kumar Gupta,Founder / Managing Director,,,,,SRC03294,HIGH
P1022,S0258,Umang Bedi,Co-founder / Whole-time Director,,,,,SRC03295,HIGH
P1032,S0258,Prathivadibhayankara Rajagopalan Ramesh,Independent Director / Chair of Audit Committee,,,,,SRC03294,HIGH
P1071,S0278,Arvind Kondangi Lakshmikumar,Founder / Managing Director & CEO,,,,,SRC03387,HIGH
P1072,S0278,Ankit Kumar,Co-Founder / Executive Director & Chief Business and Revenue Officer,,,,,SRC03387,HIGH
P1073,S0278,Cecilia D'Souza,Co-Founder / Executive Director & Chief Commercial Officer,,,,,SRC03387,HIGH
P1074,S0278,Sudeep George,Co-Founder,,,,,SRC03381,MEDIUM
P1075,S0278,Munjal Chheda,COO,,,,,SRC03381,MEDIUM
P1076,S0278,Siva Shankar,CFO,,,,,SRC03381,MEDIUM
P1077,S0278,Prasanth Allada,CTO,,,,,SRC03381,MEDIUM
P1078,S0278,Shyam Sunder,Vice President of Products,,,,,SRC03381,MEDIUM
P1079,S0278,Mathew Cyriac,Nominee Director (Florintree),,,,,SRC03388,HIGH
P1081,S0280,Muthu Subramanian,MD & GM,,,,,SRC03405,HIGH
P0580,S0280,Amit Gupta,Director (Parent),,,,,SRC02014,HIGH
P0582,S0280,Naveen Dachuri,Director (Parent),,,,,SRC02014,HIGH
P0585,S0280,Matteo Del Sorbo,Director (Parent),,,,,SRC02014,HIGH
P0586,S0280,Eric Arvind Cyril Vas,Nominee Director (Parent),,,,,SRC02014,HIGH
P0581,S0280,R.K. Misra,Co-founder (Parent),,,,,SRC02021,MEDIUM
P0583,S0280,Anuj Tewari,CFO (Parent),,,,,SRC02014,HIGH
P1085,S0283,Rishi Das,"Co-Founder, Chairman, Executive Director & CEO",,,,,SRC03415,HIGH
P1084,S0283,Meghna Agarwal,"Co-Founder, Executive Director & COO",,,,,SRC03415,HIGH
P1086,S0283,Anshuman Das,"Co-Founder, Non-Executive Director",,,,,SRC03416,HIGH
P1087,S0283,Sanjay Mishra,Co-Founder,,,,,SRC03417,MEDIUM
P1088,S0283,Sandeep Singhal,Nominee Director (Non-Executive),,,,,SRC03418,HIGH
P1089,S0283,Pawan Jaichandbhai Jain,CFO,,,,,SRC03419,HIGH
P1090,S0283,Pranav Ayanath Kuttiyat,Company Secretary & Compliance Officer,,,,,SRC03419,HIGH
P1095,S0285,Aditya Mahesh Shah,Managing Director,2008-01-01,,,,SRC03444,HIGH
P1096,S0285,Tapan Jitendrakumar Gosaliya,Whole-Time Director,2010-09-30,,,,SRC03444,HIGH
P1111,S0290,Umesh Kumar,Co-founder & CEO,,,,,SRC03474,HIGH
P1112,S0290,Saksham Sarda,Co-founder & CTO,,,,,SRC03475,HIGH
P1113,S0290,Ashish B,Growth Manager,,,,,SRC03476,MEDIUM
P1120,S0296,Aditi Murarka Agrawal,co-founder and CEO,,,,,SRC03514,HIGH
P1121,S0296,Anurag Agrawal,co-founder,,,,,SRC03514,HIGH
P1122,S0296,Rahul Chowdhri,investor board member,,,,,SRC03516,MEDIUM
P0645,S0296,Sahil Barua,investor board member,,,,,SRC03516,MEDIUM
P0768,S0296,Varun Alagh,angel investor,,,,,SRC03516,LOW
P1126,S0305,Raghavendra Parvataraju,CEO,,,,,SRC03557,HIGH
P1127,S0305,Vijay Ponukumati,CTO,,,,,SRC03557,HIGH
P1128,S0305,Mohan Konyala,CPO,,,,,SRC03557,HIGH
P1129,S0305,Ashutosh Bordekar,CFO,,,,,SRC03557,HIGH
P1130,S0305,Nithin Kaimal,Partner and India COO,,,,,SRC03557,HIGH
P1133,S0307,Shashwath T.R.,Co-founder and CEO,,,,,SRC03569,HIGH
P1134,S0307,Sharan Srinivas J.,Co-founder and CTO,,,,,SRC03569,HIGH
P1135,S0309,Navneet Singh,Founder & CEO,,,,,SRC03587,HIGH
P1136,S0309,Kiran V. Sharma,Co-Founder & Chief Strategy Officer,,,,,SRC03584,HIGH
P1137,S0310,Vikram Chopra,Co-founder & CEO,,,,,SRC03602,HIGH
P1139,S0310,Mehul Agrawal,Co-founder & COO,,,,,SRC03601,HIGH
P1140,S0310,Gajendra Jangid,Co-founder & CMO,,,,,SRC03611,HIGH
P1141,S0310,Ruchit Agarwal,Co-founder & CFO,,,,,SRC03612,HIGH
P1142,S0310,Himanshu Ratnoo,CEO India Used-Car Business,,,,,SRC03601,HIGH
P1143,S0310,Ankit Bhalla,Director of Engineering,,,,,SRC03613,MEDIUM
P1149,S0316,Kunal Chimanlal Popat,Founder & CEO,2014,,,,SRC03650,HIGH
P1150,S0316,Kinjal Kunal Popat,Co-founder & COO,2014,,,,SRC03651,HIGH
P1153,S0320,Radhika Patil,Co-founder and CEO,,,,,SRC03684,HIGH
P1154,S0320,Bharath Patil,Co-founder and CTO,,,,,SRC03685,HIGH
P1155,S0320,Giriraj Nitin Gandhi,Director,,,,,SRC03676,MEDIUM
P1156,S0322,Ankit Agrawal,Founder & CEO,,,,,SRC03709,HIGH
P1157,S0322,Ish Babbar,Co-Founder & CTO,,,,,SRC03703,HIGH
P1158,S0322,Ranjeet Singh,CEO - InsuranceDekho for Corporate,,,,,SRC03703,HIGH
P0570,S0322,Abhishek Bansal,CEO - Insurance Business,,,,,SRC03710,MEDIUM
P1159,S0322,Joyeeta Ghosal,Head of Marketing,,,,,SRC03710,MEDIUM
P1160,S0322,Pankaj Goenka,VP & Head - B2B2C Business,,,,,SRC02153,MEDIUM
P1161,S0322,Divya Mohan,Chief Human Resources Officer,,,,,SRC03711,MEDIUM
P1162,S0322,Navneet Bhatt,"Head - Placement, Risk & Re Insurance",,,,,SRC03703,MEDIUM
P1163,S0322,Sumit Sengupta,Advisory Board Member,,,,,SRC03703,MEDIUM
P1191,S0367,Dilsher Singh Malhi,Co-founder and CEO,,,,,SRC03930,HIGH
P1192,S0367,Siddhant Saurabh,Co-founder,,,,,SRC03935,HIGH
P1193,S0367,Govind Mittal,Chief Spokesperson,,,,,SRC03938,MEDIUM
P1194,S0367,Subi Chaturvedi,Chief Corporate & Public Affairs Officer,,,,,SRC03942,MEDIUM
P1195,S0367,Gaurav Mehta,Chief Marketing Officer,,,,,SRC03943,MEDIUM
