investor_id,name,type,geography,companies_backed,total_rounds,lead_rounds,first_investment,startup_ids,source_id,notes
INV0730,Claypond Capital (Ranjan Pai),,,1,0,1,,S0092,SRC01637,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0731,360 One Asset Management,asset-manager,"Mumbai, India",1,0,0,,S0093,SRC01676,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0732,Mayfield India,VC,"Silicon Valley, USA",2,0,0,,S0093;S0149,SRC01677,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0733,Mentor India,,,1,0,0,,S0093,,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0734,TPG Rise,PE,"San Francisco, CA, USA",1,0,1,,S0094,SRC01687,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0735,Leeds Illuminate,,,1,0,0,,S0094,SRC01687,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0736,Chan Zuckerberg Initiative,,,1,0,0,,S0094,SRC01687,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0737,Canada Pension Plan Investment Board,,,1,0,0,,S0094,SRC01691,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0738,HSBC,,,4,0,0,,S0094;S0096;S0116;S0241,SRC01688,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=4); no quality rating.
INV0739,CPP Investments (CPPIB),,,1,0,0,,S0094,SRC01700,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0740,Bertelsmann,CVC-corporate,"Gütersloh, Germany",3,0,0,,S0094;S0149;S0238,SRC01702,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=3); no quality rating.
INV0741,ICICI Venture,,,1,0,1,,S0095,SRC01723,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0742,Niveshaay,VC,India,2,0,1,,S0095;S0341,SRC01723,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0743,Sauce VC,VC,"Delhi, India",2,0,1,,S0095;S0162,SRC01723,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0744,Amazon Smbhav Venture Fund,CVC-corporate,"Seattle, USA",1,0,1,,S0095,SRC01724,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0745,72 Ventures,,,1,0,0,,S0095,SRC01724,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0746,Falguni/Sanjay Nayar FO,,,1,0,0,,S0095,SRC01724,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0747,L'Oreal,,,1,0,1,,S0095,SRC01720,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0748,Paramark Ventures,,,1,0,0,,S0096,SRC01742,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0749,Peak XV (Sequoia India),VC,"Bengaluru, India",1,0,0,,S0096,SRC01742,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0750,Peak XV,VC,"Bengaluru, India",6,0,0,,S0096;S0138;S0176;S0177;S0266;S0271,SRC01749,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=6); no quality rating.
INV0751,SBI Mutual Fund,,,1,0,1,,S0097,SRC01760,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0752,Kamath Associates,,,1,0,0,,S0097,SRC01760,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0753,Plutus Wealth Management,,,1,0,0,,S0097,SRC01760,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0754,Instant Growth,,,1,0,0,,S0097,SRC01760,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0755,Plutus Wealth / GIC,,,1,0,0,,S0097,SRC01760,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0756,MUFG Bank,Sovereign/Govt,"Tokyo, Japan",1,0,1,,S0098,SRC01764,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0757,Euclidean Capital,,,1,0,1,,S0098,SRC01764,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0758,undisclosed private investors,,,1,0,0,,S0098,SRC01770,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0759,TVS Capital Funds,VC,"Chennai, India",2,0,1,,S0098;S0322,SRC01764,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0760,Crystal Investment Advisors,,,1,0,0,,S0098,SRC01769,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0761,Crystal Investment Advisors (Atha Group),,,1,0,1,,S0098,SRC01769,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0762,VT Capital,,,1,0,1,,S0098,SRC01769,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0763,Morde,,,1,0,0,,S0098,SRC01768,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0764,Bill & Melinda Gates Foundation,,,1,0,0,,S0099,SRC01777,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0765,IDH Farmfit Fund,,,1,0,0,,S0099,SRC01777,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0766,500 Startups,,,1,0,0,,S0099,SRC01777,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0767,Blue Ashva Capital,,,2,0,0,,S0099;S0309,SRC01777,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0768,Miledeep Capital,,,1,0,0,,S0099,SRC01777,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0769,Nutreco,,,1,0,0,,S0099,SRC01781,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0770,Celesta Capital,,,1,0,0,,S0099,SRC01781,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0771,IndusAge,,,1,0,0,,S0099,SRC01781,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0772,Blue Ashva,,,1,0,0,,S0099,SRC01781,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0773,IDH,,,1,0,0,,S0099,SRC01781,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0774,Gates Foundation,,,1,0,0,,S0099,SRC01781,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0775,US DFC,,,1,0,0,,S0099,SRC01777,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0776,Sanket Parekh,,,1,0,0,,S0100,SRC01784,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0777,Sanket Parekh (Pidilite family office),,,1,0,1,,S0100,SRC01784,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0778,Signet,,,1,0,0,,S0100,SRC01784,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0779,Hira Group family office,,,1,0,0,,S0100,SRC01784,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0780,Singularity Growth,,,1,0,0,,S0100,SRC01784,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0781,NB Ventures,,,2,0,0,,S0100;S0106,SRC01784,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0782,SageOne,,,1,0,0,,S0100,SRC01783,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0783,Alchemy Long Term Ventures,,,1,0,0,,S0100,SRC01783,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0784,Bajaj Holdings & Investment,,,1,0,0,,S0100,SRC01783,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0785,Minerva Ventures,,,1,0,0,,S0100,SRC01783,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0786,public shareholders,,,2,0,0,,S0100;S0135,SRC01786,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0787,Klub (Indian investment company),,,1,0,0,,S0100,SRC01784,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0788,SageOne / Alchemy / Bajaj Holdings / Minerva (Series E leads),,,1,0,1,,S0100,SRC01783,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0789,Gogoro,,,1,0,1,,S0101,SRC01791,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0790,Goodyear Ventures,,,1,0,0,,S0101,SRC01791,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0791,WFC,,,1,0,0,,S0101,SRC01791,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0792,Venture Catalysts,,,3,0,0,,S0101;S0153;S0157,SRC01791,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=3); no quality rating.
INV0793,LetsVenture,,,2,0,0,,S0101;S0118,SRC01791,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0794,IAN,,,1,0,0,,S0101,SRC01791,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0795,Ivygrowth,,,1,0,0,,S0101,SRC01791,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0796,Grip,,,1,0,0,,S0101,SRC01791,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0797,ENEOS,,,1,0,0,,S0101,SRC01792,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0798,IAN Fund,,,1,0,0,,S0101,SRC01792,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0799,ENEOS Group,,,1,0,1,,S0101,SRC01792,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0800,Beams Fintech Fund,,,2,0,1,,S0102;S0322,SRC01800,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0801,Beams Fintech Fund (+affiliates),,,1,0,0,,S0102,SRC01800,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0802,Baring PE Partners India,,,1,0,0,,S0102,SRC01800,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0803,Saison Capital,,,1,0,0,,S0102,SRC01800,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0804,UNLEASH Capital Partners,,,1,0,0,,S0102,SRC01800,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0805,BIG Global Investments,,,1,0,0,,S0103,SRC01808,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0806,BlueHill Capital,,,1,0,0,,S0103,SRC01808,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0807,Campus Fund,,,1,0,0,,S0103,SRC01808,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0808,Golden Sparrow Ventures,,,1,0,0,,S0103,SRC01808,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0809,TDK Ventures,CVC-corporate,"Tokyo, Japan",3,0,2,,S0103;S0105;S0152,SRC01807,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=3); no quality rating.
INV0810,BIG Capital,,,2,0,1,,S0103;S0132,SRC01807,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0811,YourNest Venture Capital,,,1,0,1,,S0103,SRC01807,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0812,Bluehill.VC,,,1,0,0,,S0103,SRC01807,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0813,Riceberg Ventures,,,1,0,0,,S0103,SRC01807,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0814,National Quantum Mission,,,1,0,0,,S0104,SRC01814,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0815,Speciale Invest,VC,India,5,0,1,,S0104;S0105;S0124;S0153;S0307,SRC01814,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=5); no quality rating.
INV0816,National Quantum Mission (via IITM C-DOT Samgnya),,,1,0,0,,S0104,SRC01814,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0817,Sony Innovation Fund,,,1,0,0,,S0104,SRC01814,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0818,Artha Ventures,,,1,0,0,,S0104,SRC01814,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0819,7 more,,,1,0,0,,S0104,SRC01817,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0820,I-HUB Quantum Technology Foundation,,,1,0,0,,S0104,SRC01817,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0821,RDI fund,,,1,0,0,,S0104,SRC01815,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0822,National Quantum Mission (via IITM C-DOT Samgnya Technologies Foundation),,,1,0,1,,S0104,SRC01815,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0823,Zoho Corporation,Corporate,India,2,0,2,,S0105;S0208,SRC01830,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0824,Lingotto,,,1,0,0,,S0105,SRC01830,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0825,Lingotto (Exor NV),,,1,0,1,,S0105,SRC01830,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0826,TVS Motor,,,1,0,0,,S0105,SRC01829,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0827,Iron Pillar,,,2,0,0,,S0106;S0312,SRC01839,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0828,Three State Ventures,,,1,0,0,,S0106,SRC01839,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0829,Shinhan Group,,,1,0,0,,S0106,SRC01839,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0830,Landmark Group,,,1,0,0,,S0106,SRC01839,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0831,3State Ventures,,,1,0,0,,S0106,SRC01838,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0832,Nordstar,,,1,0,0,,S0106,SRC01853,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0833,Binny Bansal,,,1,0,0,,S0106,SRC01853,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0834,Adil Allana,,,1,0,0,,S0106,SRC01853,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0835,Rashmi Kwatra,,,1,0,0,,S0106,SRC01853,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0836,Lydia Jett,,,1,0,0,,S0106,SRC01853,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0837,Sixteenth Street Capital,,,1,0,0,,S0106,SRC01849,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0838,Accel Partners,VC,US,3,0,0,,S0106;S0112;S0367,SRC01849,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=3); no quality rating.
INV0839,BlackSoil Capital,,,2,0,0,,S0106;S0277,SRC01849,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0840,Winter Capital (Crimson Winter Ltd),,,1,0,0,,S0106,SRC01848,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0841,Rukam Capital,,,1,0,0,,S0106,SRC01848,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0842,Potential Ventures X4,,,1,0,0,,S0106,SRC01848,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0843,Three State Ventures (Binny Bansal),,,1,0,0,,S0106,SRC01852,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0844,ASK Finance,,,1,0,0,,S0106,SRC01852,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0845,Caspian,,,1,0,0,,S0106,SRC01847,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0846,3State Ventures (Binny Bansal),,,1,0,1,,S0106,SRC01838,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0847,Z47 (ex-Matrix India),VC,"Mumbai, India",1,0,0,,S0107,SRC01863,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0848,Z47 (ex-Matrix Partners India),VC,"Mumbai, India",1,0,0,,S0107,SRC01866,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0849,Nimbus Capital,,,1,0,1,,S0108,SRC01873,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0850,Surendra Soni,,,1,0,0,,S0108,SRC01875,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0851,Open Campus,,,1,0,0,,S0108,SRC01875,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0852,XDC Accelerator Program,,,1,0,0,,S0108,SRC01874,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0853,XVC Tech,,,1,0,0,,S0108,SRC01875,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0854,Polygon Labs,,,1,0,0,,S0108,SRC01874,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0855,Soonami,,,1,0,0,,S0108,SRC01875,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0856,Solana,,,1,0,0,,S0108,SRC01875,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0857,Play Ventures,,,1,0,1,,S0109,SRC01879,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0858,MIXI Investments,,,1,0,0,,S0109,SRC01879,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0859,Gameskraft Technologies,,,1,0,0,,S0109,SRC01879,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0860,Griffin Gaming Partners,,,1,0,0,,S0109,SRC01879,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0861,Waterbridge Ventures,,,2,0,1,,S0109;S0216,SRC01879,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0862,Courtside Ventures,,,2,0,0,,S0109;S0144,SRC01879,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0863,Rocket Capital,,,1,0,0,,S0109,SRC01879,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0864,Lumikai,,,1,0,0,,S0109,SRC01890,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0865,Exceed Entertainment,,,1,0,0,,S0109,SRC01890,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0866,KB Investments,,,1,0,0,,S0109,SRC01888,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0867,Edelweiss Discovery Fund,,,1,0,0,,S0110,SRC01910,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0868,HPV CC1,,,1,0,0,,S0110,SRC01911,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0869,Kenro Capital,,,1,0,0,,S0110,SRC01911,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0870,Titan Capital,,,2,0,0,,S0110;S0165,SRC01911,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0871,Premji Invest (PI Opportunities Fund II),Family Office,"Mumbai, India",1,0,0,,S0110,SRC01924,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0872,BlackSoil (90 Cr),,,1,0,0,,S0110,SRC01914,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0873,InCred (70 Cr),,,1,0,0,,S0110,SRC01914,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0874,Stride (70 Cr),,,1,0,0,,S0110,SRC01914,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0875,Nuvama (40 Cr),,,1,0,0,,S0110,SRC01914,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0876,Multiples,PE,,2,0,0,,S0110;S0135,SRC01918,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0877,Falcon Edge Capital,VC,UNKNOWN,1,0,0,,S0112,SRC01945,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0878,Harvard Management Company,,,1,0,0,,S0112,SRC01945,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0879,Falcon Edge Capital (now Alpha Wave Global),VC,UNKNOWN,1,0,0,,S0112,SRC01945,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0880,Ward Ferry,,,1,0,0,,S0112,SRC01961,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0881,Others (undisclosed),Other,UNKNOWN,1,0,0,,S0112,SRC01949,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0882,Alpha Wave Global (ex-Falcon Edge Capital),PE,"New York, USA",1,0,1,,S0112,,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0883,Sequoia Capital India (now Peak XV Partners),VC,"Bengaluru, India",1,0,0,,S0112,,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0884,Ratan Tata / RNT Associates,,,1,0,0,,S0112,,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0885,Legatum Capital,,,1,0,1,,S0113,SRC01967,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0886,Accrete Capital,,,1,0,0,,S0113,SRC01967,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0887,Gaingels,,,1,0,0,,S0113,SRC01967,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0888,Setu Aif Trust,,,1,0,0,,S0114,SRC01975,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0889,Artal Asia (Invus Group affiliate),,,1,0,0,,S0115,SRC01979,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0890,Invus Group,,,1,0,0,,S0115,SRC01979,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0891,Nokia Growth Partners,,,1,0,0,,S0116,SRC01989,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0892,Mirae Asset-Naver Fund,,,1,0,0,,S0116,SRC01989,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0893,TPG NewQuest,PE,"San Francisco, CA, USA",1,0,1,,S0116,SRC01986,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0894,Qualcomm,CVC-corporate,"San Diego, USA",1,0,0,,S0116,SRC01986,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0895,Public,,,7,0,0,,S0116;S0210;S0212;S0230;S0231;S0284;S0286,SRC01984,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=7); no quality rating.
INV0896,ICICI Prudential MF,,,2,0,0,,S0116;S0169,SRC01984,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0897,Nippon India MF,,,1,0,0,,S0116,SRC01984,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0898,Norges Bank,,,1,0,0,,S0116,SRC01984,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0899,IFC (World Bank),Sovereign/Govt,"Washington, USA",1,0,0,,S0116,SRC01989,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0900,WEH Ventures,VC,"Bengaluru, India",2,0,0,,S0117;S0165,SRC01997,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
