startup_id,company,funding_trend,revenue_trend,profitability_trend,hiring_trend,product_trend,investor_trend,technology_evidence,regulatory_trend,explanation,confidence,evidence_count,notes
S0001,Juspay,UP,UP,PROFITABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,17,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0191,QOSMIC,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:2:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,9,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0192,Hachidori Robotics,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:3:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,10,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0193,TransBnk,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:2:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,6,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0194,Olee Space,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:1:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,7,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0195,Atlys,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:2:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,7,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0196,Goldi Solar,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:1:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0197,Kiwi (Gokiwi Tech),UP,UP,LOSS_MAKING,STABLE,STABLE,UP,TECH:1:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,13,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0198,Circolife,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:2:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,7,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0199,Agnikul Cosmos (AgniKul),UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0200,Aurm,STABLE,STABLE,PROFITABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,6,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0201,Syfe,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0202,Prozo,UP,UP,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,6,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0203,Jurisphere.ai,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0204,The Energy Company,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0205,Spike AI,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0206,Physics Wallah,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0207,Arivihan,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:4:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,9,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0208,Netrasemi (NetraSemi),UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:4:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,9,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0209,Arohan Financial Services,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,15,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0210,Ather Energy,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0211,Nexedge Capital,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,15,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0212,Shiprocket,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0213,Navana.ai,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,11,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0214,Lickicious,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0215,PumPumPum,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,8,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0216,BimaKavach,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0217,CtrlS,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0218,Watch Your Health,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0219,TrueFan AI,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0220,Coulomb Litech,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0221,Fermionic Design,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:2:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,6,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0222,ANSCER Robotics,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0223,Superleap AI,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0224,Fire AI (FireAI),STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0225,Matter,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0226,Comet,UP,UP,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,14,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0227,Balaji Wafers,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0228,CleverTap,UP,UP,PROFITABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,15,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0229,Drip Capital,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0230,Kissht (OnEMI),UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0231,Lenskart,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0232,Neoble,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0233,QubeHealth Pay (QubeHealth),UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0234,Qure.ai,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:2:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,6,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0235,Greenwave Circularity,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:1:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0236,Shortgun Games,STABLE,STABLE,STABLE,UP,STABLE,UP,TECH:1:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,6,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0237,Uolo,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:2:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,6,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0238,AgroStar,UP,UP,STABLE,STABLE,STABLE,UP,TECH:1:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,18,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0239,30 Sundays,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0240,Intellend Technologies Advisors,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0241,Arya.ag (Arya),UP,STABLE,PROFITABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,12,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0242,Hubilo,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0243,ProFound (profound),STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0244,Renee Cosmetics,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0245,Vini Cosmetics (Fogg),STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0246,Vecton AI,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,11,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0247,Dialflo,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0248,Ammunic Systems,UP,UP,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,11,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0249,ANS Commerce,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0250,BharatGPT/Hanooman (Reliance+IIT-Bombay),STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0251,Cellogen Therapeutics,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0252,Morphing Machines,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0253,NeuroPixel.AI,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0254,Niro,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0255,Niyo,UP,UP,LOSS_MAKING,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,15,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0256,SatSure,UP,UP,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,12,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0257,Simpl,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0258,VerSe Innovation,UP,UP,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,18,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0259,Wow! Momo,UP,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0260,ARC,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0261,InstaAstro,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0262,Iztri,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0263,Qila Games,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0264,Sasta Sundar,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0265,Astrotalk,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0266,CarDekho (GirnarSoft),UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0267,SagarDefence Engineering,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0268,InRisk Labs (EarthRe),UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0269,Videonetics,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0270,Drivn (DRIVN),UP,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0271,Turtlemint,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0272,ValuEnable,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0273,Wellbeing Nutrition,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0274,Alt Carbon,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0275,Alphadroid,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0276,Minfy Technologies,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0277,Celebal Technologies,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0278,Tonbo Imaging,UP,UP,PROFITABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,20,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0279,DigitalPaani,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0280,Yuma Energy,UP,STABLE,PROFITABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,11,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0281,Solinas Integrity,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0282,Covrzy,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0283,IndiQube,UP,UP,PROFITABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,12,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0284,Smartworks,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
