year,city,primary_sector,stage,investor_type,capital_inr_mn,round_count,new_or_existing,disclosed_flag,notes
2024,Mumbai,quick commerce,Series F,mixed,29295.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2024,Mumbai,regtech/id verification,Series F (earlier),mixed,1422.9,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2024,Mumbai,wealthtech,Series B,mixed,265.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2024,Mumbai,wealthtech / financial services,Series B,mixed,7984.12,2,mixed (DERIVED):1; all-follow-on (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2024,Mumbai MMR (Thane),healthtech / insurtech engagement,Undisclosed,mixed,418.5,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2024,New Delhi,SaaS / data collaboration & governance,Series C,mixed,8788.5,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2024,Noida,EdTech,Series B,mixed,17577.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2024,Noida,agritech / post-harvest,Conventional Debt,mixed,4101.3,2,mixed (DERIVED):1; all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2024,Pune,agritech / crop inputs,Debt,mixed,0.0,1,all-follow-on (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2024,Pune,agritech / crop inputs,Equity funding,mixed,0.0,1,all-new-investors (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2024,Pune,fintech/credit cards,Series D tranche,mixed,2134.35,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2024,Pune (batch said Bengaluru — corrected: Pune HQ per all sources),fintech lending,Series E,mixed,0.0,1,new (Amara) + existing:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2024,San Francisco,ai marketing saas,Seed,mixed,142.29,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2024,Surat,High Tech / Edge Computing,Seed,mixed,10.02,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2024,Thane,B2B construction materials,debt,mixed,4185.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Ahmedabad,d2c baby products,Primary-Secondary,mixed,2313.9,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Ahmedabad,d2c baby products,Secondary,mixed,120.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Ahmedabad,d2c baby products,Series B,mixed,2423.9,2,all-new-investors (DERIVED):1; all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Ahmedabad,d2c/beauty,Series C,mixed,2571.0,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Ahmedabad,fintech/sme lending,Series E3,mixed,2528.15,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Ahmedabad,fintech/sme lending,Venture Debt,mixed,1002.69,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Ahmedabad,govtech saas,Growth Capital,mixed,4600.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Ahmedabad,insurtech reinsurance,Seed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,AI / AI cloud infrastructure,Debt (share pledge),mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,AI / AI cloud infrastructure,Founder commitment,mixed,19711.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,AI / computer vision / fleet safety telematics,Series D,mixed,7713.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,AI Drug Discovery / Biotech,Seed/Bridge,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,AI Drug Discovery / Biotech,Series A,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,AI dev-tools / vibe-coding,Series A,mixed,1971.1,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,AI infra / semiconductor,pre_orders,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,Aerospace / drone logistics,Seed,mixed,741.31,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,D2C fashion,Series B,mixed,6821.72,2,mixed (DERIVED):1; all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,D2C fashion,Series B (close confirmation),mixed,3428.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,D2C jewellery,Series C,mixed,5300.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,EV tractors / agri-tech,seed,mixed,188.54,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,EV tractors / agri-tech,series-a,mixed,514.2,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,EdTech / Workforce Skilling,Pre-Series A,mixed,0.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,Edtech / AI,Pre-Series A,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,Foodtech / 10-min food delivery,Series A,mixed,1199.8,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,Logistics,Series F,mixed,342.4,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,Mobility / EV,Post-Series B (tranche),mixed,968.41,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,Robotics / industrial automation (AMR),Series B,mixed,1714.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,SaaS / Customer Loyalty,IPO,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,SaaS / customer engagement,Series F (follow-on),mixed,15426.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,SaaS / customer engagement,Series F (tranche 1),mixed,8570.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,Semiconductor / AI chip,Series A,mixed,1070.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,WealthTech,Series D,mixed,4285.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,WealthTech / Investment Tech,Debt,mixed,50.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,WealthTech / Investment Tech,Series B,mixed,3740.83,2,mixed (DERIVED):1; all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,WealthTech / Investment Tech,Series B1,mixed,1114.1,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,Wealthtech / Mutual Fund Advisory,Pre-seed / Spin-off,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,Wealthtech / Mutual Fund Advisory,Seed,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,Wealthtech / Mutual Fund Advisory,Series A,mixed,0.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,adtech,Debt,mixed,29995.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,adtech,"Loan (2 tranches, 13-14%, secured on founders' stake)",mixed,29995.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,adtech,Pre-IPO (talks),mixed,12855.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,adtech,Series E (talks),mixed,34280.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,adtech,Total PE raised,mixed,18511.2,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,ai agents,Seed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,ai ecommerce growth,Convertible Note,mixed,0.0,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,ai ecommerce growth,Pre-Series B,mixed,771.3,2,unknown:1; mixed (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,b2b commerce,Series G,mixed,16197.3,2,initial (DERIVED):1; all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,biotech therapeutics,Series A,mixed,1028.4,2,all-new-investors (DERIVED):1; all-follow-on (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,biotech therapeutics,Series A (total raised),mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,cybersecurity,Series A,mixed,505.63,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,cybersecurity / quantum,Series A,mixed,780.43,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,d2c travel,Seed,mixed,428.5,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,d2c/jewellery,Angel,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,d2c/jewellery,Corporate Round,mixed,10000.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,d2c/jewellery,Seed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,defence electronics,Series A,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,defence imaging / electro-optics,Series D (pre-IPO),mixed,1925.0,2,all-follow-on (DERIVED):1; all-new-investors (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,defence tech,seed,mixed,94.27,1,all-new-investors (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,ecommerce,ESOP buyback,mixed,2142.5,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,edtech / HR-tech (AI + blockchain credentials),Grant (prize money),mixed,0.0,1,all-new-investors (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,edtech / HR-tech (AI + blockchain credentials),Series A,mixed,21.43,1,all-new-investors (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,edtech SaaS,series-a,mixed,519.34,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,edtech ai tutor,pre-Series A,mixed,321.38,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,edtech live classes,Internal/bridge,mixed,942.7,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,edtech live classes,Series F,mixed,0.0,1,existing:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,edtech short-form,Series B,mixed,2399.6,1,mixed (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,edtech study-abroad,Debt,mixed,8570.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,edtech study-abroad,Series E,mixed,5570.5,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,enterprise / data & AI services,strategic/PE growth,mixed,29995.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,ev battery fast-charge,Series A,mixed,531.34,1,mixed (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,ev motorcycles,Series E (tranche),mixed,5656.2,2,initial (DERIVED):1; all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,ev/2-wheeler,IPO,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,fintech,Conventional Debt (NCD),mixed,1714.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,fintech,Preferential shares (NBFC capital),mixed,5000.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,fintech,debt (NCD),mixed,1714.0,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,fintech / credit cards,Series B,mixed,2056.8,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,fintech / digital lending,Debt (conventional),mixed,976.98,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,fintech cross-border payments,Series A,mixed,857.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,fintech cross-border payments,Series A (Tracxn variant),mixed,490.2,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,fintech cross-border payments,Series A (reported by Tracxn),mixed,490.2,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,fintech payments infrastructure,Series D,mixed,5142.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,fintech wealthtech,IPO,mixed,6632.3,1,new:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,fintech wealthtech,Series F,mixed,17337.11,1,new:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,fintech/card infra,Series D,mixed,4285.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,fintech/card infra,Strategic,mixed,4285.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,fitness/healthtech,Series F,mixed,0.0,1,new:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,foodtech cloud kitchen,Angel,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,foodtech cloud kitchen,Conventional Debt,mixed,565.62,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,foodtech cloud kitchen,Pre-IPO,mixed,160.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,gaming,pre-seed,mixed,85.7,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,gaming livestream / social entertainment / micro-drama,Series B,mixed,1156.95,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,gaming/web3 distribution protocol,Series A,mixed,1156.95,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,gaming/web3 distribution protocol,Strategic,mixed,1156.95,1,mixed (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,healthtech / wearables,Reported (unclosed),mixed,10284.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,healthtech / wearables,venture debt,mixed,100.0,1,new:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,healthtech diagnostics,series-b,mixed,2485.3,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,industrial robotics / autonomous mobile robots,Seed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,insurtech,Series E,mixed,0.0,1,new:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,insurtech,Undisclosed (late stage),mixed,0.0,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,logistics,Series F,mixed,17140.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,logistics,Series F (extended),mixed,8570.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,proptech / flex workspace (managed offices),IPO (OFS),mixed,50.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,proptech / flex workspace (managed offices),IPO (fresh Rs 650 Cr + Rs 50 Cr OFS = Rs 700 Cr total),mixed,650.0,1,all-new-investors (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,proptech / flex workspace (managed offices),IPO (fresh issue),mixed,650.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,proptech / workforce housing,Seed/early,mixed,857.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,spacetech ssa,Series B,mixed,4285.0,1,"new (Reliance lead); existing Peak XV, Kalaari participated per VCCircle:1",estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru,travel villas,Series B,mixed,891.28,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Bengaluru (HQ); Singapore domicile (reverse flip planned); ops India/Singapore/Middle East,Home interiors marketplace,Late VC,mixed,4026.61,2,unknown:2,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,"Bengaluru (operating/brand HQ); registered office Rajnandgaon, Chhattisgarh",D2C pet food / consumer goods,Corporate minority,mixed,0.0,2,unknown:1; all-new-investors (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,"Bengaluru, Karnataka",B2B ecommerce (food & grocery),Series D,mixed,10284.0,1,new (SC Ventures-led) + Solv acquisition close:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,"Bengaluru, Karnataka",Horizontal ecommerce / social commerce,IPO,mixed,51934.2,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,"Bengaluru, Karnataka",Horizontal ecommerce / social commerce,Series F (late private),mixed,23139.0,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,"Bengaluru, Karnataka",Mobility / road transport tech (bike taxi-led multimodal),Series E (secondary),mixed,2571.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
