founder_id,person_id,startup_id,name,role_title,founder_type,active,previous_company_first,city,sector,founder_sequence,source_id,confidence,notes
FDR0412,P0700,S0146,Aditya Kulkarni,Co-founder & CSO,co-founder,True,,Bengaluru,biotech therapeutics,1,SRC02347,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0413,P0701,S0146,Arun B. Papaiah,Co-founder & CEO,,True,,Bengaluru,biotech therapeutics,1,SRC02349,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0414,P0712,S0147,Ankur Gigras,Co-founder & CEO,co-founder,True,,Gurugram,healthtech surgical care,1,SRC02362,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0415,P0713,S0147,Vikas Chauhan,Co-founder & COO,co-founder,True,,Gurugram,healthtech surgical care,1,SRC02366,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0416,P0714,S0147,Aman Priya Khanna,Co-founder,co-founder,True,,Gurugram,healthtech surgical care,1,SRC02366,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0417,P0715,S0148,Abhinav Pathak,"Co-founder & CEO (ex-Perpule, acquired by Amazon)",co-founder,True,,Bengaluru,d2c travel,1,SRC02368,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0418,P0716,S0148,Abhinav Zutshi,Co-founder (ex-Landmark Group),co-founder,True,,Bengaluru,d2c travel,1,SRC02368,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0419,P0717,S0149,"{'v': 'Harshvardhan Lunia', 'src': 'IndiaFilings, Tracxn'}","{'v': 'Co-Founder, former CEO', 'src': 'ET'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes (as shareholder, legal dispute)', 'src': 'ET'}",,Ahmedabad,fintech/sme lending,1,SRC02387,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0420,P0718,S0149,"{'v': 'Mukul Sachan', 'src': 'Tracxn'}","{'v': 'Co-Founder (departed 2019)', 'src': 'Tracxn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes (shareholder)', 'src': 'ET'}",,Ahmedabad,fintech/sme lending,1,SRC02386,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0421,P0657,S0150,"{'v': 'Yashish Dahiya', 'src': 'Tracxn, Avataar VC'}","{'v': 'Founder & CEO', 'src': 'Tracxn'}","{'v': 'founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'Tracxn'}",,Gurugram,healthtech | healthtech integrated care,1,SRC02403,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0422,P0675,S0150,"{'v': 'Alok Bansal', 'src': 'Avataar VC, MCA'}","{'v': 'Co-Founder & Executive Vice Chairman', 'src': 'Avataar VC'}","{'v': 'co-founder', 'src': 'Avataar VC'}","{'v': 'Yes', 'src': 'Avataar VC'}",,Gurugram,healthtech | healthtech integrated care,1,SRC02401,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0423,P0719,S0151,"{'v': 'Rustom Lawyer', 'src': 'Tracxn, Tofler'}","{'v': 'Co-Founder & CEO', 'src': 'Tracxn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'Tofler'}",,Mumbai,healthtech ai scribe,1,SRC02404,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0424,P0720,S0151,"{'v': 'Shiraz Austin', 'src': 'Tracxn, Tofler'}","{'v': 'Co-Founder', 'src': 'Tracxn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'Tofler'}",,Mumbai,healthtech ai scribe,1,SRC02404,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0425,P0721,S0152,"{'v': 'Ram Anant', 'src': 'Tracxn, LinkedIn, Infineon PR'}","{'v': 'Founder & CEO', 'src': 'Infineon PR'}","{'v': 'founder', 'src': 'Tracxn'}","{'v': 'Yes (joining Infineon)', 'src': 'Infineon PR'}",,Bengaluru,semiconductor power,1,SRC02411,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0426,P0722,S0152,"{'v': 'Vikram Gakhar', 'src': 'Tracxn, LinkedIn'}","{'v': 'Co-Founder & Director, Mixed Signal Design', 'src': 'LinkedIn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'LinkedIn'}",,Bengaluru,semiconductor power,1,SRC02415,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0427,P0723,S0152,"{'v': 'Preetam Tadeparthy', 'src': 'Tracxn, LinkedIn'}","{'v': 'Co-Founder, CTO & VP Engineering', 'src': 'LinkedIn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'LinkedIn'}",,Bengaluru,semiconductor power,1,SRC02415,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0428,P0724,S0152,"{'v': 'Dattatreya Baragur Suryanarayana', 'src': 'Tracxn, LinkedIn'}","{'v': 'Co-Founder, Director Analog', 'src': 'LinkedIn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'LinkedIn'}",,Bengaluru,semiconductor power,1,SRC02415,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0429,P0725,S0153,"{'v': 'Nikhil Ramaswamy', 'src': 'Tracxn, LinkedIn'}","{'v': 'Co-Founder & CEO', 'src': 'Tracxn'}","{'v': 'co-founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'LinkedIn'}",,Bengaluru,robotics vision,1,SRC02420,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0430,P0726,S0153,"{'v': 'Gokul N A', 'src': 'Tracxn, LinkedIn'}","{'v': 'Founder (Design, Product & Brand)', 'src': 'LinkedIn'}","{'v': 'founder', 'src': 'Tracxn'}","{'v': 'Yes', 'src': 'LinkedIn'}",,Bengaluru,robotics vision,1,SRC02420,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0431,P0725,S0153,Nikhil Ramaswamy,Co-Founder & CEO,,True,,Bengaluru,robotics vision,1,SRC02437,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0432,P0727,S0153,Gokul NA,"Founder - Design, Product & Brand / CTO",,True,,Bengaluru,robotics vision,1,SRC02420,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0433,P0730,S0154,Srivatsan Sridhar,Co-founder and CEO,co-founder,True,,Bengaluru,fintech cross-border payments,1,SRC02442,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0434,P0731,S0154,Movin Jain,Co-founder,co-founder,True,,Bengaluru,fintech cross-border payments,1,SRC02456,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0435,P0735,S0155,Arjun P. Gupta,Founder & CEO,founder,True,,Delhi,climate energy efficiency,1,SRC02467,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0436,P0736,S0155,Sidhartha P. Gupta,Co-founder & CFO,co-founder,True,,Delhi,climate energy efficiency,1,SRC02468,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0437,P0737,S0155,Ujjal Majumdar,Co-founder & COO,co-founder,True,,Delhi,climate energy efficiency,1,SRC02459,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0438,P0738,S0156,Rakesh Malik,Co-founder & CEO,co-founder,True,,Greater Noida,semiconductor motor control,1,SRC02470,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0439,P0739,S0156,Pratap Narayan Singh,Co-founder & CTO,co-founder,True,,Greater Noida,semiconductor motor control,1,SRC02470,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0440,P0744,S0157,Dr. Sonam Kothari,Founder,founder,True,,Mumbai,healthtech,1,SRC02481,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0441,P0745,S0157,Dr. Abhishek Sen,Founder,founder,True,,Mumbai,healthtech,1,SRC02481,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0442,P0746,S0158,Vineeta Singh,CEO,,True,,Mumbai,d2c beauty,1,SRC02495,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0443,P0747,S0158,Kaushik Mukherjee,COO,,True,,Mumbai,d2c beauty,1,SRC02498,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0444,P0750,S0159,Prem Bhatia,CEO / Co-founder,co-founder,,,Bengaluru,ai ecommerce growth,1,SRC02509,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0445,P0751,S0159,Ashwin Puri,Co-founder,co-founder,,,Bengaluru,ai ecommerce growth,1,SRC00088,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0446,P0752,S0159,Vivek P.,Co-founder & CTO,,True,,Bengaluru,ai ecommerce growth,1,SRC02505,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0447,P0759,S0161,Dheemanth Nagaraj,,co-founder,,,Bengaluru,semiconductor ai gpu,1,SRC02538,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0448,P0760,S0161,Ashok Jagannathan,,co-founder,,,Bengaluru,semiconductor ai gpu,1,SRC02538,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0449,P0761,S0161,Srikanth Nimmagadda,,co-founder,,,Bengaluru,semiconductor ai gpu,1,SRC02538,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0450,P0762,S0161,Rajesh Vivekanandham,,co-founder,,,Bengaluru,semiconductor ai gpu,1,SRC02538,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0451,P0764,S0162,Sangeet Agrawal,,co-founder,,,Bengaluru,d2c travel goods,1,SRC02556,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0452,P0765,S0162,Navin Parwal,,co-founder,,,Bengaluru,d2c travel goods,1,SRC02556,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0453,P0770,S0163,Amitava Saha,,co-founder,,,Pune,logistics,1,SRC02564,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0454,P0771,S0163,Supam Maheshwari,,co-founder,,,Pune,logistics,1,SRC02564,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0455,P0772,S0163,Supam Satyanarayan Maheshwari,Co-Founder,,True,,Pune,logistics,1,SRC02565,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0456,P0773,S0163,Rajdeep Meda,Co-Founder,,True,,Pune,logistics,1,SRC02565,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0457,P0774,S0163,Macey Quinn,Co-Founder,,True,,Pune,logistics,1,SRC02565,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0458,P0775,S0163,Shaikh Awesh,Co-Founder,,True,,Pune,logistics,1,SRC02565,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0459,P0776,S0163,Johnson Smith,Co-Founder,,True,,Pune,logistics,1,SRC02565,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0460,P0777,S0163,Devendra Kumari,Co-Founder,,True,,Pune,logistics,1,SRC02565,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0461,P0783,S0164,Amit Chawla,,founder,,,Mumbai,fintech / B2B pharma,1,SRC02572,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0462,P0784,S0164,Shreeram Ramanathan,,founder,,,Mumbai,fintech / B2B pharma,1,SRC02572,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0463,P0785,S0164,Amit Kumar Chawla,Co-Founder & CEO,,True,,Mumbai,fintech / B2B pharma,1,SRC02576,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0464,P0786,S0164,Shreeram V Ramanathan,Co-Founder,,True,,Mumbai,fintech / B2B pharma,1,SRC02583,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0465,P0787,S0164,Neha Ramcharanlal Virmani,Co-Founder,,True,,Mumbai,fintech / B2B pharma,1,SRC02576,LOW,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0466,P0788,S0164,Veena Vinod Chawla,Co-Founder,,True,,Mumbai,fintech / B2B pharma,1,SRC02576,LOW,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0467,P0790,S0165,Mohit Anand,Co-founder and CEO,,True,,Bengaluru,cybersecurity,1,SRC02593,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0468,P0791,S0165,Sarthak Dubey,Co-founder and COO,,True,,Bengaluru,cybersecurity,1,SRC02593,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0469,P0792,S0165,Mayank Morya,Co-founder and CTO,,True,,Bengaluru,cybersecurity,1,SRC02591,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0470,P0793,S0165,Akshit Kaushik,Co-founder and CBO,,True,,Bengaluru,cybersecurity,1,SRC02591,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0471,P0797,S0166,Jugal Anchalia,Co-founder & CEO,co-founder,,,Bengaluru,AI devtools,1,SRC02600,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0472,P0798,S0166,Abhishek Kumar,,co-founder,,,Bengaluru,AI devtools,1,SRC02600,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0473,P0799,S0167,Geetansh Bamania,"Promoter, Chairperson & co-founder",co-founder,,,Bengaluru,furniture rental / consumer services,1,SRC02610,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0474,P0800,S0167,Ajay Nain,,co-founder,,,Bengaluru,furniture rental / consumer services,1,SRC02611,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0475,P0033,S0168,Albinder Dhindsa,,founder,,,Gurugram,quick commerce,1,SRC02613,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0476,P0802,S0168,Saurabh Kumar,,founder,,,Gurugram,quick commerce,1,SRC02613,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0477,P0803,S0169,"{'v': 'Ankush Malik', 'conf': 'high', 'src': 'Fortune India'}","{'v': 'CEO', 'type': 'co-founder'}",,True,,Gurugram,Renewable Energy / IPP,1,SRC02621,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0478,P0564,S0170,"{'v': 'UNKNOWN', 'conf': 'low', 'src': 'Failory lists founders as —'}","{'v': 'Founder(s)', 'type': 'founder'}",,True,,Gurugram,Renewable Energy / IPP,1,SRC02622,LOW,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0479,P0804,S0171,"{'v': 'Sriharsha Majety', 'conf': 'high', 'src': 'Inventiva'}","{'v': 'CEO', 'type': 'co-founder'}",,True,,Bengaluru,Food Delivery / Quick Commerce,1,SRC02632,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0480,P0805,S0171,"{'v': 'Nandan Reddy', 'conf': 'medium', 'src': 'General knowledge'}","{'v': 'Co-founder', 'type': 'co-founder'}",,True,,Bengaluru,Food Delivery / Quick Commerce,1,SRC02631,LOW,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0481,P0806,S0171,"{'v': 'Rahul Jaimini', 'conf': 'medium', 'src': 'General knowledge'}","{'v': 'Co-founder', 'type': 'co-founder'}",,False,,Bengaluru,Food Delivery / Quick Commerce,1,SRC02631,LOW,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0482,P0807,S0172,"{'v': 'Shubham Gupta', 'conf': 'high', 'src': 'foundersday, Entrackr'}","{'v': 'Founder', 'type': 'founder'}",,True,,Mumbai,D2C Streetwear / Fashion,1,SRC02640,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0483,P0808,S0172,"{'v': 'Sanjay Gupta', 'conf': 'medium', 'src': 'Entrackr (RoC filing)'}","{'v': 'Co-founder/Director', 'type': 'co-founder'}",,True,,Mumbai,D2C Streetwear / Fashion,1,SRC02638,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0484,P0809,S0172,"{'v': 'Reena Gupta', 'conf': 'medium', 'src': 'Entrackr (RoC filing)'}","{'v': 'Co-founder/Director', 'type': 'co-founder'}",,True,,Mumbai,D2C Streetwear / Fashion,1,SRC02638,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0485,P0810,S0173,"{'v': 'Aridni Shah', 'conf': 'high', 'src': 'Inc42'}","{'v': 'Cofounder and CEO', 'type': 'co-founder'}",,True,,Bengaluru,AI Drug Discovery / Biotech,1,SRC02644,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0486,P0811,S0173,"{'v': 'Trisha Chatterjee', 'conf': 'high', 'src': 'Inc42'}","{'v': 'Cofounder', 'type': 'co-founder'}",,True,,Bengaluru,AI Drug Discovery / Biotech,1,SRC02644,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0487,P0593,S0174,Sunil Kumar,Co-Founder & CEO,founder,True,,Bengaluru,Semiconductors / Fabless chip design,1,SRC02653,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0488,P0812,S0174,Renuka Prasad,Co-Founder,co-founder,True,,Bengaluru,Semiconductors / Fabless chip design,1,SRC02653,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0489,P0813,S0174,Kanagaraju Ponnusamy,Co-Founder & Head of Engineering,co-founder,True,,Bengaluru,Semiconductors / Fabless chip design,1,SRC02654,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0490,P0814,S0174,Dinesh Annayya,Co-Founder,co-founder,True,,Bengaluru,Semiconductors / Fabless chip design,1,SRC02651,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0491,P0815,S0174,Harpreet Wadhawan,Co-Founder,co-founder,True,,Bengaluru,Semiconductors / Fabless chip design,1,SRC02653,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0492,P0816,S0174,Jansen Cheng,VP Global BD & Co-Founder,co-founder,True,,Bengaluru,Semiconductors / Fabless chip design,1,SRC02655,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0493,P0817,S0175,Kishan Aswath,Co-Founder & CEO,founder,True,,Bengaluru,Logistics SaaS / AI supply chain optimization,1,SRC02663,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0494,P0818,S0175,Amit Ashok Kulkarni,Co-Founder & CTO,co-founder,True,,Bengaluru,Logistics SaaS / AI supply chain optimization,1,SRC02663,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0495,P0819,S0175,Ranganath Seetharamu,Co-Founder & COO,co-founder,True,,Bengaluru,Logistics SaaS / AI supply chain optimization,1,SRC02663,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0496,P0264,S0176,Nitin Jain,"Chairman & MD, Neo Group",founder,True,,Mumbai,Wealth Management / Fintech,1,SRC02669,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0497,P0494,S0176,Varun Bajpai,Co-Founder & Chairman,co-founder,True,,Mumbai,Wealth Management / Fintech,1,SRC02670,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0498,P0493,S0176,Hemant Daga,"Co-Founder & CEO, Neo Asset Management",co-founder,True,,Mumbai,Wealth Management / Fintech,1,SRC02671,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0499,P0496,S0176,Puneet Jain,"Co-Founder & CIO, Neo Asset Management",co-founder,True,,Mumbai,Wealth Management / Fintech,1,SRC02671,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0500,P0495,S0176,Shajikumar Devakar,"Co-Founder & CEO, Neo Wealth Management",co-founder,True,,Mumbai,Wealth Management / Fintech,1,SRC02672,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0501,P0820,S0176,Srikanth A V,"Co-Founder & CEO, Neo Wealth Partners",co-founder,True,,Mumbai,Wealth Management / Fintech,1,SRC02669,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0502,P0821,S0177,Aneesh Reddy Boddu,"Founder, MD & CEO",founder,True,,Bengaluru,SaaS / Customer Loyalty,1,SRC02678,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0503,P0822,S0177,Krishna Mehra,Co-Founder,co-founder,False,,Bengaluru,SaaS / Customer Loyalty,1,SRC02680,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0504,P0823,S0177,Ajay Modani,Former Co-Founder,co-founder,False,,Bengaluru,SaaS / Customer Loyalty,1,SRC02680,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0505,P0824,S0177,Anant Choubey,Co-Founder & COO & CFO,co-founder,True,,Bengaluru,SaaS / Customer Loyalty,1,SRC02679,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0506,P0825,S0177,Sridhar Bollam,Co-Founder & CCO North America,co-founder,True,,Bengaluru,SaaS / Customer Loyalty,1,SRC02679,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0507,P0826,S0178,Prateek Jindal,Founder & CEO,founder,True,,Bengaluru,Wealthtech / Mutual Fund Advisory,1,SRC02688,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0508,P0827,S0178,Nitin Gupta,Co-founder (Uni Cards),co-founder,False,,Bengaluru,Wealthtech / Mutual Fund Advisory,1,SRC02687,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0509,P0828,S0179,"{'v': 'Monil Singhal', 'role': 'co-founder', 'type': 'co-founder', 'confidence': 0.95, 'src': 'ET'}",,,,,Mumbai,proptech listings,1,,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0510,P0829,S0179,"{'v': 'Puneet Arora', 'role': 'co-founder', 'type': 'co-founder', 'confidence': 0.95, 'src': 'ET'}",,,,,Mumbai,proptech listings,1,,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
