startup_id,company,milestone_type,milestone,period,value,unit,currency,source_id,confidence,notes
S0140,Uniphore,founded,2008,2008,,,,,DERIVED,founded date from STARTUPS
S0140,Uniphore,first_funding,Series D,2021-03-31,,INR Mn,INR,SRC02279,DERIVED,first funding event from FUNDING
S0140,Uniphore,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0141,Urban Company,founded,2014,2014,,,,,DERIVED,founded date from STARTUPS
S0141,Urban Company,first_funding,Pre-IPO Secondary,2024-09-01,,INR Mn,INR,,DERIVED,first funding event from FUNDING
S0141,Urban Company,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0142,Zomato,founded,2008-07-10,2008-07-10,,,,,DERIVED,founded date from STARTUPS
S0142,Zomato,first_funding,IPO,2021-07-01,,INR Mn,INR,SRC02292,DERIVED,first funding event from FUNDING
S0142,Zomato,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0143,Emversity,founded,2023,2023,,,,,DERIVED,founded date from STARTUPS
S0143,Emversity,first_funding,Seed,2023-12-19,,INR Mn,INR,SRC02299,DERIVED,first funding event from FUNDING
S0143,Emversity,latest_revenue,FY25,FY25,7.1,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0143,Emversity,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0144,KGeN (Kratos Gamer Network),founded,2022,2022,,,,,DERIVED,founded date from STARTUPS
S0144,KGeN (Kratos Gamer Network),first_funding,ICO,2022-03-08,,INR Mn,INR,SRC02309,DERIVED,first funding event from FUNDING
S0144,KGeN (Kratos Gamer Network),current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0145,Seekho,founded,2020,2020,,,,,DERIVED,founded date from STARTUPS
S0145,Seekho,first_funding,Seed,2023-03-01,248.4,INR Mn,INR,SRC02326,DERIVED,first funding event from FUNDING
S0145,Seekho,latest_revenue,FY25,FY25,1435000000.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0145,Seekho,legal_event,complaint,2025-09-28,,,,SRC02153,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0145,Seekho,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0146,Avammune Therapeutics,founded,2020,2020,,,,,DERIVED,founded date from STARTUPS
S0146,Avammune Therapeutics,first_funding,Seed,2022-07-15,,INR Mn,INR,SRC02355,DERIVED,first funding event from FUNDING
S0146,Avammune Therapeutics,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0147,HexaHealth,founded,2021-06-23,2021-06-23,,,,,DERIVED,founded date from STARTUPS
S0147,HexaHealth,first_funding,Seed,2021-09-14,342.7,INR Mn,INR,SRC02365,DERIVED,first funding event from FUNDING
S0147,HexaHealth,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0148,Escape Plan (travel gear),founded,2025-05-01,2025-05-01,,,,,DERIVED,founded date from STARTUPS
S0148,Escape Plan (travel gear),first_funding,Seed,2025-07-22,428.5,INR Mn,INR,SRC02368,DERIVED,first funding event from FUNDING
S0148,Escape Plan (travel gear),latest_revenue,FY25,FY25,10.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0148,Escape Plan (travel gear),current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0149,Lendingkart,founded,2014-12-15,2014-12-15,,,,,DERIVED,founded date from STARTUPS
S0149,Lendingkart,first_funding,Series E3,2025-03-27,2528.15,INR Mn,INR,SRC02386,DERIVED,first funding event from FUNDING
S0149,Lendingkart,current_state,"Active (distressed, Fullerton majority takeover)",2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0150,PB Healthcare,founded,2025-01-01,2025-01-01,,,,,DERIVED,founded date from STARTUPS
S0150,PB Healthcare,first_funding,Seed,2025-05-08,18682.6,INR Mn,INR,SRC02396,DERIVED,first funding event from FUNDING
S0150,PB Healthcare,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0151,Augnito,founded,2022-02-18,2022-02-18,,,,,DERIVED,founded date from STARTUPS
S0151,Augnito,first_funding,Seed,2022-11-21,,INR Mn,INR,SRC02404,DERIVED,first funding event from FUNDING
S0151,Augnito,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0152,C2i Semiconductors,founded,2024-06-05,2024-06-05,,,,,DERIVED,founded date from STARTUPS
S0152,C2i Semiconductors,first_funding,Series A (extension),2026-05-27,1452.9,INR Mn,INR,SRC02412,DERIVED,first funding event from FUNDING
S0152,C2i Semiconductors,current_state,"Active (acquisition by Infineon announced Aug 24, 2026, expected to close Q3 2026)",2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0153,CynLr,founded,2019,2019,,,,,DERIVED,founded date from STARTUPS
S0153,CynLr,first_funding,Seed,2019-08-06,66.65,INR Mn,INR,SRC02424,DERIVED,first funding event from FUNDING
S0153,CynLr,latest_revenue,FY2024,FY2024,3100000.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0153,CynLr,legal_event,regulatory,2023-09-30,,,,SRC02425,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0153,CynLr,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0154,Skydo,first_funding,Pre-Series A,2024-08-13,418.5,INR Mn,INR,SRC02455,DERIVED,first funding event from FUNDING
S0154,Skydo,latest_revenue,FY25,FY25,9.1,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0154,Skydo,legal_event,licence,May 2026,,,,SRC02450,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0154,Skydo,current_state,ACTIVE,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0155,Smart Joules,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0156,VerveSemi (Vervesemi),first_funding,Series A (INR equivalent),2026-02-18,90.5,INR Mn,INR,SRC02473,DERIVED,first funding event from FUNDING
S0156,VerveSemi (Vervesemi),latest_revenue,FY25,FY25,16.4,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0156,VerveSemi (Vervesemi),current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0157,Butterfly Learnings,first_funding,Seed,2022-01-01,157.0,INR Mn,INR,SRC02488,DERIVED,first funding event from FUNDING
S0157,Butterfly Learnings,latest_revenue,FY25,FY25,155000000.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0157,Butterfly Learnings,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0158,Sugar Cosmetics,founded,2015,2015,,,,,DERIVED,founded date from STARTUPS
S0158,Sugar Cosmetics,first_funding,Series D,2022,3925.0,INR Mn,INR,,DERIVED,first funding event from FUNDING
S0158,Sugar Cosmetics,latest_revenue,FY26,FY26,3800000000.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0158,Sugar Cosmetics,legal_event,regulatory,2026-06-30,,,,SRC02497,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0158,Sugar Cosmetics,current_state,active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0159,Graas.ai (Graas),founded,2022,2022,,,,,DERIVED,founded date from STARTUPS
S0159,Graas.ai (Graas),first_funding,Seed,2022-04-01,560.49,INR Mn,INR,SRC02522,DERIVED,first funding event from FUNDING
S0159,Graas.ai (Graas),latest_revenue,FY25,FY25,31.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0159,Graas.ai (Graas),legal_event,,,,,,,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0159,Graas.ai (Graas),current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0161,Agrani Labs,first_funding,Series A (ongoing/negotiating),2026-09-01,4350.0,INR Mn,INR,SRC02534,DERIVED,first funding event from FUNDING
S0161,Agrani Labs,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0162,Mokobara,founded,2019,2019,,,,,DERIVED,founded date from STARTUPS
S0162,Mokobara,first_funding,Seed,2020-03-09,23.68,INR Mn,INR,SRC02553,DERIVED,first funding event from FUNDING
S0162,Mokobara,latest_revenue,FY25,FY25,2400000000.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0162,Mokobara,legal_event,litigation,2025,,,,SRC02552,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0162,Mokobara,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0163,XpressBees,founded,2015,2015,,,,,DERIVED,founded date from STARTUPS
S0163,XpressBees,first_funding,Series A,2015-11-05,1075.0,INR Mn,INR,SRC02565,DERIVED,first funding event from FUNDING
S0163,XpressBees,latest_revenue,FY25,FY25,1000.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0163,XpressBees,legal_event,regulatory,2024-11-23,,,,SRC02567,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0163,XpressBees,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0164,Fundly.ai,founded,2021,2021,,,,,DERIVED,founded date from STARTUPS
S0164,Fundly.ai,first_funding,seed,2023-05-08,248.4,INR Mn,INR,SRC02581,DERIVED,first funding event from FUNDING
S0164,Fundly.ai,latest_revenue,FY25,FY25,30.1,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0164,Fundly.ai,legal_event,regulatory,,,,,SRC02574,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0164,Fundly.ai,current_state,ACTIVE — raised $4M Sep 2026,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0165,Mitigata,founded,2023,2023,,,,,DERIVED,founded date from STARTUPS
S0165,Mitigata,first_funding,Series A,2025-08-04,505.63,INR Mn,INR,SRC02591,DERIVED,first funding event from FUNDING
S0165,Mitigata,latest_revenue,FY25,FY25,40.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0165,Mitigata,current_state,ACTIVE — $15M Series B Jun 2026,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0167,RentoMojo,founded,2014,2014,,,,,DERIVED,founded date from STARTUPS
S0167,RentoMojo,first_funding,IPO,2026-03-30,1255.57,INR Mn,INR,SRC02605,DERIVED,first funding event from FUNDING
S0167,RentoMojo,latest_revenue,FY26,FY26,3870.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0167,RentoMojo,current_state,"ACTIVE — Rs 1255.57cr IPO Sep 9-11 2026, 72.88x subscribed; allotment Sep 15",2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0169,Juniper Green Energy,founded,2018,2018,,,,,DERIVED,founded date from STARTUPS
S0169,Juniper Green Energy,first_funding,Debt Financing,2018,,INR Mn,INR,SRC02622,DERIVED,first funding event from FUNDING
S0169,Juniper Green Energy,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0170,Serentica Renewables,founded,2022,2022,,,,,DERIVED,founded date from STARTUPS
S0170,Serentica Renewables,first_funding,Equity/Debt,2022,,INR Mn,INR,SRC02623,DERIVED,first funding event from FUNDING
S0170,Serentica Renewables,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0171,Swiggy,founded,2014,2014,,,,,DERIVED,founded date from STARTUPS
S0171,Swiggy,first_funding,Pre-IPO,2022,,INR Mn,INR,SRC02632,DERIVED,first funding event from FUNDING
S0171,Swiggy,latest_revenue,FY25,FY25,15226.76,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0171,Swiggy,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0172,Bonkers Corner,founded,2020,2020,,,,,DERIVED,founded date from STARTUPS
S0172,Bonkers Corner,first_funding,Series A,2026-03-06,,INR Mn,INR,SRC02638,DERIVED,first funding event from FUNDING
S0172,Bonkers Corner,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0173,immunitoAI,founded,2020,2020,,,,,DERIVED,founded date from STARTUPS
S0173,immunitoAI,first_funding,Series A,2025-11-25,,INR Mn,INR,SRC02644,DERIVED,first funding event from FUNDING
S0173,immunitoAI,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0174,BigEndian Semiconductors,founded,2024-03-16,2024-03-16,,,,,DERIVED,founded date from STARTUPS
S0174,BigEndian Semiconductors,first_funding,Seed,2024-09-03,,INR Mn,INR,SRC02652,DERIVED,first funding event from FUNDING
S0174,BigEndian Semiconductors,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0175,Mojro Technologies,founded,2016-05-23,2016-05-23,,,,,DERIVED,founded date from STARTUPS
S0175,Mojro Technologies,first_funding,Seed,2018-04-11,,INR Mn,INR,SRC02662,DERIVED,first funding event from FUNDING
S0175,Mojro Technologies,latest_revenue,FY25,FY25,10.6,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0175,Mojro Technologies,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0176,Neo (Neo Investment Value Advisors),founded,2021-09-10,2021-09-10,,,,,DERIVED,founded date from STARTUPS
S0176,Neo (Neo Investment Value Advisors),first_funding,Series B,2026-03-25,,INR Mn,INR,SRC02666,DERIVED,first funding event from FUNDING
S0176,Neo (Neo Investment Value Advisors),current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0177,Capillary Technologies,founded,2012-03-15,2012-03-15,,,,,DERIVED,founded date from STARTUPS
S0177,Capillary Technologies,first_funding,IPO,2025-11-14,,INR Mn,INR,SRC02677,DERIVED,first funding event from FUNDING
S0177,Capillary Technologies,current_state,Active (Publicly Listed),2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0178,PowerUp Money,founded,2024-03-04,2024-03-04,,,,,DERIVED,founded date from STARTUPS
S0178,PowerUp Money,first_funding,Seed,2025-06-11,,INR Mn,INR,SRC02685,DERIVED,first funding event from FUNDING
S0178,PowerUp Money,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0179,Truva,founded,2023,2023,,,,,DERIVED,founded date from STARTUPS
S0179,Truva,first_funding,seed,2024-08-12,,INR Mn,INR,SRC02692,DERIVED,first funding event from FUNDING
S0179,Truva,current_state,active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0180,Tsavorite,founded,2023,2023,,,,,DERIVED,founded date from STARTUPS
S0180,Tsavorite,first_funding,pre_orders,2025-11-10,,INR Mn,INR,SRC02698,DERIVED,first funding event from FUNDING
S0180,Tsavorite,current_state,active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0181,Inox Clean Energy,founded,2017-11-20,2017-11-20,,,,,DERIVED,founded date from STARTUPS
S0181,Inox Clean Energy,first_funding,private_equity,2026-01-01,31000.0,INR Mn,INR,SRC02700,DERIVED,first funding event from FUNDING
S0181,Inox Clean Energy,current_state,active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0182,Raphe mPhibr,founded,2017-07-21,2017-07-21,,,,,DERIVED,founded date from STARTUPS
S0182,Raphe mPhibr,first_funding,seed,2022-08-01,,INR Mn,INR,SRC02710,DERIVED,first funding event from FUNDING
S0182,Raphe mPhibr,current_state,active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0183,Battery Smart,founded,2019-11-01,2019-11-01,,,,,DERIVED,founded date from STARTUPS
S0183,Battery Smart,first_funding,seed,2020-06-01,,INR Mn,INR,SRC02716,DERIVED,first funding event from FUNDING
S0183,Battery Smart,current_state,active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0185,Elivaas,first_funding,Seed,2023-11-27,207.0,INR Mn,INR,SRC02734,DERIVED,first funding event from FUNDING
S0185,Elivaas,latest_revenue,FY25,FY25,17.96,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0185,Elivaas,current_state,ACTIVE,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0189,General Autonomy,founded,2023-05-10,2023-05-10,,,,,DERIVED,founded date from STARTUPS
S0189,General Autonomy,first_funding,Pre-Seed,2023-11-14,,INR Mn,INR,SRC02753,DERIVED,first funding event from FUNDING
S0189,General Autonomy,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0191,QOSMIC,founded,2025,2025,,,,,DERIVED,founded date from STARTUPS
S0191,QOSMIC,first_funding,Seed,2026-06-24,,INR Mn,INR,SRC02760,DERIVED,first funding event from FUNDING
S0191,QOSMIC,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0192,Hachidori Robotics,founded,2019-08-16,2019-08-16,,,,,DERIVED,founded date from STARTUPS
S0192,Hachidori Robotics,first_funding,Seed,2022-08-23,,INR Mn,INR,SRC02764,DERIVED,first funding event from FUNDING
S0192,Hachidori Robotics,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0193,TransBnk,founded,2022,2022,,,,,DERIVED,founded date from STARTUPS
S0193,TransBnk,first_funding,Series B,2025-08-27,,INR Mn,INR,SRC02767,DERIVED,first funding event from FUNDING
S0193,TransBnk,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0194,Olee Space,founded,2023,2023,,,,,DERIVED,founded date from STARTUPS
S0194,Olee Space,first_funding,seed,2025-08-13,257.1,INR Mn,INR,SRC02772,DERIVED,first funding event from FUNDING
S0194,Olee Space,current_state,active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0195,Atlys,founded,2020,2020,,,,,DERIVED,founded date from STARTUPS
S0195,Atlys,first_funding,Series C,2026-03-16,3132.0,INR Mn,INR,SRC02778,DERIVED,first funding event from FUNDING
S0195,Atlys,current_state,active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0196,Goldi Solar,founded,2011-02-23,2011-02-23,,,,,DERIVED,founded date from STARTUPS
S0196,Goldi Solar,first_funding,pre-IPO,2025-10-29,14220.0,INR Mn,INR,SRC02787,DERIVED,first funding event from FUNDING
S0196,Goldi Solar,current_state,active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0197,Kiwi (Gokiwi Tech),founded,2022,2022,,,,,DERIVED,founded date from STARTUPS
S0197,Kiwi (Gokiwi Tech),first_funding,Seed,2022-12-30,694.52,INR Mn,INR,SRC02795,DERIVED,first funding event from FUNDING
S0197,Kiwi (Gokiwi Tech),latest_revenue,FY25,FY25,9.6,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0197,Kiwi (Gokiwi Tech),legal_event,licence,2026-04-26,,,,SRC02795,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0197,Kiwi (Gokiwi Tech),current_state,active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0200,Aurm,founded,2013-06-27,2013-06-27,,,,,DERIVED,founded date from STARTUPS
S0200,Aurm,latest_revenue,FY25,FY25,285.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0200,Aurm,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0201,Syfe,founded,2019,2019,,,,,DERIVED,founded date from STARTUPS
S0201,Syfe,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0202,Prozo,founded,2014-07-10,2014-07-10,,,,,DERIVED,founded date from STARTUPS
S0202,Prozo,first_funding,Total funding,2026-09-15,,INR Mn,INR,SRC02842,DERIVED,first funding event from FUNDING
S0202,Prozo,latest_revenue,FY26,FY26,275.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0202,Prozo,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0203,Jurisphere.ai,founded,2024,2024,,,,,DERIVED,founded date from STARTUPS
S0203,Jurisphere.ai,current_state,active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0207,Arivihan,founded,2024,2024,,,,,DERIVED,founded date from STARTUPS
S0207,Arivihan,first_funding,Pre-Series A,2025-07-31,,INR Mn,INR,SRC02859,DERIVED,first funding event from FUNDING
S0207,Arivihan,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0208,Netrasemi (NetraSemi),founded,2020,2020,,,,,DERIVED,founded date from STARTUPS
S0208,Netrasemi (NetraSemi),first_funding,Series A,2025-07-24,1070.0,INR Mn,INR,SRC02863,DERIVED,first funding event from FUNDING
S0208,Netrasemi (NetraSemi),current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0209,Arohan Financial Services,founded,2006,2006,,,,,DERIVED,founded date from STARTUPS
S0209,Arohan Financial Services,first_funding,Series A,2008-07-05,,INR Mn,INR,SRC02875,DERIVED,first funding event from FUNDING
S0209,Arohan Financial Services,latest_revenue,FY25,FY25,1000.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0209,Arohan Financial Services,legal_event,regulatory_action,Oct 2024 - Jan 2025,,,,SRC02879,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0209,Arohan Financial Services,current_state,ACTIVE - Pre-IPO,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0210,Ather Energy,founded,2013,2013,,,,,DERIVED,founded date from STARTUPS
S0210,Ather Energy,first_funding,IPO,2025-04-28,,INR Mn,INR,SRC02894,DERIVED,first funding event from FUNDING
S0210,Ather Energy,current_state,ACTIVE - Listed,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0211,Nexedge Capital,first_funding,Maiden Round,2026-08-25,1740.0,INR Mn,INR,SRC02904,DERIVED,first funding event from FUNDING
S0211,Nexedge Capital,latest_revenue,FY25,FY25,994667.64,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0211,Nexedge Capital,legal_event,compliance,FY2024-2025,,,,SRC02905,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0211,Nexedge Capital,current_state,ACTIVE,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0213,Navana.ai,founded,2018,2018,,,,,DERIVED,founded date from STARTUPS
S0213,Navana.ai,first_funding,Pre-Series A,2025-07-15,7.0,INR Mn,INR,SRC02925,DERIVED,first funding event from FUNDING
S0213,Navana.ai,latest_revenue,FY25,FY25,2130000.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0213,Navana.ai,current_state,ACTIVE,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0215,PumPumPum,founded,2018,2018,,,,,DERIVED,founded date from STARTUPS
S0215,PumPumPum,first_funding,Seed,2020-07-01,21.66,INR Mn,INR,SRC02951,DERIVED,first funding event from FUNDING
S0215,PumPumPum,current_state,ACTIVE,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0222,ANSCER Robotics,founded,2020,2020,,,,,DERIVED,founded date from STARTUPS
S0222,ANSCER Robotics,first_funding,Seed,2025-02-13,,INR Mn,INR,SRC03002,DERIVED,first funding event from FUNDING
S0222,ANSCER Robotics,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0226,Comet,founded,2023,2023,,,,,DERIVED,founded date from STARTUPS
S0226,Comet,first_funding,Series A,2024-07-01,42.3,INR Mn,INR,SRC03024,DERIVED,first funding event from FUNDING
S0226,Comet,latest_revenue,FY25,FY25,29100000.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0226,Comet,current_state,ACTIVE,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0228,CleverTap,founded,2013,2013,,,,,DERIVED,founded date from STARTUPS
S0228,CleverTap,first_funding,Seed,2013,,INR Mn,INR,SRC03039,DERIVED,first funding event from FUNDING
S0228,CleverTap,latest_revenue,FY25,FY25,523.1,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0228,CleverTap,acquisition,made,2022,,,,SRC03034,DERIVED,acquisition event from ACQUISITIONS
S0228,CleverTap,current_state,ACTIVE,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0237,Uolo,founded,2014,2014,,,,,DERIVED,founded date from STARTUPS
S0237,Uolo,first_funding,Series A / debt mix,2022-12-07,1766.25,INR Mn,INR,SRC03099,DERIVED,first funding event from FUNDING
S0237,Uolo,latest_revenue,FY20,FY20,88.12,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0237,Uolo,current_state,Active; private edtech,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0238,AgroStar,founded,2013,2013,,,,,DERIVED,founded date from STARTUPS
S0238,AgroStar,first_funding,Seed,2013-04-04,63.12,INR Mn,INR,SRC03122,DERIVED,first funding event from FUNDING
S0238,AgroStar,latest_revenue,FY25,FY25,864.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0238,AgroStar,legal_event,licence,2008-10-20,,,,SRC03128,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0238,AgroStar,current_state,Active; private agritech,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0239,30 Sundays,founded,2024,2024,,,,,DERIVED,founded date from STARTUPS
S0239,30 Sundays,first_funding,pre-seed,2024-11-08,64.45,INR Mn,INR,SRC03138,DERIVED,first funding event from FUNDING
S0239,30 Sundays,current_state,active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0241,Arya.ag (Arya),founded,2013,2013,,,,,DERIVED,founded date from STARTUPS
S0241,Arya.ag (Arya),first_funding,Pre-Series B,2020-03-01,444.0,INR Mn,INR,SRC03157,DERIVED,first funding event from FUNDING
S0241,Arya.ag (Arya),latest_revenue,FY25,FY25,447.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0241,Arya.ag (Arya),legal_event,insolvency,2026-09-10,,,,SRC03152,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0241,Arya.ag (Arya),current_state,active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0242,Hubilo,first_funding,Series B,2021-10-11,9312.5,INR Mn,INR,SRC03169,DERIVED,first funding event from FUNDING
S0242,Hubilo,latest_revenue,FY25,FY25,10.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0242,Hubilo,acquisition,received,2025-09-16,,,,SRC03168,DERIVED,acquisition event from ACQUISITIONS
S0242,Hubilo,current_state,active; acquired by Brandlive on 2025-09-16,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0246,Vecton AI,first_funding,pre-seed,2026-08-11,6.0,INR Mn,INR,SRC03183,DERIVED,first funding event from FUNDING
S0246,Vecton AI,latest_revenue,FY25,FY25,100000.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0246,Vecton AI,current_state,ACTIVE,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0248,Ammunic Systems,first_funding,accelerator/incubator,2024,,INR Mn,INR,SRC03206,DERIVED,first funding event from FUNDING
S0248,Ammunic Systems,latest_revenue,FY25,FY25,100.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0248,Ammunic Systems,current_state,ACTIVE,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0255,Niyo,first_funding,Seed,2016-01-20,12.9,INR Mn,INR,SRC03229,DERIVED,first funding event from FUNDING
S0255,Niyo,latest_revenue,FY25,FY25,123.4,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0255,Niyo,legal_event,licence,2026-08-05,,,,SRC03235,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0255,Niyo,current_state,"ACTIVE — agreed to acquire Capital India Finance RemitX forex business for Rs 11.4 cr, Sep 2026",2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0256,SatSure,first_funding,Seed,2019-02-11,,INR Mn,INR,SRC03265,DERIVED,first funding event from FUNDING
S0256,SatSure,latest_revenue,FY25,FY25,35.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0256,SatSure,current_state,"ACTIVE — IN-SPACe Technology Adoption Fund selectee, 2026",2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0258,VerSe Innovation,first_funding,Series F,2019-07-01,2150.0,INR Mn,INR,SRC03301,DERIVED,first funding event from FUNDING
S0258,VerSe Innovation,latest_revenue,FY25,FY25,2071.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0258,VerSe Innovation,legal_event,allegation,2025-05-30,,,,,DERIVED,legal/regulatory event from LEGAL_REGULATORY
